x,z,gamma_00,gamma_01,gamma_02,gamma_10,gamma_11,gamma_12,gamma_20,gamma_21,gamma_22
1.57143,3.85714,1.08772,-0.00162821,0.108482,-0.0126167,1.04629,-0.0150481,0.107557,-0.0214355,1.31865
1.57143,4.14286,1.07718,-0.00102717,0.100387,-0.0100735,1.04108,-0.0127206,0.0997444,-0.0176319,1.31119
1.57143,4.42857,1.06822,-0.000609444,0.0928947,-0.008091,1.03669,-0.0107461,0.0924433,-0.0145564,1.3033
1.57143,4.71429,1.06057,-0.000318923,0.0860079,-0.00653753,1.03295,-0.00907718,0.0856881,-0.0120597,1.29519
1.57143,5,1.05403,-0.00011727,0.0797064,-0.0053133,1.02975,-0.00766897,0.079478,-0.0100239,1.28702
1.57143,5.28571,1.0484,2.19227e-05,0.0739561,-0.00434283,1.02698,-0.00648115,0.0737916,-0.00835607,1.2789
1.57143,5.57143,1.04353,0.000116985,0.0687164,-0.00356891,1.02458,-0.00547863,0.0685972,-0.00698342,1.27092
1.57143,5.85714,1.03931,0.000180742,0.0639445,-0.00294807,1.02247,-0.00463145,0.0638576,-0.00584847,1.26313
1.57143,6.14286,1.03563,0.000222228,0.0595981,-0.00244713,1.02062,-0.00391438,0.0595344,-0.00490584,1.25558
1.57143,6.42857,1.03241,0.000247853,0.0556369,-0.00204066,1.01899,-0.00330626,0.0555901,-0.00411958,1.24828
1.57143,6.71429,1.02958,0.000262192,0.0520234,-0.00170904,1.01754,-0.00278948,0.0519889,-0.00346106,1.24125
1.57143,7,1.02708,0.000268525,0.0487231,-0.00143708,1.01625,-0.0023494,0.0486977,-0.0029074,1.23449
1.57143,7.28571,1.02487,0.000269208,0.0457049,-0.00121292,1.01509,-0.00197383,0.0456861,-0.00244019,1.228
1.57143,7.57143,1.02291,0.00026608,0.0429408,-0.00102729,1.01405,-0.00165265,0.0429271,-0.00204464,1.22179
1.57143,7.85714,1.02115,0.000260177,0.0404047,-0.000872847,1.01312,-0.00137758,0.0403948,-0.00170877,1.21585
1.57143,8.14286,1.01959,0.000253325,0.0380324,-0.000743641,1.01229,-0.00113826,0.038027,-0.00141963,1.20997
1.57143,8.42857,1.01806,0.000233636,0.0357793,-0.000635541,1.01128,-0.00092772,0.0357643,-0.00116547,1.20308
1.57143,8.71429,1.01653,0.000215376,0.0359143,-0.000547454,1.01015,-0.000881885,0.0359008,-0.00108486,1.20589
1.57143,9,1.01422,0.000126815,0.0366237,-0.000449126,1.00772,-0.000873147,0.0366141,-0.00102619,1.2091
1.85714,-9,1.01655,-5.82323e-05,-0.042448,-0.000614156,1.00769,0.00157094,-0.0424358,0.00174629,1.20549
1.85714,-8.71429,1.01883,2.88824e-05,-0.0416307,-0.000708895,1.01014,0.00156956,-0.0416139,0.00180255,1.20246
1.85714,-8.42857,1.02043,2.10126e-05,-0.0414511,-0.000812014,1.01118,0.00161962,-0.041432,0.00189016,1.19956
1.85714,-8.14286,1.0221,1.10457e-05,-0.0440087,-0.000939975,1.01215,0.00189279,-0.0439979,0.00221161,1.20599
1.85714,-7.85714,1.02389,-2.09396e-05,-0.0466901,-0.00109786,1.01295,0.00219885,-0.0466738,0.00257295,1.21147
1.85714,-7.57143,1.0259,-6.03638e-05,-0.0495481,-0.00128529,1.01386,0.0025465,-0.0495268,0.0029879,1.217
1.85714,-7.28571,1.02815,-0.000111269,-0.0526528,-0.00150942,1.01487,0.00294798,-0.0526248,0.00347134,1.22274
1.85714,-7,1.03068,-0.000176611,-0.0560304,-0.00177851,1.016,0.00341234,-0.0559939,0.00403617,1.22869
1.85714,-6.71429,1.03353,-0.000260742,-0.0597085,-0.00210306,1.01726,0.00395053,-0.0596606,0.00469819,1.23485
1.85714,-6.42857,1.03676,-0.000369138,-0.0637172,-0.00249629,1.01866,0.00457553,-0.0636541,0.00547675,1.24119
1.85714,-6.14286,1.04043,-0.000509052,-0.0680891,-0.00297498,1.02025,0.00530272,-0.0680055,0.00639559,1.24772
1.85714,-5.85714,1.04462,-0.00069013,-0.0728581,-0.00356052,1.02204,0.00615026,-0.0727469,0.00748387,1.25439
1.85714,-5.57143,1.04941,-0.00092528,-0.0780594,-0.00428033,1.02407,0.00713952,-0.0779106,0.0087776,1.26117
1.85714,-5.28571,1.05491,-0.0012319,-0.0837275,-0.00516962,1.02638,0.00829545,-0.0835269,0.0103212,1.268
1.85714,-5,1.06126,-0.00163358,-0.0898936,-0.00627378,1.02904,0.00964679,-0.0896216,0.0121696,1.27481
1.85714,-4.71429,1.0686,-0.00216256,-0.0965823,-0.00765145,1.03211,0.0112261,-0.0962104,0.0143905,1.28148
1.85714,-4.42857,1.07713,-0.00286317,-0.103805,-0.00937834,1.03568,0.0130691,-0.103293,0.0170672,1.28788
1.85714,-4.14286,1.08706,-0.00379668,-0.111551,-0.0115521,1.03986,0.0152133,-0.110839,0.0203014,1.29382
1.85714,-3.85714,1.09866,-0.00504832,-0.119772,-0.014298,1.0448,0.0176945,-0.118777,0.0242151,1.29906
1.85714,-3.57143,1.11222,-0.00673697,-0.128366,-0.0177749,1.05069,0.0205404,-0.126963,0.0289519,1.30328
1.85714,-3.28571,1.12808,-0.0090287,-0.137141,-0.0221812,1.05777,0.0237606,-0.135148,0.0346731,1.3061
1.85714,-3,1.1466,-0.012155,-0.145775,-0.0277571,1.06637,0.0273279,-0.142931,0.0415459,1.30705
1.85714,-2.71429,1.16812,-0.0164352,-0.153751,-0.0347786,1.07695,0.0311507,-0.149678,0.0497147,1.30559
1.85714,-2.42857,1.19293,-0.0223044,-0.160271,-0.043534,1.09009,0.0350325,-0.154443,0.0592392,1.30115
1.85714,-2.14286,1.22106,-0.0303228,-0.164153,-0.0542653,1.10658,0.0386155,-0.155871,0.0699925,1.29328
1.85714,-1.85714,1.252,-0.041197,-0.163668,-0.0670413,1.12744,0.0413023,-0.152054,0.081379,1.28176
1.85714,-1.57143,1.28485,-0.0556383,-0.156984,-0.0816423,1.15389,0.042415,-0.141201,0.0924265,1.26786
1.85714,-1.28571,1.31461,-0.0739,-0.139947,-0.0966471,1.18688,0.0401325,-0.119441,0.0995712,1.25132
1.85714,-1,1.34528,-0.0972979,-0.118345,-0.112441,1.22783,0.0364712,-0.0937348,0.102618,1.24314
1.85714,-0.714286,1.33954,-0.11581,-0.0790762,-0.117554,1.27101,0.0264804,-0.0526774,0.0907395,1.24181
1.85714,-0.428571,1.34454,-0.138751,-0.0349334,-0.125777,1.31706,0.0180986,-0.0175731,0.0646277,1.24423
1.85714,-0.142857,1.36569,-0.156895,-0.00791615,-0.131673,1.35198,-0.0064628,0.00476,0.0157492,1.25491
1.85714,0.142857,1.36569,-0.156895,0.00791615,-0.131673,1.35198,0.0064628,-0.00476,-0.0157492,1.25491
1.85714,0.428571,1.34454,-0.138751,0.0349334,-0.125777,1.31706,-0.0180986,0.0175731,-0.0646277,1.24423
1.85714,0.714286,1.33954,-0.11581,0.0790762,-0.117554,1.27101,-0.0264804,0.0526774,-0.0907395,1.24181
1.85714,1,1.34528,-0.0972979,0.118345,-0.112441,1.22783,-0.0364712,0.0937348,-0.102618,1.24314
1.85714,1.28571,1.31461,-0.0739,0.139947,-0.0966471,1.18688,-0.0401325,0.119441,-0.0995712,1.25132
1.85714,1.57143,1.28485,-0.0556383,0.156984,-0.0816423,1.15389,-0.042415,0.141201,-0.0924265,1.26786
1.85714,1.85714,1.252,-0.041197,0.163668,-0.0670413,1.12744,-0.0413023,0.152054,-0.081379,1.28176
1.85714,2.14286,1.22106,-0.0303228,0.164153,-0.0542653,1.10658,-0.0386155,0.155871,-0.0699925,1.29328
1.85714,2.42857,1.19293,-0.0223044,0.160271,-0.043534,1.09009,-0.0350325,0.154443,-0.0592392,1.30115
1.85714,2.71429,1.16812,-0.0164352,0.153751,-0.0347786,1.07695,-0.0311507,0.149678,-0.0497147,1.30559
1.85714,3,1.1466,-0.012155,0.145775,-0.0277571,1.06637,-0.0273279,0.142931,-0.0415459,1.30705
1.85714,3.28571,1.12808,-0.0090287,0.137141,-0.0221812,1.05777,-0.0237606,0.135148,-0.0346731,1.3061
1.85714,3.57143,1.11222,-0.00673697,0.128366,-0.0177749,1.05069,-0.0205404,0.126963,-0.0289519,1.30328
1.85714,3.85714,1.09866,-0.00504832,0.119772,-0.014298,1.0448,-0.0176945,0.118777,-0.0242151,1.29906
1.85714,4.14286,1.08706,-0.00379668,0.111551,-0.0115521,1.03986,-0.0152133,0.110839,-0.0203014,1.29382
1.85714,4.42857,1.07713,-0.00286317,0.103805,-0.00937834,1.03568,-0.0130691,0.103293,-0.0170672,1.28788
1.85714,4.71429,1.0686,-0.00216256,0.0965823,-0.00765145,1.03211,-0.0112261,0.0962104,-0.0143905,1.28148
1.85714,5,1.06126,-0.00163358,0.0898936,-0.00627378,1.02904,-0.00964679,0.0896216,-0.0121696,1.27481
1.85714,5.28571,1.05491,-0.0012319,0.0837275,-0.00516962,1.02638,-0.00829545,0.0835269,-0.0103212,1.268
1.85714,5.57143,1.04941,-0.00092528,0.0780594,-0.00428033,1.02407,-0.00713952,0.0779106,-0.0087776,1.26117
1.85714,5.85714,1.04462,-0.00069013,0.0728581,-0.00356052,1.02204,-0.00615026,0.0727469,-0.00748387,1.25439
1.85714,6.14286,1.04043,-0.000509052,0.0680891,-0.00297498,1.02025,-0.00530272,0.0680055,-0.00639559,1.24772
1.85714,6.42857,1.03676,-0.000369138,0.0637172,-0.00249629,1.01866,-0.00457553,0.0636541,-0.00547675,1.24119
1.85714,6.71429,1.03353,-0.000260742,0.0597085,-0.00210306,1.01726,-0.00395053,0.0596606,-0.00469819,1.23485
1.85714,7,1.03068,-0.000176611,0.0560304,-0.00177851,1.016,-0.00341234,0.0559939,-0.00403617,1.22869
1.85714,7.28571,1.02815,-0.000111268,0.0526528,-0.00150942,1.01487,-0.00294798,0.0526248,-0.00347134,1.22274
1.85714,7.57143,1.0259,-6.03555e-05,0.0495481,-0.00128529,1.01386,-0.0025465,0.0495268,-0.0029879,1.217
1.85714,7.85714,1.02389,-2.0941e-05,0.0466901,-0.00109786,1.01295,-0.00219885,0.0466738,-0.00257295,1.21147
1.85714,8.14286,1.0221,1.0762e-05,0.0440085,-0.00093996,1.01214,-0.00189284,0.0439977,-0.00221157,1.20598
1.85714,8.42857,1.02041,1.94303e-05,0.0414501,-0.000811738,1.01115,-0.00162001,0.0414311,-0.00188998,1.19951
1.85714,8.71429,1.01877,2.34075e-05,0.0416283,-0.000707725,1.01004,-0.00157164,0.0416117,-0.00180257,1.20228
1.85714,9,1.01652,-6.15583e-05,0.0424467,-0.000613639,1.00764,-0.00157218,0.0424346,-0.00174633,1.20539
2.14286,-9,1.01912,-0.000281204,-0.0479238,-0.000810637,1.00761,0.00222494,-0.0479095,0.00241876,1.20129
2.14286,-8.71429,1.02132,-0.000197453,-0.0470067,-0.000899984,1.01002,0.00221502,-0.046987,0.00247252,1.19837
2.14286,-8.42857,1.02305,-0.0002308,-0.0467762,-0.00102193,1.01104,0.00226585,-0.0467536,0.0025642,1.19551
2.14286,-8.14286,1.0249,-0.00027241,-0.0495962,-0.00117272,1.01198,0.00259351,-0.0495807,0.00294415,1.20149
2.14286,-7.85714,1.02694,-0.000347094,-0.0525386,-0.00136277,1.01276,0.00295712,-0.0525169,0.00336723,1.20655
2.14286,-7.57143,1.02922,-0.000436168,-0.0556639,-0.00158674,1.01365,0.00336653,-0.0556361,0.00384874,1.21162
2.14286,-7.28571,1.03177,-0.000545743,-0.0590462,-0.00185311,1.01463,0.00383532,-0.0590106,0.00440488,1.21685
2.14286,-7,1.03464,-0.000680581,-0.0627105,-0.00217099,1.01573,0.00437283,-0.0626648,0.00504886,1.22223
2.14286,-6.71429,1.03786,-0.000847427,-0.0666823,-0.00255202,1.01694,0.00499023,-0.0666236,0.00579666,1.22773
2.14286,-6.42857,1.04151,-0.00105464,-0.0709889,-0.0030106,1.0183,0.00570052,-0.0709128,0.00666754,1.23335
2.14286,-6.14286,1.04564,-0.00131307,-0.0756581,-0.00356484,1.01983,0.0065189,-0.0755593,0.00768475,1.23906
2.14286,-5.85714,1.05034,-0.0016368,-0.0807183,-0.00423753,1.02155,0.00746291,-0.0805892,0.00887637,1.2448
2.14286,-5.57143,1.0557,-0.00204427,-0.0861962,-0.00505746,1.0235,0.00855273,-0.0860264,0.0102763,1.25053
2.14286,-5.28571,1.06184,-0.00255974,-0.0921149,-0.00606108,1.02572,0.00981124,-0.0918903,0.0119252,1.25618
2.14286,-5,1.06888,-0.00321524,-0.0984907,-0.00729455,1.02826,0.0112639,-0.0981917,0.0138723,1.26165
2.14286,-4.71429,1.07699,-0.00405331,-0.105328,-0.00881631,1.03118,0.0129383,-0.104928,0.0161758,1.26681
2.14286,-4.42857,1.08634,-0.00513066,-0.112612,-0.0107002,1.03456,0.0148627,-0.112072,0.0189045,1.27152
2.14286,-4.14286,1.09714,-0.00652309,-0.120299,-0.0130389,1.0385,0.0170641,-0.119566,0.0221381,1.27557
2.14286,-3.85714,1.10964,-0.00833205,-0.128299,-0.0159479,1.04313,0.0195638,-0.127298,0.0259656,1.27871
2.14286,-3.57143,1.12411,-0.0106931,-0.136457,-0.0195684,1.04861,0.0223704,-0.135084,0.0304817,1.28063
2.14286,-3.28571,1.14081,-0.0137864,-0.144521,-0.0240691,1.05515,0.025469,-0.142631,0.0357768,1.28098
2.14286,-3,1.16003,-0.0178489,-0.152106,-0.0296431,1.06301,0.0288046,-0.149498,0.0419179,1.27933
2.14286,-2.71429,1.18198,-0.0231859,-0.158641,-0.0364959,1.07254,0.0322581,-0.155047,0.0489132,1.27526
2.14286,-2.42857,1.20675,-0.0301759,-0.163311,-0.0448179,1.08416,0.0356153,-0.158388,0.0566513,1.26837
2.14286,-2.14286,1.23415,-0.0392621,-0.165011,-0.0547294,1.09838,0.0385321,-0.158347,0.0647997,1.25841
2.14286,-1.85714,1.26358,-0.0508928,-0.162342,-0.0661952,1.11578,0.0405081,-0.153518,0.0726816,1.24557
2.14286,-1.57143,1.29351,-0.0654001,-0.153663,-0.0788563,1.13687,0.0408718,-0.142376,0.0790027,1.23045
2.14286,-1.28571,1.32246,-0.0828365,-0.137996,-0.0921256,1.16184,0.0390466,-0.124321,0.0821239,1.2155
2.14286,-1,1.34456,-0.101842,-0.113163,-0.103995,1.18986,0.0340167,-0.0981223,0.0786937,1.20146
2.14286,-0.714286,1.36753,-0.123182,-0.0852828,-0.116103,1.2191,0.0266194,-0.070778,0.0677066,1.19329
2.14286,-0.428571,1.37086,-0.137949,-0.0534429,-0.121288,1.24316,0.0167571,-0.0415924,0.0468759,1.1918
2.14286,-0.142857,1.35959,-0.144157,-0.0182077,-0.121397,1.25632,0.00884308,-0.015276,0.0187885,1.1909
2.14286,0.142857,1.35959,-0.144157,0.0182077,-0.121397,1.25632,-0.00884308,0.015276,-0.0187885,1.1909
2.14286,0.428571,1.37086,-0.137949,0.0534429,-0.121288,1.24316,-0.0167571,0.0415924,-0.0468759,1.1918
2.14286,0.714286,1.36753,-0.123182,0.0852828,-0.116103,1.2191,-0.0266194,0.070778,-0.0677066,1.19329
2.14286,1,1.34456,-0.101842,0.113163,-0.103995,1.18986,-0.0340167,0.0981223,-0.0786937,1.20146
2.14286,1.28571,1.32246,-0.0828365,0.137996,-0.0921256,1.16184,-0.0390466,0.124321,-0.0821239,1.2155
2.14286,1.57143,1.29351,-0.0654001,0.153663,-0.0788563,1.13687,-0.0408718,0.142376,-0.0790027,1.23045
2.14286,1.85714,1.26358,-0.0508928,0.162342,-0.0661952,1.11578,-0.0405081,0.153518,-0.0726816,1.24557
2.14286,2.14286,1.23415,-0.0392621,0.165011,-0.0547294,1.09838,-0.0385321,0.158347,-0.0647997,1.25841
2.14286,2.42857,1.20675,-0.0301759,0.163311,-0.0448179,1.08416,-0.0356153,0.158388,-0.0566513,1.26837
2.14286,2.71429,1.18198,-0.0231859,0.158641,-0.0364959,1.07254,-0.0322581,0.155047,-0.0489132,1.27526
2.14286,3,1.16003,-0.0178489,0.152106,-0.0296431,1.06301,-0.0288046,0.149498,-0.0419179,1.27933
2.14286,3.28571,1.14081,-0.0137864,0.144521,-0.0240691,1.05515,-0.025469,0.142631,-0.0357768,1.28098
2.14286,3.57143,1.12411,-0.0106931,0.136457,-0.0195684,1.04861,-0.0223704,0.135084,-0.0304817,1.28063
2.14286,3.85714,1.10964,-0.00833205,0.128299,-0.0159479,1.04313,-0.0195638,0.127298,-0.0259656,1.27871
2.14286,4.14286,1.09714,-0.00652309,0.120299,-0.0130389,1.0385,-0.0170641,0.119566,-0.0221381,1.27557
2.14286,4.42857,1.08634,-0.00513066,0.112612,-0.0107002,1.03456,-0.0148627,0.112072,-0.0189045,1.27152
2.14286,4.71429,1.07699,-0.00405331,0.105328,-0.00881631,1.03118,-0.0129383,0.104928,-0.0161758,1.26681
2.14286,5,1.06888,-0.00321524,0.0984907,-0.00729455,1.02826,-0.0112639,0.0981917,-0.0138723,1.26165
2.14286,5.28571,1.06184,-0.00255974,0.0921149,-0.00606108,1.02572,-0.00981124,0.0918903,-0.0119252,1.25618
2.14286,5.57143,1.0557,-0.00204427,0.0861962,-0.00505746,1.0235,-0.00855273,0.0860264,-0.0102763,1.25053
2.14286,5.85714,1.05034,-0.0016368,0.0807183,-0.00423753,1.02155,-0.00746291,0.0805892,-0.00887637,1.2448
2.14286,6.14286,1.04564,-0.00131307,0.0756581,-0.00356484,1.01983,-0.0065189,0.0755593,-0.00768475,1.23906
2.14286,6.42857,1.04151,-0.00105464,0.0709889,-0.0030106,1.0183,-0.00570052,0.0709128,-0.00666754,1.23335
2.14286,6.71429,1.03786,-0.000847427,0.0666823,-0.00255202,1.01694,-0.00499023,0.0666236,-0.00579666,1.22773
2.14286,7,1.03464,-0.000680581,0.0627105,-0.00217099,1.01573,-0.00437283,0.0626648,-0.00504886,1.22223
2.14286,7.28571,1.03177,-0.000545741,0.0590462,-0.00185311,1.01463,-0.00383532,0.0590106,-0.00440488,1.21685
2.14286,7.57143,1.02922,-0.000436158,0.0556639,-0.00158674,1.01365,-0.00336653,0.0556361,-0.00384874,1.21162
2.14286,7.85714,1.02694,-0.000347096,0.0525386,-0.00136278,1.01276,-0.00295712,0.0525169,-0.00336723,1.20656
2.14286,8.14286,1.0249,-0.000272752,0.0495961,-0.00117278,1.01198,-0.00259357,0.0495805,-0.00294411,1.20148
2.14286,8.42857,1.02304,-0.000232659,0.0467752,-0.00102201,1.01101,-0.00226629,0.0467526,-0.002564,1.19546
2.14286,8.71429,1.02127,-0.000203864,0.0470046,-0.000900026,1.00993,-0.00221734,0.0469851,-0.00247255,1.1982
2.14286,9,1.0191,-0.000285145,0.0479227,-0.000810895,1.00755,-0.00222632,0.0479085,-0.00241881,1.2012
2.42857,-9,1.02193,-0.000533369,-0.0530219,-0.00103439,1.00751,0.00282922,-0.0530057,0.00303861,1.19666
2.42857,-8.71429,1.02404,-0.000452984,-0.0520147,-0.00111771,1.00989,0.00281167,-0.0519926,0.00308981,1.19386
2.42857,-8.42857,1.02591,-0.000513623,-0.0517254,-0.00125996,1.01088,0.00286129,-0.0516999,0.00318276,1.19105
2.42857,-8.14286,1.02794,-0.00058881,-0.0547631,-0.00143514,1.0118,0.00323513,-0.0547435,0.00361182,1.19654
2.42857,-7.85714,1.03024,-0.000708678,-0.0579162,-0.00165947,1.01256,0.00364664,-0.0578899,0.00408566,1.20117
2.42857,-7.57143,1.0328,-0.000849769,-0.0612521,-0.00192195,1.01342,0.00410652,-0.061219,0.00462077,1.20575
2.42857,-7.28571,1.03566,-0.00102022,-0.0648474,-0.00223243,1.01437,0.00462919,-0.0648056,0.00523405,1.21043
2.42857,-7,1.03887,-0.00122641,-0.0687245,-0.00260069,1.01543,0.00522384,-0.0686717,0.00593846,1.21521
2.42857,-6.71429,1.04248,-0.00147718,-0.0729055,-0.00303931,1.0166,0.00590131,-0.0728384,0.00674942,1.22004
2.42857,-6.42857,1.04654,-0.00178337,-0.0774127,-0.00356362,1.01791,0.006674,-0.0773272,0.00768525,1.22491
2.42857,-6.14286,1.05113,-0.00215878,-0.0822682,-0.00419263,1.01938,0.00755609,-0.0821587,0.00876763,1.22977
2.42857,-5.85714,1.05633,-0.00262107,-0.0874921,-0.00495002,1.02103,0.0085636,-0.087351,0.0100222,1.23457
2.42857,-5.57143,1.06225,-0.00319289,-0.0931007,-0.00586523,1.02289,0.00971441,-0.092918,0.0114791,1.23924
2.42857,-5.28571,1.06898,-0.00390342,-0.0991038,-0.00697494,1.025,0.0110281,-0.098866,0.0131736,1.24371
2.42857,-5,1.07666,-0.00479038,-0.105501,-0.00832477,1.02741,0.0125253,-0.105189,0.0151466,1.24787
2.42857,-4.71429,1.08545,-0.00590259,-0.112274,-0.0099713,1.03016,0.0142272,-0.111865,0.0174448,1.25158
2.42857,-4.42857,1.09552,-0.00730335,-0.119383,-0.0119843,1.03334,0.0161533,-0.118842,0.0201202,1.25469
2.42857,-4.14286,1.10705,-0.00907468,-0.126752,-0.0144492,1.03702,0.0183188,-0.126033,0.0232283,1.25698
2.42857,-3.85714,1.12027,-0.0113224,-0.134254,-0.0174686,1.04131,0.02073,-0.133296,0.0268252,1.25821
2.42857,-3.57143,1.1354,-0.0141824,-0.141693,-0.021164,1.04635,0.0233775,-0.140412,0.0309598,1.25812
2.42857,-3.28571,1.15264,-0.0178264,-0.148778,-0.0256732,1.05229,0.0262254,-0.147065,0.0356616,1.25637
2.42857,-3,1.1722,-0.0224674,-0.155091,-0.031145,1.05935,0.0291979,-0.152802,0.0409197,1.25263
2.42857,-2.71429,1.19417,-0.0283606,-0.160054,-0.0377242,1.06775,0.0321599,-0.157013,0.046649,1.24658
2.42857,-2.42857,1.2185,-0.0357939,-0.1629,-0.0455252,1.07778,0.0348968,-0.158899,0.0526404,1.23797
2.42857,-2.14286,1.24491,-0.045058,-0.162663,-0.0545873,1.08973,0.0370943,-0.157488,0.0584917,1.22676
2.42857,-1.85714,1.27268,-0.0563823,-0.158222,-0.0648092,1.10386,0.0383327,-0.151703,0.0635227,1.21318
2.42857,-1.57143,1.30067,-0.0698156,-0.148457,-0.0758829,1.12026,0.0381113,-0.140566,0.0667243,1.19805
2.42857,-1.28571,1.32697,-0.0850218,-0.132451,-0.0871684,1.13869,0.0359161,-0.123458,0.0666774,1.18253
2.42857,-1,1.35024,-0.101237,-0.110374,-0.0979985,1.15826,0.0314224,-0.100929,0.0619966,1.16885
2.42857,-0.714286,1.36623,-0.116162,-0.0819803,-0.10657,1.17715,0.024563,-0.0734459,0.0511196,1.15811
2.42857,-0.428571,1.37926,-0.129046,-0.0502167,-0.113585,1.19278,0.0156027,-0.0443486,0.0338936,1.15106
2.42857,-0.142857,1.38899,-0.137122,-0.0168901,-0.118061,1.20189,0.00467407,-0.0143951,0.0115138,1.14826
2.42857,0.142857,1.38899,-0.137122,0.0168901,-0.118061,1.20189,-0.00467407,0.0143951,-0.0115138,1.14826
2.42857,0.428571,1.37926,-0.129046,0.0502167,-0.113585,1.19278,-0.0156027,0.0443486,-0.0338936,1.15106
2.42857,0.714286,1.36623,-0.116162,0.0819803,-0.10657,1.17715,-0.024563,0.0734459,-0.0511196,1.15811
2.42857,1,1.35024,-0.101237,0.110374,-0.0979985,1.15826,-0.0314224,0.100929,-0.0619966,1.16885
2.42857,1.28571,1.32697,-0.0850218,0.132451,-0.0871684,1.13869,-0.0359161,0.123458,-0.0666774,1.18253
2.42857,1.57143,1.30067,-0.0698156,0.148457,-0.0758829,1.12026,-0.0381113,0.140566,-0.0667243,1.19805
2.42857,1.85714,1.27268,-0.0563823,0.158222,-0.0648092,1.10386,-0.0383327,0.151703,-0.0635227,1.21318
2.42857,2.14286,1.24491,-0.045058,0.162663,-0.0545873,1.08973,-0.0370943,0.157488,-0.0584917,1.22676
2.42857,2.42857,1.2185,-0.0357939,0.1629,-0.0455252,1.07778,-0.0348968,0.158899,-0.0526404,1.23797
2.42857,2.71429,1.19417,-0.0283606,0.160054,-0.0377242,1.06775,-0.0321599,0.157013,-0.046649,1.24658
2.42857,3,1.1722,-0.0224674,0.155091,-0.031145,1.05935,-0.0291979,0.152802,-0.0409197,1.25263
2.42857,3.28571,1.15264,-0.0178264,0.148778,-0.0256732,1.05229,-0.0262254,0.147065,-0.0356616,1.25637
2.42857,3.57143,1.1354,-0.0141824,0.141693,-0.021164,1.04635,-0.0233775,0.140412,-0.0309598,1.25812
2.42857,3.85714,1.12027,-0.0113224,0.134254,-0.0174686,1.04131,-0.02073,0.133296,-0.0268252,1.25821
2.42857,4.14286,1.10705,-0.00907468,0.126752,-0.0144492,1.03702,-0.0183188,0.126033,-0.0232283,1.25698
2.42857,4.42857,1.09552,-0.00730335,0.119383,-0.0119843,1.03334,-0.0161533,0.118842,-0.0201202,1.25469
2.42857,4.71429,1.08545,-0.00590259,0.112274,-0.0099713,1.03016,-0.0142272,0.111865,-0.0174448,1.25158
2.42857,5,1.07666,-0.00479038,0.105501,-0.00832477,1.02741,-0.0125253,0.105189,-0.0151466,1.24787
2.42857,5.28571,1.06898,-0.00390342,0.0991038,-0.00697494,1.025,-0.0110281,0.098866,-0.0131736,1.24371
2.42857,5.57143,1.06225,-0.00319289,0.0931007,-0.00586523,1.02289,-0.00971441,0.092918,-0.0114791,1.23924
2.42857,5.85714,1.05633,-0.00262107,0.0874921,-0.00495002,1.02103,-0.0085636,0.087351,-0.0100222,1.23457
2.42857,6.14286,1.05113,-0.00215878,0.0822682,-0.00419263,1.01938,-0.00755609,0.0821587,-0.00876763,1.22977
2.42857,6.42857,1.04654,-0.00178337,0.0774127,-0.00356362,1.01791,-0.006674,0.0773272,-0.00768525,1.22491
2.42857,6.71429,1.04248,-0.00147718,0.0729055,-0.00303931,1.0166,-0.00590131,0.0728384,-0.00674942,1.22004
2.42857,7,1.03887,-0.00122641,0.0687245,-0.00260069,1.01543,-0.00522384,0.0686717,-0.00593846,1.21521
2.42857,7.28571,1.03566,-0.00102022,0.0648474,-0.00223242,1.01437,-0.00462919,0.0648056,-0.00523405,1.21043
2.42857,7.57143,1.0328,-0.000849757,0.0612521,-0.00192195,1.01342,-0.00410652,0.061219,-0.00462077,1.20575
2.42857,7.85714,1.03024,-0.000708681,0.0579162,-0.00165947,1.01256,-0.00364664,0.0578899,-0.00408567,1.20117
2.42857,8.14286,1.02794,-0.000589217,0.054763,-0.00143528,1.0118,-0.0032352,0.0547434,-0.00361178,1.19654
2.42857,8.42857,1.02591,-0.000515784,0.0517245,-0.00126044,1.01085,-0.00286178,0.051699,-0.00318255,1.19101
2.42857,8.71429,1.02401,-0.000460427,0.052013,-0.00111909,1.0098,-0.00281423,0.0519911,-0.00308988,1.19371
2.42857,9,1.02192,-0.000537989,0.0530211,-0.0010355,1.00746,-0.00283075,0.053005,-0.00303869,1.19658
2.71429,-9,1.02494,-0.000808581,-0.0577191,-0.00127982,1.00741,0.00338029,-0.0577014,0.00360228,1.19167
2.71429,-8.71429,1.02695,-0.00073152,-0.056632,-0.00135664,1.00975,0.00335605,-0.0566078,0.00365089,1.18899
2.71429,-8.42857,1.02897,-0.000820419,-0.0562765,-0.00151998,1.01071,0.0034025,-0.0562487,0.00374238,1.18624
2.71429,-8.14286,1.03118,-0.000929996,-0.0594861,-0.00172021,1.0116,0.00381402,-0.0594632,0.00421099,1.19122
2.71429,-7.85714,1.03374,-0.00109599,-0.0627992,-0.00197967,1.01234,0.00426366,-0.0627693,0.00472457,1.19538
2.71429,-7.57143,1.03659,-0.0012896,-0.0662892,-0.00228119,1.01317,0.00476268,-0.0662519,0.00530034,1.19946
2.71429,-7.28571,1.03976,-0.0015209,-0.0700335,-0.00263586,1.01409,0.0053259,-0.0699871,0.00595545,1.20359
