x,z,gamma_00,gamma_01,gamma_02,gamma_10,gamma_11,gamma_12,gamma_20,gamma_21,gamma_22
-5.28571,2.14286,1.24412,-0.0473298,-0.091698,-0.046471,1.03636,0.018638,-0.0912594,0.0207973,1.06472
-5.28571,2.42857,1.2324,-0.0440573,-0.098694,-0.0434448,1.03446,0.019727,-0.0982576,0.0219119,1.07206
-5.28571,2.71429,1.22033,-0.0407772,-0.104299,-0.0403886,1.03254,0.0204749,-0.103875,0.0226354,1.07939
-5.28571,3,1.20813,-0.0375565,-0.108587,-0.0373648,1.03064,0.0209131,-0.108184,0.0230093,1.08654
-5.28571,3.28571,1.19599,-0.0344475,-0.111661,-0.0344234,1.02878,0.0210789,-0.111283,0.0230811,1.09338
-5.28571,3.57143,1.18407,-0.0314883,-0.11364,-0.0316026,1.027,0.0210119,-0.113291,0.0228995,1.09979
-5.28571,3.85714,1.17251,-0.0287043,-0.114651,-0.0289294,1.02529,0.0207517,-0.114333,0.0225121,1.10571
-5.28571,4.14286,1.16138,-0.0261105,-0.114824,-0.0264211,1.02368,0.020336,-0.114536,0.0219631,1.1111
-5.28571,4.42857,1.15076,-0.023713,-0.114285,-0.024087,1.02217,0.0197991,-0.114026,0.0212919,1.11591
-5.28571,4.71429,1.1407,-0.0215115,-0.113149,-0.0219298,1.02075,0.0191716,-0.112919,0.0205329,1.12016
-5.28571,5,1.13121,-0.0195005,-0.111527,-0.0199475,1.01943,0.0184797,-0.111322,0.0197151,1.12385
-5.28571,5.28571,1.1223,-0.0176716,-0.109513,-0.0181342,1.01821,0.0177457,-0.109332,0.0188624,1.127
-5.28571,5.57143,1.11397,-0.0160137,-0.107194,-0.0164818,1.01707,0.0169878,-0.107034,0.0179941,1.12964
-5.28571,5.85714,1.10621,-0.0145148,-0.104641,-0.0149803,1.01602,0.0162209,-0.104501,0.0171256,1.13181
-5.28571,6.14286,1.09899,-0.0131624,-0.10192,-0.0136193,1.01505,0.0154566,-0.101797,0.0162685,1.13354
-5.28571,6.42857,1.09228,-0.0119438,-0.0990826,-0.0123876,1.01415,0.0147041,-0.0989745,0.0154317,1.13487
-5.28571,6.71429,1.08607,-0.0108469,-0.0961735,-0.0112745,1.01331,0.01397,-0.0960787,0.0146217,1.13584
-5.28571,7,1.08032,-0.00985998,-0.0932294,-0.0102693,1.01255,0.0132594,-0.0931462,0.0138428,1.13648
-5.28571,7.28571,1.075,-0.00897252,-0.0902803,-0.00936219,1.01183,0.0125757,-0.0902073,0.0130979,1.13684
-5.28571,7.57143,1.07007,-0.00817276,-0.0873499,-0.00854224,1.01118,0.011921,-0.0872858,0.0123885,1.13692
-5.28571,7.85714,1.06553,-0.00745504,-0.0844592,-0.00780408,1.01057,0.0112973,-0.0844027,0.0117158,1.1368
-5.28571,8.14286,1.06126,-0.00679483,-0.0815571,-0.00712426,1.01002,0.0106929,-0.0815079,0.0110684,1.13636
-5.28571,8.42857,1.05791,-0.00632126,-0.0785289,-0.00662601,1.00933,0.0100918,-0.0784908,0.0104241,1.13573
-5.28571,8.71429,1.05497,-0.00592607,-0.0796693,-0.00620731,1.00859,0.0101948,-0.0796378,0.0104895,1.1377
-5.28571,9,1.05386,-0.00601508,-0.0810329,-0.00622794,1.00671,0.010313,-0.0810098,0.0105357,1.13918
-5,-9,1.05072,-0.00570856,0.079885,-0.00594697,1.0069,-0.0104072,0.0798608,-0.0106381,1.1451
-5,-8.71429,1.05189,-0.00560843,0.0785175,-0.00592426,1.00887,-0.010283,0.0784844,-0.0105893,1.1435
-5,-8.42857,1.05482,-0.00601107,0.0774722,-0.00635244,1.00958,-0.0101959,0.0774317,-0.0105398,1.14143
-5,-8.14286,1.05812,-0.00648088,0.080627,-0.00685133,1.01029,-0.0108308,0.0805745,-0.0112204,1.14245
-5,-7.85714,1.06229,-0.0071312,0.0836797,-0.00752629,1.01086,-0.0114739,0.0836194,-0.01191,1.14321
-5,-7.57143,1.06674,-0.0078404,0.0867437,-0.00826175,1.01151,-0.0121418,0.0866749,-0.0126312,1.14367
-5,-7.28571,1.07158,-0.00863413,0.0898736,-0.00908218,1.0122,-0.0128474,0.0897948,-0.013397,1.14392
-5,-7,1.07682,-0.00951949,0.0930513,-0.00999437,1.01296,-0.0135898,0.0929609,-0.0142073,1.14392
-5,-6.71429,1.08252,-0.0105094,0.0962554,-0.0110105,1.01379,-0.0143677,0.0961516,-0.0150617,1.14362
-5,-6.42857,1.0887,-0.0116161,0.0994581,-0.0121421,1.01468,-0.0151786,0.0993389,-0.0159584,1.143
-5,-6.14286,1.0954,-0.0128532,0.102625,-0.0134016,1.01565,-0.0160183,0.102488,-0.0168943,1.14201
-5,-5.85714,1.10265,-0.0142353,0.105712,-0.0148021,1.0167,-0.0168807,0.105555,-0.0178639,1.14062
-5,-5.57143,1.11049,-0.0157779,0.108667,-0.0163574,1.01785,-0.0177575,0.108486,-0.0188596,1.13876
-5,-5.28571,1.11895,-0.0174971,0.111425,-0.0180813,1.0191,-0.0186372,0.111219,-0.0198701,1.1364
-5,-5,1.12804,-0.0194087,0.113911,-0.0199869,1.02045,-0.0195048,0.113676,-0.0208805,1.1335
-5,-4.71429,1.1378,-0.0215284,0.116035,-0.0220866,1.02192,-0.0203411,0.115767,-0.0218708,1.13001
-5,-4.42857,1.14821,-0.0238696,0.117693,-0.0243901,1.0235,-0.0211223,0.117389,-0.0228157,1.1259
-5,-4.14286,1.15927,-0.0264431,0.118765,-0.0269039,1.02521,-0.0218194,0.118423,-0.0236834,1.12115
-5,-3.85714,1.17094,-0.0292546,0.119121,-0.0296291,1.02705,-0.0223976,0.118738,-0.0244352,1.11574
-5,-3.57143,1.18316,-0.0323029,0.118615,-0.03256,1.02901,-0.0228169,0.118191,-0.025025,1.10969
-5,-3.28571,1.19584,-0.035577,0.117096,-0.0356815,1.03108,-0.0230322,0.11663,-0.0253999,1.10304
-5,-3,1.20886,-0.0390536,0.114408,-0.038967,1.03325,-0.0229947,0.113905,-0.025501,1.09586
-5,-2.71429,1.22204,-0.042694,0.110403,-0.0423763,1.0355,-0.0226538,0.109867,-0.0252655,1.08825
-5,-2.42857,1.23518,-0.0464414,0.104946,-0.045854,1.0378,-0.0219604,0.104388,-0.0246306,1.08035
-5,-2.14286,1.24801,-0.0502197,0.0979332,-0.0493285,1.0401,-0.0208708,0.0973646,-0.0235378,1.07236
-5,-1.85714,1.26027,-0.0539327,0.0893002,-0.0527129,1.04234,-0.0193518,0.0887391,-0.0219398,1.06449
-5,-1.57143,1.27162,-0.0574667,0.0790401,-0.055907,1.04447,-0.0173857,0.0785072,-0.0198073,1.05702
-5,-1.28571,1.28175,-0.0606949,0.0672133,-0.0588023,1.0464,-0.0149758,0.0667316,-0.0171363,1.0502
-5,-1,1.29032,-0.0634855,0.053956,-0.0612882,1.04807,-0.0121502,0.0535494,-0.0139547,1.04433
-5,-0.714286,1.29705,-0.0657119,0.0394825,-0.0632604,1.0494,-0.00896375,0.0391732,-0.010325,1.03966
-5,-0.428571,1.30168,-0.0672646,0.0240795,-0.06463,1.05033,-0.00549711,0.0238859,-0.00634468,1.03641
-5,-0.142857,1.30405,-0.0680624,0.00809286,-0.065332,1.05081,-0.00185269,0.00802691,-0.00214054,1.03475
-5,0.142857,1.30405,-0.0680624,-0.00809286,-0.065332,1.05081,0.00185269,-0.00802691,0.00214054,1.03475
-5,0.428571,1.30168,-0.0672646,-0.0240795,-0.06463,1.05033,0.00549711,-0.0238859,0.00634468,1.03641
-5,0.714286,1.29705,-0.0657119,-0.0394825,-0.0632604,1.0494,0.00896375,-0.0391732,0.010325,1.03966
-5,1,1.29032,-0.0634855,-0.053956,-0.0612882,1.04807,0.0121502,-0.0535494,0.0139547,1.04433
-5,1.28571,1.28175,-0.0606949,-0.0672133,-0.0588023,1.0464,0.0149758,-0.0667316,0.0171363,1.0502
-5,1.57143,1.27162,-0.0574667,-0.0790401,-0.055907,1.04447,0.0173857,-0.0785072,0.0198073,1.05702
-5,1.85714,1.26027,-0.0539327,-0.0893002,-0.0527129,1.04234,0.0193518,-0.0887391,0.0219398,1.06449
-5,2.14286,1.24801,-0.0502197,-0.0979332,-0.0493285,1.0401,0.0208708,-0.0973646,0.0235378,1.07236
-5,2.42857,1.23518,-0.0464414,-0.104946,-0.045854,1.0378,0.0219604,-0.104388,0.0246306,1.08035
-5,2.71429,1.22204,-0.042694,-0.110403,-0.0423763,1.0355,0.0226538,-0.109867,0.0252655,1.08825
-5,3,1.20886,-0.0390536,-0.114408,-0.038967,1.03325,0.0229947,-0.113905,0.025501,1.09586
-5,3.28571,1.19584,-0.035577,-0.117096,-0.0356815,1.03108,0.0230322,-0.11663,0.0253999,1.10304
-5,3.57143,1.18316,-0.0323029,-0.118615,-0.03256,1.02901,0.0228169,-0.118191,0.025025,1.10969
-5,3.85714,1.17094,-0.0292546,-0.119121,-0.0296291,1.02705,0.0223976,-0.118738,0.0244352,1.11574
-5,4.14286,1.15927,-0.0264431,-0.118765,-0.0269039,1.02521,0.0218194,-0.118423,0.0236834,1.12115
-5,4.42857,1.14821,-0.0238696,-0.117693,-0.0243901,1.0235,0.0211223,-0.117389,0.0228157,1.1259
-5,4.71429,1.1378,-0.0215284,-0.116035,-0.0220866,1.02192,0.0203411,-0.115767,0.0218708,1.13001
-5,5,1.12804,-0.0194087,-0.113911,-0.0199869,1.02045,0.0195048,-0.113676,0.0208805,1.1335
-5,5.28571,1.11895,-0.0174971,-0.111425,-0.0180813,1.0191,0.0186372,-0.111219,0.0198701,1.1364
-5,5.57143,1.11049,-0.0157779,-0.108667,-0.0163574,1.01785,0.0177575,-0.108486,0.0188596,1.13876
-5,5.85714,1.10265,-0.0142353,-0.105712,-0.0148021,1.0167,0.0168807,-0.105555,0.0178639,1.14062
-5,6.14286,1.0954,-0.0128532,-0.102625,-0.0134016,1.01565,0.0160183,-0.102488,0.0168943,1.14201
-5,6.42857,1.0887,-0.0116161,-0.0994581,-0.0121421,1.01468,0.0151786,-0.0993389,0.0159584,1.143
-5,6.71429,1.08252,-0.0105094,-0.0962554,-0.0110105,1.01379,0.0143677,-0.0961516,0.0150617,1.14362
-5,7,1.07682,-0.00951949,-0.0930513,-0.00999437,1.01296,0.0135898,-0.0929609,0.0142073,1.14392
-5,7.28571,1.07158,-0.00863412,-0.0898736,-0.00908217,1.0122,0.0128474,-0.0897948,0.013397,1.14392
-5,7.57143,1.06674,-0.00784036,-0.0867437,-0.00826172,1.01151,0.0121418,-0.0866749,0.0126312,1.14367
-5,7.85714,1.06229,-0.00713121,-0.0836797,-0.0075263,1.01086,0.0114739,-0.0836194,0.01191,1.14321
-5,8.14286,1.05813,-0.00648237,-0.0806274,-0.00685267,1.01029,0.010831,-0.0805749,0.0112205,1.14246
-5,8.42857,1.05485,-0.00601815,-0.0774733,-0.00635871,1.00956,0.0101968,-0.0774332,0.01054,1.14143
-5,8.71429,1.05198,-0.00563391,-0.0785237,-0.0059466,1.00879,0.0102871,-0.0784908,0.0105904,1.1435
-5,9,1.05077,-0.00572492,-0.0798895,-0.00596153,1.00686,0.0104097,-0.0798654,0.0106389,1.14511
-4.71429,-9,1.04753,-0.00539138,0.0784035,-0.00565529,1.00704,-0.0104652,0.0783783,-0.0107015,1.1511
-4.71429,-8.71429,1.04881,-0.00528948,0.0770407,-0.00563915,1.00906,-0.010337,0.0770064,-0.0106504,1.14938
-4.71429,-8.42857,1.05166,-0.00567737,0.0760869,-0.00605725,1.00981,-0.0102629,0.0760445,-0.0106161,1.1472
-4.71429,-8.14286,1.05487,-0.00613362,0.0793491,-0.0065482,1.01055,-0.0109289,0.0792935,-0.0113306,1.14865
-4.71429,-7.85714,1.05889,-0.00676692,0.0825347,-0.00721208,1.01115,-0.0116085,0.0824706,-0.0120603,1.14976
-4.71429,-7.57143,1.06322,-0.00746124,0.0857556,-0.00793944,1.01183,-0.012319,0.085682,-0.0128286,1.15058
-4.71429,-7.28571,1.06794,-0.00824183,0.0890697,-0.00875438,1.01257,-0.0130745,0.088985,-0.0136497,1.15121
-4.71429,-7,1.07308,-0.00911706,0.0924623,-0.00966506,1.01338,-0.013875,0.0923645,-0.0145251,1.15159
-4.71429,-6.71429,1.07868,-0.010101,0.0959151,-0.0106849,1.01425,-0.0147205,0.095802,-0.0154555,1.15169
-4.71429,-6.42857,1.08478,-0.0112076,0.0994033,-0.011827,1.01521,-0.0156096,0.0992725,-0.0164409,1.15147
-4.71429,-6.14286,1.09143,-0.0124523,0.102895,-0.0131059,1.01626,-0.0165392,0.102744,-0.0174796,1.15089
-4.71429,-5.85714,1.09867,-0.0138525,0.106349,-0.0145373,1.0174,-0.0175045,0.106174,-0.0185679,1.14989
-4.71429,-5.57143,1.10654,-0.0154266,0.109715,-0.0161377,1.01864,-0.018498,0.109512,-0.0196994,1.14842
-4.71429,-5.28571,1.11507,-0.0171946,0.112929,-0.0179245,1.02001,-0.0195091,0.112695,-0.0208646,1.14643
-4.71429,-5,1.12431,-0.0191769,0.115913,-0.019915,1.0215,-0.0205232,0.115643,-0.0220492,1.14386
-4.71429,-4.71429,1.13427,-0.0213944,0.118575,-0.0221261,1.02313,-0.0215207,0.118264,-0.0232338,1.14066
-4.71429,-4.42857,1.14499,-0.0238667,0.120804,-0.0245729,1.0249,-0.0224767,0.120448,-0.0243922,1.13677
-4.71429,-4.14286,1.15645,-0.0266114,0.122472,-0.027267,1.02683,-0.0233596,0.122065,-0.0254906,1.13217
-4.71429,-3.85714,1.16863,-0.0296414,0.123431,-0.0302153,1.02892,-0.0241308,0.12297,-0.0264861,1.12682
-4.71429,-3.57143,1.18149,-0.0329625,0.123518,-0.0334171,1.03116,-0.024744,0.123,-0.027326,1.12072
-4.71429,-3.28571,1.19494,-0.0365704,0.122555,-0.0368611,1.03357,-0.0251461,0.121979,-0.0279478,1.1139
-4.71429,-3,1.20885,-0.0404465,0.120356,-0.0405232,1.03612,-0.0252773,0.119725,-0.0282792,1.1064
-4.71429,-2.71429,1.22306,-0.0445536,0.116738,-0.0443622,1.03879,-0.0250739,0.116056,-0.0282408,1.09835
-4.71429,-2.42857,1.23732,-0.0488325,0.111526,-0.048318,1.04155,-0.0244717,0.110806,-0.0277493,1.08987
-4.71429,-2.14286,1.25137,-0.0531977,0.104578,-0.0523095,1.04435,-0.023411,0.103835,-0.026724,1.08119
-4.71429,-1.85714,1.26488,-0.057537,0.0957953,-0.0562343,1.04711,-0.0218428,0.0950524,-0.0250947,1.07255
-4.71429,-1.57143,1.27748,-0.061712,0.0851437,-0.0599711,1.04975,-0.0197367,0.0844293,-0.0228119,1.06425
-4.71429,-1.28571,1.28878,-0.0655636,0.0726707,-0.0633853,1.05218,-0.0170878,0.0720178,-0.0198577,1.05662
-4.71429,-1,1.2984,-0.0689221,0.0585174,-0.0663368,1.0543,-0.0139234,0.0579611,-0.0162556,1.04999
-4.71429,-0.714286,1.30598,-0.0716207,0.0429234,-0.0686916,1.056,-0.0103065,0.0424972,-0.0120771,1.04469
-4.71429,-0.428571,1.31122,-0.0735126,0.0262212,-0.0703335,1.05719,-0.00633521,0.0259529,-0.00744249,1.04099
-4.71429,-0.142857,1.31389,-0.074488,0.00882002,-0.0711772,1.0578,-0.00213767,0.00872843,-0.00251457,1.03908
-4.71429,0.142857,1.31389,-0.074488,-0.00882002,-0.0711772,1.0578,0.00213767,-0.00872843,0.00251457,1.03908
-4.71429,0.428571,1.31122,-0.0735126,-0.0262212,-0.0703335,1.05719,0.00633521,-0.0259529,0.00744249,1.04099
-4.71429,0.714286,1.30598,-0.0716207,-0.0429234,-0.0686916,1.056,0.0103065,-0.0424972,0.0120771,1.04469
-4.71429,1,1.2984,-0.0689221,-0.0585174,-0.0663368,1.0543,0.0139234,-0.0579611,0.0162556,1.04999
-4.71429,1.28571,1.28878,-0.0655636,-0.0726707,-0.0633853,1.05218,0.0170878,-0.0720178,0.0198577,1.05662
-4.71429,1.57143,1.27748,-0.061712,-0.0851437,-0.0599711,1.04975,0.0197367,-0.0844293,0.0228119,1.06425
-4.71429,1.85714,1.26488,-0.057537,-0.0957953,-0.0562343,1.04711,0.0218428,-0.0950524,0.0250947,1.07255
-4.71429,2.14286,1.25137,-0.0531977,-0.104578,-0.0523095,1.04435,0.023411,-0.103835,0.026724,1.08119
-4.71429,2.42857,1.23732,-0.0488325,-0.111526,-0.048318,1.04155,0.0244717,-0.110806,0.0277493,1.08987
-4.71429,2.71429,1.22306,-0.0445536,-0.116738,-0.0443622,1.03879,0.0250739,-0.116056,0.0282408,1.09835
-4.71429,3,1.20885,-0.0404465,-0.120356,-0.0405232,1.03612,0.0252773,-0.119725,0.0282792,1.1064
-4.71429,3.28571,1.19494,-0.0365704,-0.122555,-0.0368611,1.03357,0.0251461,-0.121979,0.0279478,1.1139
-4.71429,3.57143,1.18149,-0.0329625,-0.123518,-0.0334171,1.03116,0.024744,-0.123,0.027326,1.12072
-4.71429,3.85714,1.16863,-0.0296414,-0.123431,-0.0302153,1.02892,0.0241308,-0.12297,0.0264861,1.12682
-4.71429,4.14286,1.15645,-0.0266114,-0.122472,-0.027267,1.02683,0.0233596,-0.122065,0.0254906,1.13217
-4.71429,4.42857,1.14499,-0.0238667,-0.120804,-0.0245729,1.0249,0.0224767,-0.120448,0.0243922,1.13677
-4.71429,4.71429,1.13427,-0.0213944,-0.118575,-0.0221261,1.02313,0.0215207,-0.118264,0.0232338,1.14066
-4.71429,5,1.12431,-0.0191769,-0.115913,-0.019915,1.0215,0.0205232,-0.115643,0.0220492,1.14386
-4.71429,5.28571,1.11507,-0.0171946,-0.112929,-0.0179245,1.02001,0.0195091,-0.112695,0.0208646,1.14643
-4.71429,5.57143,1.10654,-0.0154266,-0.109715,-0.0161377,1.01864,0.018498,-0.109512,0.0196994,1.14842
-4.71429,5.85714,1.09867,-0.0138525,-0.106349,-0.0145373,1.0174,0.0175045,-0.106174,0.0185679,1.14989
-4.71429,6.14286,1.09143,-0.0124523,-0.102895,-0.0131059,1.01626,0.0165392,-0.102744,0.0174796,1.15089
-4.71429,6.42857,1.08478,-0.0112076,-0.0994033,-0.011827,1.01521,0.0156096,-0.0992725,0.0164409,1.15147
-4.71429,6.71429,1.07868,-0.010101,-0.0959151,-0.0106849,1.01425,0.0147205,-0.095802,0.0154555,1.15169
-4.71429,7,1.07308,-0.00911706,-0.0924623,-0.00966506,1.01338,0.013875,-0.0923645,0.0145251,1.15159
-4.71429,7.28571,1.06794,-0.00824183,-0.0890697,-0.00875437,1.01257,0.0130745,-0.088985,0.0136497,1.15121
-4.71429,7.57143,1.06322,-0.00746121,-0.0857556,-0.00793941,1.01183,0.012319,-0.085682,0.0128286,1.15058
-4.71429,7.85714,1.05889,-0.00676693,-0.0825347,-0.00721209,1.01115,0.0116085,-0.0824706,0.0120603,1.14976
-4.71429,8.14286,1.05487,-0.00613506,-0.0793494,-0.00654949,1.01055,0.0109291,-0.0792938,0.0113306,1.14865
-4.71429,8.42857,1.05168,-0.00568432,-0.0760878,-0.0060633,1.00979,0.0102638,-0.0760457,0.0106162,1.1472
-4.71429,8.71429,1.04888,-0.00531428,-0.077046,-0.00566052,1.00898,0.010341,-0.0770119,0.0106514,1.14937
-4.71429,9,1.04758,-0.00540729,-0.0784073,-0.00566921,1.007,0.0104677,-0.0783823,0.0107022,1.1511
-4.42857,-9,1.04426,-0.00504828,0.0765608,-0.00533918,1.00718,-0.0104798,0.0765348,-0.01072,1.15714
-4.42857,-8.71429,1.04565,-0.00494468,0.0752102,-0.00533018,1.00924,-0.010348,0.0751749,-0.0106666,1.15529
-4.42857,-8.42857,1.04839,-0.0053144,0.0743489,-0.00573524,1.01003,-0.0102873,0.0743049,-0.0106476,1.15301
-4.42857,-8.14286,1.0515,-0.00575272,0.0776962,-0.00621456,1.01081,-0.0109813,0.0776376,-0.0113927,1.15491
-4.42857,-7.85714,1.05537,-0.0063631,0.0809928,-0.00686227,1.01144,-0.0116946,0.0809251,-0.0121596,1.15639
-4.42857,-7.57143,1.05954,-0.00703578,0.0843492,-0.00757576,1.01215,-0.012445,0.084271,-0.0129721,1.15761
-4.42857,-7.28571,1.06411,-0.00779543,0.0878265,-0.00837867,1.01293,-0.013248,0.087736,-0.0138462,1.15865
-4.42857,-7,1.0691,-0.0086516,0.0914141,-0.00928045,1.01379,-0.0141049,0.091309,-0.0147848,1.15946
-4.42857,-6.71429,1.07457,-0.00961941,0.0950973,-0.0102957,1.01472,-0.0150168,0.0949749,-0.0157903,1.16002
-4.42857,-6.42857,1.08056,-0.0107143,0.0988554,-0.0114392,1.01574,-0.0159837,0.0987127,-0.0168645,1.16026
-4.42857,-6.14286,1.08711,-0.0119539,0.10266,-0.0127276,1.01686,-0.0170044,0.102494,-0.0180078,1.16015
-4.42857,-5.85714,1.09428,-0.0133578,0.106475,-0.0141789,1.01809,-0.0180754,0.106281,-0.0192188,1.15962
-4.42857,-5.57143,1.10211,-0.014948,0.110251,-0.0158132,1.01944,-0.0191909,0.110024,-0.0204933,1.15862
-4.42857,-5.28571,1.11066,-0.0167483,0.113928,-0.0176515,1.02093,-0.0203415,0.113663,-0.0218239,1.15708
-4.42857,-5,1.11997,-0.0187844,0.117428,-0.0197158,1.02257,-0.0215137,0.11712,-0.0231983,1.15494
-4.42857,-4.71429,1.13009,-0.021083,0.120658,-0.0220285,1.02437,-0.0226886,0.120299,-0.0245986,1.15212
-4.42857,-4.42857,1.14104,-0.0236712,0.123502,-0.0246106,1.02635,-0.0238404,0.123085,-0.0259991,1.14857
-4.42857,-4.14286,1.15285,-0.0265748,0.125823,-0.0274809,1.02852,-0.0249361,0.125341,-0.0273647,1.14422
-4.42857,-3.85714,1.16549,-0.0298161,0.12746,-0.0306534,1.03089,-0.0259332,0.126907,-0.0286496,1.13904
-4.42857,-3.57143,1.17895,-0.0334108,0.128231,-0.0341345,1.03347,-0.0267797,0.1276,-0.0297948,1.13298
-4.42857,-3.28571,1.19315,-0.0373642,0.127929,-0.0379193,1.03626,-0.0274133,0.127218,-0.0307277,1.12607
-4.42857,-3,1.20796,-0.0416661,0.126336,-0.0419881,1.03926,-0.0277621,0.125544,-0.0313613,1.11833
-4.42857,-2.71429,1.22321,-0.0462849,0.123226,-0.0463012,1.04244,-0.0277468,0.122356,-0.031596,1.10987
-4.42857,-2.42857,1.23867,-0.0511613,0.118378,-0.0507951,1.04576,-0.0272841,0.117444,-0.0313229,1.10083
-4.42857,-2.14286,1.25401,-0.056203,0.111601,-0.0553791,1.04918,-0.0262934,0.110622,-0.0304315,1.09144
-4.42857,-1.85714,1.26888,-0.0612805,0.102749,-0.0599338,1.05259,-0.0247044,0.101756,-0.0288195,1.08196
-4.42857,-1.57143,1.28285,-0.0662268,0.0917523,-0.064313,1.05591,-0.0224675,0.0907834,-0.0264072,1.07276
-4.42857,-1.28571,1.29547,-0.0708427,0.0786358,-0.0683497,1.05899,-0.019565,0.077739,-0.0231531,1.06421
-4.42857,-1,1.30626,-0.0749085,0.0635415,-0.0718662,1.06171,-0.0160203,0.0627689,-0.0190702,1.05672
-4.42857,-0.714286,1.31481,-0.0782029,0.0467352,-0.0746892,1.06391,-0.0119044,0.0461381,-0.0142374,1.0507
-4.42857,-0.428571,1.32073,-0.0805271,0.0286029,-0.0766669,1.06546,-0.00733684,0.0282248,-0.00880346,1.04647
-4.42857,-0.142857,1.32376,-0.08173,0.00963024,-0.077686,1.06626,-0.002479,0.00950075,-0.00297955,1.04428
-4.42857,0.142857,1.32376,-0.08173,-0.00963024,-0.077686,1.06626,0.002479,-0.00950075,0.00297955,1.04428
-4.42857,0.428571,1.32073,-0.0805271,-0.0286029,-0.0766669,1.06546,0.00733684,-0.0282248,0.00880346,1.04647
-4.42857,0.714286,1.31481,-0.0782029,-0.0467352,-0.0746892,1.06391,0.0119044,-0.0461381,0.0142374,1.0507
-4.42857,1,1.30626,-0.0749085,-0.0635415,-0.0718662,1.06171,0.0160203,-0.0627689,0.0190702,1.05672
-4.42857,1.28571,1.29547,-0.0708427,-0.0786358,-0.0683497,1.05899,0.019565,-0.077739,0.0231531,1.06421
-4.42857,1.57143,1.28285,-0.0662268,-0.0917523,-0.064313,1.05591,0.0224675,-0.0907834,0.0264072,1.07276
-4.42857,1.85714,1.26888,-0.0612805,-0.102749,-0.0599338,1.05259,0.0247044,-0.101756,0.0288195,1.08196
-4.42857,2.14286,1.25401,-0.056203,-0.111601,-0.0553791,1.04918,0.0262934,-0.110622,0.0304315,1.09144
-4.42857,2.42857,1.23867,-0.0511613,-0.118378,-0.0507951,1.04576,0.0272841,-0.117444,0.0313229,1.10083
-4.42857,2.71429,1.22321,-0.0462849,-0.123226,-0.0463012,1.04244,0.0277468,-0.122356,0.031596,1.10987
-4.42857,3,1.20796,-0.0416661,-0.126336,-0.0419881,1.03926,0.0277621,-0.125544,0.0313613,1.11833
-4.42857,3.28571,1.19315,-0.0373642,-0.127929,-0.0379193,1.03626,0.0274133,-0.127218,0.0307277,1.12607
-4.42857,3.57143,1.17895,-0.0334108,-0.128231,-0.0341345,1.03347,0.0267797,-0.1276,0.0297948,1.13298
-4.42857,3.85714,1.16549,-0.0298161,-0.12746,-0.0306534,1.03089,0.0259332,-0.126907,0.0286496,1.13904
-4.42857,4.14286,1.15285,-0.0265748,-0.125823,-0.0274809,1.02852,0.0249361,-0.125341,0.0273647,1.14422
-4.42857,4.42857,1.14104,-0.0236712,-0.123502,-0.0246106,1.02635,0.0238404,-0.123085,0.0259991,1.14857
-4.42857,4.71429,1.13009,-0.021083,-0.120658,-0.0220285,1.02437,0.0226886,-0.120299,0.0245986,1.15212
-4.42857,5,1.11997,-0.0187844,-0.117428,-0.0197158,1.02257,0.0215137,-0.11712,0.0231983,1.15494
-4.42857,5.28571,1.11066,-0.0167483,-0.113928,-0.0176515,1.02093,0.0203415,-0.113663,0.0218239,1.15708
-4.42857,5.57143,1.10211,-0.014948,-0.110251,-0.0158132,1.01944,0.0191909,-0.110024,0.0204933,1.15862
-4.42857,5.85714,1.09428,-0.0133578,-0.106475,-0.0141789,1.01809,0.0180754,-0.106281,0.0192188,1.15962
-4.42857,6.14286,1.08711,-0.0119539,-0.10266,-0.0127276,1.01686,0.0170044,-0.102494,0.0180078,1.16015
-4.42857,6.42857,1.08056,-0.0107143,-0.0988554,-0.0114392,1.01574,0.0159837,-0.0987127,0.0168645,1.16026
-4.42857,6.71429,1.07457,-0.00961941,-0.0950973,-0.0102957,1.01472,0.0150168,-0.0949749,0.0157903,1.16002
-4.42857,7,1.0691,-0.0086516,-0.0914141,-0.00928045,1.01379,0.0141049,-0.091309,0.0147848,1.15946
-4.42857,7.28571,1.06411,-0.00779543,-0.0878265,-0.00837867,1.01293,0.013248,-0.087736,0.0138462,1.15865
-4.42857,7.57143,1.05954,-0.00703574,-0.0843492,-0.00757573,1.01215,0.012445,-0.084271,0.0129721,1.15761
-4.42857,7.85714,1.05537,-0.00636311,-0.0809928,-0.00686228,1.01144,0.0116946,-0.0809251,0.0121596,1.15639
-4.42857,8.14286,1.0515,-0.00575411,-0.0776964,-0.00621579,1.0108,0.0109814,-0.0776379,0.0113927,1.15491
-4.42857,8.42857,1.04841,-0.00532117,-0.0743496,-0.00574102,1.01001,0.0102881,-0.0743058,0.0106477,1.15301
-4.42857,8.71429,1.0457,-0.00496865,-0.0752145,-0.0053504,1.00916,0.0103519,-0.0751794,0.0106675,1.15526
-4.42857,9,1.0443,-0.00506363,-0.076564,-0.00535236,1.00713,0.0104822,-0.0765381,0.0107206,1.15714
-4.14286,-9,1.04093,-0.0046814,0.0743367,-0.00500061,1.00731,-0.0104463,0.07431,-0.0106887,1.16318
-4.14286,-8.71429,1.04243,-0.00457617,0.0730065,-0.00499929,1.00942,-0.0103114,0.0729703,-0.0106331,1.1612
