x,z,alpha
0.496063,6.02362,0.863572
0.496063,6.16535,0.866156
0.496063,6.30709,0.868645
0.496063,6.44882,0.871043
0.496063,6.59055,0.873356
0.496063,6.73228,0.875589
0.496063,6.87402,0.877744
0.496063,7.01575,0.879826
0.496063,7.15748,0.881838
0.496063,7.29921,0.883785
0.496063,7.44094,0.885668
0.496063,7.58268,0.887492
0.496063,7.72441,0.889258
0.496063,7.86614,0.89097
0.496063,8.00787,0.89263
0.496063,8.14961,0.89424
0.496063,8.29134,0.895803
0.496063,8.43307,0.89732
0.496063,8.5748,0.898797
0.496063,8.71654,0.90022
0.496063,8.85827,0.901536
0.496063,9,0.902148
0.637795,-9,0.902197
0.637795,-8.85827,0.901577
0.637795,-8.71654,0.900223
0.637795,-8.5748,0.8988
0.637795,-8.43307,0.897323
0.637795,-8.29134,0.895808
0.637795,-8.14961,0.894247
0.637795,-8.00787,0.892639
0.637795,-7.86614,0.890982
0.637795,-7.72441,0.889273
0.637795,-7.58268,0.88751
0.637795,-7.44094,0.885689
0.637795,-7.29921,0.88381
0.637795,-7.15748,0.881867
0.637795,-7.01575,0.879859
0.637795,-6.87402,0.877782
0.637795,-6.73228,0.875632
0.637795,-6.59055,0.873406
0.637795,-6.44882,0.871099
0.637795,-6.30709,0.868707
0.637795,-6.16535,0.866226
0.637795,-6.02362,0.86365
0.637795,-5.88189,0.860975
0.637795,-5.74016,0.858194
0.637795,-5.59843,0.855301
0.637795,-5.45669,0.852291
0.637795,-5.31496,0.849155
0.637795,-5.17323,0.845887
0.637795,-5.0315,0.842478
0.637795,-4.88976,0.83892
0.637795,-4.74803,0.835205
0.637795,-4.6063,0.831322
0.637795,-4.46457,0.827263
0.637795,-4.32283,0.823015
0.637795,-4.1811,0.81857
0.637795,-4.03937,0.813916
0.637795,-3.89764,0.809043
0.637795,-3.75591,0.80394
0.637795,-3.61417,0.798598
0.637795,-3.47244,0.79301
0.637795,-3.33071,0.787171
0.637795,-3.18898,0.781077
0.637795,-3.04724,0.774732
0.637795,-2.90551,0.768145
0.637795,-2.76378,0.761332
0.637795,-2.62205,0.754317
0.637795,-2.48031,0.747136
0.637795,-2.33858,0.739832
0.637795,-2.19685,0.732457
0.637795,-2.05512,0.725069
0.637795,-1.91339,0.717724
0.637795,-1.77165,0.710475
0.637795,-1.62992,0.703369
0.637795,-1.48819,0.696447
0.637795,-1.34646,0.689758
0.637795,-1.20472,0.683381
0.637795,-1.06299,0.677473
0.637795,-0.92126,0.672342
0.637795,-0.779528,0.668612
0.637795,-0.637795,0.667588
0.637795,-0.496063,0.672106
0.637795,-0.354331,0.689218
0.637795,-0.212598,0.735903
0.637795,-0.0708661,0.861852
0.637795,0.0708661,0.861818
0.637795,0.212598,0.735905
0.637795,0.354331,0.689175
0.637795,0.496063,0.672048
0.637795,0.637795,0.667521
0.637795,0.779528,0.668538
0.637795,0.92126,0.672262
0.637795,1.06299,0.67739
0.637795,1.20472,0.683299
0.637795,1.34646,0.689681
0.637795,1.48819,0.696382
0.637795,1.62992,0.703322
0.637795,1.77165,0.710452
0.637795,1.91339,0.717729
0.637795,2.05512,0.725104
0.637795,2.19685,0.732524
0.637795,2.33858,0.739929
0.637795,2.48031,0.747261
0.637795,2.62205,0.754466
0.637795,2.76378,0.761502
0.637795,2.90551,0.768331
0.637795,3.04724,0.774931
0.637795,3.18898,0.781285
0.637795,3.33071,0.787385
0.637795,3.47244,0.793228
0.637795,3.61417,0.798818
0.637795,3.75591,0.804159
0.637795,3.89764,0.80926
0.637795,4.03937,0.814131
0.637795,4.1811,0.818782
0.637795,4.32283,0.823223
0.637795,4.46457,0.827466
0.637795,4.6063,0.831521
0.637795,4.74803,0.835399
0.637795,4.88976,0.839109
0.637795,5.0315,0.842662
0.637795,5.17323,0.846066
0.637795,5.31496,0.849329
0.637795,5.45669,0.85246
0.637795,5.59843,0.855466
0.637795,5.74016,0.858353
0.637795,5.88189,0.86113
0.637795,6.02362,0.863801
0.637795,6.16535,0.866372
0.637795,6.30709,0.868849
0.637795,6.44882,0.871237
0.637795,6.59055,0.87354
0.637795,6.73228,0.875762
0.637795,6.87402,0.877908
0.637795,7.01575,0.879982
0.637795,7.15748,0.881987
0.637795,7.29921,0.883926
0.637795,7.44094,0.885803
0.637795,7.58268,0.88762
0.637795,7.72441,0.88938
0.637795,7.86614,0.891086
0.637795,8.00787,0.892741
0.637795,8.14961,0.894346
0.637795,8.29134,0.895904
0.637795,8.43307,0.897417
0.637795,8.5748,0.89889
0.637795,8.71654,0.90031
0.637795,8.85827,0.901622
0.637795,9,0.902233
0.779528,-9,0.902303
0.779528,-8.85827,0.901685
0.779528,-8.71654,0.900335
0.779528,-8.5748,0.898915
0.779528,-8.43307,0.897443
0.779528,-8.29134,0.895934
0.779528,-8.14961,0.894379
0.779528,-8.00787,0.892778
0.779528,-7.86614,0.891127
0.779528,-7.72441,0.889425
0.779528,-7.58268,0.887669
0.779528,-7.44094,0.885857
0.779528,-7.29921,0.883986
0.779528,-7.15748,0.882052
0.779528,-7.01575,0.880054
0.779528,-6.87402,0.877987
0.779528,-6.73228,0.875848
0.779528,-6.59055,0.873634
0.779528,-6.44882,0.87134
0.779528,-6.30709,0.868962
0.779528,-6.16535,0.866495
0.779528,-6.02362,0.863935
0.779528,-5.88189,0.861277
0.779528,-5.74016,0.858514
0.779528,-5.59843,0.855641
0.779528,-5.45669,0.852652
0.779528,-5.31496,0.849539
0.779528,-5.17323,0.846296
0.779528,-5.0315,0.842914
0.779528,-4.88976,0.839385
0.779528,-4.74803,0.835701
0.779528,-4.6063,0.831852
0.779528,-4.46457,0.827829
0.779528,-4.32283,0.823621
0.779528,-4.1811,0.819218
0.779528,-4.03937,0.814609
0.779528,-3.89764,0.809784
0.779528,-3.75591,0.804732
0.779528,-3.61417,0.799444
0.779528,-3.47244,0.793911
0.779528,-3.33071,0.788129
0.779528,-3.18898,0.782092
0.779528,-3.04724,0.775802
0.779528,-2.90551,0.769265
0.779528,-2.76378,0.762494
0.779528,-2.62205,0.755509
0.779528,-2.48031,0.74834
0.779528,-2.33858,0.741023
0.779528,-2.19685,0.733602
0.779528,-2.05512,0.726124
0.779528,-1.91339,0.718634
0.779528,-1.77165,0.711167
0.779528,-1.62992,0.703743
0.779528,-1.48819,0.696365
0.779528,-1.34646,0.689012
0.779528,-1.20472,0.681656
0.779528,-1.06299,0.674271
0.779528,-0.92126,0.666865
0.779528,-0.779528,0.659548
0.779528,-0.637795,0.652734
0.779528,-0.496063,0.647578
0.779528,-0.354331,0.648578
0.779528,-0.212598,0.671063
0.779528,-0.0708661,0.794977
0.779528,0.0708661,0.795018
0.779528,0.212598,0.670995
0.779528,0.354331,0.648566
0.779528,0.496063,0.647519
0.779528,0.637795,0.652676
0.779528,0.779528,0.659477
0.779528,0.92126,0.666788
0.779528,1.06299,0.674189
0.779528,1.20472,0.681575
0.779528,1.34646,0.688937
0.779528,1.48819,0.696302
0.779528,1.62992,0.7037
0.779528,1.77165,0.711148
0.779528,1.91339,0.718643
0.779528,2.05512,0.726165
0.779528,2.19685,0.733674
0.779528,2.33858,0.741125
0.779528,2.48031,0.748469
0.779528,2.62205,0.755662
0.779528,2.76378,0.762666
0.779528,2.90551,0.769452
0.779528,3.04724,0.776001
0.779528,3.18898,0.7823
0.779528,3.33071,0.788342
0.779528,3.47244,0.794128
0.779528,3.61417,0.799662
0.779528,3.75591,0.80495
0.779528,3.89764,0.81
0.779528,4.03937,0.814822
0.779528,4.1811,0.819428
0.779528,4.32283,0.823827
0.779528,4.46457,0.828031
0.779528,4.6063,0.832049
0.779528,4.74803,0.835894
0.779528,4.88976,0.839573
0.779528,5.0315,0.843096
0.779528,5.17323,0.846473
0.779528,5.31496,0.849712
0.779528,5.45669,0.85282
0.779528,5.59843,0.855804
0.779528,5.74016,0.858673
0.779528,5.88189,0.861431
0.779528,6.02362,0.864085
0.779528,6.16535,0.86664
0.779528,6.30709,0.869103
0.779528,6.44882,0.871477
0.779528,6.59055,0.873767
0.779528,6.73228,0.875978
0.779528,6.87402,0.878113
0.779528,7.01575,0.880176
0.779528,7.15748,0.882171
0.779528,7.29921,0.884101
0.779528,7.44094,0.88597
0.779528,7.58268,0.887779
0.779528,7.72441,0.889532
0.779528,7.86614,0.891231
0.779528,8.00787,0.892879
0.779528,8.14961,0.894478
0.779528,8.29134,0.89603
0.779528,8.43307,0.897537
0.779528,8.5748,0.899005
0.779528,8.71654,0.900421
0.779528,8.85827,0.90173
0.779528,9,0.902338
0.92126,-9,0.902428
0.92126,-8.85827,0.901813
0.92126,-8.71654,0.900468
0.92126,-8.5748,0.899053
0.92126,-8.43307,0.897587
0.92126,-8.29134,0.896084
0.92126,-8.14961,0.894537
0.92126,-8.00787,0.892942
0.92126,-7.86614,0.8913
0.92126,-7.72441,0.889606
0.92126,-7.58268,0.887859
0.92126,-7.44094,0.886056
0.92126,-7.29921,0.884195
0.92126,-7.15748,0.882272
0.92126,-7.01575,0.880285
0.92126,-6.87402,0.878231
0.92126,-6.73228,0.876105
0.92126,-6.59055,0.873905
0.92126,-6.44882,0.871626
0.92126,-6.30709,0.869264
0.92126,-6.16535,0.866815
0.92126,-6.02362,0.864274
0.92126,-5.88189,0.861635
0.92126,-5.74016,0.858894
0.92126,-5.59843,0.856045
0.92126,-5.45669,0.853081
0.92126,-5.31496,0.849995
0.92126,-5.17323,0.846781
0.92126,-5.0315,0.843431
0.92126,-4.88976,0.839937
0.92126,-4.74803,0.836289
0.92126,-4.6063,0.832481
0.92126,-4.46457,0.8285
0.92126,-4.32283,0.824339
0.92126,-4.1811,0.819986
0.92126,-4.03937,0.815431
0.92126,-3.89764,0.810663
0.92126,-3.75591,0.805672
0.92126,-3.61417,0.800449
0.92126,-3.47244,0.794984
0.92126,-3.33071,0.789271
0.92126,-3.18898,0.783304
0.92126,-3.04724,0.777084
0.92126,-2.90551,0.770612
0.92126,-2.76378,0.7639
0.92126,-2.62205,0.756961
0.92126,-2.48031,0.749821
0.92126,-2.33858,0.742508
0.92126,-2.19685,0.735059
0.92126,-2.05512,0.727511
0.92126,-1.91339,0.719898
0.92126,-1.77165,0.71224
0.92126,-1.62992,0.704537
0.92126,-1.48819,0.696758
0.92126,-1.34646,0.688831
0.92126,-1.20472,0.680634
0.92126,-1.06299,0.671985
0.92126,-0.92126,0.662628
0.92126,-0.779528,0.652174
0.92126,-0.637795,0.640151
0.92126,-0.496063,0.625375
0.92126,-0.354331,0.607833
0.92126,-0.212598,0.583469
0.92126,-0.0708661,0.605429
0.92126,0.0708661,0.605429
0.92126,0.212598,0.583423
0.92126,0.354331,0.607799
0.92126,0.496063,0.625334
0.92126,0.637795,0.640099
0.92126,0.779528,0.652108
0.92126,0.92126,0.662554
0.92126,1.06299,0.671905
0.92126,1.20472,0.680554
0.92126,1.34646,0.688758
0.92126,1.48819,0.6967
0.92126,1.62992,0.704499
0.92126,1.77165,0.712227
0.92126,1.91339,0.719914
0.92126,2.05512,0.727559
0.92126,2.19685,0.735137
0.92126,2.33858,0.742615
0.92126,2.48031,0.749954
0.92126,2.62205,0.757117
0.92126,2.76378,0.764074
0.92126,2.90551,0.770801
0.92126,3.04724,0.777283
0.92126,3.18898,0.783512
0.92126,3.33071,0.789483
0.92126,3.47244,0.7952
0.92126,3.61417,0.800666
0.92126,3.75591,0.805889
0.92126,3.89764,0.810878
0.92126,4.03937,0.815643
0.92126,4.1811,0.820194
0.92126,4.32283,0.824544
0.92126,4.46457,0.828701
0.92126,4.6063,0.832676
0.92126,4.74803,0.83648
0.92126,4.88976,0.840123
0.92126,5.0315,0.843612
0.92126,5.17323,0.846957
0.92126,5.31496,0.850167
0.92126,5.45669,0.853247
0.92126,5.59843,0.856207
0.92126,5.74016,0.859052
0.92126,5.88189,0.861788
0.92126,6.02362,0.864422
0.92126,6.16535,0.866959
0.92126,6.30709,0.869404
0.92126,6.44882,0.871762
0.92126,6.59055,0.874037
0.92126,6.73228,0.876234
0.92126,6.87402,0.878356
0.92126,7.01575,0.880407
0.92126,7.15748,0.882391
0.92126,7.29921,0.88431
0.92126,7.44094,0.886168
0.92126,7.58268,0.887968
0.92126,7.72441,0.889712
0.92126,7.86614,0.891403
0.92126,8.00787,0.893043
0.92126,8.14961,0.894635
0.92126,8.29134,0.89618
0.92126,8.43307,0.897681
0.92126,8.5748,0.899142
0.92126,8.71654,0.900554
0.92126,8.85827,0.901857
0.92126,9,0.902463
1.06299,-9,0.902568
1.06299,-8.85827,0.901954
1.06299,-8.71654,0.900618
1.06299,-8.5748,0.899208
1.06299,-8.43307,0.897749
1.06299,-8.29134,0.896254
1.06299,-8.14961,0.894714
1.06299,-8.00787,0.893128
1.06299,-7.86614,0.891494
1.06299,-7.72441,0.88981
1.06299,-7.58268,0.888073
1.06299,-7.44094,0.886281
1.06299,-7.29921,0.884431
1.06299,-7.15748,0.88252
1.06299,-7.01575,0.880546
1.06299,-6.87402,0.878506
1.06299,-6.73228,0.876395
1.06299,-6.59055,0.87421
1.06299,-6.44882,0.871948
1.06299,-6.30709,0.869605
1.06299,-6.16535,0.867175
1.06299,-6.02362,0.864655
1.06299,-5.88189,0.86204
1.06299,-5.74016,0.859323
1.06299,-5.59843,0.8565
1.06299,-5.45669,0.853564
1.06299,-5.31496,0.850509
1.06299,-5.17323,0.847328
1.06299,-5.0315,0.844014
1.06299,-4.88976,0.840558
1.06299,-4.74803,0.836953
1.06299,-4.6063,0.833189
1.06299,-4.46457,0.829258
1.06299,-4.32283,0.825149
1.06299,-4.1811,0.820853
1.06299,-4.03937,0.816359
1.06299,-3.89764,0.811657
1.06299,-3.75591,0.806737
1.06299,-3.61417,0.801588
1.06299,-3.47244,0.796201
1.06299,-3.33071,0.79057
1.06299,-3.18898,0.784687
1.06299,-3.04724,0.778551
1.06299,-2.90551,0.772162
1.06299,-2.76378,0.765527
1.06299,-2.62205,0.758657
1.06299,-2.48031,0.75157
1.06299,-2.33858,0.744289
1.06299,-2.19685,0.736844
1.06299,-2.05512,0.729262
1.06299,-1.91339,0.721569
1.06299,-1.77165,0.713776
1.06299,-1.62992,0.705868
1.06299,-1.48819,0.697794
1.06299,-1.34646,0.689448
1.06299,-1.20472,0.680654
1.06299,-1.06299,0.671136
1.06299,-0.92126,0.660467
1.06299,-0.779528,0.648019
1.06299,-0.637795,0.632575
1.06299,-0.496063,0.612621
1.06299,-0.354331,0.583097
1.06299,-0.212598,0.535549
1.06299,-0.0708661,0.441463
1.06299,0.0708661,0.441536
1.06299,0.212598,0.535546
1.06299,0.354331,0.583066
1.06299,0.496063,0.612602
1.06299,0.637795,0.632518
1.06299,0.779528,0.647962
1.06299,0.92126,0.660395
1.06299,1.06299,0.671059
1.06299,1.20472,0.680578
1.06299,1.34646,0.689379
1.06299,1.48819,0.69774
1.06299,1.62992,0.705835
1.06299,1.77165,0.713769
1.06299,1.91339,0.721593
1.06299,2.05512,0.729316
1.06299,2.19685,0.736927
1.06299,2.33858,0.744401
1.06299,2.48031,0.751706
1.06299,2.62205,0.758815
1.06299,2.76378,0.765702
1.06299,2.90551,0.772351
1.06299,3.04724,0.77875
1.06299,3.18898,0.784894
1.06299,3.33071,0.790781
1.06299,3.47244,0.796415
1.06299,3.61417,0.801803
1.06299,3.75591,0.806951
1.06299,3.89764,0.81187
1.06299,4.03937,0.816569
1.06299,4.1811,0.821059
1.06299,4.32283,0.825352
1.06299,4.46457,0.829456
1.06299,4.6063,0.833383
1.06299,4.74803,0.837142
1.06299,4.88976,0.840742
1.06299,5.0315,0.844193
1.06299,5.17323,0.847503
1.06299,5.31496,0.850679
1.06299,5.45669,0.853729
1.06299,5.59843,0.85666
1.06299,5.74016,0.859479
1.06299,5.88189,0.862191
1.06299,6.02362,0.864803
1.06299,6.16535,0.867319
1.06299,6.30709,0.869744
1.06299,6.44882,0.872084
1.06299,6.59055,0.874342
1.06299,6.73228,0.876523
1.06299,6.87402,0.87863
1.06299,7.01575,0.880667
1.06299,7.15748,0.882638
1.06299,7.29921,0.884546
1.06299,7.44094,0.886392
1.06299,7.58268,0.888182
1.06299,7.72441,0.889916
1.06299,7.86614,0.891597
1.06299,8.00787,0.893229
1.06299,8.14961,0.894812
1.06299,8.29134,0.896349
1.06299,8.43307,0.897842
1.06299,8.5748,0.899297
1.06299,8.71654,0.900703
1.06299,8.85827,0.901999
1.06299,9,0.902603
1.20472,-9,0.902735
1.20472,-8.85827,0.902125
1.20472,-8.71654,0.900795
1.20472,-8.5748,0.899391
1.20472,-8.43307,0.89794
1.20472,-8.29134,0.896454
1.20472,-8.14961,0.894923
1.20472,-8.00787,0.893347
1.20472,-7.86614,0.891723
1.20472,-7.72441,0.89005
1.20472,-7.58268,0.888325
1.20472,-7.44094,0.886545
1.20472,-7.29921,0.884708
1.20472,-7.15748,0.882812
1.20472,-7.01575,0.880853
1.20472,-6.87402,0.878828
1.20472,-6.73228,0.876735
1.20472,-6.59055,0.874569
1.20472,-6.44882,0.872327
1.20472,-6.30709,0.870004
1.20472,-6.16535,0.867598
1.20472,-6.02362,0.865102
1.20472,-5.88189,0.862513
1.20472,-5.74016,0.859824
1.20472,-5.59843,0.857032
1.20472,-5.45669,0.854129
1.20472,-5.31496,0.851109
1.20472,-5.17323,0.847967
1.20472,-5.0315,0.844693
1.20472,-4.88976,0.841282
1.20472,-4.74803,0.837725
1.20472,-4.6063,0.834014
1.20472,-4.46457,0.830139
1.20472,-4.32283,0.826091
1.20472,-4.1811,0.821861
1.20472,-4.03937,0.817438
1.20472,-3.89764,0.812811
1.20472,-3.75591,0.807972
1.20472,-3.61417,0.802909
1.20472,-3.47244,0.797614
1.20472,-3.33071,0.792078
1.20472,-3.18898,0.786294
1.20472,-3.04724,0.780258
1.20472,-2.90551,0.77397
1.20472,-2.76378,0.767431
1.20472,-2.62205,0.76065
1.20472,-2.48031,0.753639
1.20472,-2.33858,0.746417
1.20472,-2.19685,0.739005
1.20472,-2.05512,0.731427
1.20472,-1.91339,0.7237
1.20472,-1.77165,0.71583
1.20472,-1.62992,0.707799
1.20472,-1.48819,0.69955
1.20472,-1.34646,0.690971
1.20472,-1.20472,0.681873
1.20472,-1.06299,0.671958
1.20472,-0.92126,0.660777
1.20472,-0.779528,0.647646
1.20472,-0.637795,0.631545
1.20472,-0.496063,0.610776
1.20472,-0.354331,0.583062
1.20472,-0.212598,0.545889
1.20472,-0.0708661,0.50735
1.20472,0.0708661,0.507359
1.20472,0.212598,0.545879
1.20472,0.354331,0.583047
1.20472,0.496063,0.610747
1.20472,0.637795,0.631505
1.20472,0.779528,0.647587
1.20472,0.92126,0.660709
1.20472,1.06299,0.671884
1.20472,1.20472,0.681801
1.20472,1.34646,0.690908
1.20472,1.48819,0.699503
1.20472,1.62992,0.707774
1.20472,1.77165,0.715833
1.20472,1.91339,0.723732
1.20472,2.05512,0.731489
1.20472,2.19685,0.739097
1.20472,2.33858,0.746535
1.20472,2.48031,0.753781
1.20472,2.62205,0.760811
1.20472,2.76378,0.767608
1.20472,2.90551,0.77416
1.20472,3.04724,0.780458
1.20472,3.18898,0.7865
1.20472,3.33071,0.792288
1.20472,3.47244,0.797826
1.20472,3.61417,0.803122
1.20472,3.75591,0.808184
1.20472,3.89764,0.813021
1.20472,4.03937,0.817645
1.20472,4.1811,0.822065
1.20472,4.32283,0.826291
1.20472,4.46457,0.830335
1.20472,4.6063,0.834205
1.20472,4.74803,0.837912
1.20472,4.88976,0.841465
1.20472,5.0315,0.844871
1.20472,5.17323,0.848139
1.20472,5.31496,0.851277
1.20472,5.45669,0.854292
1.20472,5.59843,0.857191
1.20472,5.74016,0.859979
1.20472,5.88189,0.862663
1.20472,6.02362,0.865248
1.20472,6.16535,0.86774
1.20472,6.30709,0.870142
1.20472,6.44882,0.872461
1.20472,6.59055,0.874699
1.20472,6.73228,0.876862
1.20472,6.87402,0.878952
1.20472,7.01575,0.880973
1.20472,7.15748,0.882929
1.20472,7.29921,0.884822
1.20472,7.44094,0.886656
1.20472,7.58268,0.888432
1.20472,7.72441,0.890155
1.20472,7.86614,0.891826
1.20472,8.00787,0.893447
1.20472,8.14961,0.89502
1.20472,8.29134,0.896548
1.20472,8.43307,0.898033
1.20472,8.5748,0.89948
1.20472,8.71654,0.90088
1.20472,8.85827,0.902169
1.20472,9,0.90277
1.34646,-9,0.902926
1.34646,-8.85827,0.902321
1.34646,-8.71654,0.900998
1.34646,-8.5748,0.899599
1.34646,-8.43307,0.898158
1.34646,-8.29134,0.896681
1.34646,-8.14961,0.895161
1.34646,-8.00787,0.893596
1.34646,-7.86614,0.891984
1.34646,-7.72441,0.890323
1.34646,-7.58268,0.888611
1.34646,-7.44094,0.886845
1.34646,-7.29921,0.885023
1.34646,-7.15748,0.883143
1.34646,-7.01575,0.881201
1.34646,-6.87402,0.879195
1.34646,-6.73228,0.877121
1.34646,-6.59055,0.874975
1.34646,-6.44882,0.872756
1.34646,-6.30709,0.870457
1.34646,-6.16535,0.868076
1.34646,-6.02362,0.865608
1.34646,-5.88189,0.863048
1.34646,-5.74016,0.860392
1.34646,-5.59843,0.857633
1.34646,-5.45669,0.854767
1.34646,-5.31496,0.851788
1.34646,-5.17323,0.848688
1.34646,-5.0315,0.845461
1.34646,-4.88976,0.8421
1.34646,-4.74803,0.838597
1.34646,-4.6063,0.834944
1.34646,-4.46457,0.831133
1.34646,-4.32283,0.827153
1.34646,-4.1811,0.822996
1.34646,-4.03937,0.818652
1.34646,-3.89764,0.814111
1.34646,-3.75591,0.809363
1.34646,-3.61417,0.804398
1.34646,-3.47244,0.799206
1.34646,-3.33071,0.793778
1.34646,-3.18898,0.788108
1.34646,-3.04724,0.78219
1.34646,-2.90551,0.77602
1.34646,-2.76378,0.769599
1.34646,-2.62205,0.762931
1.34646,-2.48031,0.756024
1.34646,-2.33858,0.748893
1.34646,-2.19685,0.741553
1.34646,-2.05512,0.734023
1.34646,-1.91339,0.726318
1.34646,-1.77165,0.718442
1.34646,-1.62992,0.710381
1.34646,-1.48819,0.702088
1.34646,-1.34646,0.693464
1.34646,-1.20472,0.684345
1.34646,-1.06299,0.674475
1.34646,-0.92126,0.663482
1.34646,-0.779528,0.650852
1.34646,-0.637795,0.635907
1.34646,-0.496063,0.617947
1.34646,-0.354331,0.596542
1.34646,-0.212598,0.573693
1.34646,-0.0708661,0.556289
1.34646,0.0708661,0.556287
1.34646,0.212598,0.573688
1.34646,0.354331,0.596526
1.34646,0.496063,0.617923
1.34646,0.637795,0.635864
1.34646,0.779528,0.650797
1.34646,0.92126,0.663416
1.34646,1.06299,0.674406
1.34646,1.20472,0.684279
1.34646,1.34646,0.693409
1.34646,1.48819,0.702051
1.34646,1.62992,0.710368
1.34646,1.77165,0.718456
1.34646,1.91339,0.726361
1.34646,2.05512,0.734096
1.34646,2.19685,0.741654
1.34646,2.33858,0.749018
1.34646,2.48031,0.756172
1.34646,2.62205,0.763096
1.34646,2.76378,0.769779
1.34646,2.90551,0.776211
1.34646,3.04724,0.78239
1.34646,3.18898,0.788314
1.34646,3.33071,0.793987
1.34646,3.47244,0.799416
1.34646,3.61417,0.804608
1.34646,3.75591,0.809573
1.34646,3.89764,0.814319
1.34646,4.03937,0.818857
1.34646,4.1811,0.823198
1.34646,4.32283,0.827351
1.34646,4.46457,0.831326
1.34646,4.6063,0.835133
1.34646,4.74803,0.838782
1.34646,4.88976,0.84228
1.34646,5.0315,0.845637
1.34646,5.17323,0.848859
1.34646,5.31496,0.851954
1.34646,5.45669,0.854929
1.34646,5.59843,0.857791
1.34646,5.74016,0.860545
1.34646,5.88189,0.863197
1.34646,6.02362,0.865753
1.34646,6.16535,0.868217
1.34646,6.30709,0.870594
1.34646,6.44882,0.872889
1.34646,6.59055,0.875105
1.34646,6.73228,0.877247
1.34646,6.87402,0.879317
1.34646,7.01575,0.88132
1.34646,7.15748,0.883259
1.34646,7.29921,0.885136
1.34646,7.44094,0.886955
1.34646,7.58268,0.888718
1.34646,7.72441,0.890427
1.34646,7.86614,0.892085
1.34646,8.00787,0.893695
1.34646,8.14961,0.895257
1.34646,8.29134,0.896775
1.34646,8.43307,0.89825
1.34646,8.5748,0.899687
1.34646,8.71654,0.901082
1.34646,8.85827,0.902365
1.34646,9,0.902961
1.48819,-9,0.903131
1.48819,-8.85827,0.902531
1.48819,-8.71654,0.901216
1.48819,-8.5748,0.899824
1.48819,-8.43307,0.898393
1.48819,-8.29134,0.896927
1.48819,-8.14961,0.895418
1.48819,-8.00787,0.893865
1.48819,-7.86614,0.892265
1.48819,-7.72441,0.890618
1.48819,-7.58268,0.88892
1.48819,-7.44094,0.887169
1.48819,-7.29921,0.885364
1.48819,-7.15748,0.883501
1.48819,-7.01575,0.881577
1.48819,-6.87402,0.87959
1.48819,-6.73228,0.877537
1.48819,-6.59055,0.875414
1.48819,-6.44882,0.873218
1.48819,-6.30709,0.870946
1.48819,-6.16535,0.868592
1.48819,-6.02362,0.866153
1.48819,-5.88189,0.863625
1.48819,-5.74016,0.861003
1.48819,-5.59843,0.858281
1.48819,-5.45669,0.855455
1.48819,-5.31496,0.852518
1.48819,-5.17323,0.849464
1.48819,-5.0315,0.846287
1.48819,-4.88976,0.84298
1.48819,-4.74803,0.839535
1.48819,-4.6063,0.835945
1.48819,-4.46457,0.832201
1.48819,-4.32283,0.828295
1.48819,-4.1811,0.824218
1.48819,-4.03937,0.819959
1.48819,-3.89764,0.81551
1.48819,-3.75591,0.810861
1.48819,-3.61417,0.806002
1.48819,-3.47244,0.800924
1.48819,-3.33071,0.795617
1.48819,-3.18898,0.790074
1.48819,-3.04724,0.784289
1.48819,-2.90551,0.778256
1.48819,-2.76378,0.771975
1.48819,-2.62205,0.765447
1.48819,-2.48031,0.758677
1.48819,-2.33858,0.751676
1.48819,-2.19685,0.744455
1.48819,-2.05512,0.737031
1.48819,-1.91339,0.729416
1.48819,-1.77165,0.721618
1.48819,-1.62992,0.71363
1.48819,-1.48819,0.705422
1.48819,-1.34646,0.696924
1.48819,-1.20472,0.688018
1.48819,-1.06299,0.678524
1.48819,-0.92126,0.668195
1.48819,-0.779528,0.656733
1.48819,-0.637795,0.643859
1.48819,-0.496063,0.629485
1.48819,-0.354331,0.614237
1.48819,-0.212598,0.60006
1.48819,-0.0708661,0.591277
1.48819,0.0708661,0.591274
1.48819,0.212598,0.600053
1.48819,0.354331,0.61422
1.48819,0.496063,0.629455
1.48819,0.637795,0.643817
1.48819,0.779528,0.656679
1.48819,0.92126,0.668133
1.48819,1.06299,0.67846
1.48819,1.20472,0.687959
1.48819,1.34646,0.696878
1.48819,1.48819,0.705396
1.48819,1.62992,0.713629
1.48819,1.77165,0.721644
1.48819,1.91339,0.729471
1.48819,2.05512,0.737113
1.48819,2.19685,0.744564
1.48819,2.33858,0.751808
1.48819,2.48031,0.758829
1.48819,2.62205,0.765615
1.48819,2.76378,0.772157
1.48819,2.90551,0.778448
1.48819,3.04724,0.784488
1.48819,3.18898,0.790278
1.48819,3.33071,0.795824
1.48819,3.47244,0.801132
1.48819,3.61417,0.80621
1.48819,3.75591,0.811068
1.48819,3.89764,0.815715
1.48819,4.03937,0.820161
1.48819,4.1811,0.824416
1.48819,4.32283,0.82849
1.48819,4.46457,0.832392
1.48819,4.6063,0.836132
1.48819,4.74803,0.839718
1.48819,4.88976,0.843158
1.48819,5.0315,0.846461
1.48819,5.17323,0.849633
1.48819,5.31496,0.852682
1.48819,5.45669,0.855615
1.48819,5.59843,0.858437
1.48819,5.74016,0.861154
1.48819,5.88189,0.863772
1.48819,6.02362,0.866297
1.48819,6.16535,0.868731
1.48819,6.30709,0.871081
1.48819,6.44882,0.87335
1.48819,6.59055,0.875542
1.48819,6.73228,0.877662
1.48819,6.87402,0.879712
1.48819,7.01575,0.881695
