x,z,alpha
-5.17323,-1.20472,0.841789
-5.17323,-1.06299,0.840908
-5.17323,-0.92126,0.840122
-5.17323,-0.779528,0.839438
-5.17323,-0.637795,0.83886
-5.17323,-0.496063,0.838393
-5.17323,-0.354331,0.83804
-5.17323,-0.212598,0.837804
-5.17323,-0.0708661,0.837687
-5.17323,0.0708661,0.83769
-5.17323,0.212598,0.837812
-5.17323,0.354331,0.838054
-5.17323,0.496063,0.838413
-5.17323,0.637795,0.838885
-5.17323,0.779528,0.839468
-5.17323,0.92126,0.840158
-5.17323,1.06299,0.840948
-5.17323,1.20472,0.841834
-5.17323,1.34646,0.84281
-5.17323,1.48819,0.843869
-5.17323,1.62992,0.845005
-5.17323,1.77165,0.84621
-5.17323,1.91339,0.84748
-5.17323,2.05512,0.848806
-5.17323,2.19685,0.850182
-5.17323,2.33858,0.851603
-5.17323,2.48031,0.853061
-5.17323,2.62205,0.854552
-5.17323,2.76378,0.856071
-5.17323,2.90551,0.85761
-5.17323,3.04724,0.859168
-5.17323,3.18898,0.860737
-5.17323,3.33071,0.862316
-5.17323,3.47244,0.8639
-5.17323,3.61417,0.865485
-5.17323,3.75591,0.867069
-5.17323,3.89764,0.868648
-5.17323,4.03937,0.870221
-5.17323,4.1811,0.871785
-5.17323,4.32283,0.873339
-5.17323,4.46457,0.874879
-5.17323,4.6063,0.876406
-5.17323,4.74803,0.877917
-5.17323,4.88976,0.879412
-5.17323,5.0315,0.880889
-5.17323,5.17323,0.882348
-5.17323,5.31496,0.883787
-5.17323,5.45669,0.885207
-5.17323,5.59843,0.886607
-5.17323,5.74016,0.887986
-5.17323,5.88189,0.889345
-5.17323,6.02362,0.890683
-5.17323,6.16535,0.891999
-5.17323,6.30709,0.893294
-5.17323,6.44882,0.894568
-5.17323,6.59055,0.895821
-5.17323,6.73228,0.897053
-5.17323,6.87402,0.898264
-5.17323,7.01575,0.899454
-5.17323,7.15748,0.900624
-5.17323,7.29921,0.901773
-5.17323,7.44094,0.902902
-5.17323,7.58268,0.904012
-5.17323,7.72441,0.905101
-5.17323,7.86614,0.906171
-5.17323,8.00787,0.907222
-5.17323,8.14961,0.908255
-5.17323,8.29134,0.909269
-5.17323,8.43307,0.910264
-5.17323,8.5748,0.911239
-5.17323,8.71654,0.912274
-5.17323,8.85827,0.91316
-5.17323,9,0.913586
-5.0315,-9,0.913037
-5.0315,-8.85827,0.912596
-5.0315,-8.71654,0.911671
-5.0315,-8.5748,0.910612
-5.0315,-8.43307,0.909615
-5.0315,-8.29134,0.908598
-5.0315,-8.14961,0.907562
-5.0315,-8.00787,0.906506
-5.0315,-7.86614,0.90543
-5.0315,-7.72441,0.904335
-5.0315,-7.58268,0.903219
-5.0315,-7.44094,0.902082
-5.0315,-7.29921,0.900924
-5.0315,-7.15748,0.899745
-5.0315,-7.01575,0.898544
-5.0315,-6.87402,0.897321
-5.0315,-6.73228,0.896076
-5.0315,-6.59055,0.894809
-5.0315,-6.44882,0.893519
-5.0315,-6.30709,0.892206
-5.0315,-6.16535,0.890871
-5.0315,-6.02362,0.889512
-5.0315,-5.88189,0.888131
-5.0315,-5.74016,0.886726
-5.0315,-5.59843,0.885299
-5.0315,-5.45669,0.88385
-5.0315,-5.31496,0.882378
-5.0315,-5.17323,0.880884
-5.0315,-5.0315,0.879369
-5.0315,-4.88976,0.877833
-5.0315,-4.74803,0.876278
-5.0315,-4.6063,0.874703
-5.0315,-4.46457,0.873111
-5.0315,-4.32283,0.871501
-5.0315,-4.1811,0.869877
-5.0315,-4.03937,0.86824
-5.0315,-3.89764,0.86659
-5.0315,-3.75591,0.864932
-5.0315,-3.61417,0.863267
-5.0315,-3.47244,0.861598
-5.0315,-3.33071,0.859929
-5.0315,-3.18898,0.858262
-5.0315,-3.04724,0.856603
-5.0315,-2.90551,0.854954
-5.0315,-2.76378,0.853321
-5.0315,-2.62205,0.851708
-5.0315,-2.48031,0.850122
-5.0315,-2.33858,0.848568
-5.0315,-2.19685,0.847052
-5.0315,-2.05512,0.845581
-5.0315,-1.91339,0.844162
-5.0315,-1.77165,0.842802
-5.0315,-1.62992,0.841508
-5.0315,-1.48819,0.840288
-5.0315,-1.34646,0.83915
-5.0315,-1.20472,0.8381
-5.0315,-1.06299,0.837146
-5.0315,-0.92126,0.836294
-5.0315,-0.779528,0.835552
-5.0315,-0.637795,0.834924
-5.0315,-0.496063,0.834416
-5.0315,-0.354331,0.834033
-5.0315,-0.212598,0.833776
-5.0315,-0.0708661,0.833648
-5.0315,0.0708661,0.833651
-5.0315,0.212598,0.833785
-5.0315,0.354331,0.834047
-5.0315,0.496063,0.834437
-5.0315,0.637795,0.834951
-5.0315,0.779528,0.835584
-5.0315,0.92126,0.836332
-5.0315,1.06299,0.837189
-5.0315,1.20472,0.838148
-5.0315,1.34646,0.839202
-5.0315,1.48819,0.840345
-5.0315,1.62992,0.841569
-5.0315,1.77165,0.842867
-5.0315,1.91339,0.844231
-5.0315,2.05512,0.845653
-5.0315,2.19685,0.847127
-5.0315,2.33858,0.848646
-5.0315,2.48031,0.850202
-5.0315,2.62205,0.851791
-5.0315,2.76378,0.853405
-5.0315,2.90551,0.85504
-5.0315,3.04724,0.85669
-5.0315,3.18898,0.858351
-5.0315,3.33071,0.860019
-5.0315,3.47244,0.861689
-5.0315,3.61417,0.863359
-5.0315,3.75591,0.865024
-5.0315,3.89764,0.866683
-5.0315,4.03937,0.868332
-5.0315,4.1811,0.869969
-5.0315,4.32283,0.871593
-5.0315,4.46457,0.873202
-5.0315,4.6063,0.874794
-5.0315,4.74803,0.876368
-5.0315,4.88976,0.877924
-5.0315,5.0315,0.879459
-5.0315,5.17323,0.880973
-5.0315,5.31496,0.882466
-5.0315,5.45669,0.883937
-5.0315,5.59843,0.885385
-5.0315,5.74016,0.886811
-5.0315,5.88189,0.888215
-5.0315,6.02362,0.889595
-5.0315,6.16535,0.890953
-5.0315,6.30709,0.892287
-5.0315,6.44882,0.893599
-5.0315,6.59055,0.894888
-5.0315,6.73228,0.896154
-5.0315,6.87402,0.897398
-5.0315,7.01575,0.89862
-5.0315,7.15748,0.89982
-5.0315,7.29921,0.900998
-5.0315,7.44094,0.902154
-5.0315,7.58268,0.90329
-5.0315,7.72441,0.904405
-5.0315,7.86614,0.9055
-5.0315,8.00787,0.906574
-5.0315,8.14961,0.907629
-5.0315,8.29134,0.908664
-5.0315,8.43307,0.90968
-5.0315,8.5748,0.910674
-5.0315,8.71654,0.911727
-5.0315,8.85827,0.912629
-5.0315,9,0.913063
-4.88976,-9,0.912519
-4.88976,-8.85827,0.912071
-4.88976,-8.71654,0.911127
-4.88976,-8.5748,0.910051
-4.88976,-8.43307,0.909035
-4.88976,-8.29134,0.907997
-4.88976,-8.14961,0.90694
-4.88976,-8.00787,0.905861
-4.88976,-7.86614,0.904762
-4.88976,-7.72441,0.903642
-4.88976,-7.58268,0.9025
-4.88976,-7.44094,0.901337
-4.88976,-7.29921,0.900151
-4.88976,-7.15748,0.898943
-4.88976,-7.01575,0.897711
-4.88976,-6.87402,0.896456
-4.88976,-6.73228,0.895178
-4.88976,-6.59055,0.893875
-4.88976,-6.44882,0.892549
-4.88976,-6.30709,0.891198
-4.88976,-6.16535,0.889822
-4.88976,-6.02362,0.888421
-4.88976,-5.88189,0.886996
-4.88976,-5.74016,0.885546
-4.88976,-5.59843,0.884071
-4.88976,-5.45669,0.882571
-4.88976,-5.31496,0.881046
-4.88976,-5.17323,0.879498
-4.88976,-5.0315,0.877925
-4.88976,-4.88976,0.87633
-4.88976,-4.74803,0.874711
-4.88976,-4.6063,0.873071
-4.88976,-4.46457,0.871411
-4.88976,-4.32283,0.86973
-4.88976,-4.1811,0.868032
-4.88976,-4.03937,0.866317
-4.88976,-3.89764,0.864588
-4.88976,-3.75591,0.862847
-4.88976,-3.61417,0.861096
-4.88976,-3.47244,0.859338
-4.88976,-3.33071,0.857577
-4.88976,-3.18898,0.855816
-4.88976,-3.04724,0.854059
-4.88976,-2.90551,0.85231
-4.88976,-2.76378,0.850575
-4.88976,-2.62205,0.848859
-4.88976,-2.48031,0.847168
-4.88976,-2.33858,0.845508
-4.88976,-2.19685,0.843886
-4.88976,-2.05512,0.842309
-4.88976,-1.91339,0.840785
-4.88976,-1.77165,0.839321
-4.88976,-1.62992,0.837927
-4.88976,-1.48819,0.83661
-4.88976,-1.34646,0.835379
-4.88976,-1.20472,0.834241
-4.88976,-1.06299,0.833207
-4.88976,-0.92126,0.832282
-4.88976,-0.779528,0.831474
-4.88976,-0.637795,0.830791
-4.88976,-0.496063,0.830238
-4.88976,-0.354331,0.829819
-4.88976,-0.212598,0.829539
-4.88976,-0.0708661,0.8294
-4.88976,0.0708661,0.829403
-4.88976,0.212598,0.829549
-4.88976,0.354331,0.829835
-4.88976,0.496063,0.83026
-4.88976,0.637795,0.830819
-4.88976,0.779528,0.831508
-4.88976,0.92126,0.832321
-4.88976,1.06299,0.833252
-4.88976,1.20472,0.834292
-4.88976,1.34646,0.835434
-4.88976,1.48819,0.83667
-4.88976,1.62992,0.837992
-4.88976,1.77165,0.83939
-4.88976,1.91339,0.840857
-4.88976,2.05512,0.842385
-4.88976,2.19685,0.843965
-4.88976,2.33858,0.84559
-4.88976,2.48031,0.847252
-4.88976,2.62205,0.848946
-4.88976,2.76378,0.850664
-4.88976,2.90551,0.852401
-4.88976,3.04724,0.85415
-4.88976,3.18898,0.855909
-4.88976,3.33071,0.857671
-4.88976,3.47244,0.859433
-4.88976,3.61417,0.861191
-4.88976,3.75591,0.862943
-4.88976,3.89764,0.864684
-4.88976,4.03937,0.866413
-4.88976,4.1811,0.868128
-4.88976,4.32283,0.869826
-4.88976,4.46457,0.871506
-4.88976,4.6063,0.873166
-4.88976,4.74803,0.874805
-4.88976,4.88976,0.876423
-4.88976,5.0315,0.878018
-4.88976,5.17323,0.87959
-4.88976,5.31496,0.881137
-4.88976,5.45669,0.882661
-4.88976,5.59843,0.88416
-4.88976,5.74016,0.885634
-4.88976,5.88189,0.887083
-4.88976,6.02362,0.888507
-4.88976,6.16535,0.889906
-4.88976,6.30709,0.891281
-4.88976,6.44882,0.892631
-4.88976,6.59055,0.893956
-4.88976,6.73228,0.895258
-4.88976,6.87402,0.896535
-4.88976,7.01575,0.897789
-4.88976,7.15748,0.899019
-4.88976,7.29921,0.900226
-4.88976,7.44094,0.901411
-4.88976,7.58268,0.902573
-4.88976,7.72441,0.903714
-4.88976,7.86614,0.904833
-4.88976,8.00787,0.905931
-4.88976,8.14961,0.907008
-4.88976,8.29134,0.908065
-4.88976,8.43307,0.909101
-4.88976,8.5748,0.910116
-4.88976,8.71654,0.911184
-4.88976,8.85827,0.912103
-4.88976,9,0.912545
-4.74803,-9,0.912006
-4.74803,-8.85827,0.911551
-4.74803,-8.71654,0.91059
-4.74803,-8.5748,0.909498
-4.74803,-8.43307,0.908461
-4.74803,-8.29134,0.907403
-4.74803,-8.14961,0.906324
-4.74803,-8.00787,0.905223
-4.74803,-7.86614,0.9041
-4.74803,-7.72441,0.902956
-4.74803,-7.58268,0.901788
-4.74803,-7.44094,0.900598
-4.74803,-7.29921,0.899383
-4.74803,-7.15748,0.898145
-4.74803,-7.01575,0.896883
-4.74803,-6.87402,0.895596
-4.74803,-6.73228,0.894283
-4.74803,-6.59055,0.892945
-4.74803,-6.44882,0.891581
-4.74803,-6.30709,0.890191
-4.74803,-6.16535,0.888775
-4.74803,-6.02362,0.887331
-4.74803,-5.88189,0.885861
-4.74803,-5.74016,0.884364
-4.74803,-5.59843,0.88284
-4.74803,-5.45669,0.881288
-4.74803,-5.31496,0.87971
-4.74803,-5.17323,0.878105
-4.74803,-5.0315,0.876473
-4.74803,-4.88976,0.874815
-4.74803,-4.74803,0.873132
-4.74803,-4.6063,0.871424
-4.74803,-4.46457,0.869692
-4.74803,-4.32283,0.867938
-4.74803,-4.1811,0.866162
-4.74803,-4.03937,0.864367
-4.74803,-3.89764,0.862554
-4.74803,-3.75591,0.860725
-4.74803,-3.61417,0.858883
-4.74803,-3.47244,0.857031
-4.74803,-3.33071,0.855172
-4.74803,-3.18898,0.85331
-4.74803,-3.04724,0.851449
-4.74803,-2.90551,0.849594
-4.74803,-2.76378,0.84775
-4.74803,-2.62205,0.845922
-4.74803,-2.48031,0.844117
-4.74803,-2.33858,0.842342
-4.74803,-2.19685,0.840604
-4.74803,-2.05512,0.838912
-4.74803,-1.91339,0.837272
-4.74803,-1.77165,0.835695
-4.74803,-1.62992,0.83419
-4.74803,-1.48819,0.832765
-4.74803,-1.34646,0.831431
-4.74803,-1.20472,0.830196
-4.74803,-1.06299,0.829071
-4.74803,-0.92126,0.828064
-4.74803,-0.779528,0.827184
-4.74803,-0.637795,0.826438
-4.74803,-0.496063,0.825834
-4.74803,-0.354331,0.825376
-4.74803,-0.212598,0.82507
-4.74803,-0.0708661,0.824917
-4.74803,0.0708661,0.824921
-4.74803,0.212598,0.82508
-4.74803,0.354331,0.825393
-4.74803,0.496063,0.825857
-4.74803,0.637795,0.826468
-4.74803,0.779528,0.82722
-4.74803,0.92126,0.828106
-4.74803,1.06299,0.829119
-4.74803,1.20472,0.83025
-4.74803,1.34646,0.831489
-4.74803,1.48819,0.832829
-4.74803,1.62992,0.834258
-4.74803,1.77165,0.835768
-4.74803,1.91339,0.837349
-4.74803,2.05512,0.838992
-4.74803,2.19685,0.840688
-4.74803,2.33858,0.842429
-4.74803,2.48031,0.844206
-4.74803,2.62205,0.846013
-4.74803,2.76378,0.847843
-4.74803,2.90551,0.849689
-4.74803,3.04724,0.851546
-4.74803,3.18898,0.853408
-4.74803,3.33071,0.855271
-4.74803,3.47244,0.85713
-4.74803,3.61417,0.858983
-4.74803,3.75591,0.860825
-4.74803,3.89764,0.862654
-4.74803,4.03937,0.864467
-4.74803,4.1811,0.866262
-4.74803,4.32283,0.868037
-4.74803,4.46457,0.869791
-4.74803,4.6063,0.871522
-4.74803,4.74803,0.873229
-4.74803,4.88976,0.874912
-4.74803,5.0315,0.876569
-4.74803,5.17323,0.878199
-4.74803,5.31496,0.879804
-4.74803,5.45669,0.881381
-4.74803,5.59843,0.882931
-4.74803,5.74016,0.884454
-4.74803,5.88189,0.885951
-4.74803,6.02362,0.88742
-4.74803,6.16535,0.888862
-4.74803,6.30709,0.890277
-4.74803,6.44882,0.891666
-4.74803,6.59055,0.893028
-4.74803,6.73228,0.894365
-4.74803,6.87402,0.895676
-4.74803,7.01575,0.896962
-4.74803,7.15748,0.898224
-4.74803,7.29921,0.89946
-4.74803,7.44094,0.900673
-4.74803,7.58268,0.901862
-4.74803,7.72441,0.903029
-4.74803,7.86614,0.904172
-4.74803,8.00787,0.905294
-4.74803,8.14961,0.906393
-4.74803,8.29134,0.907472
-4.74803,8.43307,0.908529
-4.74803,8.5748,0.909563
-4.74803,8.71654,0.910649
-4.74803,8.85827,0.911585
-4.74803,9,0.912033
-4.6063,-9,0.911502
-4.6063,-8.85827,0.91104
-4.6063,-8.71654,0.910063
-4.6063,-8.5748,0.908962
-4.6063,-8.43307,0.907906
-4.6063,-8.29134,0.906828
-4.6063,-8.14961,0.905727
-4.6063,-8.00787,0.904604
-4.6063,-7.86614,0.903459
-4.6063,-7.72441,0.902289
-4.6063,-7.58268,0.901097
-4.6063,-7.44094,0.899879
-4.6063,-7.29921,0.898638
-4.6063,-7.15748,0.89737
-4.6063,-7.01575,0.896077
-4.6063,-6.87402,0.894758
-4.6063,-6.73228,0.893412
-4.6063,-6.59055,0.892039
-4.6063,-6.44882,0.890638
-4.6063,-6.30709,0.889209
-4.6063,-6.16535,0.887752
-4.6063,-6.02362,0.886266
-4.6063,-5.88189,0.884751
-4.6063,-5.74016,0.883206
-4.6063,-5.59843,0.881633
-4.6063,-5.45669,0.880029
-4.6063,-5.31496,0.878397
-4.6063,-5.17323,0.876734
-4.6063,-5.0315,0.875043
-4.6063,-4.88976,0.873323
-4.6063,-4.74803,0.871574
-4.6063,-4.6063,0.869797
-4.6063,-4.46457,0.867993
-4.6063,-4.32283,0.866163
-4.6063,-4.1811,0.864308
-4.6063,-4.03937,0.86243
-4.6063,-3.89764,0.860531
-4.6063,-3.75591,0.858612
-4.6063,-3.61417,0.856677
-4.6063,-3.47244,0.854727
-4.6063,-3.33071,0.852767
-4.6063,-3.18898,0.8508
-4.6063,-3.04724,0.84883
-4.6063,-2.90551,0.846863
-4.6063,-2.76378,0.844903
-4.6063,-2.62205,0.842958
-4.6063,-2.48031,0.841033
-4.6063,-2.33858,0.839135
-4.6063,-2.19685,0.837274
-4.6063,-2.05512,0.835457
-4.6063,-1.91339,0.833694
-4.6063,-1.77165,0.831994
-4.6063,-1.62992,0.830368
-4.6063,-1.48819,0.828826
-4.6063,-1.34646,0.82738
-4.6063,-1.20472,0.826039
-4.6063,-1.06299,0.824815
-4.6063,-0.92126,0.823718
-4.6063,-0.779528,0.822757
-4.6063,-0.637795,0.821942
-4.6063,-0.496063,0.821281
-4.6063,-0.354331,0.82078
-4.6063,-0.212598,0.820444
-4.6063,-0.0708661,0.820277
-4.6063,0.0708661,0.820281
-4.6063,0.212598,0.820455
-4.6063,0.354331,0.820798
-4.6063,0.496063,0.821306
-4.6063,0.637795,0.821974
-4.6063,0.779528,0.822795
-4.6063,0.92126,0.823762
-4.6063,1.06299,0.824866
-4.6063,1.20472,0.826096
-4.6063,1.34646,0.827442
-4.6063,1.48819,0.828894
-4.6063,1.62992,0.83044
-4.6063,1.77165,0.832071
-4.6063,1.91339,0.833775
-4.6063,2.05512,0.835542
-4.6063,2.19685,0.837362
-4.6063,2.33858,0.839227
-4.6063,2.48031,0.841126
-4.6063,2.62205,0.843054
-4.6063,2.76378,0.845002
-4.6063,2.90551,0.846963
-4.6063,3.04724,0.848931
-4.6063,3.18898,0.850902
-4.6063,3.33071,0.85287
-4.6063,3.47244,0.854831
-4.6063,3.61417,0.856781
-4.6063,3.75591,0.858716
-4.6063,3.89764,0.860635
-4.6063,4.03937,0.862534
-4.6063,4.1811,0.864412
-4.6063,4.32283,0.866266
-4.6063,4.46457,0.868096
-4.6063,4.6063,0.869899
-4.6063,4.74803,0.871675
-4.6063,4.88976,0.873423
-4.6063,5.0315,0.875142
-4.6063,5.17323,0.876832
-4.6063,5.31496,0.878494
-4.6063,5.45669,0.880125
-4.6063,5.59843,0.881727
-4.6063,5.74016,0.8833
-4.6063,5.88189,0.884843
-4.6063,6.02362,0.886356
-4.6063,6.16535,0.887841
-4.6063,6.30709,0.889297
-4.6063,6.44882,0.890724
-4.6063,6.59055,0.892124
-4.6063,6.73228,0.893496
-4.6063,6.87402,0.894841
-4.6063,7.01575,0.896158
-4.6063,7.15748,0.89745
-4.6063,7.29921,0.898716
-4.6063,7.44094,0.899957
-4.6063,7.58268,0.901173
-4.6063,7.72441,0.902364
-4.6063,7.86614,0.903532
-4.6063,8.00787,0.904677
-4.6063,8.14961,0.905798
-4.6063,8.29134,0.906898
-4.6063,8.43307,0.907975
-4.6063,8.5748,0.909029
-4.6063,8.71654,0.910132
-4.6063,8.85827,0.911089
-4.6063,9,0.911543
-4.46457,-9,0.911016
-4.46457,-8.85827,0.910549
-4.46457,-8.71654,0.909567
-4.46457,-8.5748,0.908442
-4.46457,-8.43307,0.907349
-4.46457,-8.29134,0.906248
-4.46457,-8.14961,0.905125
-4.46457,-8.00787,0.903979
-4.46457,-7.86614,0.90281
-4.46457,-7.72441,0.901616
-4.46457,-7.58268,0.900397
-4.46457,-7.44094,0.899153
-4.46457,-7.29921,0.897882
-4.46457,-7.15748,0.896585
-4.46457,-7.01575,0.89526
-4.46457,-6.87402,0.893908
-4.46457,-6.73228,0.892527
-4.46457,-6.59055,0.891117
-4.46457,-6.44882,0.889678
-4.46457,-6.30709,0.888209
-4.46457,-6.16535,0.88671
-4.46457,-6.02362,0.88518
-4.46457,-5.88189,0.883618
-4.46457,-5.74016,0.882025
-4.46457,-5.59843,0.8804
-4.46457,-5.45669,0.878742
-4.46457,-5.31496,0.877053
-4.46457,-5.17323,0.875331
-4.46457,-5.0315,0.873577
-4.46457,-4.88976,0.871791
-4.46457,-4.74803,0.869972
-4.46457,-4.6063,0.868123
-4.46457,-4.46457,0.866243
-4.46457,-4.32283,0.864333
-4.46457,-4.1811,0.862394
-4.46457,-4.03937,0.860429
-4.46457,-3.89764,0.858437
-4.46457,-3.75591,0.856422
-4.46457,-3.61417,0.854386
-4.46457,-3.47244,0.852331
-4.46457,-3.33071,0.850262
-4.46457,-3.18898,0.848181
-4.46457,-3.04724,0.846094
-4.46457,-2.90551,0.844005
-4.46457,-2.76378,0.84192
-4.46457,-2.62205,0.839845
-4.46457,-2.48031,0.837788
-4.46457,-2.33858,0.835756
-4.46457,-2.19685,0.833758
-4.46457,-2.05512,0.831803
-4.46457,-1.91339,0.829902
-4.46457,-1.77165,0.828065
-4.46457,-1.62992,0.826304
-4.46457,-1.48819,0.82463
-4.46457,-1.34646,0.823056
-4.46457,-1.20472,0.821595
-4.46457,-1.06299,0.820258
-4.46457,-0.92126,0.819058
-4.46457,-0.779528,0.818006
-4.46457,-0.637795,0.817112
-4.46457,-0.496063,0.816385
-4.46457,-0.354331,0.815834
-4.46457,-0.212598,0.815465
-4.46457,-0.0708661,0.815281
-4.46457,0.0708661,0.815285
-4.46457,0.212598,0.815476
-4.46457,0.354331,0.815853
-4.46457,0.496063,0.816412
-4.46457,0.637795,0.817145
-4.46457,0.779528,0.818046
-4.46457,0.92126,0.819105
-4.46457,1.06299,0.820312
-4.46457,1.20472,0.821655
-4.46457,1.34646,0.823122
-4.46457,1.48819,0.824701
-4.46457,1.62992,0.82638
-4.46457,1.77165,0.828146
-4.46457,1.91339,0.829987
-4.46457,2.05512,0.831892
-4.46457,2.19685,0.83385
-4.46457,2.33858,0.835852
-4.46457,2.48031,0.837886
-4.46457,2.62205,0.839946
-4.46457,2.76378,0.842023
-4.46457,2.90551,0.84411
-4.46457,3.04724,0.8462
-4.46457,3.18898,0.848288
-4.46457,3.33071,0.85037
-4.46457,3.47244,0.85244
-4.46457,3.61417,0.854494
-4.46457,3.75591,0.856531
-4.46457,3.89764,0.858545
-4.46457,4.03937,0.860537
-4.46457,4.1811,0.862502
-4.46457,4.32283,0.86444
-4.46457,4.46457,0.866349
-4.46457,4.6063,0.868228
-4.46457,4.74803,0.870077
-4.46457,4.88976,0.871894
-4.46457,5.0315,0.873679
-4.46457,5.17323,0.875432
-4.46457,5.31496,0.877153
-4.46457,5.45669,0.878841
-4.46457,5.59843,0.880497
-4.46457,5.74016,0.882121
-4.46457,5.88189,0.883712
-4.46457,6.02362,0.885273
-4.46457,6.16535,0.886801
-4.46457,6.30709,0.888299
-4.46457,6.44882,0.889767
-4.46457,6.59055,0.891205
-4.46457,6.73228,0.892613
-4.46457,6.87402,0.893992
-4.46457,7.01575,0.895343
-4.46457,7.15748,0.896666
-4.46457,7.29921,0.897962
-4.46457,7.44094,0.899231
-4.46457,7.58268,0.900475
-4.46457,7.72441,0.901692
-4.46457,7.86614,0.902885
-4.46457,8.00787,0.904053
-4.46457,8.14961,0.905197
-4.46457,8.29134,0.906318
-4.46457,8.43307,0.907416
-4.46457,8.5748,0.90849
-4.46457,8.71654,0.90961
-4.46457,8.85827,0.910584
-4.46457,9,0.911044
-4.32283,-9,0.910524
-4.32283,-8.85827,0.910049
-4.32283,-8.71654,0.909032
-4.32283,-8.5748,0.907881
-4.32283,-8.43307,0.90678
-4.32283,-8.29134,0.905659
-4.32283,-8.14961,0.904515
-4.32283,-8.00787,0.903346
-4.32283,-7.86614,0.902152
-4.32283,-7.72441,0.900933
-4.32283,-7.58268,0.899687
-4.32283,-7.44094,0.898415
-4.32283,-7.29921,0.897115
-4.32283,-7.15748,0.895786
-4.32283,-7.01575,0.894429
-4.32283,-6.87402,0.893043
-4.32283,-6.73228,0.891626
-4.32283,-6.59055,0.890179
-4.32283,-6.44882,0.888701
-4.32283,-6.30709,0.88719
-4.32283,-6.16535,0.885647
-4.32283,-6.02362,0.884071
-4.32283,-5.88189,0.882461
-4.32283,-5.74016,0.880817
-4.32283,-5.59843,0.879138
-4.32283,-5.45669,0.877425
-4.32283,-5.31496,0.875676
-4.32283,-5.17323,0.873892
-4.32283,-5.0315,0.872072
-4.32283,-4.88976,0.870217
-4.32283,-4.74803,0.868326
-4.32283,-4.6063,0.8664
-4.32283,-4.46457,0.86444
-4.32283,-4.32283,0.862445
-4.32283,-4.1811,0.860418
-4.32283,-4.03937,0.858359
-4.32283,-3.89764,0.85627
-4.32283,-3.75591,0.854152
-4.32283,-3.61417,0.852009
-4.32283,-3.47244,0.849842
-4.32283,-3.33071,0.847656
-4.32283,-3.18898,0.845453
-4.32283,-3.04724,0.843239
-4.32283,-2.90551,0.841018
-4.32283,-2.76378,0.838797
-4.32283,-2.62205,0.836581
-4.32283,-2.48031,0.83438
-4.32283,-2.33858,0.8322
-4.32283,-2.19685,0.830051
-4.32283,-2.05512,0.827944
-4.32283,-1.91339,0.82589
-4.32283,-1.77165,0.823901
-4.32283,-1.62992,0.821989
-4.32283,-1.48819,0.820168
-4.32283,-1.34646,0.818451
-4.32283,-1.20472,0.816854
-4.32283,-1.06299,0.81539
-4.32283,-0.92126,0.814073
-4.32283,-0.779528,0.812916
-4.32283,-0.637795,0.811932
-4.32283,-0.496063,0.811132
-4.32283,-0.354331,0.810524
-4.32283,-0.212598,0.810116
-4.32283,-0.0708661,0.809912
-4.32283,0.0708661,0.809916
-4.32283,0.212598,0.810128
-4.32283,0.354331,0.810544
-4.32283,0.496063,0.811159
-4.32283,0.637795,0.811968
-4.32283,0.779528,0.812959
-4.32283,0.92126,0.814123
-4.32283,1.06299,0.815447
-4.32283,1.20472,0.816917
-4.32283,1.34646,0.818521
-4.32283,1.48819,0.820243
-4.32283,1.62992,0.822069
-4.32283,1.77165,0.823986
-4.32283,1.91339,0.82598
-4.32283,2.05512,0.828038
-4.32283,2.19685,0.830149
-4.32283,2.33858,0.8323
-4.32283,2.48031,0.834483
-4.32283,2.62205,0.836687
-4.32283,2.76378,0.838904
-4.32283,2.90551,0.841128
-4.32283,3.04724,0.84335
-4.32283,3.18898,0.845565
-4.32283,3.33071,0.847768
-4.32283,3.47244,0.849955
-4.32283,3.61417,0.852122
-4.32283,3.75591,0.854265
-4.32283,3.89764,0.856383
-4.32283,4.03937,0.858471
-4.32283,4.1811,0.86053
-4.32283,4.32283,0.862556
-4.32283,4.46457,0.86455
-4.32283,4.6063,0.866509
-4.32283,4.74803,0.868434
-4.32283,4.88976,0.870324
-4.32283,5.0315,0.872178
-4.32283,5.17323,0.873996
-4.32283,5.31496,0.875779
-4.32283,5.45669,0.877526
-4.32283,5.59843,0.879238
-4.32283,5.74016,0.880915
-4.32283,5.88189,0.882558
-4.32283,6.02362,0.884166
-4.32283,6.16535,0.885741
-4.32283,6.30709,0.887283
-4.32283,6.44882,0.888792
-4.32283,6.59055,0.890269
-4.32283,6.73228,0.891714
-4.32283,6.87402,0.893129
-4.32283,7.01575,0.894514
-4.32283,7.15748,0.89587
-4.32283,7.29921,0.897196
-4.32283,7.44094,0.898495
-4.32283,7.58268,0.899766
-4.32283,7.72441,0.90101
-4.32283,7.86614,0.902228
-4.32283,8.00787,0.903421
-4.32283,8.14961,0.904589
-4.32283,8.29134,0.905732
-4.32283,8.43307,0.906851
-4.32283,8.5748,0.907945
-4.32283,8.71654,0.90908
-4.32283,8.85827,0.910068
-4.32283,9,0.910538
-4.1811,-9,0.910025
-4.1811,-8.85827,0.909539
-4.1811,-8.71654,0.908507
-4.1811,-8.5748,0.907349
-4.1811,-8.43307,0.906231
-4.1811,-8.29134,0.90509
-4.1811,-8.14961,0.903924
-4.1811,-8.00787,0.902732
-4.1811,-7.86614,0.901515
-4.1811,-7.72441,0.90027
