x,z,T_00,T_01,T_02,T_03,T_10,T_11,T_12,T_13,T_20,T_21,T_22,T_23,T_30,T_31,T_32,T_33
0,0,3.67229e-33,1.65643e-35,-5.20878e-33,9.96132e-38,2.02631e-35,-8.56807e-34,-2.09288e-35,9.96132e-38,-5.20878e-33,-2.46218e-35,6.54624e-33,9.96132e-38,3.51695e-36,-1.81773e-37,3.51123e-36,-8.64473e-34
0,1,3.67229e-33,1.65643e-35,-5.20878e-33,9.96132e-38,2.02631e-35,-8.56807e-34,-2.09288e-35,9.96132e-38,-5.20878e-33,-2.46218e-35,6.54624e-33,9.96132e-38,3.51695e-36,-1.81773e-37,3.51123e-36,-8.64473e-34
0,2,1.25995e-32,5.18225e-35,-1.79926e-32,-3.0786e-37,6.48293e-35,-3.01907e-33,-6.55348e-35,-3.0786e-37,-1.79924e-32,-7.83328e-35,2.27263e-32,-3.0786e-37,1.23367e-35,-6.70149e-37,1.21278e-35,-3.04686e-33
0,3,3.86846e-32,1.46183e-34,-5.56705e-32,6.99084e-37,1.87891e-34,-9.5528e-33,-1.84632e-34,6.99084e-37,-5.56689e-32,-2.24721e-34,7.0724e-32,6.99084e-37,3.94528e-35,-2.2552e-36,3.78341e-35,-9.63808e-33
0,4,1.14983e-31,3.969e-34,-1.66791e-31,2.04195e-36,5.24933e-34,-2.92759e-32,-4.99368e-34,2.04195e-36,-1.66785e-31,-6.20922e-34,2.13163e-31,2.04195e-36,1.20852e-34,-7.1804e-36,1.14373e-34,-2.95342e-32
0,5,3.34872e-31,1.04492e-33,-4.89647e-31,7.64521e-36,1.43154e-33,-8.78829e-32,-1.30617e-33,7.64521e-36,-4.89621e-31,-1.6672e-33,6.29568e-31,7.64521e-36,3.64095e-34,-2.25285e-35,3.38496e-34,-8.86471e-32
0,6,9.57037e-31,2.66178e-33,-1.41058e-30,2.26114e-35,3.80698e-33,-2.58774e-31,-3.29214e-33,2.26114e-35,-1.41049e-30,-4.3442e-33,1.8247e-30,2.26114e-35,1.07595e-33,-6.92383e-35,9.82818e-34,-2.60998e-31
0,7,2.68444e-30,6.53164e-33,-3.98829e-30,7.31368e-35,9.86108e-33,-7.47526e-31,-7.94354e-33,7.31368e-35,-3.98797e-30,-1.09519e-32,5.19064e-30,7.31368e-35,3.12078e-33,-2.08659e-34,2.79973e-33,-7.5387e-31
0,8,7.39018e-30,1.53377e-32,-1.10674e-29,2.29618e-34,2.48377e-32,-2.11848e-30,-1.81573e-32,2.29618e-34,-1.10663e-29,-2.65984e-32,1.44921e-29,2.29618e-34,8.88343e-33,-6.16519e-34,7.82459e-33,-2.13625e-30
0,9,1.99676e-29,3.40996e-32,-3.01418e-29,7.08752e-34,6.07022e-32,-5.88996e-30,-3.85895e-32,7.08752e-34,-3.01385e-29,-6.18284e-32,3.97113e-29,7.08752e-34,2.48165e-32,-1.78607e-33,2.14528e-32,-5.93878e-30
0,10,5.29496e-29,7.04121e-32,-8.05659e-29,2.14712e-33,1.43519e-31,-1.60652e-29,-7.33463e-32,2.14712e-33,-8.05556e-29,-1.36118e-31,1.06797e-28,2.14712e-33,6.8034e-32,-5.07324e-33,5.7698e-32,-1.61969e-29
0,11,1.37803e-28,1.29704e-31,-2.11341e-28,6.38542e-33,3.26862e-31,-4.29876e-29,-1.12155e-31,6.38542e-33,-2.1131e-28,-2.78503e-31,2.81878e-28,6.38542e-33,1.83029e-31,-1.41289e-32,1.52219e-31,-4.33362e-29
0,12,3.5197e-28,1.90659e-31,-5.44075e-28,1.8639e-32,7.12416e-31,-1.12844e-28,-7.66212e-32,1.8639e-32,-5.43986e-28,-5.09098e-31,7.30146e-28,1.8639e-32,4.83176e-31,-3.85799e-32,3.93897e-31,-1.1375e-28
0,13,8.82273e-28,1.15393e-31,-1.37458e-27,5.33955e-32,1.47028e-30,-2.90596e-28,3.56742e-31,5.33955e-32,-1.37433e-27,-7.46258e-31,1.85608e-27,5.33955e-32,1.2516e-30,-1.03285e-31,9.99714e-31,-2.92904e-28
0,14,2.17042e-27,-6.33513e-31,-3.40812e-27,1.50099e-31,2.81873e-30,-7.34128e-28,2.28601e-30,1.50099e-31,-3.40743e-27,-4.73499e-31,4.63037e-27,1.50099e-31,3.18114e-30,-2.71101e-31,2.48841e-30,-7.399e-28
0,15,5.2399e-27,-3.80825e-30,-8.29245e-27,4.13992e-31,4.8224e-30,-1.81937e-27,9.06576e-30,4.13992e-31,-8.29059e-27,2.2939e-30,1.13359e-26,4.13992e-31,7.93302e-30,-6.97638e-31,6.07423e-30,-1.83353e-27
0,16,1.24148e-26,-1.45795e-29,-1.98002e-26,1.12019e-30,6.59002e-30,-4.42316e-27,3.02441e-29,1.12019e-30,-1.97953e-26,1.39444e-29,2.72342e-26,1.12019e-30,1.94094e-29,-1.76006e-30,1.45396e-29,-4.45727e-27
0,17,2.88658e-26,-4.72001e-29,-4.63947e-26,2.97325e-30,3.74246e-30,-1.05488e-26,9.15761e-29,2.97325e-30,-4.63822e-26,5.30977e-29,6.42066e-26,2.97325e-30,4.65893e-29,-4.35317e-30,3.41253e-29,-1.06294e-26
0,18,6.58654e-26,-1.38955e-28,-1.06678e-25,7.74036e-30,-1.86921e-29,-2.4679e-26,2.59539e-28,7.74036e-30,-1.06647e-25,1.70455e-28,1.48541e-25,7.74036e-30,1.09708e-28,-1.05549e-29,7.85283e-29,-2.48658e-26
0,19,1.47487e-25,-3.83253e-28,-2.40704e-25,1.97622e-29,-1.0474e-28,-5.66374e-26,6.99295e-28,1.97622e-29,-2.40628e-25,4.97047e-28,3.37215e-25,1.97622e-29,2.53426e-28,-2.50876e-29,1.77161e-28,-5.70622e-26
0,20,3.24096e-25,-1.00546e-27,-5.32953e-25,4.94779e-29,-3.72766e-28,-1.27504e-25,1.80741e-27,4.94779e-29,-5.32771e-25,1.35716e-27,7.51196e-25,4.94779e-29,5.74247e-28,-5.8452e-29,3.91796e-28,-1.28452e-25
0,21,6.98892e-25,-2.53126e-27,-1.15794e-24,1.21464e-28,-1.12145e-27,-2.81571e-25,4.50657e-27,1.21464e-28,-1.15752e-24,3.52377e-27,1.64202e-24,1.21464e-28,1.27632e-27,-1.33493e-28,8.49309e-28,-2.83645e-25
0,22,1.47898e-24,-6.14903e-27,-2.46872e-24,2.92354e-28,-3.06786e-27,-6.09944e-25,1.08811e-26,2.92354e-28,-2.46775e-24,8.77784e-27,3.52192e-24,2.92354e-28,2.78235e-27,-2.98825e-28,1.80443e-27,-6.14395e-25
0,23,3.07135e-24,-1.44677e-26,-5.16466e-24,6.89853e-28,-7.86325e-27,-1.29606e-24,2.55091e-26,6.89853e-28,-5.16247e-24,2.10965e-26,7.41218e-24,6.89853e-28,5.9488e-27,-6.55619e-28,3.75695e-27,-1.30543e-24
0,24,6.25904e-24,-3.30564e-26,-1.06021e-23,1.59572e-27,-1.91731e-26,-2.70141e-24,5.81781e-26,1.59572e-27,-1.05973e-23,4.91035e-26,1.53064e-23,1.59572e-27,1.24735e-26,-1.40974e-27,7.66483e-27,-2.72076e-24
0,25,1.25169e-23,-7.34877e-26,-2.13558e-23,3.61809e-27,-4.48684e-26,-5.52307e-24,1.29272e-25,3.61809e-27,-2.13454e-23,1.1098e-25,3.10138e-23,3.61809e-27,2.56486e-26,-2.97069e-27,1.5321e-26,-5.56228e-24
0,26,2.45639e-23,-1.59187e-25,-4.22097e-23,8.04069e-27,-1.01336e-25,-1.10763e-23,2.80169e-25,8.04069e-27,-4.2188e-23,2.44034e-25,6.16575e-23,8.04069e-27,5.17162e-26,-6.13445e-27,3.00008e-26,-1.11542e-23
0,27,4.73049e-23,-3.36374e-25,-8.18616e-23,1.75134e-26,-2.21714e-25,-2.17885e-23,5.92788e-25,1.75134e-26,-8.18169e-23,5.22835e-25,1.20271e-22,1.75134e-26,1.02247e-25,-1.24127e-26,5.75405e-26,-2.19402e-23
0,28,8.93974e-23,-6.93979e-25,-1.55781e-22,3.73838e-26,-4.71168e-25,-4.20411e-23,1.22533e-24,3.73838e-26,-1.55691e-22,1.09264e-24,2.30183e-22,3.73838e-26,1.98202e-25,-2.46094e-26,1.08079e-25,-4.23309e-23
0,29,1.65788e-22,-1.39892e-24,-2.90881e-22,7.82003e-26,-9.7444e-25,-7.95674e-23,2.47593e-24,7.82003e-26,-2.90703e-22,2.22935e-24,4.32236e-22,7.82003e-26,3.76675e-25,-4.78018e-26,1.98777e-25,-8.01101e-23
0,30,3.01713e-22,-2.75685e-24,-5.32941e-22,1.60295e-25,-1.96411e-24,-1.47709e-22,4.8929e-24,1.60295e-25,-5.32597e-22,4.44404e-24,7.96339e-22,1.60295e-25,7.01775e-25,-9.09625e-26,3.57899e-25,-1.48705e-22
0,31,5.38823e-22,-5.314e-24,-9.5809e-22,3.21956e-25,-3.86279e-24,-2.68958e-22,9.46057e-24,3.21956e-25,-9.57439e-22,8.6603e-24,1.43947e-21,3.21956e-25,1.28165e-24,-1.69558e-25,6.30716e-25,-2.70751e-22
0,32,9.44309e-22,-1.0023e-23,-1.69004e-21,6.33601e-25,-7.4191e-24,-4.80363e-22,1.79037e-23,6.33601e-25,-1.68883e-21,1.65065e-23,2.55286e-21,6.33601e-25,2.29429e-24,-3.09578e-25,1.08765e-24,-4.83527e-22
0,33,1.62405e-21,-1.8505e-23,-2.92515e-21,1.22168e-24,-1.39261e-23,-8.4151e-22,3.31721e-23,1.22168e-24,-2.92296e-21,3.07836e-23,4.44195e-21,1.22168e-24,4.02531e-24,-5.53577e-25,1.83489e-24,-8.4698e-22
0,34,2.74098e-21,-3.34526e-23,-4.9678e-21,2.3078e-24,-2.55619e-23,-1.44595e-21,6.01894e-23,2.3078e-24,-4.9639e-21,5.61926e-23,7.58296e-21,2.3078e-24,6.92134e-24,-9.6938e-25,3.02742e-24,-1.45522e-21
0,35,4.53982e-21,-5.92289e-23,-8.27837e-21,4.27095e-24,-4.59045e-23,-2.43697e-21,1.06976e-22,4.27095e-24,-8.27159e-21,1.0043e-22,1.27005e-20,4.27095e-24,1.16623e-23,-1.66215e-24,4.88353e-24,-2.45236e-21
0,36,7.37909e-21,-1.02731e-22,-1.35361e-20,7.74307e-24,-8.06854e-23,-4.02857e-21,1.86276e-22,7.74307e-24,-1.35245e-20,1.75787e-22,2.08698e-20,7.74307e-24,1.92548e-23,-2.79031e-24,7.69894e-24,-4.05361e-21
0,37,1.17707e-20,-1.74589e-22,-2.17176e-20,1.37515e-23,-1.38856e-22,-6.53217e-21,3.17842e-22,1.37515e-23,-2.16983e-20,3.014e-22,3.3646e-20,1.37515e-23,3.11474e-23,-4.58546e-24,1.1857e-23,-6.57209e-21
0,38,1.84267e-20,-2.90778e-22,-3.41905e-20,2.39228e-23,-2.34041e-22,-1.03889e-20,5.31521e-22,2.39228e-23,-3.4159e-20,5.06316e-22,5.32189e-20,2.39228e-23,4.93617e-23,-7.37567e-24,1.78299e-23,-1.04513e-20
0,39,2.83103e-20,-4.74689e-22,-5.28176e-20,4.07652e-23,-3.86448e-22,-1.62067e-20,8.71259e-22,4.07652e-23,-5.27672e-20,8.33486e-22,8.25882e-20,4.07652e-23,7.66305e-23,-1.16102e-23,2.61633e-23,-1.63021e-20
0,40,4.26875e-20,-7.59663e-22,-8.00642e-20,6.80396e-23,-6.25257e-22,-2.47989e-20,1.40007e-21,6.80396e-23,-7.99851e-20,1.34475e-21,1.25746e-19,6.80396e-23,1.16523e-22,-1.78822e-23,3.74366e-23,-2.49418e-20
0,41,6.31726e-20,-1.19195e-21,-1.19094e-19,1.11228e-22,-9.91471e-22,-3.72212e-20,2.20587e-21,1.11228e-22,-1.18973e-19,2.12674e-21,1.87843e-19,1.11228e-22,1.73532e-22,-2.69443e-23,5.219e-23,-3.74307e-20
0,42,9.17571e-20,-1.83388e-21,-1.73838e-19,1.78086e-22,-1.5411e-21,-5.4799e-20,3.40791e-21,1.78086e-22,-1.73656e-19,3.29739e-21,2.75316e-19,1.78086e-22,2.53079e-22,-3.97087e-23,7.08112e-23,-5.50999e-20
0,43,1.30811e-19,-2.76704e-21,-2.49007e-19,2.79253e-22,-2.34841e-21,-7.91386e-20,5.1632e-21,2.79253e-22,-2.48739e-19,5.01259e-21,3.9592e-19,2.79253e-22,3.61402e-22,-5.72237e-23,9.33807e-23,-7.95616e-20
0,44,1.83046e-19,-4.09481e-21,-3.50027e-19,4.28845e-22,-3.50891e-21,-1.1211e-19,7.67209e-21,4.28845e-22,-3.49641e-19,7.47199e-21,5.58639e-19,4.28845e-22,5.05284e-22,-8.06166e-23,1.19481e-22,-1.12692e-19
0,45,2.51419e-19,-5.9439e-21,-4.82865e-19,6.44948e-22,-5.14133e-21,-1.55796e-19,1.11818e-20,6.44948e-22,-4.82322e-19,1.09228e-20,7.73417e-19,6.44948e-22,6.91569e-22,-1.10995e-22,1.47989e-22,-1.5658e-19
0,46,3.38984e-19,-8.46388e-21,-6.53733e-19,9.49854e-22,-7.3881e-21,-2.12388e-19,1.59864e-20,9.49854e-22,-6.52984e-19,1.56602e-20,1.05067e-18,9.49854e-22,9.2648e-22,-1.49301e-22,1.76876e-22,-2.13421e-19
0,47,4.48663e-19,-1.18241e-20,-8.68643e-19,1.36988e-21,-1.04132e-20,-2.84042e-19,2.24215e-20,1.36988e-21,-8.67631e-19,2.20223e-20,1.40056e-18,1.36988e-21,1.21472e-21,-1.96126e-22,2.03071e-22,-2.85373e-19
0,48,5.82963e-19,-1.62069e-20,-1.13283e-18,1.93461e-21,-1.4397e-20,-3.72674e-19,3.08521e-20,1.93461e-21,-1.1315e-18,3.03782e-20,1.83205e-18,1.93461e-21,1.55847e-21,-2.51489e-22,2.22423e-22,-3.74353e-19
0,49,7.43644e-19,-2.17975e-20,-1.45008e-18,2.67531e-21,-1.95266e-20,-4.7972e-19,4.16526e-20,2.67531e-21,-1.44836e-18,4.11082e-20,2.35174e-18,2.67531e-21,1.9563e-21,-3.14615e-22,2.2982e-22,-4.81791e-19
0,50,9.31355e-19,-2.87685e-20,-1.82199e-18,3.62253e-21,-2.59825e-20,-6.05869e-19,5.51781e-20,3.62253e-21,-1.81981e-18,5.45748e-20,2.96263e-18,3.62253e-21,2.40225e-21,-3.83734e-22,2.19516e-22,-6.08367e-19
0,51,1.1453e-18,-3.72619e-20,-2.24723e-18,4.80285e-21,-3.39208e-20,-7.508e-19,7.17273e-20,4.80285e-21,-2.24453e-18,7.10857e-20,3.66288e-18,4.80285e-21,2.88516e-21,-4.55959e-22,1.85657e-22,-7.53745e-19
0,52,1.38293e-18,-4.73676e-20,-2.72096e-18,6.23482e-21,-4.34518e-20,-9.12952e-19,9.15001e-20,6.23482e-21,-2.7177e-18,9.08499e-20,4.44478e-18,6.23482e-21,3.38855e-21,-5.2727e-22,1.23012e-22,-9.16348e-19
0,53,1.6398e-18,-5.91012e-20,-3.23444e-18,7.92459e-21,-5.46175e-20,-1.08938e-18,1.14552e-19,7.92459e-21,-3.23058e-18,1.13932e-19,5.29402e-18,7.92459e-21,3.89102e-21,-5.92655e-22,2.78163e-23,-1.0932e-18
0,54,1.90951e-18,-7.23832e-20,-3.77492e-18,9.86162e-21,-6.73693e-20,-1.27568e-18,1.40751e-19,9.86162e-21,-3.77046e-18,1.40206e-19,6.18952e-18,9.86162e-21,4.36743e-21,-6.46427e-22,-1.01359e-22,-1.2799e-18
0,55,2.18388e-18,-8.70229e-20,-4.32594e-18,1.20152e-20,-8.15495e-20,-1.46614e-18,1.69742e-19,1.20152e-20,-4.32089e-18,1.69323e-19,7.1039e-18,1.20152e-20,4.79068e-21,-6.827e-22,-2.62878e-22,-1.47068e-18
0,56,2.45326e-18,-1.0271e-19,-4.868e-18,1.43323e-20,-9.68794e-20,-1.6539e-18,2.00927e-19,1.43323e-20,-4.86241e-18,2.00683e-19,8.00457e-18,1.43323e-20,5.13413e-21,-6.96e-22,-4.51581e-22,-1.65868e-18
0,57,2.7071e-18,-1.19013e-19,-5.37964e-18,1.67378e-20,-1.12957e-19,-1.8314e-18,2.33463e-19,1.67378e-20,-5.37361e-18,2.33439e-19,8.85557e-18,1.67378e-20,5.37413e-21,-6.81945e-22,-6.58747e-22,-1.83631e-18
0,58,2.93459e-18,-1.35397e-19,-5.83885e-18,1.91369e-20,-1.29266e-19,-1.99083e-18,2.66284e-19,1.91369e-20,-5.83248e-18,2.66519e-19,9.61988e-18,1.91369e-20,5.49264e-21,-6.37884e-22,-8.72555e-22,-1.99578e-18
0,59,3.12546e-18,-1.51244e-19,-6.2246e-18,2.14206e-20,-1.45201e-19,-2.12473e-18,2.98154e-19,2.14206e-20,-6.21804e-18,2.98669e-19,1.02621e-17,2.14206e-20,5.47931e-21,-5.63413e-22,-1.07903e-21,-2.12961e-18
0,60,3.27072e-18,-1.65892e-19,-6.51848e-18,2.34733e-20,-1.60099e-19,-2.22658e-18,3.27733e-19,2.34733e-20,-6.51189e-18,3.28535e-19,1.07514e-17,2.34733e-20,5.33284e-21,-4.60667e-22,-1.26343e-21,-2.23129e-18
0,61,3.36338e-18,-1.78679e-19,-6.70617e-18,2.51823e-20,-1.73283e-19,-2.29129e-18,3.53672e-19,2.51823e-20,-6.69969e-18,3.54749e-19,1.10634e-17,2.51823e-20,5.06136e-21,-3.34308e-22,-1.41184e-21,-2.29576e-18
0,62,3.39903e-18,-1.88991e-19,-6.77855e-18,2.64481e-20,-1.84118e-19,-2.31568e-18,3.74712e-19,2.64481e-20,-6.77236e-18,3.76033e-19,1.1183e-17,2.64481e-20,4.68168e-21,-1.91204e-22,-1.51278e-21,-2.31984e-18
0,63,3.37612e-18,-1.96314e-19,-6.73252e-18,2.71938e-20,-1.92056e-19,-2.29869e-18,3.89786e-19,2.71938e-20,-6.72674e-18,3.91305e-19,1.1105e-17,2.71938e-20,4.21756e-21,-3.98137e-23,-1.55862e-21,-2.30251e-18
0,64,3.29616e-18,-2.00272e-19,-6.5711e-18,2.73732e-20,-1.96685e-19,-2.24148e-18,3.98109e-19,2.73732e-20,-6.56586e-18,3.99766e-19,1.08346e-17,2.73732e-20,3.69729e-21,1.10645e-22,-1.54646e-21,-2.24494e-18
0,65,3.16347e-18,-2.00663e-19,-6.3032e-18,2.69749e-20,-1.97764e-19,-2.14728e-18,3.99244e-19,2.69749e-20,-6.29857e-18,4.00974e-19,1.03869e-17,2.69749e-20,3.15076e-21,2.51126e-22,-1.47846e-21,-2.15039e-18
0,66,2.98483e-18,-1.97475e-19,-5.94273e-18,2.60242e-20,-1.95242e-19,-2.02111e-18,3.93142e-19,2.60242e-20,-5.93876e-18,3.94877e-19,9.78549e-18,2.60242e-20,2.60668e-21,3.73659e-22,-1.36145e-21,-2.02389e-18
0,67,2.76894e-18,-1.90885e-19,-5.50746e-18,2.458e-20,-1.89267e-19,-1.86933e-18,3.80145e-19,2.458e-20,-5.50417e-18,3.81823e-19,9.06036e-18,2.458e-20,2.09007e-21,4.72094e-22,-1.20605e-21,-1.87181e-18
0,68,2.52566e-18,-1.81243e-19,-5.01757e-18,2.27289e-20,-1.80165e-19,-1.6991e-18,3.60953e-19,2.27289e-20,-5.01493e-18,3.62521e-19,8.24544e-18,2.27289e-20,1.62048e-21,5.42596e-22,-1.02527e-21,-1.70132e-18
0,69,2.26533e-18,-1.69043e-19,-4.49412e-18,2.05768e-20,-1.68416e-19,-1.51786e-18,3.36565e-19,2.05768e-20,-4.49208e-18,3.37982e-19,7.37607e-18,2.05768e-20,1.21108e-21,5.83835e-22,-8.3293e-22,-1.51985e-18
0,70,1.99805e-18,-1.5488e-19,-3.95761e-18,1.82383e-20,-1.54609e-19,-1.33279e-18,3.08188e-19,1.82383e-20,-3.9561e-18,3.09427e-19,6.48651e-18,1.82383e-20,8.68509e-22,5.96869e-22,-6.42185e-22,-1.33458e-18
0,71,1.73309e-18,-1.39403e-19,-3.42674e-18,1.58275e-20,-1.39394e-19,-1.15038e-18,2.77145e-19,1.58275e-20,-3.42569e-18,2.78194e-19,5.60791e-18,1.58275e-20,5.93522e-22,5.84766e-22,-4.64228e-22,-1.15199e-18
0,72,1.47838e-18,-1.23265e-19,-2.9175e-18,1.34484e-20,-1.23435e-19,-9.7611e-19,2.44768e-19,1.34484e-20,-2.91681e-18,2.45627e-19,4.7667e-18,1.34484e-20,3.82137e-22,5.52046e-22,-3.0744e-22,-9.77558e-19
0,73,1.24024e-18,-1.07082e-19,-2.44248e-18,1.11886e-20,-1.07359e-19,-8.14249e-19,2.12312e-19,1.11886e-20,-2.44207e-18,2.12993e-19,3.98363e-18,1.11886e-20,2.27045e-22,5.04041e-22,-1.77e-22,-8.15541e-19
0,74,1.02326e-18,-9.13931e-20,-2.01071e-18,9.11457e-21,-9.17203e-20,-6.67778e-19,1.80876e-19,9.11457e-21,-2.01052e-18,1.81397e-19,3.27337e-18,9.11457e-21,1.19065e-22,4.46267e-22,-7.49429e-23,-6.68921e-19
0,75,8.3027e-19,-7.66384e-20,-1.62768e-18,7.27067e-21,-7.69739e-20,-5.38435e-19,1.51352e-19,7.27067e-21,-1.62763e-18,1.51737e-19,2.64468e-18,7.27067e-21,4.84405e-23,3.83887e-22,-5.831e-25,-5.39433e-19
0,76,6.6251e-19,-6.31438e-20,-1.29563e-18,5.67945e-21,-6.34593e-20,-4.26838e-19,1.24399e-19,5.67945e-21,-1.29567e-18,1.24671e-19,2.10092e-18,5.67945e-21,5.8542e-24,3.21315e-22,4.8827e-23,-4.27696e-19
0,77,5.1986e-19,-5.11189e-20,-1.01408e-18,4.34462e-21,-5.13977e-20,-3.32673e-19,1.00433e-19,4.34462e-21,-1.01418e-18,1.00618e-19,1.64095e-18,4.34462e-21,-1.68889e-23,2.61983e-22,7.73424e-23,-3.33397e-19
0,78,4.01121e-19,-4.06642e-20,-7.80413e-19,3.25486e-21,-4.0899e-20,-2.54909e-19,7.96507e-20,3.25486e-21,-7.8053e-19,7.97694e-20,1.26013e-18,3.25486e-21,-2.65047e-23,2.08271e-22,8.95972e-23,-2.55507e-19
0,79,3.04319e-19,-3.17863e-20,-5.90487e-19,2.3882e-21,-3.1976e-20,-1.92021e-19,6.20545e-20,2.3882e-21,-5.90605e-19,6.21259e-20,9.51369e-19,2.3882e-21,-2.81421e-23,1.61553e-22,9.01936e-23,-1.92504e-19
0,80,2.26989e-19,-2.44163e-20,-4.39234e-19,1.7163e-21,-2.45641e-20,-1.42194e-19,4.74948e-20,1.7163e-21,-4.39343e-19,4.75339e-20,7.06097e-19,1.7163e-21,-2.54908e-23,1.22348e-22,8.32604e-23,-1.42576e-19
0,81,1.66441e-19,-1.8431e-20,-3.21177e-19,1.20816e-21,-1.85425e-20,-1.03504e-19,3.57132e-20,1.20816e-21,-3.2127e-19,3.57315e-20,5.15143e-19,1.20816e-21,-2.10058e-23,9.05086e-23,7.21917e-23,-1.03798e-19
0,82,1.19962e-19,-1.3673e-20,-2.30839e-19,8.33091e-22,-1.37547e-20,-7.40515e-20,2.6384e-20,8.33091e-22,-2.30915e-19,2.63899e-20,3.69402e-19,8.33091e-22,-1.61788e-23,6.54296e-23,5.95487e-23,-7.42728e-20
0,83,8.49767e-20,-9.96887e-21,-1.63058e-19,5.62766e-22,-1.00269e-20,-5.20684e-20,1.91517e-20,5.62766e-22,-1.63117e-19,1.91508e-20,2.60335e-19,5.62766e-22,-1.18068e-23,4.6238e-23,4.70873e-23,-5.22305e-20
0,84,5.91513e-20,-7.14349e-21,-1.13184e-19,3.72446e-22,-7.18367e-21,-3.59776e-20,1.36599e-20,3.72446e-22,-1.13228e-19,1.3656e-20,1.80292e-19,3.72446e-22,-8.22591e-24,3.19514e-23,3.58683e-23,-3.60932e-20
0,85,4.04548e-20,-5.03128e-21,-7.71933e-20,2.41507e-22,-5.05837e-21,-2.44263e-20,9.57384e-21,2.41507e-22,-7.72252e-20,9.56903e-21,1.2268e-19,2.41507e-22,-5.4944e-24,2.15948e-23,2.6408e-23,-2.45065e-20
0,86,2.71797e-20,-3.48314e-21,-5.17202e-20,1.53449e-22,-3.50095e-21,-1.62929e-20,6.59402e-21,1.53449e-22,-5.17426e-20,6.58946e-21,8.20102e-20,1.53449e-22,-3.52535e-24,1.42776e-23,1.88361e-23,-1.6347e-20
0,87,1.79352e-20,-2.37034e-21,-3.40375e-20,9.55441e-23,-2.38175e-21,-1.06757e-20,4.4634e-21,9.55441e-23,-3.40527e-20,4.45959e-21,5.3851e-20,9.55441e-23,-2.1732e-24,9.23571e-24,1.30379e-23,-1.07112e-20
0,88,1.16218e-20,-1.58569e-21,-2.19987e-20,5.83022e-23,-1.59282e-21,-6.87064e-21,2.96933e-21,5.83022e-23,-2.20087e-20,2.96641e-21,3.47284e-20,5.83022e-23,-1.28484e-24,5.84573e-24,8.76818e-24,-6.89313e-21
0,89,7.39358e-21,-1.04285e-21,-1.39604e-20,3.48698e-23,-1.04719e-21,-4.34249e-21,1.9416e-21,3.48698e-23,-1.39668e-20,1.93949e-21,2.19922e-20,3.48698e-23,-7.25404e-25,3.62062e-24,5.73417e-24,-4.35628e-21
0,90,4.61687e-21,-6.74283e-22,-8.6971e-21,2.04427e-23,-6.76865e-22,-2.695e-21,1.24795e-21,2.04427e-23,-8.70114e-21,1.2465e-21,1.36731e-20,2.04427e-23,-3.87823e-25,2.19436e-24,3.64876e-24,-2.70315e-21
0,91,2.82908e-21,-4.28656e-22,-5.31785e-21,1.17489e-23,-4.3015e-22,-1.64207e-21,7.88504e-22,1.17489e-23,-5.32031e-21,7.87545e-22,8.34459e-21,1.17489e-23,-1.93152e-25,1.30136e-24,2.25988e-24,-1.64669e-21
0,92,1.7007e-21,-2.67947e-22,-3.19068e-21,6.62013e-24,-2.68788e-22,-9.82141e-22,4.8979e-22,6.62013e-24,-3.19213e-21,4.89183e-22,4.99795e-21,6.62013e-24,-8.65314e-26,7.55108e-25,1.36252e-24,-9.84625e-22
0,93,1.00268e-21,-1.64699e-22,-1.87804e-21,3.65761e-24,-1.65159e-22,-5.76546e-22,2.99124e-22,3.65761e-24,-1.87888e-21,2.98753e-22,2.93721e-21,3.65761e-24,-3.17444e-26,4.28625e-25,7.99618e-25,-5.77798e-22
0,94,5.7956e-22,-9.95556e-23,-1.08413e-21,1.98169e-24,-9.97996e-23,-3.32124e-22,1.79622e-22,1.98169e-24,-1.0846e-21,1.79404e-22,1.6933e-21,1.98169e-24,-5.99002e-27,2.37959e-25,4.56619e-25,-3.32698e-22
0,95,3.28296e-22,-5.91841e-23,-6.13593e-22,1.05301e-24,-5.93088e-23,-1.87713e-22,1.06066e-22,1.05301e-24,-6.13842e-22,1.05941e-22,9.57365e-22,1.05301e-24,4.43218e-27,1.29166e-25,2.53562e-25,-1.87938e-22
0,96,1.82164e-22,-3.46052e-23,-3.40363e-22,5.48833e-25,-3.46663e-23,-1.04073e-22,6.15928e-23,5.48833e-25,-3.40492e-22,6.15245e-23,5.30687e-22,5.48833e-25,7.36103e-27,6.85225e-26,1.36787e-25,-1.04131e-22
0,97,9.89588e-23,-1.99025e-23,-1.84965e-22,2.80614e-25,-1.9931e-23,-5.659e-23,3.51775e-23,2.80614e-25,-1.8503e-22,3.51415e-23,2.88319e-22,2.80614e-25,7.03954e-27,3.55069e-26,7.15797e-26,-5.65781e-23
0,98,5.25967e-23,-1.12601e-23,-9.84272e-23,1.40765e-25,-1.12724e-23,-3.01718e-23,1.97615e-23,1.40765e-25,-9.84578e-23,1.97432e-23,1.53468e-22,1.40765e-25,5.61043e-27,1.79583e-26,3.62545e-26,-3.01383e-23
0,99,2.73292e-23,-6.26728e-24,-5.12584e-23,6.92867e-26,-6.27209e-24,-1.57694e-23,1.09203e-23,6.92867e-26,-5.1272e-23,1.09115e-23,7.9998e-23,6.92867e-26,4.05343e-27,8.8567e-27,1.77149e-26,-1.57351e-23
