x,z,T_00,T_01,T_02,T_03,T_10,T_11,T_12,T_13,T_20,T_21,T_22,T_23,T_30,T_31,T_32,T_33
23,16,-7.54381e-17,-1.27686e-19,9.65871e-17,-4.94865e-21,-2.47506e-19,1.09376e-17,2.71906e-20,-4.94865e-21,9.66109e-17,1.70781e-19,-1.13017e-16,-4.94865e-21,-1.14852e-19,4.96836e-21,-1.38622e-19,1.14047e-17
23,17,-1.66518e-16,-1.5743e-19,2.15887e-16,-1.1113e-20,-4.35721e-19,2.57528e-17,-1.01285e-19,-1.1113e-20,2.15935e-16,2.25096e-19,-2.5485e-16,-1.1113e-20,-2.65461e-19,1.28298e-20,-3.13551e-19,2.67934e-17
23,18,-3.62286e-16,-7.02755e-20,4.75613e-16,-2.45041e-20,-7.07279e-19,5.9626e-17,-5.81988e-19,-2.45041e-20,4.75707e-16,1.48957e-19,-5.66479e-16,-2.45041e-20,-6.04648e-19,3.23554e-20,-6.98589e-19,6.19066e-17
23,19,-7.76509e-16,4.3966e-19,1.03234e-15,-4.85092e-20,-9.96894e-19,1.35764e-16,-2.04959e-18,-5.28341e-20,1.03251e-15,-4.37374e-19,-1.24074e-15,-5.86955e-20,-1.35225e-18,7.99795e-20,-1.53809e-18,1.40678e-16
23,20,-1.6395e-15,2.15884e-18,2.20749e-15,-1.20929e-19,-1.03272e-18,3.04019e-16,-6.03953e-18,-1.1056e-19,2.2078e-15,-2.53767e-18,-2.67758e-15,-1.01053e-19,-3.00737e-18,1.94554e-19,-3.2978e-18,3.14439e-16
23,21,-3.40991e-15,7.19525e-18,4.65019e-15,-2.15044e-19,2.10285e-19,6.69629e-16,-1.6433e-17,-2.17623e-19,4.6507e-15,-8.94272e-18,-5.69317e-15,-3.00448e-19,-6.51046e-18,4.7193e-19,-7.1012e-18,6.91299e-16
23,22,-6.98646e-15,2.15388e-17,9.65039e-15,6.48091e-19,6.47929e-18,1.45092e-15,-4.36663e-17,-2.75912e-19,9.65111e-15,-2.78886e-17,-1.19265e-14,-2.37797e-18,-1.28776e-17,1.25792e-18,-1.66219e-17,1.49501e-15
23,23,-1.40998e-14,6.55685e-17,1.97274e-14,1.1139e-17,3.35838e-17,3.09262e-15,-1.20907e-16,1.75941e-20,1.97281e-14,-8.81773e-17,-2.46129e-14,-1.95729e-17,-1.74833e-17,3.38003e-18,-4.89402e-17,3.17987e-15
23,24,-2.80307e-14,1.93414e-16,3.97238e-14,5.90757e-17,1.26491e-16,6.48397e-15,-3.34562e-16,2.68089e-18,3.97238e-14,-2.6769e-16,-5.00383e-14,-9.39671e-17,-5.86761e-19,9.94109e-18,-1.53578e-16,6.65402e-15
23,25,-5.48722e-14,5.58509e-16,7.87626e-14,2.37671e-16,4.20615e-16,1.33641e-14,-9.24529e-16,6.26895e-18,7.87592e-14,-7.90009e-16,-1.00171e-13,-3.65405e-16,1.1522e-16,2.17129e-17,-4.84481e-16,1.36897e-14
23,26,-1.05656e-13,1.41561e-15,1.53584e-13,6.81917e-16,1.13638e-15,2.70426e-14,-2.29758e-15,2.78347e-17,1.53571e-13,-2.03164e-15,-1.97212e-13,-1.04041e-15,4.34832e-16,5.99884e-17,-1.2742e-15,2.76701e-14
23,27,-1.98429e-13,3.38998e-15,2.92033e-13,1.79179e-15,2.83987e-15,5.32246e-14,-5.43829e-15,6.52983e-18,2.91994e-13,-4.92668e-15,-3.78515e-13,-2.72908e-15,1.30648e-15,7.13312e-17,-3.17589e-15,5.43936e-14
23,28,-3.67331e-13,6.95195e-15,5.47403e-13,3.56751e-15,5.88351e-15,1.03312e-13,-1.11646e-14,1.81409e-16,5.47304e-13,-1.01952e-14,-7.16413e-13,-5.45727e-15,2.62729e-15,3.09631e-16,-6.29855e-15,1.05503e-13
23,29,-6.74968e-13,1.59956e-14,1.01881e-12,8.25383e-15,1.39291e-14,1.98472e-13,-2.56233e-14,-3.80428e-16,1.01857e-12,-2.37957e-14,-1.34629e-12,-1.27133e-14,6.44359e-15,-1.24236e-16,-1.42848e-14,2.02642e-13
23,30,-1.23462e-12,2.76361e-14,1.8869e-12,1.21955e-14,2.36655e-14,3.80983e-13,-4.47664e-14,1.5626e-15,1.88635e-12,-4.13432e-14,-2.51871e-12,-1.89523e-14,8.72707e-15,2.06466e-15,-2.18735e-14,3.88317e-13
23,31,-2.20111e-12,6.33615e-14,3.40636e-12,3.03466e-14,5.59194e-14,7.04832e-13,-1.02479e-13,-4.41957e-15,3.40517e-12,-9.62264e-14,-4.58831e-12,-4.75407e-14,2.3879e-14,-3.44512e-15,-5.28189e-14,7.19837e-13
23,32,-3.90073e-12,8.71535e-14,6.10895e-12,3.05676e-14,7.33627e-14,1.31439e-12,-1.44397e-13,1.01926e-14,6.10645e-12,-1.33105e-13,-8.31473e-12,-4.88573e-14,1.85943e-14,1.201e-14,-5.83321e-14,1.33545e-12
23,33,-6.70321e-12,1.77843e-13,1.06296e-11,7.30575e-14,1.52969e-13,2.34073e-12,-2.91751e-13,-7.81019e-15,1.06246e-11,-2.7193e-13,-1.45995e-11,-1.15188e-13,5.15546e-14,-4.4355e-15,-1.31635e-13,2.38035e-12
23,34,-1.13317e-11,4.32976e-13,1.81812e-11,1.92754e-13,3.88858e-13,4.03922e-12,-7.23628e-13,-8.24579e-14,1.81713e-11,-6.89374e-13,-2.51709e-11,-3.16792e-13,1.54794e-13,-7.62859e-14,-3.44874e-13,4.17608e-12
23,35,-1.99393e-11,-3.16278e-13,3.23656e-11,-3.71004e-13,-3.96424e-13,8.0737e-12,4.99466e-13,5.50484e-13,3.23458e-11,5.59923e-13,-4.55748e-11,6.13751e-13,-4.40466e-13,5.61193e-13,5.64003e-13,7.75576e-12
23,36,-2.94928e-11,3.24615e-12,4.84459e-11,1.80173e-12,3.11812e-12,9.74484e-12,-5.43683e-12,-1.7285e-12,4.8412e-11,-5.34263e-12,-6.75821e-11,-2.99924e-12,1.69345e-12,-1.70871e-12,-3.07364e-12,1.15427e-11
23,37,-5.87791e-11,-6.98962e-12,9.77305e-11,-4.75116e-12,-7.24016e-12,3.0768e-11,1.16415e-11,5.94965e-12,9.7658e-11,1.18196e-11,-1.42562e-10,7.96975e-12,-4.97004e-12,5.98134e-12,7.82332e-12,2.48267e-11
23,38,-5.59542e-11,2.92703e-11,9.3718e-11,1.69081e-11,2.89762e-11,-1.55032e-12,-4.94212e-11,-2.0834e-11,9.36303e-11,-4.92148e-11,-1.23517e-10,-2.85288e-11,1.66714e-11,-2.07766e-11,-2.86778e-11,2.27961e-11
23,39,-8.79338e-11,4.64568e-11,1.49231e-10,2.56964e-11,4.59762e-11,-1.23053e-12,-7.93936e-11,-3.18254e-11,1.49078e-10,-7.90662e-11,-1.9944e-10,-4.38861e-11,2.53091e-11,-3.17321e-11,-4.41202e-11,3.82173e-11
23,40,-1.29913e-10,8.05236e-11,2.22934e-10,4.25152e-11,7.97739e-11,-1.07215e-11,-1.39321e-10,-5.28119e-11,2.22681e-10,-1.38824e-10,-2.9736e-10,-7.35293e-11,4.1914e-11,-5.26634e-11,-7.3878e-11,6.03512e-11
23,41,-1.95091e-10,1.28447e-10,3.38485e-10,6.47859e-11,1.27275e-10,-2.05179e-11,-2.24652e-10,-8.05008e-11,3.38068e-10,-2.23898e-10,-4.54657e-10,-1.13276e-10,6.38454e-11,-8.02692e-11,-1.13799e-10,9.6763e-11
23,42,-2.90122e-10,2.00039e-10,5.08771e-10,9.61615e-11,1.98229e-10,-3.52489e-11,-3.53607e-10,-1.19429e-10,5.08091e-10,-3.52478e-10,-6.88955e-10,-1.69947e-10,9.47079e-11,-1.19073e-10,-1.7072e-10,1.53198e-10
23,43,-4.26178e-10,3.03815e-10,7.55128e-10,1.38942e-10,3.01065e-10,-5.58242e-11,-5.4262e-10,-1.72363e-10,7.5404e-10,-5.40958e-10,-1.03187e-09,-2.48114e-10,1.36729e-10,-1.71827e-10,-2.4924e-10,2.3854e-10
23,44,-6.14732e-10,4.51731e-10,1.10012e-09,1.96083e-10,4.47637e-10,-8.56686e-11,-8.14942e-10,-2.42931e-10,1.09842e-09,-8.12547e-10,-1.51683e-09,-3.53702e-10,1.92781e-10,-2.42139e-10,-3.55305e-10,3.6335e-10
23,45,-8.70226e-10,6.58007e-10,1.5725e-09,2.70397e-10,6.52044e-10,-1.28002e-10,-1.1987e-09,-3.34516e-10,1.56991e-09,-1.19533e-09,-2.18729e-09,-4.92547e-10,2.65575e-10,-3.33375e-10,-4.94777e-10,5.41389e-10
23,46,-1.21067e-09,9.39503e-10,2.20836e-09,3.64449e-10,9.30999e-10,-1.85747e-10,-1.72773e-09,-4.50111e-10,2.2045e-09,-1.72308e-09,-3.0987e-09,-6.70183e-10,3.57555e-10,-4.48501e-10,-6.73216e-10,7.90154e-10
23,47,-1.65534e-09,1.31485e-09,3.04702e-09,4.79987e-10,1.30298e-09,-2.62065e-10,-2.44007e-09,-5.91684e-10,3.0414e-09,-2.43382e-09,-4.31236e-09,-8.90731e-10,4.70334e-10,-5.89462e-10,-8.94759e-10,1.12959e-09
23,48,-2.22295e-09,1.80348e-09,4.12759e-09,6.17407e-10,1.78724e-09,-3.60503e-10,-3.37618e-09,-7.59566e-10,4.11957e-09,-3.36795e-09,-5.89052e-09,-1.15581e-09,6.04168e-10,-7.56565e-10,-1.16103e-09,1.58087e-09
23,49,-2.93111e-09,2.42445e-09,5.48789e-09,7.75297e-10,2.40271e-09,-4.84227e-10,-4.57661e-09,-9.51868e-10,5.47674e-09,-4.56603e-09,-7.89487e-09,-1.46353e-09,7.57523e-10,-9.47908e-10,-1.47015e-09,2.16567e-09
23,50,-3.79507e-09,3.19467e-09,7.16182e-09,9.49988e-10,3.16621e-09,-6.3534e-10,-6.07848e-09,-1.16393e-09,7.14663e-09,-6.0652e-09,-1.03824e-08,-1.80755e-09,9.26629e-10,-1.15883e-09,-1.81572e-09,2.90451e-09
23,51,-4.82546e-09,4.12669e-09,9.17461e-09,1.13519e-09,4.09022e-09,-8.1452e-10,-7.91079e-09,-1.38796e-09,9.1544e-09,-7.89452e-09,-1.33978e-08,-2.17614e-09,1.10515e-09,-1.38153e-09,-2.18597e-09,3.81435e-09
23,52,-6.02574e-09,5.22618e-09,1.15375e-08,1.32189e-09,5.18048e-09,-1.02079e-09,-1.00891e-08,-1.61286e-09,1.15112e-08,-1.00697e-08,-1.69651e-08,-2.55182e-09,1.28409e-09,-1.60496e-09,-2.56335e-09,4.90557e-09
23,53,-7.38907e-09,6.48979e-09,1.4241e-08,1.49854e-09,6.43381e-09,-1.2521e-09,-1.26108e-08,-1.82464e-09,1.42077e-08,-1.25882e-08,-2.1076e-08,-2.91171e-09,1.45203e-09,-1.81517e-09,-2.92486e-09,6.17851e-09
23,54,-8.89646e-09,7.90312e-09,1.72509e-08,1.65168e-09,7.83614e-09,-1.5052e-09,-1.54503e-08,-2.00707e-09,1.72095e-08,-1.54247e-08,-2.56828e-08,-3.22853e-09,1.59575e-09,-1.99602e-09,-3.24308e-09,7.6208e-09
23,55,-1.05174e-08,9.43813e-09,2.05081e-08,1.76671e-09,9.35985e-09,-1.77369e-09,-1.85534e-08,-2.14274e-09,2.0458e-08,-1.85252e-08,-3.06986e-08,-3.47223e-09,1.70098e-09,-2.13019e-09,-3.48786e-09,9.20613e-09
23,56,-1.221e-08,1.10544e-08,2.39295e-08,1.82934e-09,1.0965e-08,-2.04898e-09,-2.18394e-08,-2.21467e-09,2.38702e-08,-2.18092e-08,-3.59962e-08,-3.61288e-09,1.7538e-09,-2.2008e-09,-3.62915e-09,1.08939e-08
23,57,-1.39187e-08,1.27026e-08,2.74019e-08,1.82736e-09,1.26028e-08,-2.32496e-09,-2.52072e-08,-2.20838e-09,2.73334e-08,-2.5176e-08,-4.13984e-08,-3.6244e-09,1.74249e-09,-2.19351e-09,-3.64077e-09,1.2628e-08
23,58,-1.55696e-08,1.43184e-08,3.07741e-08,1.75153e-09,1.42098e-08,-2.59848e-09,-2.85238e-08,-2.11322e-09,3.06968e-08,-2.84925e-08,-4.66643e-08,-3.48662e-09,1.65842e-09,-2.0978e-09,-3.5025e-09,1.43329e-08
23,59,-1.70806e-08,1.58237e-08,3.38755e-08,1.59669e-09,1.57086e-08,-2.86419e-09,-3.16261e-08,-1.92368e-09,3.37905e-08,-3.15959e-08,-5.15204e-08,-3.18772e-09,1.49698e-09,-1.90826e-09,-3.20251e-09,1.59212e-08
23,60,-1.83833e-08,1.71455e-08,3.65618e-08,1.36379e-09,1.70265e-08,-3.11029e-09,-3.43598e-08,-1.64126e-09,3.64707e-08,-3.43319e-08,-5.57345e-08,-2.7286e-09,1.2596e-09,-1.62643e-09,-2.74174e-09,1.73136e-08
23,61,-1.94309e-08,1.82232e-08,3.87314e-08,1.06058e-09,1.81033e-08,-3.31858e-09,-3.65954e-08,-1.27521e-09,3.86362e-08,-3.65707e-08,-5.91417e-08,-2.12448e-09,9.54361e-10,-1.26156e-09,-2.1355e-09,1.84481e-08
23,62,-2.01793e-08,1.90041e-08,4.02883e-08,7.00737e-10,1.88866e-08,-3.4764e-09,-3.82197e-08,-8.41694e-10,4.01912e-08,-3.81992e-08,-6.1586e-08,-1.40315e-09,5.95078e-10,-8.29783e-10,-1.41174e-09,1.92676e-08
23,63,-2.05788e-08,1.94464e-08,4.11273e-08,3.02609e-10,1.93342e-08,-3.58473e-09,-3.91423e-08,-3.62493e-10,4.10308e-08,-3.91266e-08,-6.28952e-08,-6.02385e-10,2.00091e-10,-3.52792e-10,-6.08421e-10,1.97174e-08
23,64,-2.06035e-08,1.95252e-08,4.11928e-08,-1.12214e-10,1.94211e-08,-3.64164e-09,-3.93096e-08,1.36657e-10,4.10994e-08,-3.92989e-08,-6.2979e-08,2.32992e-10,-2.09159e-10,1.43799e-10,2.29442e-10,1.97674e-08
23,65,-2.02609e-08,1.92349e-08,4.04983e-08,-5.2059e-10,1.91412e-08,-3.63719e-09,-3.87098e-08,6.28163e-10,4.04103e-08,-3.87041e-08,-6.18611e-08,1.05479e-09,-6.09902e-10,6.32573e-10,1.0535e-09,1.94202e-08
23,66,-1.95685e-08,1.85907e-08,3.90805e-08,-8.9987e-10,1.85089e-08,-3.57082e-09,-3.73752e-08,1.08514e-09,3.89997e-08,-3.73742e-08,-5.96029e-08,1.81592e-09,-9.79988e-10,1.08683e-09,1.81656e-09,1.86958e-08
23,67,-1.85491e-08,1.76274e-08,3.69897e-08,-1.22999e-09,1.75584e-08,-3.45401e-09,-3.53806e-08,1.48385e-09,3.69177e-08,-3.53836e-08,-5.62878e-08,2.47497e-09,-1.2999e-09,1.48298e-09,2.47705e-09,1.76274e-08
23,68,-1.72484e-08,1.63968e-08,3.4324e-08,-1.49534e-09,1.63406e-08,-3.29565e-09,-3.28367e-08,1.80565e-09,3.42617e-08,-3.28428e-08,-5.2077e-08,3.00001e-09,-1.55461e-09,1.80253e-09,3.00304e-09,1.62718e-08
23,69,-1.57346e-08,1.49626e-08,3.12275e-08,-1.68601e-09,1.49188e-08,-3.0991e-09,-2.98791e-08,2.03846e-09,3.11753e-08,-2.98876e-08,-4.72053e-08,3.37124e-09,-1.73475e-09,2.03352e-09,3.37474e-09,1.47056e-08
23,70,-1.40791e-08,1.33944e-08,2.78503e-08,-1.79811e-09,1.33619e-08,-2.87136e-09,-2.66557e-08,2.17735e-09,2.7808e-08,-2.66655e-08,-4.19161e-08,3.58167e-09,-1.83691e-09,2.17109e-09,3.58523e-09,1.30096e-08
23,71,-1.23543e-08,1.1762e-08,2.43444e-08,-1.83357e-09,1.17393e-08,-2.62002e-09,-2.33133e-08,2.22432e-09,2.43113e-08,-2.33237e-08,-3.64533e-08,3.63651e-09,-1.8634e-09,2.21725e-09,3.63979e-09,1.1264e-08
23,72,-1.06371e-08,1.01308e-08,2.08678e-08,-1.79947e-09,1.01161e-08,-2.34791e-09,-1.99882e-08,2.18734e-09,2.08429e-08,-1.99984e-08,-3.10681e-08,3.55158e-09,-1.82156e-09,2.17995e-09,3.55439e-09,9.54739e-09
23,73,-8.99341e-09,8.55784e-09,1.7555e-08,-1.70694e-09,8.54946e-09,-2.05998e-09,-1.67983e-08,2.0793e-09,1.75371e-08,-1.68078e-08,-2.5971e-08,3.35084e-09,-1.72261e-09,2.07201e-09,3.35308e-09,7.92571e-09
23,74,-7.46847e-09,7.08943e-09,1.44975e-08,-1.56963e-09,7.08572e-09,-1.76747e-09,-1.38374e-08,1.9163e-09,1.44853e-08,-1.38459e-08,-2.13013e-08,3.06314e-09,-1.5802e-09,1.90945e-09,3.06478e-09,6.44463e-09
23,75,-6.09066e-09,5.75911e-09,1.17512e-08,-1.40215e-09,5.7586e-09,-1.48337e-09,-1.11716e-08,1.7158e-09,1.17434e-08,-1.11789e-08,-1.71399e-08,2.71881e-09,-1.40884e-09,1.70961e-09,2.7199e-09,5.13182e-09
23,76,-4.87661e-09,4.58738e-09,9.34703e-09,-1.21864e-09,4.5889e-09,-1.21815e-09,-8.8396e-09,1.49482e-09,9.34253e-09,-8.84562e-09,-1.3527e-08,2.34675e-09,-1.22252e-09,1.48943e-09,2.34738e-09,4.00073e-09
23,77,-3.83298e-09,3.58268e-09,7.295e-09,-1.03167e-09,3.58529e-09,-9.78812e-10,-6.85455e-09,1.26859e-09,7.2928e-09,-6.85936e-09,-1.04702e-08,1.97215e-09,-1.03361e-09,1.26405e-09,1.97242e-09,3.05288e-09
23,78,-2.95742e-09,2.74315e-09,5.58648e-09,-8.51482e-10,2.74618e-09,-7.69348e-10,-5.20872e-09,1.04962e-09,5.58579e-09,-5.21243e-09,-7.94839e-09,1.61506e-09,-8.5216e-10,1.04591e-09,1.61507e-09,2.27992e-09
23,79,-2.22894e-09,2.05664e-09,4.17745e-09,-6.85302e-10,2.05963e-09,-5.9569e-10,-3.8742e-09,8.46635e-10,4.17767e-09,-3.87697e-09,-5.88761e-09,1.2893e-09,-6.85254e-10,8.43696e-10,1.28913e-09,1.65966e-09
23,80,-1.65081e-09,1.51178e-09,3.06835e-09,-5.38435e-10,1.51447e-09,-4.5002e-10,-2.82407e-09,6.66698e-10,3.06903e-09,-2.82607e-09,-4.28228e-09,1.00435e-09,-5.38009e-10,6.64436e-10,1.00409e-09,1.1828e-09
23,81,-1.20268e-09,1.08967e-09,2.216e-09,-4.13182e-10,1.09194e-09,-3.31197e-10,-2.01779e-09,5.12799e-10,2.21687e-09,-2.01919e-09,-3.06202e-09,7.63836e-10,-4.12603e-10,5.11102e-10,7.63546e-10,8.25855e-10
23,82,-8.61433e-10,7.6992e-10,1.57288e-09,-3.09744e-10,7.71754e-10,-2.37582e-10,-1.41276e-09,3.85313e-10,1.57375e-09,-1.41372e-09,-2.15152e-09,5.67304e-10,-3.09152e-10,3.84072e-10,5.67023e-10,5.64619e-10
23,83,-6.06315e-10,5.33235e-10,1.0967e-09,-2.2693e-10,5.34653e-10,-1.66274e-10,-9.69255e-10,2.82925e-10,1.09748e-09,-9.69892e-10,-1.48488e-09,4.11636e-10,-2.26397e-10,2.8204e-10,4.11387e-10,3.77774e-10
23,84,-4.19456e-10,3.61743e-10,7.51377e-10,-1.62419e-10,3.628e-10,-1.13267e-10,-6.51158e-10,2.02925e-10,7.52025e-10,-6.51567e-10,-1.00701e-09,2.91699e-10,-1.61978e-10,2.02309e-10,2.91491e-10,2.47352e-10
23,85,-2.84934e-10,2.40778e-10,5.05352e-10,-1.13792e-10,2.41541e-10,-7.55717e-11,-4.29089e-10,1.42445e-10,5.0586e-10,-4.29344e-10,-6.70262e-10,2.02284e-10,-1.13447e-10,1.42026e-10,2.0212e-10,1.58356e-10
23,86,-1.90919e-10,1.56122e-10,3.35168e-10,-7.74869e-11,1.56658e-10,-4.80083e-11,-2.75376e-10,9.71747e-11,3.35551e-10,-2.75529e-10,-4.40487e-10,1.36306e-10,-7.72299e-11,9.68961e-11,1.3618e-10,9.946e-11
23,87,-1.24592e-10,1.0062e-10,2.16498e-10,-5.24004e-11,1.00984e-10,-3.13736e-11,-1.75585e-10,6.57644e-11,2.16773e-10,-1.75675e-10,-2.81181e-10,9.11753e-11,-5.22166e-11,6.55838e-11,9.10843e-11,6.06228e-11
23,88,-8.46476e-11,5.79864e-11,1.45533e-10,-3.14747e-11,5.82323e-11,-1.29638e-11,-1.00185e-10,3.96159e-11,1.45733e-10,-1.0023e-10,-1.90309e-10,5.4202e-11,-3.13452e-11,3.94997e-11,5.41313e-11,3.82692e-11
23,89,-4.83477e-11,4.14773e-11,8.22546e-11,-2.39797e-11,4.16315e-11,-1.52339e-11,-7.05003e-11,2.98716e-11,8.2379e-11,-7.05301e-11,-1.02845e-10,4.06289e-11,-2.38956e-11,2.98014e-11,4.05885e-11,1.9962e-11
23,90,-5.45141e-11,-5.21195e-13,9.15107e-11,9.1775e-13,-4.00067e-13,2.29656e-11,5.93225e-13,-8.01356e-13,9.16438e-11,6.05258e-13,-1.31127e-10,-1.44815e-12,9.87454e-13,-8.5278e-13,-1.5116e-12,2.33291e-11
23,91,-3.27161e-11,6.84071e-13,5.44799e-11,-2.35301e-13,7.58283e-13,1.30659e-11,-1.19647e-12,1.5443e-13,5.45623e-11,-1.18835e-12,-7.72903e-11,3.76269e-13,-1.91409e-13,1.24111e-13,3.37827e-13,1.33949e-11
23,92,-1.98889e-11,4.42108e-13,3.27575e-11,-1.53231e-13,4.87161e-13,7.68081e-12,-7.75202e-13,7.6864e-14,3.28089e-11,-7.68892e-13,-4.60762e-11,2.51527e-13,-1.25792e-13,5.925e-14,2.27603e-13,7.87271e-12
23,93,-1.20522e-11,1.10566e-13,1.96218e-11,1.88462e-14,1.37515e-13,4.58432e-12,-2.15655e-13,-7.71066e-14,1.96535e-11,-2.10878e-13,-2.74067e-11,-2.62939e-14,3.57247e-14,-8.71772e-14,-4.1141e-14,4.63417e-12
23,94,-7.06081e-12,8.42921e-14,1.13729e-11,-7.72607e-15,9.9996e-14,2.58515e-12,-1.53783e-13,-3.32971e-14,1.13918e-11,-1.50593e-13,-1.57458e-11,1.26967e-14,2.35372e-15,-3.89212e-14,3.88259e-15,2.61892e-12
23,95,-4.06707e-12,6.27545e-14,6.48009e-12,-1.62599e-14,7.17281e-14,1.42791e-12,-1.10041e-13,-9.06585e-15,6.49111e-12,-1.07994e-13,-8.89064e-12,2.58432e-14,-1.03657e-14,-1.21453e-14,2.0716e-14,1.45344e-12
23,96,-2.30999e-12,3.94234e-14,3.64047e-12,-1.2746e-14,4.44605e-14,7.78973e-13,-6.79671e-14,-2.23544e-15,3.64678e-12,-6.66886e-14,-4.95072e-12,2.01709e-14,-9.36443e-15,-3.891e-15,1.72369e-14,7.95549e-13
23,97,-1.29333e-12,2.24947e-14,2.0161e-12,-7.88921e-15,2.5273e-14,4.19443e-13,-3.84338e-14,-6.72104e-16,2.01966e-12,-3.76569e-14,-2.7182e-12,1.24466e-14,-5.985e-15,-1.54616e-15,1.07956e-14,4.29314e-13
23,98,-7.13603e-13,1.21166e-14,1.10039e-12,-4.38585e-15,1.36228e-14,2.22673e-13,-2.05988e-14,-3.0449e-16,1.10235e-12,-2.01386e-14,-1.47111e-12,6.91111e-15,-3.33285e-15,-7.57657e-16,5.99778e-15,2.28307e-13
23,99,-3.8803e-13,6.24384e-15,5.91955e-13,-2.26147e-15,7.04676e-15,1.16505e-13,-1.0598e-14,-1.78963e-16,5.93024e-13,-1.0332e-14,-7.84848e-13,3.57247e-15,-1.68931e-15,-4.09727e-16,3.07565e-15,1.19643e-13
23,100,-2.07978e-13,3.08477e-15,3.13938e-13,-1.08265e-15,3.50589e-15,6.00826e-14,-5.24853e-15,-1.10642e-16,3.14509e-13,-5.09813e-15,-4.12862e-13,1.7254e-15,-7.76986e-16,-2.26098e-16,1.45955e-15,6.17995e-14
23,101,-1.09905e-13,1.45784e-15,1.64184e-13,-4.74456e-16,1.67526e-15,3.05498e-14,-2.49901e-15,-6.6374e-17,1.64484e-13,-2.41576e-15,-2.14208e-13,7.71242e-16,-3.1382e-16,-1.23157e-16,6.31216e-16,3.14748e-14
23,102,-5.7277e-14,6.5616e-16,8.4701e-14,-1.84413e-16,7.66719e-16,1.53209e-14,-1.14092e-15,-3.78965e-17,8.48567e-14,-1.09575e-15,-1.09654e-13,3.12436e-16,-1.01321e-16,-6.53642e-17,2.39805e-16,1.58124e-14
23,103,-2.94485e-14,2.79403e-16,4.31202e-14,-5.88489e-17,3.34808e-16,7.58159e-15,-4.97576e-16,-2.05246e-17,4.31997e-14,-4.73532e-16,-5.54039e-14,1.0973e-16,-1.65217e-17,-3.36025e-17,7.26075e-17,7.83947e-15
23,104,-1.49433e-14,1.11313e-16,2.16719e-14,-1.13013e-17,1.38693e-16,3.70373e-15,-2.06113e-16,-1.05486e-17,2.17118e-14,-1.9354e-16,-2.76423e-14,2.94574e-17,9.94442e-18,-1.6682e-17,1.07513e-17,3.83743e-15
23,105,-7.48724e-15,4.06046e-17,1.07581e-14,3.00794e-18,5.3954e-17,1.78705e-15,-8.02937e-17,-5.15298e-18,1.07779e-14,-7.3831e-17,-1.36248e-14,2.47249e-18,1.35216e-17,-7.98868e-18,-6.82591e-18,1.8556e-15
23,106,-3.70556e-15,1.28959e-17,5.27684e-15,5.14025e-18,1.93213e-17,8.52066e-16,-2.8848e-17,-2.39822e-18,5.28653e-15,-2.55799e-17,-6.63722e-15,-4.00178e-18,1.02721e-17,-3.69176e-18,-8.56345e-18,8.86824e-16
23,107,-1.81184e-15,3.02816e-18,2.55811e-15,3.88028e-18,6.08267e-18,4.01649e-16,-9.14057e-18,-1.06659e-18,2.56279e-15,-7.51375e-18,-3.19642e-15,-3.95424e-18,6.35211e-18,-1.64928e-18,-6.16375e-18,4.1907e-16
23,108,-8.75198e-16,2.21807e-20,1.22573e-15,2.31265e-18,1.45673e-18,1.87253e-16,-2.22404e-18,-4.54966e-19,1.22797e-15,-1.42661e-18,-1.52198e-15,-2.57964e-18,3.48776e-18,-7.14405e-19,-3.6365e-18,1.95878e-16
23,109,-4.1754e-16,-6.06537e-19,5.80429e-16,1.21068e-18,5.91948e-20,8.63691e-17,-1.16733e-19,-1.86973e-19,5.8148e-16,2.68244e-19,-7.16464e-16,-1.41457e-18,1.76214e-18,-3.0125e-19,-1.91382e-18,9.05828e-17
23,110,-1.96626e-16,-5.45728e-19,2.71521e-16,5.79553e-19,-2.40447e-19,3.94223e-17,3.45849e-19,-7.44324e-20,2.72009e-16,5.28883e-19,-3.33335e-16,-6.97647e-19,8.34989e-19,-1.24276e-19,-9.30524e-19,4.14514e-17
23,111,-9.13055e-17,-3.61927e-19,1.25379e-16,2.5884e-19,-2.23633e-19,1.78078e-17,3.29195e-19,-2.88885e-20,1.25603e-16,4.14851e-19,-1.53174e-16,-3.1874e-19,3.75587e-19,-5.04354e-20,-4.25943e-19,1.87697e-17
23,112,-4.17558e-17,-2.10416e-19,5.70897e-17,1.09143e-19,-1.48561e-19,7.95933e-18,2.20998e-19,-1.10117e-20,5.7191e-17,2.60421e-19,-6.94539e-17,-1.37109e-19,1.61759e-19,-2.02503e-20,-1.85771e-19,8.40749e-18
23,113,-1.87929e-17,-1.1321e-19,2.56157e-17,4.3787e-20,-8.59117e-20,3.51853e-18,1.28816e-19,-4.15562e-21,2.56608e-17,1.46652e-19,-3.10542e-17,-5.61029e-20,6.71562e-20,-8.0851e-21,-7.78686e-20,3.72342e-18
23,114,-8.33414e-18,-5.78535e-20,1.13344e-17,1.68033e-20,-4.59666e-20,1.53788e-18,6.93735e-20,-1.56621e-21,1.13543e-17,7.73135e-20,-1.3699e-17,-2.19959e-20,2.70335e-20,-3.22285e-21,-3.15926e-20,1.62971e-18
