x,z,Gamma000,Gamma001,Gamma002,Gamma010,Gamma011,Gamma012,Gamma020,Gamma021,Gamma022,Gamma100,Gamma101,Gamma102,Gamma110,Gamma111,Gamma112,Gamma120,Gamma121,Gamma122,Gamma200,Gamma201,Gamma202,Gamma210,Gamma211,Gamma212,Gamma220,Gamma221,Gamma222
-1.61905,5.42857,-0.0122525,-0.00237347,-0.0091028,-0.00212763,-0.0152306,0.00742584,-0.00909436,0.00755643,0.0056638,0.00632074,0.000756984,-0.00492193,0.000745942,0.0026628,-0.00442353,-0.0051414,-0.0043943,-0.00627565,0.0489995,0.00058596,0.0206959,0.000173433,0.0553982,-0.00106436,0.0207721,-0.000818592,-0.0234255
-1.61905,5.61905,-0.0117061,-0.00214186,-0.00823411,-0.00193696,-0.0142886,0.00668192,-0.00822341,0.00679684,-0.00933227,0.00581516,0.000645798,-0.00476433,0.000636522,0.0024566,-0.00473141,-0.00495145,-0.00470677,-0.0023796,0.0467556,0.000623826,0.018763,0.000271496,0.0530815,-0.000961345,0.0188347,-0.000759984,-0.00657271
-1.61905,5.80952,-0.0111765,-0.00192494,-0.00869284,-0.00176301,-0.0132223,0.00587216,-0.00868393,0.00597701,-0.0288441,0.00538133,0.000499639,-0.0054022,0.000492996,0.00224912,-0.00851968,-0.00556298,-0.00850056,0.00181253,0.0478872,0.00127215,0.0190502,0.000766407,0.0568463,-0.00103991,0.0190928,-0.000804827,0.0102915
-1.42857,-5.80952,-0.010212,-0.00175013,0.00876557,-0.00159535,-0.011813,-0.00620329,0.00875462,-0.0063268,-0.0263786,0.00504728,0.00043773,0.00580664,0.000430042,0.00211326,0.0086101,0.00597706,0.00858988,0.00184121,-0.0508061,-0.00114309,0.0174661,-0.000607956,-0.0579834,-0.00108269,0.0175068,-0.000865594,-0.0109079
-1.42857,-5.61905,-0.0107959,-0.00195366,0.00744177,-0.0017583,-0.0128337,-0.00694873,0.00742807,-0.0070854,-0.00831674,0.00549236,0.000565285,0.00528853,0.000554806,0.00232113,0.00451059,0.00548564,0.00448462,-0.00221786,-0.048989,-0.00056329,0.0171973,-0.000197841,-0.0539909,-0.00100823,0.0172689,-0.000825453,0.0069038
-1.42857,-5.42857,-0.0113395,-0.00216936,0.00825828,-0.0019356,-0.0136918,-0.00767598,0.00824587,-0.00783335,0.00535974,0.00599081,0.000662033,0.00555861,0.00064974,0.00251814,0.00447564,0.00578999,0.00444483,-0.00590313,-0.0514991,-0.000568972,0.0190006,-0.00011805,-0.0566577,-0.00112511,0.0190778,-0.000893255,0.0253855
-1.42857,-5.2381,-0.0122291,-0.00246768,0.00907546,-0.0021853,-0.0149369,-0.0085149,0.00906285,-0.0086929,0.00232249,0.00669984,0.000751387,0.00583961,0.000736602,0.00281187,0.00432967,0.00610966,0.00429186,-0.00586068,-0.0539339,-0.000533816,0.0206337,-4.26404e-05,-0.0592789,-0.00120767,0.0206859,-0.00093924,0.0201473
-1.42857,-5.04762,-0.0131713,-0.00280269,0.0100994,-0.00246211,-0.016259,-0.00926805,0.0100848,-0.00947046,0.0020173,0.00749548,0.000852704,0.0062517,0.000835274,0.00313583,0.0049767,0.00656918,0.00493073,-0.00649439,-0.0565421,-0.00063589,0.0223535,-6.36394e-05,-0.0626776,-0.00130917,0.0224283,-0.000984245,0.0206769
-1.42857,-4.85714,-0.0141983,-0.00319648,0.0112337,-0.00278306,-0.0177429,-0.0101471,0.0112177,-0.0103771,0.00186202,0.00840807,0.000973768,0.00665588,0.00095307,0.00351001,0.00553139,0.00703065,0.00547515,-0.00728487,-0.0592747,-0.000722841,0.0242638,-6.26674e-05,-0.0661912,-0.00141967,0.0243559,-0.00102756,0.0212303
-1.42857,-4.66667,-0.0153124,-0.00365808,0.0125223,-0.00315362,-0.0193963,-0.0111278,0.0125048,-0.011389,0.00158181,0.00945437,0.00111713,0.00707573,0.00109249,0.00394094,0.00617529,0.00752029,0.00610609,-0.00817601,-0.062153,-0.000826817,0.0263782,-6.26112e-05,-0.0699807,-0.00154394,0.0264935,-0.00106812,0.0216729
-1.42857,-4.47619,-0.0165219,-0.00420213,0.0139931,-0.00358317,-0.0212463,-0.0122283,0.0139747,-0.0125243,0.00118091,0.0106582,0.00128787,0.00750234,0.00125846,0.00444005,0.00691237,0.00803229,0.00682674,-0.00919428,-0.0651804,-0.000947324,0.0287166,-6.12726e-05,-0.0740593,-0.00168347,0.0288612,-0.00110339,0.0220308
-1.42857,-4.28571,-0.0178313,-0.00484563,0.0156744,-0.00408189,-0.0233188,-0.0134618,0.0156558,-0.0137962,0.000627149,0.0120456,0.00149245,0.00792816,0.00145727,0.00502012,0.00777067,0.0085632,0.00766405,-0.0103583,-0.0683542,-0.0010898,0.0313028,-6.0535e-05,-0.0784584,-0.00184121,0.0314855,-0.00113048,0.0222913
-1.42857,-4.09524,-0.0192432,-0.00560974,0.0175988,-0.00466185,-0.025644,-0.0148459,0.0175815,-0.0152217,-0.000126024,0.0136467,0.00173931,0.00833953,0.00169715,0.00569684,0.00877305,0.00910458,0.0086395,-0.0116885,-0.0716681,-0.00125852,0.0341624,-6.12556e-05,-0.0832029,-0.00202061,0.0343949,-0.00114542,0.0224205
-1.42857,-3.90476,-0.0207576,-0.00652047,0.0198039,-0.00533704,-0.028256,-0.0163992,0.0197905,-0.0168182,-0.00113895,0.0154962,0.00203942,0.00871725,0.00198886,0.00648932,0.00995001,0.00964404,0.00978168,-0.0132066,-0.0751097,-0.00145915,0.0373216,-6.54154e-05,-0.0883197,-0.00222607,0.0376194,-0.00114295,0.0223787
-1.42857,-3.71429,-0.0223699,-0.00760994,0.0223317,-0.0061235,-0.0311933,-0.0181422,0.0223267,-0.0186033,-0.0024902,0.0176333,0.00240726,0.00903435,0.0023466,0.00742085,0.0113397,0.0101635,0.0111262,-0.0149347,-0.0786597,-0.00169876,0.040806,-7.64534e-05,-0.0938359,-0.00246319,0.04119,-0.0011161,0.0221178
-1.42857,-3.52381,-0.0240685,-0.00891767,0.0252287,-0.00703929,-0.0344983,-0.0200959,0.0252395,-0.0205935,-0.00428215,0.0201011,0.00286212,0.00925355,0.00278947,0.00851985,0.0129901,0.0106373,0.0127176,-0.0168931,-0.0822889,-0.00198617,0.044639,-0.000100229,-0.0997781,-0.00273915,0.0451377,-0.00105577,0.0215794
-1.42857,-3.33333,-0.0258322,-0.0104922,0.0285444,-0.00810421,-0.0382182,-0.0222815,0.0285831,-0.0228017,-0.00664821,0.0229461,0.0034301,0.00932415,0.00334333,0.00982096,0.0149619,0.0110299,0.0146119,-0.0190971,-0.085956,-0.00233244,0.0488388,-0.000146547,-0.10617,-0.00306315,0.0494907,-0.000950205,0.0206942
-1.42857,-3.14286,-0.0276254,-0.0123926,0.0323292,-0.00933905,-0.0424035,-0.0247185,0.0324158,-0.0252339,-0.00976198,0.0262153,0.00414688,0.0091784,0.00404382,0.0113662,0.0173321,0.0112936,0.01688,-0.0215518,-0.0896052,-0.00275156,0.0534141,-0.000231603,-0.113033,-0.00344689,0.054272,-0.000784391,0.0193813
-1.42857,-2.95238,-0.0293925,-0.0146903,0.0366293,-0.0107642,-0.0471082,-0.0274227,0.0367965,-0.0278833,-0.0138487,0.0299518,0.00506203,0.00872763,0.00494075,0.0132065,0.0201988,0.011366,0.0196115,-0.0242424,-0.0931638,-0.00326119,0.0583585,-0.000381894,-0.12038,-0.003905,0.0594939,-0.000539584,0.0175499
-1.42857,-2.7619,-0.0310504,-0.0174702,0.0414791,-0.0123972,-0.0523878,-0.0304021,0.0417802,-0.0307216,-0.0191991,0.0341881,0.00624542,0.007859,0.00610467,0.0154025,0.0236864,0.0111683,0.02292,-0.0271215,-0.0965409,-0.00388374,0.0636416,-0.000640358,-0.128212,-0.0044551,0.0651516,-0.000193017,0.0151033
-1.42857,-2.57143,-0.0324778,-0.0208301,0.0468877,-0.0142489,-0.0582981,-0.0336524,0.0474093,-0.0336864,-0.0261861,0.0389341,0.00779704,0.00643444,0.00763717,0.0180256,0.027953,0.0106069,0.026949,-0.0300873,-0.0996295,-0.00464768,0.0691983,-0.0010759,-0.136517,-0.00511682,0.0712138,0.00028178,0.0119483
-1.42857,-2.38095,-0.0335037,-0.0248784,0.052817,-0.0163178,-0.0648938,-0.0371496,0.0537,-0.0366624,-0.0352819,0.0441609,0.00986233,0.00429527,0.00968658,0.0211578,0.0331968,0.0095794,0.0318789,-0.0329547,-0.102314,-0.00558895,0.0749155,-0.00179771,-0.145257,-0.00590856,0.0776094,0.000913454,0.00801383
-1.42857,-2.19048,-0.033893,-0.0297261,0.0591477,-0.0185828,-0.0722282,-0.040841,0.0606196,-0.0394554,-0.0470756,0.049779,0.012656,0.00127853,0.0124724,0.0248885,0.0396622,0.00799289,0.0379325,-0.0354139,-0.10449,-0.00675256,0.0806193,-0.00297612,-0.154359,-0.0068393,0.0842131,0.00172903,0.00328474
-1.42857,-2,-0.0333344,-0.0354702,0.0656247,-0.0209969,-0.0803577,-0.0446351,0.0680507,-0.0417604,-0.0622802,0.0556137,0.0164997,-0.0027459,0.0163236,0.0293081,0.0476401,0.00580016,0.0453771,-0.0369802,-0.106103,-0.00819236,0.0860676,-0.0048697,-0.163699,-0.00789004,0.0908307,0.00274621,-0.0021413
-1.42857,-1.80952,-0.031432,-0.042161,0.0717863,-0.0234817,-0.0893542,-0.0483881,0.0757412,-0.0431203,-0.0817344,0.0613919,0.0218789,-0.00779722,0.0217351,0.034493,0.0574512,0.00307062,0.0545124,-0.036941,-0.107225,-0.00997213,0.0909699,-0.00785954,-0.173073,-0.00898003,0.0971927,0.00395915,-0.00794591
-1.42857,-1.61905,-0.0277497,-0.049753,0.0768083,-0.0259487,-0.0993442,-0.051901,0.0831812,-0.0429101,-0.106309,0.0667488,0.0295415,-0.0136621,0.0294611,0.0404778,0.0694084,9.97753e-05,0.0656387,-0.0343229,-0.10814,-0.0121374,0.0950554,-0.0124584,-0.182157,-0.00988851,0.102986,0.00531474,-0.0134885
-1.42857,-1.42857,-0.0218016,-0.05799,0.0795556,-0.0282963,-0.110536,-0.0548709,0.0896319,-0.0402723,-0.136887,0.0713785,0.0405733,-0.0196955,0.0405986,0.0472119,0.0836416,-0.00245167,0.0789157,-0.0280095,-0.109653,-0.0147624,0.0983446,-0.0193469,-0.190401,-0.0101821,0.107994,0.00667679,-0.0173736
-1.42857,-1.2381,-0.0137832,-0.0664064,0.0776601,-0.0307054,-0.123464,-0.0570426,0.0932691,-0.0344787,-0.173626,0.0752589,0.0567559,-0.0243546,0.0568673,0.0544615,0.100053,-0.00309437,0.0942595,-0.016595,-0.112722,-0.0175973,0.101316,-0.0289824,-0.196933,-0.00893346,0.112163,0.00773992,-0.018157
-1.42857,-1.04762,-0.00309083,-0.0736049,0.0705118,-0.0330239,-0.138556,-0.0575132,0.0935149,-0.0242538,-0.216189,0.0790087,0.0798234,-0.0268853,0.0800738,0.0618622,0.11698,-0.00152903,0.110335,-0.000850709,-0.119287,-0.0209168,0.107644,-0.0420087,-0.200178,-0.00476009,0.118187,0.00820603,-0.0112808
-1.42857,-0.857143,0.00312084,-0.0794352,0.0508501,-0.0377818,-0.158073,-0.0570244,0.0832544,-0.0115675,-0.260849,0.08778,0.114143,-0.0187196,0.114054,0.0680789,0.133219,0.0101399,0.125611,0.020537,-0.131249,-0.0229443,0.117113,-0.0562342,-0.197539,0.00394429,0.123276,0.00635838,0.00191706
-1.42857,-0.666667,0.0162933,-0.0774001,0.0343404,-0.0408993,-0.179685,-0.0512494,0.0752675,0.00533312,-0.304898,0.0937867,0.155395,-0.0170077,0.155256,0.074232,0.137391,0.0135262,0.130322,0.0419152,-0.135335,-0.0223392,0.153625,-0.0673919,-0.18529,0.0213833,0.150018,0.00472643,0.0229479
-1.42857,-0.47619,-0.0236208,-0.0811961,0.00759135,-0.0589468,-0.212226,-0.0445988,0.0540802,0.0154335,-0.327556,0.150387,0.219992,-0.00754268,0.218805,0.0724498,0.133632,0.0208636,0.12667,0.0484509,-0.162329,-0.0254945,0.20131,-0.0753838,-0.15461,0.0399295,0.184347,-0.00368574,0.0460746
-1.42857,-0.285714,-0.0472163,-0.0577395,-0.0373991,-0.0541634,-0.233586,-0.0331886,-0.00608906,0.0100824,-0.347186,0.219521,0.246284,0.0302342,0.243374,0.0775623,0.101342,0.0474089,0.0943586,0.041601,-0.129338,-0.0087082,0.263858,-0.0512331,-0.111896,0.0665185,0.223746,-0.0121736,0.04625
-1.42857,-0.0952381,-0.0462291,-0.0371237,-0.024936,-0.0440054,-0.257745,-0.0218294,-0.00561445,0.00137414,-0.363896,0.225522,0.292275,0.0396836,0.289945,0.0919619,0.0316371,0.0525005,0.0341546,0.0673648,-0.0767694,-0.0030029,0.313018,-0.0208225,-0.031833,0.0838384,0.257668,-0.0161358,0.0185301
-1.42857,0.0952381,-0.0462291,-0.0371237,0.024936,-0.0440054,-0.257745,0.0218294,0.00561445,-0.00137414,-0.363896,0.225522,0.292275,-0.0396836,0.289945,0.0919619,-0.0316371,-0.0525005,-0.0341546,0.0673648,0.0767694,0.0030029,0.313018,0.0208225,0.031833,0.0838384,0.257668,-0.0161358,-0.0185301
-1.42857,0.285714,-0.0472163,-0.0577395,0.0373991,-0.0541634,-0.233586,0.0331886,0.00608906,-0.0100824,-0.347186,0.219521,0.246284,-0.0302342,0.243374,0.0775623,-0.101342,-0.0474089,-0.0943586,0.041601,0.129338,0.0087082,0.263858,0.0512331,0.111896,0.0665185,0.223746,-0.0121736,-0.04625
-1.42857,0.47619,-0.0236208,-0.0811961,-0.00759135,-0.0589468,-0.212226,0.0445988,-0.0540802,-0.0154335,-0.327556,0.150387,0.219992,0.00754268,0.218805,0.0724498,-0.133632,-0.0208636,-0.12667,0.0484509,0.162329,0.0254945,0.20131,0.0753838,0.15461,0.0399295,0.184347,-0.00368574,-0.0460746
-1.42857,0.666667,0.0162933,-0.0774001,-0.0343404,-0.0408993,-0.179685,0.0512494,-0.0752675,-0.00533312,-0.304898,0.0937867,0.155395,0.0170077,0.155256,0.074232,-0.137391,-0.0135262,-0.130322,0.0419152,0.135335,0.0223392,0.153625,0.0673919,0.18529,0.0213833,0.150018,0.00472643,-0.0229479
-1.42857,0.857143,0.00312084,-0.0794352,-0.0508501,-0.0377818,-0.158073,0.0570244,-0.0832544,0.0115675,-0.260849,0.08778,0.114143,0.0187196,0.114054,0.0680789,-0.133219,-0.0101399,-0.125611,0.020537,0.131249,0.0229443,0.117113,0.0562342,0.197539,0.00394429,0.123276,0.00635838,-0.00191706
-1.42857,1.04762,-0.00309083,-0.0736049,-0.0705118,-0.0330239,-0.138556,0.0575132,-0.0935149,0.0242538,-0.216189,0.0790087,0.0798234,0.0268853,0.0800738,0.0618622,-0.11698,0.00152903,-0.110335,-0.000850709,0.119287,0.0209168,0.107644,0.0420087,0.200178,-0.00476009,0.118187,0.00820603,0.0112808
-1.42857,1.2381,-0.0137832,-0.0664064,-0.0776601,-0.0307054,-0.123464,0.0570426,-0.0932691,0.0344787,-0.173626,0.0752589,0.0567559,0.0243546,0.0568673,0.0544615,-0.100053,0.00309437,-0.0942595,-0.016595,0.112722,0.0175973,0.101316,0.0289824,0.196933,-0.00893346,0.112163,0.00773992,0.018157
-1.42857,1.42857,-0.0218016,-0.05799,-0.0795556,-0.0282963,-0.110536,0.0548709,-0.0896319,0.0402723,-0.136887,0.0713785,0.0405733,0.0196955,0.0405986,0.0472119,-0.0836416,0.00245167,-0.0789157,-0.0280095,0.109653,0.0147624,0.0983446,0.0193469,0.190401,-0.0101821,0.107994,0.00667679,0.0173736
-1.42857,1.61905,-0.0277497,-0.049753,-0.0768083,-0.0259487,-0.0993442,0.051901,-0.0831812,0.0429101,-0.106309,0.0667488,0.0295415,0.0136621,0.0294611,0.0404778,-0.0694084,-9.97753e-05,-0.0656387,-0.0343229,0.10814,0.0121374,0.0950554,0.0124584,0.182157,-0.00988851,0.102986,0.00531474,0.0134885
-1.42857,1.80952,-0.031432,-0.042161,-0.0717863,-0.0234817,-0.0893542,0.0483881,-0.0757412,0.0431203,-0.0817344,0.0613919,0.0218789,0.00779722,0.0217351,0.034493,-0.0574512,-0.00307062,-0.0545124,-0.036941,0.107225,0.00997213,0.0909699,0.00785954,0.173073,-0.00898003,0.0971927,0.00395915,0.00794591
-1.42857,2,-0.0333344,-0.0354702,-0.0656247,-0.0209969,-0.0803577,0.0446351,-0.0680507,0.0417604,-0.0622802,0.0556137,0.0164997,0.0027459,0.0163236,0.0293081,-0.0476401,-0.00580016,-0.0453771,-0.0369802,0.106103,0.00819236,0.0860676,0.0048697,0.163699,-0.00789004,0.0908307,0.00274621,0.0021413
-1.42857,2.19048,-0.033893,-0.0297261,-0.0591477,-0.0185828,-0.0722282,0.040841,-0.0606196,0.0394554,-0.0470756,0.049779,0.012656,-0.00127853,0.0124724,0.0248885,-0.0396622,-0.00799289,-0.0379325,-0.0354139,0.10449,0.00675256,0.0806193,0.00297612,0.154359,-0.0068393,0.0842131,0.00172903,-0.00328474
-1.42857,2.38095,-0.0335037,-0.0248784,-0.052817,-0.0163178,-0.0648938,0.0371496,-0.0537,0.0366624,-0.0352819,0.0441609,0.00986233,-0.00429527,0.00968658,0.0211578,-0.0331968,-0.0095794,-0.0318789,-0.0329547,0.102314,0.00558895,0.0749155,0.00179771,0.145257,-0.00590856,0.0776094,0.000913454,-0.00801383
-1.42857,2.57143,-0.0324778,-0.0208301,-0.0468877,-0.0142489,-0.0582981,0.0336524,-0.0474093,0.0336864,-0.0261861,0.0389341,0.00779704,-0.00643444,0.00763717,0.0180256,-0.027953,-0.0106069,-0.026949,-0.0300873,0.0996295,0.00464768,0.0691983,0.0010759,0.136517,-0.00511682,0.0712138,0.00028178,-0.0119483
-1.42857,2.7619,-0.0310504,-0.0174702,-0.0414791,-0.0123972,-0.0523878,0.0304021,-0.0417802,0.0307216,-0.0191991,0.0341881,0.00624542,-0.007859,0.00610467,0.0154025,-0.0236864,-0.0111683,-0.02292,-0.0271215,0.0965409,0.00388374,0.0636416,0.000640358,0.128212,-0.0044551,0.0651516,-0.000193017,-0.0151033
-1.42857,2.95238,-0.0293925,-0.0146903,-0.0366293,-0.0107642,-0.0471082,0.0274227,-0.0367965,0.0278833,-0.0138487,0.0299518,0.00506203,-0.00872763,0.00494075,0.0132065,-0.0201988,-0.011366,-0.0196115,-0.0242424,0.0931638,0.00326119,0.0583585,0.000381894,0.12038,-0.003905,0.0594939,-0.000539584,-0.0175499
-1.42857,3.14286,-0.0276254,-0.0123926,-0.0323292,-0.00933905,-0.0424035,0.0247185,-0.0324158,0.0252339,-0.00976198,0.0262153,0.00414688,-0.0091784,0.00404382,0.0113662,-0.0173321,-0.0112936,-0.01688,-0.0215518,0.0896052,0.00275156,0.0534141,0.000231603,0.113033,-0.00344689,0.054272,-0.000784391,-0.0193813
-1.42857,3.33333,-0.0258322,-0.0104922,-0.0285444,-0.00810421,-0.0382182,0.0222815,-0.0285831,0.0228017,-0.00664821,0.0229461,0.0034301,-0.00932415,0.00334333,0.00982096,-0.0149619,-0.0110299,-0.0146119,-0.0190971,0.085956,0.00233244,0.0488388,0.000146547,0.10617,-0.00306315,0.0494907,-0.000950205,-0.0206942
-1.42857,3.52381,-0.0240685,-0.00891767,-0.0252287,-0.00703929,-0.0344983,0.0200959,-0.0252395,0.0205935,-0.00428215,0.0201011,0.00286212,-0.00925355,0.00278947,0.00851985,-0.0129901,-0.0106373,-0.0127176,-0.0168931,0.0822889,0.00198617,0.044639,0.000100229,0.0997781,-0.00273915,0.0451377,-0.00105577,-0.0215794
-1.42857,3.71429,-0.0223699,-0.00760994,-0.0223317,-0.0061235,-0.0311933,0.0181422,-0.0223267,0.0186033,-0.0024902,0.0176333,0.00240726,-0.00903435,0.0023466,0.00742085,-0.0113397,-0.0101635,-0.0111262,-0.0149347,0.0786597,0.00169876,0.040806,7.64534e-05,0.0938359,-0.00246319,0.04119,-0.0011161,-0.0221178
-1.42857,3.90476,-0.0207576,-0.00652047,-0.0198039,-0.00533704,-0.028256,0.0163992,-0.0197905,0.0168182,-0.00113895,0.0154962,0.00203942,-0.00871725,0.00198886,0.00648932,-0.00995001,-0.00964404,-0.00978168,-0.0132066,0.0751097,0.00145915,0.0373216,6.54154e-05,0.0883197,-0.00222607,0.0376194,-0.00114295,-0.0223787
-1.42857,4.09524,-0.0192432,-0.00560974,-0.0175988,-0.00466185,-0.025644,0.0148459,-0.0175815,0.0152217,-0.000126024,0.0136467,0.00173931,-0.00833953,0.00169715,0.00569684,-0.00877305,-0.00910458,-0.0086395,-0.0116885,0.0716681,0.00125852,0.0341624,6.12556e-05,0.0832029,-0.00202061,0.0343949,-0.00114542,-0.0224205
-1.42857,4.28571,-0.0178313,-0.00484563,-0.0156744,-0.00408189,-0.0233188,0.0134618,-0.0156558,0.0137962,0.000627149,0.0120456,0.00149245,-0.00792816,0.00145727,0.00502012,-0.00777067,-0.0085632,-0.00766405,-0.0103583,0.0683542,0.0010898,0.0313028,6.05352e-05,0.0784584,-0.00184121,0.0314855,-0.00113048,-0.0222913
-1.42857,4.47619,-0.0165219,-0.00420213,-0.0139931,-0.00358317,-0.0212463,0.0122283,-0.0139747,0.0125243,0.00118091,0.0106582,0.00128787,-0.00750234,0.00125846,0.00444005,-0.00691238,-0.00803229,-0.00682675,-0.00919428,0.0651804,0.000947325,0.0287166,6.12733e-05,0.0740593,-0.00168347,0.0288612,-0.00110339,-0.0220308
-1.42857,4.66667,-0.0153124,-0.00365808,-0.0125223,-0.00315362,-0.0193963,0.0111278,-0.0125048,0.011389,0.00158181,0.00945437,0.00111713,-0.00707573,0.00109249,0.00394094,-0.00617528,-0.00752029,-0.00610609,-0.00817601,0.062153,0.000826814,0.0263782,6.26083e-05,0.0699807,-0.00154394,0.0264935,-0.00106811,-0.0216729
-1.42857,4.85714,-0.0141983,-0.00319648,-0.0112336,-0.00278306,-0.0177429,0.0101472,-0.0112175,0.0103771,0.00186201,0.00840806,0.000973771,-0.00665584,0.000953073,0.00351001,-0.00553098,-0.0070306,-0.00547474,-0.00728488,0.0592746,0.000722783,0.0242638,6.26329e-05,0.0661908,-0.00141966,0.0243559,-0.00102756,-0.0212298
-1.42857,5.04762,-0.0131712,-0.00280269,-0.0100985,-0.0024621,-0.016259,0.00926831,-0.0100839,0.00947072,0.00201718,0.00749545,0.00085272,-0.00625156,0.000835289,0.00313582,-0.00497488,-0.00656904,-0.00492892,-0.00649445,0.0565414,0.000635681,0.0223537,6.35321e-05,0.0626761,-0.00130915,0.0224285,-0.000984257,-0.0206744
-1.42857,5.2381,-0.0122292,-0.00246765,-0.00907471,-0.00218528,-0.0149369,0.008514,-0.0090621,0.008692,0.00232254,0.00669987,0.000751367,-0.00584031,0.000736584,0.00281186,-0.00433254,-0.00611036,-0.00429473,-0.00586065,0.0539333,0.000534551,0.0206337,4.32091e-05,0.0592813,-0.00120775,0.0206859,-0.000939252,-0.0201494
-1.42857,5.42857,-0.0113421,-0.00216956,-0.00827875,-0.00193602,-0.013693,0.00766886,-0.00826642,0.00782623,0.00536358,0.0059923,0.000661626,-0.00556269,0.000649369,0.00251853,-0.00452244,-0.00579398,-0.00449165,-0.00590225,0.051516,0.000574795,0.0189965,0.000121222,0.0566959,-0.00112571,0.019073,-0.000892919,-0.0254501
-1.42857,5.61905,-0.010805,-0.00195455,-0.00765069,-0.00176069,-0.012835,0.00691055,-0.00763715,0.00704727,-0.00830003,0.00549886,0.000562644,-0.00530413,0.000552403,0.00232236,-0.0048505,-0.00550076,-0.00482466,-0.0021995,0.0491622,0.000594574,0.0171666,0.000209642,0.0542701,-0.00101276,0.0172391,-0.000823017,-0.00744092
-1.42857,5.80952,-0.0102718,-0.00175797,-0.00879322,-0.00160516,-0.011865,0.00619635,-0.00878233,0.00631861,-0.0262977,0.00507438,0.000431058,-0.00581547,0.000423582,0.00212554,-0.0086732,-0.00598403,-0.00865319,0.00184076,0.0508255,0.00115077,0.0173942,0.000611953,0.0580301,-0.00107913,0.0174355,-0.000860787,0.0108248
-1.2381,-5.80952,-0.00916919,-0.0015648,0.00885183,-0.00142242,-0.0103768,-0.0065041,0.00883891,-0.00664465,-0.02354,0.00467008,0.000366389,0.00619462,0.000357822,0.00197513,0.00874756,0.00637234,0.00872656,0.00187033,-0.0535138,-0.00102075,0.015605,-0.000454632,-0.0590546,-0.00112189,0.0156436,-0.000925042,-0.0114135
-1.2381,-5.61905,-0.00973239,-0.00174535,0.00685839,-0.00156523,-0.0112842,-0.00715119,0.0068419,-0.00730918,-0.0072622,0.00509497,0.000478255,0.00580631,0.00046679,0.00216948,0.00461264,0.00601228,0.00458564,-0.00198216,-0.0511865,-0.000533566,0.0153922,-0.000137731,-0.0550655,-0.00105951,0.0154636,-0.000891511,0.00768125
-1.2381,-5.42857,-0.0102481,-0.0019412,0.00746987,-0.00172489,-0.0120476,-0.00789348,0.0074535,-0.00807704,0.00492459,0.00556917,0.000561994,0.00617199,0.000548448,0.00235393,0.00456086,0.00641443,0.00452867,-0.00543203,-0.0538246,-0.000553511,0.0170546,-6.32457e-05,-0.0578338,-0.00118484,0.0171313,-0.000970913,0.0272653
-1.2381,-5.2381,-0.0110871,-0.00221181,0.00807368,-0.00194935,-0.0131555,-0.00874812,0.00805591,-0.00895855,0.00224154,0.0062446,0.000637886,0.00656898,0.000621521,0.00262967,0.00441878,0.00685286,0.00437913,-0.0053975,-0.0564204,-0.000537412,0.018574,1.30072e-06,-0.0605911,-0.00127816,0.0186244,-0.00102914,0.0218192
-1.2381,-5.04762,-0.0119759,-0.00251819,0.00903607,-0.00220011,-0.0143339,-0.00954791,0.00901493,-0.00979054,0.00199845,0.00700541,0.000723896,0.00708631,0.000704456,0.00293435,0.0050832,0.00742119,0.00503478,-0.00599824,-0.0593528,-0.000638617,0.0201677,-7.28098e-06,-0.0641498,-0.00138896,0.0202411,-0.00108621,0.0225436
-1.2381,-4.85714,-0.0129521,-0.00287934,0.0100657,-0.00249118,-0.0156584,-0.010476,0.0100412,-0.0107562,0.00189373,0.00788274,0.000826707,0.00762138,0.000803439,0.00328684,0.00565838,0.00801818,0.00559884,-0.00675213,-0.0624239,-0.000731007,0.0219494,2.85784e-06,-0.0678473,-0.0015111,0.0220403,-0.00114383,0.0233095
-1.2381,-4.66667,-0.0140187,-0.00330449,0.0112412,-0.00282807,-0.0171366,-0.0115163,0.0112129,-0.0118404,0.00168272,0.00889451,0.000948427,0.0081953,0.000920483,0.00369366,0.00632633,0.00866795,0.00625267,-0.00760794,-0.0656909,-0.000841916,0.0239315,1.4704e-05,-0.0718478,-0.00164905,0.0240458,-0.0012008,0.0239886
-1.2381,-4.47619,-0.0151862,-0.00380788,0.012587,-0.00321954,-0.0187932,-0.0126882,0.0125546,-0.0130637,0.00136845,0.0100662,0.00109332,0.00880458,0.00105964,0.00416599,0.00709325,0.00937064,0.00700152,-0.00859303,-0.0691623,-0.000972212,0.0261364,3.03882e-05,-0.0761701,-0.00180488,0.0262807,-0.00125491,0.0246106
-1.2381,-4.28571,-0.0164618,-0.00440637,0.0141338,-0.00367516,-0.0206521,-0.0140081,0.0140969,-0.0144434,0.000922474,0.0114263,0.00126682,0.00944683,0.00122608,0.00471645,0.00798876,0.0101286,0.00787376,-0.00972859,-0.0728459,-0.00112791,0.0285905,4.91925e-05,-0.0808514,-0.00198214,0.0287741,-0.00130347,0.0251684
-1.2381,-4.09524,-0.0178518,-0.00512111,0.0159146,-0.00420628,-0.022741,-0.0154968,0.0158733,-0.0160014,0.000302472,0.0130088,0.00147599,0.0101149,0.00142658,0.00536069,0.00903801,0.010941,0.00889283,-0.0110386,-0.0767455,-0.00131457,0.0313235,7.13221e-05,-0.0859233,-0.00218513,0.0315588,-0.00134274,0.0256312
