x,z,Gamma000,Gamma001,Gamma002,Gamma010,Gamma011,Gamma012,Gamma020,Gamma021,Gamma022,Gamma100,Gamma101,Gamma102,Gamma110,Gamma111,Gamma112,Gamma120,Gamma121,Gamma122,Gamma200,Gamma201,Gamma202,Gamma210,Gamma211,Gamma212,Gamma220,Gamma221,Gamma222
-4.85714,1.42857,0.0189177,-0.0100041,-0.0234401,-0.0101805,-0.0654443,0.00314245,-0.0235184,0.00273216,-0.0602558,-0.00418297,0.00727625,0.00706583,0.00727131,0.00940047,-0.00268671,0.00695254,-0.0026721,0.00649213,-0.00344907,8.34936e-05,0.0122489,0.000364117,0.020611,0.000171463,0.012218,-5.79811e-05,0.0147315
-4.85714,1.61905,0.0168566,-0.0096436,-0.0253172,-0.00977284,-0.0634856,0.00341698,-0.0253974,0.00299304,-0.0568549,-0.00334212,0.00686623,0.00746392,0.00686174,0.0090478,-0.00287543,0.00734371,-0.00285989,0.00551844,-0.00329534,0.000100131,0.013522,0.000385845,0.0226281,0.000129123,0.0134999,-4.82648e-05,0.0156832
-4.85714,1.80952,0.014737,-0.00925957,-0.0268349,-0.00934382,-0.0614033,0.00364907,-0.0269152,0.00322109,-0.0533134,-0.00250189,0.00644447,0.00771861,0.0064404,0.008675,-0.00301854,0.00759362,-0.00300233,0.00454201,-0.00298163,0.000117368,0.0147921,0.00040092,0.0244235,8.68016e-05,0.0147783,-4.07009e-05,0.0163528
-4.85714,2,0.0126038,-0.00885777,-0.028001,-0.00890046,-0.0592277,0.00383915,-0.0280798,0.00341555,-0.0496977,-0.0016833,0.00601929,0.00783933,0.0060156,0.00828804,-0.00311844,0.00771159,-0.00310184,0.00358658,-0.00252024,0.000134743,0.0160249,0.000409937,0.025996,4.54801e-05,0.0160186,-3.56679e-05,0.0167515
-4.85714,2.19048,0.0104972,-0.00844384,-0.0288318,-0.00844928,-0.0569874,0.00398858,-0.0289077,0.00357644,-0.0460681,-0.000903801,0.00559789,0.00783895,0.00559452,0.00789248,-0.00317855,0.00771028,-0.0031618,0.00267198,-0.00192786,0.00015179,0.0171906,0.000413616,0.0273487,5.95307e-06,0.0171908,-3.33472e-05,0.0168973
-4.85714,2.38095,0.00845135,-0.0080231,-0.02935,-0.00799613,-0.0547085,0.00409948,-0.029422,0.00370443,-0.0424775,-0.000177044,0.00518623,0.00773256,0.00518315,0.00749341,-0.00320297,0.00760457,-0.0031863,0.00181379,-0.00122418,0.000168072,0.0182651,0.000412738,0.0284885,-3.11759e-05,0.0182709,-3.37388e-05,0.0168134
-4.85714,2.57143,0.00649454,-0.00760043,-0.0295832,-0.00754613,-0.0524149,0.00417452,-0.0296505,0.00380078,-0.0389707,0.000487118,0.00478906,0.00753645,0.00478623,0.00709536,-0.00319617,0.00741051,-0.00317979,0.00102338,-0.000430619,0.000183205,0.0192301,0.000408085,0.0294252,-6.54836e-05,0.0192404,-3.66895e-05,0.0165264
-4.85714,2.7619,0.00464867,-0.00718021,-0.0295617,-0.0071036,-0.0501272,0.00421677,-0.029624,0.00386727,-0.0355845,0.0010824,0.00440993,0.00726713,0.00440732,0.00670224,-0.00316277,0.00714437,-0.00314683,0.000308117,0.000430896,0.000196876,0.0200726,0.000400406,0.030171,-9.67081e-05,0.0200865,-4.19285e-05,0.0160647
-4.85714,2.95238,0.00292971,-0.00676626,-0.0293176,-0.00667212,-0.0478634,0.00422952,-0.0293747,0.00390602,-0.0323471,0.00160571,0.00405132,0.00694059,0.00404889,0.00631733,-0.00310726,0.00682193,-0.0030919,-0.000328136,0.0013389,0.000208853,0.0207851,0.000390383,0.0307394,-0.000124724,0.0208016,-4.91048e-05,0.0154573
-4.85714,3.14286,0.00134813,-0.00636182,-0.028883,-0.00625456,-0.0456385,0.00421618,-0.0289347,0.00391944,-0.0292795,0.00205661,0.00371477,0.00657177,0.00371249,0.0059433,-0.00303391,0.00645789,-0.00301923,-0.000884541,0.0022732,0.000218985,0.0213645,0.000378616,0.0311452,-0.000149516,0.0213829,-5.78226e-05,0.0147325
-4.85714,3.33333,-9.04156e-05,-0.00596952,-0.0282889,-0.00585307,-0.0434649,0.00418011,-0.0283355,0.00391011,-0.0263957,0.00243687,0.00340103,0.00617412,0.00339888,0.00558226,-0.00294662,0.00606551,-0.00293269,-0.00136269,0.00321542,0.000227198,0.0218118,0.00036562,0.0314031,-0.000171155,0.0218314,-6.76721e-05,0.0139169
-4.85714,3.52381,-0.00138439,-0.00559146,-0.0275649,-0.00546925,-0.0413525,0.00412457,-0.0276065,0.00388067,-0.0237038,0.0027499,0.0031102,0.00575944,0.00310817,0.00523577,-0.00284888,0.00565642,-0.00283576,-0.00176603,0.00414939,0.000233484,0.0221312,0.000351821,0.0315282,-0.000189774,0.0221513,-7.82547e-05,0.0130353
-4.85714,3.71429,-0.00253564,-0.00522922,-0.0267381,-0.00510415,-0.0393087,0.00405267,-0.0267751,0.00383373,-0.0212068,0.00300028,0.0028419,0.00533775,0.00283996,0.00490496,-0.00274376,0.00524051,-0.00273147,-0.00209936,0.00506131,0.000237893,0.0223292,0.000337567,0.0315351,-0.000205549,0.0223494,-8.92009e-05,0.0121097
-4.85714,3.90476,-0.00354864,-0.00488389,-0.0258332,-0.00475836,-0.0373393,0.00396728,-0.0258658,0.00377186,-0.0189037,0.00319337,0.00259536,0.00491737,0.00259352,0.00459051,-0.00263385,0.00482595,-0.00262239,-0.00236833,0.00593978,0.000240521,0.0224143,0.000323134,0.0314378,-0.000218682,0.0224341,-0.000100183,0.0111594
-4.85714,4.09524,-0.00442991,-0.00455618,-0.0248719,-0.00443212,-0.0354479,0.00387102,-0.0249006,0.00369749,-0.0167902,0.00333491,0.00236957,0.00450495,0.00236782,0.00429278,-0.00252134,0.00441932,-0.00251071,-0.00257911,0.00677585,0.000241485,0.022396,0.000308723,0.0312494,-0.00022939,0.0224152,-0.000110921,0.010201
-4.85714,4.28571,-0.00518736,-0.00424641,-0.023873,-0.00412533,-0.0336371,0.00376622,-0.0238982,0.00361282,-0.0148593,0.00343081,0.00216333,0.00410563,0.00216166,0.00401183,-0.00240808,0.00402568,-0.00239826,-0.002738,0.00756232,0.000240988,0.0222846,0.000294546,0.0309824,-0.000237897,0.0223031,-0.000121191,0.00924859
-4.85714,4.47619,-0.00582972,-0.00395466,-0.0228544,-0.00383769,-0.0319078,0.00365523,-0.0228764,0.00352016,-0.0131023,0.00348685,0.00197535,0.0037235,0.00197377,0.00374749,-0.00229525,0.00364903,-0.00228621,-0.00285131,0.00829587,0.000238951,0.0220906,0.000280486,0.0306477,-0.000244397,0.0221082,-0.000130795,0.00831238
-4.85714,4.66667,-0.00636715,-0.00368055,-0.0218191,-0.00356852,-0.0302598,0.00353817,-0.0218382,0.00341969,-0.0115106,0.00350865,0.00180428,0.00335959,0.00180277,0.00349939,-0.00218605,0.00329039,-0.00217775,-0.00292476,0.00896248,0.00023724,0.0218256,0.000268286,0.0302578,-0.000249289,0.0218421,-0.000139734,0.00741011
-4.85714,4.85714,-0.00680508,-0.00342449,-0.0208308,-0.00331795,-0.028694,0.00342494,-0.0208473,0.00332134,-0.0100681,0.00350106,0.00164889,0.0030238,0.00164746,0.00326721,-0.00207144,0.00295962,-0.00206384,-0.00296541,0.00961299,0.000227831,0.0214942,0.000249991,0.0298127,-0.000251851,0.0215097,-0.000147285,0.0065065
-4.85714,5.04762,-0.00716303,-0.00318327,-0.0197551,-0.00308258,-0.027201,0.00329374,-0.0197696,0.00320345,-0.00882008,0.00346932,0.00150771,0.00269435,0.00150636,0.00304935,-0.00198064,0.00263492,-0.0019737,-0.0029684,0.0101037,0.000233695,0.0211226,0.000247925,0.0293473,-0.000254873,0.0211356,-0.000155157,0.00572538
-4.85714,5.2381,-0.00739813,-0.00296747,-0.0193134,-0.00287261,-0.0258054,0.00326147,-0.0193255,0.00318274,-0.00756883,0.00341405,0.00138117,0.0024852,0.00137988,0.00284837,-0.00175414,0.00243023,-0.00174779,-0.00297343,0.0111409,0.000142246,0.0206465,0.000152051,0.0287232,-0.000246247,0.0206615,-0.000155014,0.00456489
-4.85714,5.42857,-0.00773413,-0.00273055,-0.0165418,-0.00264214,-0.024397,0.00284931,-0.0165523,0.00278183,-0.00231826,0.00335539,0.00126316,0.00192379,0.00126199,0.00265032,-0.00206336,0.00187283,-0.00205769,-0.00354411,0.0098238,0.000416465,0.0203284,0.000414043,0.0285442,-0.000276121,0.0203509,-0.000180202,0.00495074
-4.85714,5.61905,-0.00805999,-0.00256049,-0.013983,-0.00247927,-0.0234207,0.00251346,-0.0139912,0.00245571,-0.0199968,0.00331694,0.00113558,0.00145761,0.00113453,0.00251505,-0.00210718,0.00141139,-0.00210193,-0.000672864,0.00863565,0.00060369,0.0197724,0.000597751,0.0280032,-0.000284867,0.0197818,-0.00019648,0.00434146
-4.85714,5.80952,-0.00872469,-0.00232012,-0.00672359,-0.00225076,-0.0222304,0.00119696,-0.00673061,0.00115405,-0.0352414,0.00330472,0.000982593,9.31557e-05,0.000982005,0.00236354,-0.00506133,5.1091e-05,-0.00505721,0.00143095,0.00201253,0.00192163,0.0208163,0.00185022,0.0313812,-0.000451429,0.0208345,-0.000287506,0.00179974
-4.66667,-5.80952,-0.0093411,-0.00236501,0.00699344,-0.00228709,-0.0222373,-0.00137416,0.00699893,-0.00133058,-0.0359945,0.00355026,0.00100655,2.58002e-05,0.00100585,0.00241151,0.00520233,7.26367e-05,0.00519762,0.00145085,-0.00369689,-0.00193276,0.0215105,-0.00185041,-0.0327001,-0.000476633,0.0215311,-0.000303857,-0.0020558
-4.66667,-5.61905,-0.00872363,-0.00262585,0.0143457,-0.00253472,-0.023533,-0.00276687,0.0143537,-0.00270766,-0.0197299,0.00358703,0.00116045,-0.00140976,0.00115919,0.00258011,0.00199157,-0.00135862,0.00198562,-0.000852029,-0.010312,-0.000551799,0.02042,-0.000544866,-0.0290883,-0.000297079,0.0204318,-0.000207448,-0.00406458
-4.66667,-5.42857,-0.00846131,-0.00280362,0.0166974,-0.00270445,-0.0245445,-0.00306516,0.0167084,-0.00299628,-0.0016398,0.00364989,0.00129068,-0.00183574,0.00128934,0.00272397,0.00215849,-0.0017793,0.00215211,-0.00384466,-0.0112768,-0.000417513,0.0210907,-0.000409532,-0.0298941,-0.000299567,0.0211147,-0.000193928,-0.00411836
-4.66667,-5.2381,-0.00818572,-0.00305441,0.0194523,-0.00294734,-0.0260097,-0.00348917,0.0194655,-0.00340821,-0.00696224,0.0037387,0.0014142,-0.00240403,0.00141271,0.00293469,0.00187629,-0.00234291,0.00186913,-0.00327455,-0.012533,-0.000151318,0.0214979,-0.000155872,-0.0301714,-0.000271414,0.0215143,-0.000168649,-0.00400752
-4.66667,-5.04762,-0.00800404,-0.00328531,0.0199585,-0.00317081,-0.0274655,-0.00353623,0.0199741,-0.00344263,-0.00822092,0.003824,0.00154751,-0.00262665,0.00154595,0.00314921,0.00212207,-0.0025603,0.00211421,-0.00329283,-0.0115153,-0.000246295,0.0220623,-0.000255206,-0.0308855,-0.000281535,0.0220776,-0.000168579,-0.00519392
-4.66667,-4.85714,-0.00769863,-0.0035441,0.0211086,-0.003422,-0.0290273,-0.00368665,0.0211266,-0.00357834,-0.00946823,0.00388682,0.00169703,-0.00297662,0.00169538,0.00338254,0.00222681,-0.00290465,0.00221815,-0.00331711,-0.0110345,-0.000241462,0.0225254,-0.000258731,-0.0314384,-0.000279453,0.0225435,-0.000160048,-0.00601537
-4.66667,-4.66667,-0.00731108,-0.00382011,0.0221844,-0.00369061,-0.0306709,-0.00382012,0.0222053,-0.00369522,-0.0109206,0.00392606,0.0018624,-0.00333774,0.00186064,0.00363224,0.0023573,-0.00325977,0.0023478,-0.00330315,-0.0103902,-0.000251747,0.0229512,-0.000278513,-0.031974,-0.000277781,0.0229705,-0.000151643,-0.00696631
-4.66667,-4.47619,-0.00682112,-0.00411682,0.0233149,-0.00398036,-0.0324068,-0.0039582,0.0233391,-0.00381462,-0.0125336,0.00393603,0.00204541,-0.00373201,0.00204356,0.00390017,0.00248413,-0.00364771,0.00247372,-0.00325563,-0.00971846,-0.00025451,0.0233126,-0.000292668,-0.0324568,-0.000273656,0.0233333,-0.00014164,-0.00792804
-4.66667,-4.28571,-0.00622161,-0.00443406,0.0244388,-0.00429136,-0.0342349,-0.00409104,0.0244668,-0.00392657,-0.0143251,0.00391113,0.00224762,-0.00415023,0.00224566,0.00418686,0.00261612,-0.00405927,0.00260475,-0.00316669,-0.00897011,-0.000257514,0.0236035,-0.000308937,-0.0328856,-0.000267749,0.0236255,-0.000130751,-0.00893409
-4.66667,-4.09524,-0.00550062,-0.00477243,0.0255528,-0.00462459,-0.0361564,-0.0042183,0.025585,-0.00403065,-0.0163063,0.00384484,0.00247078,-0.00459175,0.00246872,0.00449291,0.0027501,-0.00449384,0.00273772,-0.00302953,-0.00815765,-0.000258892,0.0238108,-0.000325637,-0.0332471,-0.000259605,0.023834,-0.000118977,-0.00996759
-4.66667,-3.90476,-0.00464744,-0.00513209,0.0266384,-0.00498064,-0.0381711,-0.00433741,0.0266754,-0.00412427,-0.0184889,0.00373029,0.0027166,-0.0050528,0.00271443,0.00481874,0.00288482,-0.00494771,0.0028714,-0.00283662,-0.0072836,-0.000258668,0.0239222,-0.000342897,-0.0335289,-0.000248972,0.0239465,-0.000106531,-0.0110185
-4.66667,-3.71429,-0.00365192,-0.00551288,0.0276761,-0.00535987,-0.0402775,-0.00444574,0.0277183,-0.00420485,-0.0208826,0.00356029,0.00298674,-0.00552834,0.00298445,0.00516449,0.00301832,-0.00541594,0.00300383,-0.00258015,-0.00635441,-0.000256601,0.0239254,-0.000360527,-0.0337173,-0.00023555,0.0239504,-9.36647e-05,-0.0120724
-4.66667,-3.52381,-0.00250521,-0.00591427,0.0286424,-0.00576231,-0.0424725,-0.00454027,0.0286903,-0.00426954,-0.0234946,0.00332762,0.00328271,-0.00601157,0.00328029,0.00553,0.0031482,-0.00589183,0.00313264,-0.00225233,-0.00537863,-0.000252526,0.0238085,-0.000378329,-0.0337973,-0.000219043,0.0238337,-8.07029e-05,-0.0131121
-4.66667,-3.33333,-0.00120037,-0.00633522,0.0295105,-0.00618758,-0.044751,-0.00461764,0.0295646,-0.00431529,-0.026329,0.00302526,0.00360578,-0.00649373,0.00360322,0.00591471,0.00327153,-0.00636676,0.00325492,-0.00184563,-0.00436762,-0.000246305,0.0235603,-0.000396021,-0.0337527,-0.000199156,0.0235852,-6.80374e-05,-0.0141171
-4.66667,-3.14286,0.000266845,-0.00677415,0.0302506,-0.00663478,-0.0471059,-0.0046742,0.0303112,-0.00433894,-0.0293853,0.00264689,0.00395685,-0.00696389,0.00395411,0.00631761,0.0033848,-0.00682998,0.00336719,-0.00135333,-0.00333561,-0.000237846,0.0231716,-0.000413225,-0.0335665,-0.000175618,0.0231956,-5.61217e-05,-0.0150634
-4.66667,-2.95238,0.00189716,-0.00722887,0.0308293,-0.00710243,-0.0495273,-0.00470601,0.0308968,-0.00433724,-0.0326578,0.00218727,0.00433624,-0.0074089,0.00433332,0.00673713,0.00348392,-0.00726855,0.00346538,-0.000769998,-0.00229978,-0.000227123,0.0226356,-0.000429459,-0.0332209,-0.000148194,0.0226578,-4.54588e-05,-0.0159236
-4.66667,-2.7619,0.00368682,-0.0076965,0.0312113,-0.00758833,-0.0520024,-0.00470896,0.0312857,-0.00430702,-0.0361339,0.00164292,0.00474361,-0.00781339,0.00474045,0.00717108,0.0035642,-0.00766733,0.00354484,-9.21697e-05,-0.00128015,-0.000214192,0.0219489,-0.000444114,-0.032698,-0.000116715,0.0219682,-3.65799e-05,-0.0166677
-4.66667,-2.57143,0.00562671,-0.00817342,0.0313592,-0.00808946,-0.0545154,-0.00467881,0.0314403,-0.00424521,-0.0397933,0.00101272,0.00517763,-0.0081599,0.0051742,0.00761656,0.0036204,-0.00800915,0.00360039,0.000680929,-0.000299239,-0.000199202,0.0211122,-0.000456455,-0.0319797,-8.11054e-05,0.0211276,-3.00141e-05,-0.0172631
-4.66667,-2.38095,0.00770147,-0.0086553,0.0312352,-0.00860192,-0.0570468,-0.00461139,0.0313227,-0.00414908,-0.043607,0.000298607,0.00563587,-0.00842932,0.00563212,0.00806993,0.00364688,-0.0082752,0.00362641,0.00154661,0.00061849,-0.000182407,0.0201316,-0.000465618,-0.0310489,-4.14217e-05,0.0201417,-2.62493e-05,-0.0176759
-4.66667,-2.19048,0.00988873,-0.00913707,0.0308025,-0.00912086,-0.0595738,-0.00450268,0.0308955,-0.00401629,-0.0475361,-0.000493734,0.00611456,-0.00860147,0.00611042,0.00852675,0.00363773,-0.00844563,0.00361705,0.00249799,0.00144749,-0.000164165,0.0190191,-0.000470627,-0.02989,2.11067e-06,0.0190225,-2.56841e-05,-0.017872
-4.66667,-2,0.0121587,-0.00961299,0.0300271,-0.0096404,-0.0620697,-0.00434911,0.0301245,-0.00384509,-0.0515318,-0.00135429,0.00660838,-0.00865599,0.00660379,0.00898179,0.00358706,-0.00850039,0.00356644,0.0035233,0.00216227,-0.000144936,0.0177933,-0.00047042,-0.0284894,4.9058e-05,0.0177888,-2.85756e-05,-0.0178188
-4.66667,-1.80952,0.0144741,-0.0100767,0.0288799,-0.0101537,-0.0645045,-0.0041477,0.02898,-0.00363444,-0.0555351,-0.00226832,0.00711039,-0.00857346,0.0071053,0.00942905,0.00348928,-0.00842038,0.00346906,0.00460545,0.00273877,-0.00012526,0.01648,-0.000463908,-0.0268372,9.87439e-05,0.0164662,-3.49871e-05,-0.0174871
-4.66667,-1.61905,0.0167903,-0.0105215,0.0273387,-0.010653,-0.0668453,-0.00389633,0.0274396,-0.00338415,-0.0594774,-0.00321616,0.007612,-0.00833679,0.00760634,0.00986188,0.00333957,-0.00818879,0.00332009,0.00572187,0.00315597,-0.000105728,0.0151115,-0.000450042,-0.0249274,0.000150226,0.0150872,-4.47423e-05,-0.0168533
-4.66667,-1.42857,0.0190565,-0.0109403,0.0253913,-0.0111298,-0.0690565,-0.00359402,0.0254904,-0.00309491,-0.0632825,-0.00417349,0.00810303,-0.00793271,0.00809675,0.0102731,0.00313426,-0.00779255,0.00311589,0.00684475,0.0033976,-8.69356e-05,0.0137264,-0.000427908,-0.0227596,0.00020229,0.0136907,-5.73965e-05,-0.0159013
-4.66667,-1.2381,0.0212172,-0.0113261,0.0230365,-0.011575,-0.071101,-0.00324112,0.0231312,-0.0027684,-0.0668681,-0.00511199,0.00857199,-0.00735331,0.00856506,0.0106552,0.00287136,-0.00722391,0.00285448,0.00794177,0.00345377,-6.94322e-05,0.0123683,-0.000396831,-0.0203393,0.00025347,0.0123208,-7.22303e-05,-0.0146251
-4.66667,-1.04762,0.023214,-0.0116719,0.0202868,-0.0119793,-0.0729417,-0.00283953,0.020374,-0.00240728,-0.070149,-0.00600039,0.00900648,-0.00659748,0.0089989,0.0110005,0.00255094,-0.00648175,0.00253591,0.00897739,0.00332239,-5.36622e-05,0.0110839,-0.000356485,-0.0176792,0.000302096,0.0110247,-8.82761e-05,-0.0130298
-4.66667,-0.857143,0.0249886,-0.0119712,0.017169,-0.0123334,-0.074542,-0.00239279,0.0172456,-0.00201513,-0.0730411,-0.00680616,0.00939375,-0.00567196,0.00938555,0.0113018,0.00217549,-0.00557272,0.00216265,0.00991463,0.00301025,-3.99093e-05,0.00992098,-0.000306989,-0.014799,0.000346377,0.00985054,-0.000104378,-0.0111339
-4.66667,-0.666667,0.0264859,-0.0122183,0.0137245,-0.0126287,-0.0758685,-0.00190616,0.0137876,-0.00159635,-0.0754651,-0.00749736,0.00972144,-0.00459193,0.00971269,0.0115522,0.00175013,-0.00451174,0.0017398,0.0107172,0.00253344,-2.82544e-05,0.00892526,-0.000248975,-0.0117261,0.000384513,0.00884491,-0.000119285,-0.00896855
-4.66667,-0.47619,0.0276567,-0.0124082,0.0100087,-0.0128576,-0.0768915,-0.00138651,0.0100558,-0.0011561,-0.0773508,-0.00804484,0.00997834,-0.00338099,0.00996913,0.0117456,0.00128258,-0.00332203,0.00127501,0.0113522,0.00191715,-1.85525e-05,0.008138,-0.000183609,-0.00849481,0.000414826,0.00804957,-0.000131773,-0.00657793
-4.66667,-0.285714,0.0284609,-0.012537,0.0060895,-0.0130139,-0.0775875,-0.000842131,0.00611862,-0.000700081,-0.0786416,-0.00842441,0.0101552,-0.00207032,0.0101456,0.0118774,0.000782962,-0.00203425,0.00077834,0.011792,0.00119469,-1.04381e-05,0.00759298,-0.000112565,-0.00514551,0.0004359,0.00749884,-0.000140769,-0.00401738
-4.66667,-0.0952381,0.0288704,-0.0126021,0.00204409,-0.0130931,-0.0779398,-0.000282439,0.00205394,-0.000234439,-0.0792973,-0.00861872,0.0102453,-0.000697198,0.0102356,0.0119442,0.000263265,-0.000685057,0.000261711,0.012017,0.000405772,-3.35942e-06,0.00731423,-3.79313e-05,-0.00172338,0.000446708,0.00721714,-0.000145479,-0.00135109
-4.66667,0.0952381,0.0288704,-0.0126021,-0.00204409,-0.0130931,-0.0779398,0.000282439,-0.00205394,0.000234439,-0.0792973,-0.00861872,0.0102453,0.000697198,0.0102356,0.0119442,-0.000263265,0.000685057,-0.000261711,0.012017,-0.000405772,3.35942e-06,0.00731423,3.79313e-05,0.00172338,0.000446708,0.00721714,-0.000145479,0.00135109
-4.66667,0.285714,0.0284609,-0.012537,-0.0060895,-0.0130139,-0.0775875,0.000842131,-0.00611862,0.000700081,-0.0786416,-0.00842441,0.0101552,0.00207032,0.0101456,0.0118774,-0.000782962,0.00203425,-0.00077834,0.011792,-0.00119469,1.04381e-05,0.00759298,0.000112565,0.00514551,0.0004359,0.00749884,-0.000140769,0.00401738
-4.66667,0.47619,0.0276567,-0.0124082,-0.0100087,-0.0128576,-0.0768915,0.00138651,-0.0100558,0.0011561,-0.0773508,-0.00804484,0.00997834,0.00338099,0.00996913,0.0117456,-0.00128258,0.00332203,-0.00127501,0.0113522,-0.00191715,1.85525e-05,0.008138,0.000183609,0.00849481,0.000414826,0.00804957,-0.000131773,0.00657793
-4.66667,0.666667,0.0264859,-0.0122183,-0.0137245,-0.0126287,-0.0758685,0.00190616,-0.0137876,0.00159635,-0.0754651,-0.00749736,0.00972144,0.00459193,0.00971269,0.0115522,-0.00175013,0.00451174,-0.0017398,0.0107172,-0.00253344,2.82544e-05,0.00892526,0.000248975,0.0117261,0.000384513,0.00884491,-0.000119285,0.00896855
-4.66667,0.857143,0.0249886,-0.0119712,-0.017169,-0.0123334,-0.074542,0.00239279,-0.0172456,0.00201513,-0.0730411,-0.00680616,0.00939375,0.00567196,0.00938555,0.0113018,-0.00217549,0.00557272,-0.00216265,0.00991463,-0.00301025,3.99093e-05,0.00992098,0.000306989,0.014799,0.000346377,0.00985054,-0.000104378,0.0111339
-4.66667,1.04762,0.023214,-0.0116719,-0.0202868,-0.0119793,-0.0729417,0.00283953,-0.020374,0.00240728,-0.070149,-0.00600039,0.00900648,0.00659748,0.0089989,0.0110005,-0.00255094,0.00648175,-0.00253591,0.00897739,-0.00332239,5.36622e-05,0.0110839,0.000356485,0.0176792,0.000302096,0.0110247,-8.82761e-05,0.0130298
-4.66667,1.2381,0.0212172,-0.0113261,-0.0230365,-0.011575,-0.071101,0.00324112,-0.0231312,0.0027684,-0.0668681,-0.00511199,0.00857199,0.00735331,0.00856506,0.0106552,-0.00287136,0.00722391,-0.00285448,0.00794177,-0.00345377,6.94322e-05,0.0123683,0.000396831,0.0203393,0.00025347,0.0123208,-7.22303e-05,0.0146251
-4.66667,1.42857,0.0190565,-0.0109403,-0.0253913,-0.0111298,-0.0690565,0.00359402,-0.0254904,0.00309491,-0.0632825,-0.00417349,0.00810303,0.00793271,0.00809675,0.0102731,-0.00313426,0.00779255,-0.00311589,0.00684475,-0.0033976,8.69356e-05,0.0137264,0.000427908,0.0227596,0.00020229,0.0136907,-5.73965e-05,0.0159013
-4.66667,1.61905,0.0167903,-0.0105215,-0.0273387,-0.010653,-0.0668453,0.00389633,-0.0274396,0.00338415,-0.0594774,-0.00321616,0.007612,0.00833679,0.00760634,0.00986188,-0.00333957,0.00818879,-0.00332009,0.00572187,-0.00315597,0.000105728,0.0151115,0.000450042,0.0249274,0.000150226,0.0150872,-4.47423e-05,0.0168533
-4.66667,1.80952,0.0144741,-0.0100767,-0.0288799,-0.0101537,-0.0645045,0.0041477,-0.02898,0.00363444,-0.0555351,-0.00226832,0.00711039,0.00857346,0.0071053,0.00942905,-0.00348928,0.00842038,-0.00346906,0.00460545,-0.00273877,0.00012526,0.01648,0.000463908,0.0268372,9.87439e-05,0.0164662,-3.49871e-05,0.0174871
-4.66667,2,0.0121587,-0.00961299,-0.0300271,-0.0096404,-0.0620697,0.00434911,-0.0301245,0.00384509,-0.0515318,-0.00135429,0.00660838,0.00865599,0.00660379,0.00898179,-0.00358706,0.00850039,-0.00356644,0.0035233,-0.00216227,0.000144936,0.0177933,0.00047042,0.0284894,4.9058e-05,0.0177888,-2.85756e-05,0.0178188
-4.66667,2.19048,0.00988873,-0.00913707,-0.0308025,-0.00912086,-0.0595738,0.00450268,-0.0308955,0.00401629,-0.0475361,-0.000493734,0.00611456,0.00860147,0.00611042,0.00852675,-0.00363773,0.00844563,-0.00361705,0.00249799,-0.00144749,0.000164165,0.0190191,0.000470627,0.02989,2.11067e-06,0.0190225,-2.56841e-05,0.017872
-4.66667,2.38095,0.00770147,-0.0086553,-0.0312352,-0.00860192,-0.0570468,0.00461139,-0.0313227,0.00414908,-0.043607,0.000298607,0.00563587,0.00842932,0.00563212,0.00806993,-0.00364688,0.0082752,-0.00362641,0.00154661,-0.00061849,0.000182407,0.0201316,0.000465618,0.0310489,-4.14217e-05,0.0201417,-2.62493e-05,0.0176759
-4.66667,2.57143,0.00562671,-0.00817342,-0.0313592,-0.00808946,-0.0545154,0.00467881,-0.0314403,0.00424521,-0.0397933,0.00101272,0.00517763,0.0081599,0.0051742,0.00761656,-0.0036204,0.00800915,-0.00360039,0.000680929,0.000299239,0.000199202,0.0211122,0.000456455,0.0319797,-8.11054e-05,0.0211276,-3.00141e-05,0.0172631
-4.66667,2.7619,0.00368682,-0.0076965,-0.0312113,-0.00758833,-0.0520024,0.00470896,-0.0312857,0.00430702,-0.0361339,0.00164292,0.00474361,0.00781339,0.00474045,0.00717108,-0.0035642,0.00766733,-0.00354484,-9.21697e-05,0.00128015,0.000214192,0.0219489,0.000444114,0.032698,-0.000116715,0.0219682,-3.65799e-05,0.0166677
-4.66667,2.95238,0.00189716,-0.00722887,-0.0308293,-0.00710243,-0.0495273,0.00470601,-0.0308968,0.00433724,-0.0326578,0.00218727,0.00433624,0.0074089,0.00433332,0.00673713,-0.00348392,0.00726855,-0.00346538,-0.000769998,0.00229978,0.000227123,0.0226356,0.000429459,0.0332209,-0.000148194,0.0226578,-4.54588e-05,0.0159236
-4.66667,3.14286,0.000266845,-0.00677415,-0.0302506,-0.00663478,-0.0471059,0.0046742,-0.0303112,0.00433894,-0.0293853,0.00264689,0.00395685,0.00696389,0.00395411,0.00631761,-0.0033848,0.00682998,-0.00336719,-0.00135333,0.00333561,0.000237846,0.0231716,0.000413225,0.0335665,-0.000175618,0.0231956,-5.61217e-05,0.0150634
-4.66667,3.33333,-0.00120037,-0.00633522,-0.0295105,-0.00618758,-0.044751,0.00461764,-0.0295646,0.00431529,-0.026329,0.00302526,0.00360578,0.00649373,0.00360322,0.00591471,-0.00327153,0.00636676,-0.00325492,-0.00184563,0.00436762,0.000246305,0.0235603,0.000396021,0.0337527,-0.000199156,0.0235852,-6.80374e-05,0.0141171
