x,z,rho,p,vx,vy,vz
4.4,7.7,1.26618e-05,3.79861e-06,-0.0160837,0.0435644,1.01432
4.4,7.8,6.39549e-06,1.91867e-06,-0.0151959,0.0427217,1.04921
4.4,7.9,3.16614e-06,9.49846e-07,-0.014359,0.0419256,1.08452
4.4,8,1.53625e-06,4.60875e-07,-0.0135686,0.0411725,1.12028
4.4,8.1,7.30581e-07,2.19175e-07,-0.0128211,0.0404589,1.15649
4.4,8.2,3.40527e-07,1.02158e-07,-0.0121131,0.0397818,1.19316
4.4,8.3,1.55565e-07,4.66694e-08,-0.0114415,0.0391384,1.23031
4.4,8.4,6.9654e-08,2.08962e-08,-0.0108036,0.0385263,1.26796
4.4,8.5,3.05673e-08,9.17019e-09,-0.0101969,0.0379432,1.30612
4.4,8.6,1.31475e-08,3.94425e-09,-0.00961912,0.0373872,1.3448
4.4,8.7,5.54251e-09,1.66275e-09,-0.0090683,0.0368564,1.38402
4.4,8.8,2.29005e-09,6.87015e-10,-0.00854258,0.0363491,1.4238
