x,z,alpha,beta0,beta1,beta2,d_alpha_dt,d_beta0_dt,d_beta1_dt,d_beta2_dt
-9,-9,0.822472,-0.0493918,0.00426305,-0.0510119,-0.0109172,0.000103999,0.000152985,0.00394531
-9,-8.87755,0.822472,-0.0493918,0.00426305,-0.0510119,-0.0109172,0.000103999,0.000152985,0.00394531
-9,-8.7551,0.820983,-0.0501373,0.00435655,-0.051091,-0.0175558,-0.00974066,0.00119702,-0.00164713
-9,-8.63265,0.819478,-0.0508957,0.00445233,-0.0511622,-0.0168164,-0.00849823,0.00107704,-0.000745909
-9,-8.5102,0.817956,-0.0516671,0.00455044,-0.0512251,-0.0169991,-0.00864343,0.00110317,-0.000650977
-9,-8.38776,0.816418,-0.0524515,0.00465092,-0.0512792,-0.0171813,-0.00879006,0.00112982,-0.000551099
-9,-8.26531,0.814864,-0.0532493,0.00475382,-0.0513242,-0.017363,-0.00893801,0.00115699,-0.000446081
-9,-8.14286,0.813293,-0.0540604,0.00485919,-0.0513594,-0.0175438,-0.00908718,0.00118467,-0.000335725
-9,-8.02041,0.811706,-0.054885,0.00496708,-0.0513844,-0.0177234,-0.00923744,0.00121287,-0.000219826
-9,-7.89796,0.810103,-0.0557232,0.00507752,-0.0513988,-0.0179017,-0.00938865,0.00124155,-9.81766e-05
-9,-7.77551,0.808484,-0.056575,0.00519057,-0.0514019,-0.0180784,-0.00954067,0.00127072,2.94355e-05
-9,-7.65306,0.806849,-0.0574405,0.00530626,-0.0513933,-0.018253,-0.00969333,0.00130035,0.000163227
-9,-7.53061,0.805198,-0.0583198,0.00542465,-0.0513723,-0.0184253,-0.00984645,0.00133043,0.000303416
-9,-7.40816,0.803532,-0.0592129,0.00554575,-0.0513385,-0.018595,-0.00999983,0.00136093,0.000450227
-9,-7.28571,0.801851,-0.0601198,0.00566962,-0.0512911,-0.0187617,-0.0101533,0.00139183,0.000603884
-9,-7.16327,0.800155,-0.0610405,0.00579629,-0.0512296,-0.0189249,-0.0103065,0.0014231,0.000764615
-9,-7.04082,0.798445,-0.061975,0.00592579,-0.0511532,-0.0190843,-0.0104593,0.00145471,0.000932646
-9,-6.91837,0.79672,-0.0629231,0.00605815,-0.0510615,-0.0192393,-0.0106114,0.00148662,0.00110821
-9,-6.79592,0.794982,-0.063885,0.00619339,-0.0509535,-0.0193897,-0.0107624,0.00151878,0.00129153
-9,-6.67347,0.79323,-0.0648603,0.00633154,-0.0508288,-0.0195347,-0.0109121,0.00155115,0.00148283
-9,-6.55102,0.791466,-0.0658491,0.0064726,-0.0506864,-0.019674,-0.0110602,0.00158368,0.00168233
-9,-6.42857,0.789689,-0.0668511,0.0066166,-0.0505257,-0.0198069,-0.0112061,0.00161631,0.00189027
-9,-6.30612,0.787901,-0.0678661,0.00676354,-0.0503459,-0.0199329,-0.0113496,0.00164897,0.00210684
-9,-6.18367,0.786101,-0.0688939,0.00691342,-0.0501462,-0.0200514,-0.0114902,0.00168159,0.00233225
-9,-6.06122,0.784292,-0.0699343,0.00706622,-0.0499258,-0.0201617,-0.0116275,0.00171409,0.00256671
-9,-5.93878,0.782472,-0.0709868,0.00722195,-0.0496839,-0.0202632,-0.0117609,0.0017464,0.00281039
-9,-5.81633,0.780645,-0.0720511,0.00738057,-0.0494196,-0.0203551,-0.0118899,0.00177841,0.00306347
-9,-5.69388,0.778809,-0.0731268,0.00754205,-0.0491322,-0.0204367,-0.012014,0.00181003,0.0033261
-9,-5.57143,0.776966,-0.0742135,0.00770636,-0.0488207,-0.0205072,-0.0121327,0.00184115,0.00359843
-9,-5.44898,0.775118,-0.0753105,0.00787344,-0.0484842,-0.020566,-0.0122452,0.00187164,0.00388058
-9,-5.32653,0.773265,-0.0764174,0.00804323,-0.0481219,-0.0206121,-0.0123509,0.00190139,0.00417263
-9,-5.20408,0.771408,-0.0775334,0.00821566,-0.0477328,-0.0206446,-0.0124492,0.00193025,0.00447465
-9,-5.08163,0.769549,-0.078658,0.00839064,-0.0473161,-0.0206628,-0.0125393,0.00195808,0.00478668
-9,-4.95918,0.767689,-0.0797902,0.00856808,-0.0468709,-0.0206657,-0.0126204,0.00198473,0.00510872
-9,-4.83673,0.76583,-0.0809294,0.00874785,-0.0463963,-0.0206524,-0.0126918,0.00201003,0.00544074
-9,-4.71429,0.763972,-0.0820745,0.00892984,-0.0458913,-0.0206219,-0.0127526,0.0020338,0.00578265
-9,-4.59184,0.762118,-0.0832245,0.00911389,-0.0453551,-0.0205733,-0.0128021,0.00205587,0.00613434
-9,-4.46939,0.76027,-0.0843785,0.00929984,-0.0447868,-0.0205056,-0.0128392,0.00207604,0.00649563
-9,-4.34694,0.758428,-0.0855352,0.00948751,-0.0441856,-0.0204178,-0.0128632,0.0020941,0.0068663
-9,-4.22449,0.756595,-0.0866934,0.00967671,-0.0435506,-0.0203089,-0.012873,0.00210985,0.00724604
-9,-4.10204,0.754773,-0.0878519,0.00986721,-0.042881,-0.0201779,-0.0128677,0.00212306,0.00763452
-9,-3.97959,0.752964,-0.0890091,0.0100588,-0.0421761,-0.0200239,-0.0128465,0.00213352,0.00803132
-9,-3.85714,0.75117,-0.0901637,0.0102512,-0.0414352,-0.0198458,-0.0128082,0.00214099,0.00843594
-9,-3.73469,0.749392,-0.091314,0.0104441,-0.0406574,-0.0196428,-0.0127519,0.00214524,0.00884781
-9,-3.61224,0.747635,-0.0924585,0.0106372,-0.0398424,-0.0194137,-0.0126766,0.00214602,0.00926629
-9,-3.4898,0.745899,-0.0935952,0.0108302,-0.0389893,-0.0191579,-0.0125814,0.0021431,0.00969064
-9,-3.36735,0.744187,-0.0947225,0.0110228,-0.0380979,-0.0188743,-0.0124654,0.00213623,0.0101201
-9,-3.2449,0.742502,-0.0958384,0.0112146,-0.0371676,-0.0185623,-0.0123276,0.00212518,0.0105536
-9,-3.12245,0.740847,-0.0969408,0.0114052,-0.0361981,-0.018221,-0.0121671,0.00210972,0.0109903
-9,-3,0.739223,-0.0980277,0.0115942,-0.0351893,-0.0178499,-0.0119832,0.00208962,0.0114291
-9,-2.87755,0.737635,-0.099097,0.0117812,-0.0341409,-0.0174483,-0.011775,0.00206467,0.0118687
-9,-2.7551,0.736084,-0.100146,0.0119657,-0.0330529,-0.0170157,-0.0115418,0.00203467,0.0123079
-9,-2.63265,0.734573,-0.101174,0.0121473,-0.0319255,-0.0165517,-0.0112831,0.00199943,0.0127454
-9,-2.5102,0.733105,-0.102177,0.0123255,-0.0307589,-0.0160562,-0.0109983,0.00195879,0.0131797
-9,-2.38776,0.731684,-0.103153,0.0124997,-0.0295533,-0.0155289,-0.0106871,0.00191261,0.0136092
-9,-2.26531,0.730311,-0.1041,0.0126696,-0.0283094,-0.0149699,-0.0103491,0.00186079,0.0140325
-9,-2.14286,0.72899,-0.105015,0.0128345,-0.0270277,-0.0143794,-0.0099842,0.00180323,0.0144477
-9,-2.02041,0.727724,-0.105896,0.012994,-0.0257091,-0.0137575,-0.00959243,0.00173989,0.0148532
-9,-1.89796,0.726515,-0.106741,0.0131475,-0.0243545,-0.0131049,-0.00917393,0.00167075,0.0152473
-9,-1.77551,0.725366,-0.107546,0.0132945,-0.022965,-0.0124221,-0.00872903,0.00159586,0.0156282
-9,-1.65306,0.724279,-0.108311,0.0134346,-0.0215418,-0.01171,-0.00825823,0.00151528,0.015994
-9,-1.53061,0.723259,-0.109032,0.0135671,-0.0200865,-0.0109695,-0.00776222,0.00142911,0.016343
-9,-1.40816,0.722306,-0.109707,0.0136917,-0.0186007,-0.0102019,-0.00724188,0.00133754,0.0166733
-9,-1.28571,0.721423,-0.110335,0.0138077,-0.0170859,-0.0094085,-0.00669825,0.00124076,0.0169834
-9,-1.16327,0.720613,-0.110913,0.0139148,-0.0155443,-0.00859084,-0.0061326,0.00113902,0.0172713
-9,-1.04082,0.719877,-0.111438,0.0140126,-0.0139778,-0.00775065,-0.00554636,0.00103264,0.0175356
-9,-0.918367,0.719218,-0.11191,0.0141006,-0.0123887,-0.00688978,-0.00494114,0.000921954,0.0177748
-9,-0.795918,0.718638,-0.112327,0.0141784,-0.0107792,-0.00601028,-0.00431872,0.000807356,0.0179873
-9,-0.673469,0.718137,-0.112687,0.0142458,-0.00915178,-0.0051143,-0.00368104,0.000689278,0.018172
-9,-0.55102,0.717718,-0.112989,0.0143024,-0.00750907,-0.00420417,-0.0030302,0.000568187,0.0183277
-9,-0.428571,0.717381,-0.113232,0.014348,-0.00585368,-0.00328228,-0.0023684,0.000444583,0.0184535
-9,-0.306122,0.717127,-0.113415,0.0143824,-0.00418836,-0.00235115,-0.00169796,0.000318996,0.0185485
-9,-0.183673,0.716958,-0.113538,0.0144054,-0.00251589,-0.00141337,-0.00102128,0.000191976,0.0186122
-9,-0.0612245,0.716873,-0.113599,0.0144169,-0.000839108,-0.000471571,-0.000340848,6.40885e-05,0.0186442
-9,0.0612245,0.716873,-0.113599,0.0144169,0.000839108,0.000471571,0.000340848,-6.40885e-05,0.0186442
-9,0.183673,0.716958,-0.113538,0.0144054,0.00251589,0.00141337,0.00102128,-0.000191976,0.0186122
-9,0.306122,0.717127,-0.113415,0.0143824,0.00418836,0.00235115,0.00169796,-0.000318996,0.0185485
-9,0.428571,0.717381,-0.113232,0.014348,0.00585368,0.00328228,0.0023684,-0.000444583,0.0184535
-9,0.55102,0.717718,-0.112989,0.0143024,0.00750907,0.00420417,0.0030302,-0.000568187,0.0183277
-9,0.673469,0.718137,-0.112687,0.0142458,0.00915178,0.0051143,0.00368104,-0.000689278,0.018172
-9,0.795918,0.718638,-0.112327,0.0141784,0.0107792,0.00601028,0.00431872,-0.000807356,0.0179873
-9,0.918367,0.719218,-0.11191,0.0141006,0.0123887,0.00688978,0.00494114,-0.000921954,0.0177748
-9,1.04082,0.719877,-0.111438,0.0140126,0.0139778,0.00775065,0.00554636,-0.00103264,0.0175356
-9,1.16327,0.720613,-0.110913,0.0139148,0.0155443,0.00859084,0.0061326,-0.00113902,0.0172713
-9,1.28571,0.721423,-0.110335,0.0138077,0.0170859,0.0094085,0.00669825,-0.00124076,0.0169834
-9,1.40816,0.722306,-0.109707,0.0136917,0.0186007,0.0102019,0.00724188,-0.00133754,0.0166733
-9,1.53061,0.723259,-0.109032,0.0135671,0.0200865,0.0109695,0.00776222,-0.00142911,0.016343
-9,1.65306,0.724279,-0.108311,0.0134346,0.0215418,0.01171,0.00825823,-0.00151528,0.015994
-9,1.77551,0.725366,-0.107546,0.0132945,0.022965,0.0124221,0.00872903,-0.00159586,0.0156282
-9,1.89796,0.726515,-0.106741,0.0131475,0.0243545,0.0131049,0.00917393,-0.00167075,0.0152473
-9,2.02041,0.727724,-0.105896,0.012994,0.0257091,0.0137575,0.00959243,-0.00173989,0.0148532
-9,2.14286,0.72899,-0.105015,0.0128345,0.0270277,0.0143794,0.0099842,-0.00180323,0.0144477
-9,2.26531,0.730311,-0.1041,0.0126696,0.0283094,0.0149699,0.0103491,-0.00186079,0.0140325
-9,2.38776,0.731684,-0.103153,0.0124997,0.0295533,0.0155289,0.0106871,-0.00191261,0.0136092
-9,2.5102,0.733105,-0.102177,0.0123255,0.0307589,0.0160562,0.0109983,-0.00195879,0.0131797
-9,2.63265,0.734573,-0.101174,0.0121473,0.0319255,0.0165517,0.0112831,-0.00199943,0.0127454
-9,2.7551,0.736084,-0.100146,0.0119657,0.0330529,0.0170157,0.0115418,-0.00203467,0.0123079
-9,2.87755,0.737635,-0.099097,0.0117812,0.0341409,0.0174483,0.011775,-0.00206467,0.0118687
-9,3,0.739223,-0.0980277,0.0115942,0.0351893,0.0178499,0.0119832,-0.00208962,0.0114291
-9,3.12245,0.740847,-0.0969408,0.0114052,0.0361981,0.018221,0.0121671,-0.00210972,0.0109903
-9,3.2449,0.742502,-0.0958384,0.0112146,0.0371676,0.0185623,0.0123276,-0.00212518,0.0105536
-9,3.36735,0.744187,-0.0947225,0.0110228,0.0380979,0.0188743,0.0124654,-0.00213623,0.0101201
-9,3.4898,0.745899,-0.0935952,0.0108302,0.0389893,0.0191579,0.0125814,-0.0021431,0.00969064
-9,3.61224,0.747635,-0.0924585,0.0106372,0.0398424,0.0194137,0.0126766,-0.00214602,0.00926629
-9,3.73469,0.749392,-0.091314,0.0104441,0.0406574,0.0196428,0.0127519,-0.00214524,0.00884781
-9,3.85714,0.75117,-0.0901637,0.0102512,0.0414352,0.0198458,0.0128082,-0.00214099,0.00843594
-9,3.97959,0.752964,-0.0890091,0.0100588,0.0421761,0.0200239,0.0128465,-0.00213352,0.00803132
-9,4.10204,0.754773,-0.0878519,0.00986721,0.042881,0.0201779,0.0128677,-0.00212306,0.00763452
-9,4.22449,0.756595,-0.0866934,0.00967671,0.0435506,0.0203089,0.012873,-0.00210985,0.00724604
-9,4.34694,0.758428,-0.0855352,0.00948751,0.0441856,0.0204178,0.0128632,-0.0020941,0.0068663
-9,4.46939,0.76027,-0.0843785,0.00929984,0.0447868,0.0205056,0.0128392,-0.00207604,0.00649563
-9,4.59184,0.762118,-0.0832245,0.00911389,0.0453551,0.0205733,0.0128021,-0.00205587,0.00613434
-9,4.71429,0.763972,-0.0820745,0.00892984,0.0458913,0.0206219,0.0127526,-0.0020338,0.00578265
-9,4.83673,0.76583,-0.0809294,0.00874785,0.0463963,0.0206524,0.0126918,-0.00201003,0.00544074
-9,4.95918,0.767689,-0.0797902,0.00856808,0.0468709,0.0206657,0.0126204,-0.00198473,0.00510872
-9,5.08163,0.769549,-0.078658,0.00839064,0.0473161,0.0206628,0.0125393,-0.00195808,0.00478668
-9,5.20408,0.771408,-0.0775334,0.00821566,0.0477328,0.0206446,0.0124492,-0.00193025,0.00447465
-9,5.32653,0.773265,-0.0764174,0.00804323,0.0481219,0.0206121,0.0123509,-0.00190139,0.00417263
-9,5.44898,0.775118,-0.0753105,0.00787344,0.0484842,0.020566,0.0122452,-0.00187164,0.00388058
-9,5.57143,0.776966,-0.0742135,0.00770636,0.0488207,0.0205072,0.0121327,-0.00184115,0.00359843
-9,5.69388,0.778809,-0.0731268,0.00754205,0.0491322,0.0204367,0.012014,-0.00181003,0.0033261
-9,5.81633,0.780645,-0.0720511,0.00738057,0.0494196,0.0203551,0.0118899,-0.00177841,0.00306347
-9,5.93878,0.782472,-0.0709868,0.00722195,0.0496839,0.0202632,0.0117609,-0.0017464,0.00281039
-9,6.06122,0.784292,-0.0699343,0.00706622,0.0499258,0.0201617,0.0116275,-0.00171409,0.00256671
-9,6.18367,0.786101,-0.0688939,0.00691342,0.0501462,0.0200514,0.0114902,-0.00168159,0.00233225
-9,6.30612,0.787901,-0.0678661,0.00676354,0.0503459,0.0199329,0.0113496,-0.00164897,0.00210684
-9,6.42857,0.789689,-0.0668511,0.0066166,0.0505257,0.0198069,0.0112061,-0.00161631,0.00189027
-9,6.55102,0.791466,-0.0658491,0.0064726,0.0506864,0.019674,0.0110602,-0.00158368,0.00168233
-9,6.67347,0.79323,-0.0648603,0.00633154,0.0508288,0.0195347,0.0109121,-0.00155115,0.00148283
-9,6.79592,0.794982,-0.063885,0.00619339,0.0509535,0.0193897,0.0107624,-0.00151878,0.00129153
-9,6.91837,0.79672,-0.0629231,0.00605815,0.0510615,0.0192393,0.0106114,-0.00148662,0.00110821
-9,7.04082,0.798445,-0.061975,0.00592579,0.0511532,0.0190843,0.0104593,-0.00145471,0.000932646
-9,7.16327,0.800155,-0.0610405,0.00579629,0.0512296,0.0189249,0.0103065,-0.0014231,0.000764615
-9,7.28571,0.801851,-0.0601198,0.00566962,0.0512911,0.0187617,0.0101533,-0.00139183,0.000603884
-9,7.40816,0.803532,-0.0592129,0.00554575,0.0513385,0.018595,0.00999983,-0.00136093,0.000450227
-9,7.53061,0.805198,-0.0583198,0.00542465,0.0513723,0.0184253,0.00984645,-0.00133043,0.000303416
-9,7.65306,0.806849,-0.0574405,0.00530626,0.0513933,0.018253,0.00969333,-0.00130035,0.000163227
-9,7.77551,0.808484,-0.056575,0.00519057,0.0514019,0.0180784,0.00954067,-0.00127072,2.94355e-05
-9,7.89796,0.810103,-0.0557232,0.00507752,0.0513988,0.0179017,0.00938865,-0.00124155,-9.81766e-05
-9,8.02041,0.811706,-0.054885,0.00496708,0.0513844,0.0177234,0.00923744,-0.00121287,-0.000219826
-9,8.14286,0.813293,-0.0540604,0.00485919,0.0513594,0.0175438,0.00908718,-0.00118467,-0.000335725
-9,8.26531,0.814864,-0.0532493,0.00475382,0.0513242,0.017363,0.00893801,-0.00115699,-0.000446081
-9,8.38776,0.816418,-0.0524515,0.00465092,0.0512792,0.0171813,0.00879006,-0.00112982,-0.000551099
-9,8.5102,0.817956,-0.0516671,0.00455044,0.0512251,0.0169991,0.00864343,-0.00110317,-0.000650977
-9,8.63265,0.819478,-0.0508957,0.00445233,0.0511622,0.0168164,0.00849823,-0.00107704,-0.000745909
-9,8.7551,0.820983,-0.0501373,0.00435655,0.051091,0.0175558,0.00974066,-0.00119702,-0.00164713
-9,8.87755,0.822472,-0.0493918,0.00426305,0.0510119,0.0109172,-0.000103999,-0.000152985,0.00394531
-9,9,0.822472,-0.0493918,0.00426305,0.0510119,0.0109172,-0.000103999,-0.000152985,0.00394531
-8.87755,-9,0.822472,-0.0493918,0.00426305,-0.0510119,-0.0109172,0.000103999,0.000152985,0.00394531
-8.87755,-8.87755,0.821996,-0.0486391,0.00419808,-0.0502344,-0.0109547,0.000100937,0.000150782,0.00388369
-8.87755,-8.7551,0.8205,-0.0493737,0.0042902,-0.0503128,-0.0176397,-0.00959776,0.00117927,-0.00162762
-8.87755,-8.63265,0.818988,-0.0501209,0.00438455,-0.0503834,-0.016895,-0.00837395,0.00106109,-0.000739662
-8.87755,-8.5102,0.817459,-0.050881,0.00448121,-0.0504458,-0.0170788,-0.00851718,0.00108685,-0.000646274
-8.87755,-8.38776,0.815914,-0.0516541,0.0045802,-0.0504996,-0.0172622,-0.00866183,0.00111312,-0.000548014
-8.87755,-8.26531,0.814352,-0.0524402,0.00468159,-0.0505443,-0.017445,-0.00880779,0.00113991,-0.000444691
-8.87755,-8.14286,0.812774,-0.0532395,0.0047854,-0.0505795,-0.0176269,-0.00895496,0.0011672,-0.000336107
-8.87755,-8.02041,0.811179,-0.0540521,0.0048917,-0.0506046,-0.0178077,-0.00910321,0.001195,-0.000222063
-8.87755,-7.89796,0.809568,-0.0548781,0.00500052,-0.0506193,-0.0179872,-0.00925241,0.00122328,-0.000102352
-8.87755,-7.77551,0.807941,-0.0557176,0.0051119,-0.0506229,-0.0181649,-0.00940241,0.00125204,2.32345e-05
-8.87755,-7.65306,0.806299,-0.0565706,0.0052259,-0.0506149,-0.0183407,-0.00955305,0.00128126,0.00015491
-8.87755,-7.53061,0.80464,-0.0574371,0.00534254,-0.0505948,-0.0185142,-0.00970416,0.00131092,0.000292892
-8.87755,-7.40816,0.802966,-0.0583173,0.00546187,-0.050562,-0.018685,-0.00985553,0.001341,0.000437399
-8.87755,-7.28571,0.801277,-0.0592111,0.00558393,-0.0505159,-0.0188527,-0.010007,0.00137147,0.000588654
-8.87755,-7.16327,0.799573,-0.0601186,0.00570875,-0.0504558,-0.019017,-0.0101582,0.00140231,0.000746881
-8.87755,-7.04082,0.797854,-0.0610396,0.00583636,-0.0503812,-0.0191774,-0.010309,0.00143348,0.000912306
-8.87755,-6.91837,0.796121,-0.0619742,0.00596679,-0.0502914,-0.0193335,-0.0104591,0.00146495,0.00108515
-8.87755,-6.79592,0.794374,-0.0629222,0.00610006,-0.0501857,-0.0194849,-0.0106083,0.00149667,0.00126565
-8.87755,-6.67347,0.792614,-0.0638836,0.00623619,-0.0500633,-0.0196309,-0.0107561,0.0015286,0.00145401
-8.87755,-6.55102,0.790841,-0.0648583,0.00637521,-0.0499237,-0.0197711,-0.0109022,0.00156069,0.00165047
-8.87755,-6.42857,0.789055,-0.065846,0.00651712,-0.049766,-0.019905,-0.0110464,0.00159287,0.00185524
-8.87755,-6.30612,0.787258,-0.0668465,0.00666193,-0.0495895,-0.0200318,-0.0111881,0.00162509,0.00206852
-8.87755,-6.18367,0.78545,-0.0678597,0.00680963,-0.0493934,-0.0201511,-0.011327,0.00165727,0.00229052
-8.87755,-6.06122,0.783631,-0.0688853,0.00696023,-0.0491769,-0.0202622,-0.0114625,0.00168934,0.00252145
-8.87755,-5.93878,0.781803,-0.0699229,0.00711371,-0.0489393,-0.0203644,-0.0115943,0.00172122,0.00276147
-8.87755,-5.81633,0.779966,-0.0709721,0.00727004,-0.0486796,-0.020457,-0.0117218,0.0017528,0.00301076
-8.87755,-5.69388,0.778121,-0.0720327,0.0074292,-0.0483971,-0.0205393,-0.0118445,0.001784,0.00326948
-8.87755,-5.57143,0.776269,-0.073104,0.00759115,-0.0480908,-0.0206104,-0.0119617,0.00181471,0.00353776
-8.87755,-5.44898,0.774411,-0.0741856,0.00775583,-0.04776,-0.0206696,-0.012073,0.0018448,0.00381573
-8.87755,-5.32653,0.772549,-0.0752769,0.00792319,-0.0474037,-0.0207161,-0.0121775,0.00187416,0.00410347
-8.87755,-5.20408,0.770683,-0.0763773,0.00809315,-0.0470211,-0.0207491,-0.0122747,0.00190265,0.00440105
-8.87755,-5.08163,0.768815,-0.0774861,0.00826564,-0.0466112,-0.0207675,-0.0123638,0.00193013,0.00470851
-8.87755,-4.95918,0.766945,-0.0786026,0.00844054,-0.0461732,-0.0207706,-0.0124442,0.00195644,0.00502585
-8.87755,-4.83673,0.765076,-0.0797258,0.00861776,-0.0457062,-0.0207574,-0.0125149,0.00198142,0.00535303
-8.87755,-4.71429,0.763209,-0.0808549,0.00879715,-0.0452094,-0.0207269,-0.0125752,0.0020049,0.00568999
-8.87755,-4.59184,0.761346,-0.081989,0.00897859,-0.0446818,-0.0206782,-0.0126243,0.00202669,0.0060366
-8.87755,-4.46939,0.759488,-0.0831269,0.0091619,-0.0441225,-0.0206103,-0.0126612,0.00204662,0.00639268
-8.87755,-4.34694,0.757637,-0.0842676,0.00934692,-0.0435308,-0.0205221,-0.0126852,0.00206447,0.00675802
-8.87755,-4.22449,0.755795,-0.0854098,0.00953344,-0.0429058,-0.0204128,-0.0126952,0.00208004,0.00713234
-8.87755,-4.10204,0.753963,-0.0865523,0.00972125,-0.0422467,-0.0202813,-0.0126903,0.00209311,0.00751528
-8.87755,-3.97959,0.752145,-0.0876936,0.00991012,-0.0415528,-0.0201266,-0.0126697,0.00210347,0.00790643
-8.87755,-3.85714,0.750341,-0.0888323,0.0100998,-0.0408233,-0.0199477,-0.0126322,0.00211088,0.00830532
-8.87755,-3.73469,0.748555,-0.0899669,0.01029,-0.0400576,-0.0197436,-0.012577,0.00211511,0.00871138
-8.87755,-3.61224,0.746788,-0.0910956,0.0104804,-0.0392551,-0.0195135,-0.0125031,0.00211592,0.00912396
-8.87755,-3.4898,0.745043,-0.0922169,0.0106707,-0.0384151,-0.0192564,-0.0124095,0.00211308,0.00954236
-8.87755,-3.36735,0.743323,-0.0933287,0.0108606,-0.0375373,-0.0189714,-0.0122954,0.00210636,0.00996576
-8.87755,-3.2449,0.741629,-0.0944294,0.0110498,-0.0366212,-0.0186578,-0.0121597,0.0020955,0.0103933
-8.87755,-3.12245,0.739965,-0.0955168,0.0112377,-0.0356664,-0.0183149,-0.0120017,0.0020803,0.0108239
-8.87755,-3,0.738333,-0.096589,0.0114241,-0.0346728,-0.0179418,-0.0118205,0.00206052,0.0112566
-8.87755,-2.87755,0.736737,-0.0976438,0.0116084,-0.0336402,-0.0175381,-0.0116154,0.00203596,0.0116901
-8.87755,-2.7551,0.735177,-0.098679,0.0117904,-0.0325686,-0.0171033,-0.0113857,0.00200641,0.0121233
-8.87755,-2.63265,0.733659,-0.0996925,0.0119694,-0.0314581,-0.016637,-0.0111307,0.00197169,0.0125548
-8.87755,-2.5102,0.732184,-0.100682,0.0121451,-0.0303088,-0.016139,-0.01085,0.00193165,0.0129831
-8.87755,-2.38776,0.730755,-0.101645,0.012317,-0.0291213,-0.015609,-0.0105432,0.00188615,0.0134067
-8.87755,-2.26531,0.729375,-0.102579,0.0124845,-0.0278958,-0.0150471,-0.01021,0.00183507,0.0138242
-8.87755,-2.14286,0.728047,-0.103482,0.0126471,-0.0266331,-0.0144535,-0.00985016,0.00177833,0.0142338
-8.87755,-2.02041,0.726774,-0.104351,0.0128044,-0.025334,-0.0138284,-0.00946382,0.00171589,0.0146338
-8.87755,-1.89796,0.725559,-0.105184,0.0129558,-0.0239994,-0.0131724,-0.00905109,0.00164774,0.0150226
-8.87755,-1.77551,0.724404,-0.105979,0.0131008,-0.0226304,-0.0124861,-0.00861229,0.0015739,0.0153983
-8.87755,-1.65306,0.723313,-0.106734,0.0132389,-0.0212282,-0.0117703,-0.00814792,0.00149444,0.0157591
-8.87755,-1.53061,0.722287,-0.107445,0.0133697,-0.0197942,-0.011026,-0.00765865,0.00140948,0.0161034
-8.87755,-1.40816,0.721329,-0.108112,0.0134925,-0.0183301,-0.0102544,-0.00714535,0.00131918,0.0164293
-8.87755,-1.28571,0.720441,-0.108731,0.013607,-0.0168375,-0.00945694,-0.00660905,0.00122374,0.0167352
-8.87755,-1.16327,0.719627,-0.109301,0.0137126,-0.0153184,-0.00863507,-0.00605101,0.00112341,0.0170193
-8.87755,-1.04082,0.718888,-0.109819,0.013809,-0.0137748,-0.00779054,-0.00547262,0.0010185,0.01728
-8.87755,-0.918367,0.718225,-0.110285,0.0138958,-0.0122088,-0.00692524,-0.00487549,0.000909335,0.017516
-8.87755,-0.795918,0.717642,-0.110696,0.0139726,-0.0106227,-0.0060412,-0.00426138,0.000796312,0.0177257
-8.87755,-0.673469,0.717139,-0.111052,0.0140391,-0.00901895,-0.00514061,-0.0036322,0.000679853,0.0179079
-8.87755,-0.55102,0.716717,-0.11135,0.0140949,-0.00740011,-0.00422579,-0.00299001,0.00056042,0.0180615
-8.87755,-0.428571,0.716378,-0.11159,0.0141399,-0.00576876,-0.00329916,-0.00233699,0.000438508,0.0181856
-8.87755,-0.306122,0.716123,-0.11177,0.0141738,-0.0041276,-0.00236324,-0.00167545,0.000314638,0.0182794
-8.87755,-0.183673,0.715953,-0.111891,0.0141965,-0.0024794,-0.00142064,-0.00100775,0.000189353,0.0183422
-8.87755,-0.0612245,0.715868,-0.111952,0.0142078,-0.000826938,-0.000473996,-0.000336331,6.32132e-05,0.0183738
-8.87755,0.0612245,0.715868,-0.111952,0.0142078,0.000826938,0.000473996,0.000336331,-6.32132e-05,0.0183738
-8.87755,0.183673,0.715953,-0.111891,0.0141965,0.0024794,0.00142064,0.00100775,-0.000189353,0.0183422
-8.87755,0.306122,0.716123,-0.11177,0.0141738,0.0041276,0.00236324,0.00167545,-0.000314638,0.0182794
-8.87755,0.428571,0.716378,-0.11159,0.0141399,0.00576876,0.00329916,0.00233699,-0.000438508,0.0181856
-8.87755,0.55102,0.716717,-0.11135,0.0140949,0.00740011,0.00422579,0.00299001,-0.00056042,0.0180615
-8.87755,0.673469,0.717139,-0.111052,0.0140391,0.00901895,0.00514061,0.0036322,-0.000679853,0.0179079
-8.87755,0.795918,0.717642,-0.110696,0.0139726,0.0106227,0.0060412,0.00426138,-0.000796312,0.0177257
-8.87755,0.918367,0.718225,-0.110285,0.0138958,0.0122088,0.00692524,0.00487549,-0.000909335,0.017516
-8.87755,1.04082,0.718888,-0.109819,0.013809,0.0137748,0.00779054,0.00547262,-0.0010185,0.01728
-8.87755,1.16327,0.719627,-0.109301,0.0137126,0.0153184,0.00863507,0.00605101,-0.00112341,0.0170193
-8.87755,1.28571,0.720441,-0.108731,0.013607,0.0168375,0.00945694,0.00660905,-0.00122374,0.0167352
-8.87755,1.40816,0.721329,-0.108112,0.0134925,0.0183301,0.0102544,0.00714535,-0.00131918,0.0164293
