x,z,rho,p,vx,vy,vz
-0.8,0.1,0.108,0.038232,-0.0841559,-2.15681,0.0360965
-0.8,0.2,0.118254,0.0424682,-0.0779955,-2.20659,0.0435455
-0.8,0.3,0.128312,0.0467257,-0.0708689,-2.25471,0.049638
-0.8,0.4,0.137969,0.0509085,-0.0628602,-2.30047,0.0538856
-0.8,0.5,0.147013,0.0549104,-0.0541683,-2.34312,0.055794
-0.8,0.6,0.155236,0.0586197,-0.0451251,-2.38185,0.054926
-0.8,0.7,0.162438,0.0619243,-0.0361969,-2.41583,0.0509809
-0.8,0.8,0.168439,0.0647177,-0.0279579,-2.44423,0.0438791
-0.8,0.9,0.173086,0.0669051,-0.0210339,-2.46631,0.03383
-0.8,1,0.176254,0.0684091,-0.0160194,-2.48142,0.0213639
-0.8,1.1,0.17786,0.0691752,-0.0133827,-2.4891,0.00730653
-0.8,1.2,0.17786,0.0691752,-0.0133827,-2.4891,-0.00730653
-0.8,1.3,0.176254,0.0684091,-0.0160194,-2.48142,-0.0213639
-0.8,1.4,0.173086,0.0669051,-0.0210339,-2.46631,-0.03383
-0.8,1.5,0.168439,0.0647177,-0.0279579,-2.44423,-0.0438791
-0.8,1.6,0.162438,0.0619243,-0.0361969,-2.41583,-0.0509809
-0.8,1.7,0.155236,0.0586197,-0.0451251,-2.38185,-0.054926
-0.8,1.8,0.147013,0.0549104,-0.0541683,-2.34312,-0.055794
-0.8,1.9,0.137969,0.0509085,-0.0628602,-2.30047,-0.0538856
-0.8,2,0.128312,0.0467257,-0.0708689,-2.25471,-0.049638
-0.8,2.1,0.118254,0.0424682,-0.0779955,-2.20659,-0.0435455
-0.8,2.2,0.108,0.038232,-0.0841559,-2.15681,-0.0360965
-0.8,2.3,0.0977446,0.0341004,-0.0893539,-2.10597,-0.0277309
-0.8,2.4,0.0876643,0.0301418,-0.0936527,-2.05461,-0.0188176
-0.8,2.5,0.0779136,0.0264094,-0.09715,-2.00317,-0.00964673
-0.8,2.6,0.0686223,0.0229412,-0.099959,-1.95203,-0.000433279
-0.8,2.7,0.0598932,0.0197615,-0.102194,-1.90151,0.00867368
-0.8,2.8,0.0518025,0.0168825,-0.103963,-1.85183,0.0175792
-0.8,2.9,0.0444001,0.0143057,-0.105361,-1.80321,0.02623
-0.8,3,0.037712,0.0120247,-0.106469,-1.75577,0.0346035
-0.8,3.1,0.031742,0.0100264,-0.107352,-1.70963,0.0426984
-0.8,3.2,0.0264759,0.00829327,-0.108066,-1.66486,0.0505267
-0.8,3.3,0.0218841,0.00680468,-0.108649,-1.6215,0.0581081
-0.8,3.4,0.0179253,0.00553825,-0.109134,-1.57957,0.0654657
-0.8,3.5,0.0145501,0.00447088,-0.109543,-1.53909,0.0726235
-0.8,3.6,0.0117038,0.00357961,-0.109892,-1.50003,0.0796041
-0.8,3.7,0.00932923,0.00284229,-0.110192,-1.46239,0.0864277
-0.8,3.8,0.00736931,0.00223795,-0.11045,-1.42613,0.0931121
-0.8,3.9,0.00576858,0.00174721,-0.110671,-1.39121,0.099671
-0.8,4,0.00447478,0.00135245,-0.110858,-1.3576,0.106117
-0.8,4.1,0.00343982,0.00103786,-0.111009,-1.32526,0.112424
-0.8,4.2,0.00262036,0.00078954,-0.111319,-1.29413,0.0567533
-0.8,4.3,0.00262036,0.00078954,-0.0723721,-1.29339,0.0283959
-0.7,-2,0.00311319,0.000938802,-0.0711819,-1.24513,-0.028942
-0.7,-1.9,0.00311319,0.000938802,-0.108449,-1.24572,-0.0578503
-0.7,-1.8,0.00408677,0.00123438,-0.108278,-1.27661,-0.113735
-0.7,-1.7,0.00531639,0.00160905,-0.10831,-1.30875,-0.107507
-0.7,-1.6,0.00685352,0.00207954,-0.108327,-1.34224,-0.101146
-0.7,-1.5,0.00875531,0.00266492,-0.108337,-1.37712,-0.0946719
-0.7,-1.4,0.0110838,0.00338658,-0.108338,-1.41343,-0.0880706
-0.7,-1.3,0.013905,0.00426816,-0.10833,-1.45124,-0.0813237
-0.7,-1.2,0.0172866,0.0053354,-0.108309,-1.49058,-0.0744074
-0.7,-1.1,0.0212966,0.00661576,-0.108267,-1.5315,-0.0672932
-0.7,-1,0.026,0.00813799,-0.108191,-1.57401,-0.0599481
-0.7,-0.9,0.0314554,0.00993135,-0.108062,-1.61814,-0.052335
-0.7,-0.8,0.037712,0.0120247,-0.10785,-1.66389,-0.0444146
-0.7,-0.7,0.0448047,0.0144451,-0.107514,-1.71124,-0.0361481
-0.7,-0.6,0.0527508,0.0172166,-0.106999,-1.76013,-0.0275014
-0.7,-0.5,0.0615453,0.0203575,-0.106232,-1.81048,-0.0184519
-0.7,-0.4,0.0711577,0.023879,-0.105122,-1.86218,-0.00899682
-0.7,-0.3,0.0815285,0.027782,-0.103556,-1.91504,0.000834495
-0.7,-0.2,0.0925674,0.0320546,-0.101402,-1.96884,0.0109663
-0.7,-0.1,0.104152,0.0366694,-0.0985116,-2.02328,0.0212593
-0.7,1.11022e-16,0.116128,0.0415813,-0.0947242,-2.07797,0.0314917
-0.7,0.1,0.128312,0.0467257,-0.0898865,-2.13245,0.0413423
-0.7,0.2,0.140495,0.0520178,-0.0838717,-2.18616,0.0503775
-0.7,0.3,0.152445,0.0573532,-0.0766125,-2.23843,0.0580519
-0.7,0.4,0.163918,0.0626099,-0.0681409,-2.2885,0.063727
-0.7,0.5,0.174663,0.0676524,-0.0586316,-2.33549,0.0667191
-0.7,0.6,0.184432,0.072337,-0.0484384,-2.37847,0.0663808
-0.7,0.7,0.192988,0.0765188,-0.0381102,-2.41643,0.0622139
-0.7,0.8,0.200119,0.0800595,-0.0283683,-2.44837,0.0539991
-0.7,0.9,0.205639,0.0828354,-0.0200368,-2.47332,0.0419126
-0.7,1,0.209404,0.084746,-0.0139252,-2.49047,0.0265923
-0.7,1.1,0.211312,0.0857197,-0.0106865,-2.49921,0.00911657
-0.7,1.2,0.211312,0.0857197,-0.0106865,-2.49921,-0.00911657
-0.7,1.3,0.209404,0.084746,-0.0139252,-2.49047,-0.0265923
-0.7,1.4,0.205639,0.0828354,-0.0200368,-2.47332,-0.0419126
-0.7,1.5,0.200119,0.0800595,-0.0283683,-2.44837,-0.0539991
-0.7,1.6,0.192988,0.0765188,-0.0381102,-2.41643,-0.0622139
-0.7,1.7,0.184432,0.072337,-0.0484384,-2.37847,-0.0663808
-0.7,1.8,0.174663,0.0676524,-0.0586316,-2.33549,-0.0667191
-0.7,1.9,0.163918,0.0626099,-0.0681409,-2.2885,-0.063727
-0.7,2,0.152445,0.0573532,-0.0766125,-2.23843,-0.0580519
-0.7,2.1,0.140495,0.0520178,-0.0838717,-2.18616,-0.0503775
-0.7,2.2,0.128312,0.0467257,-0.0898865,-2.13245,-0.0413423
-0.7,2.3,0.116128,0.0415813,-0.0947242,-2.07797,-0.0314917
-0.7,2.4,0.104152,0.0366694,-0.0985116,-2.02328,-0.0212593
-0.7,2.5,0.0925674,0.0320546,-0.101402,-1.96884,-0.0109663
-0.7,2.6,0.0815285,0.027782,-0.103556,-1.91504,-0.000834495
-0.7,2.7,0.0711577,0.023879,-0.105122,-1.86218,0.00899682
-0.7,2.8,0.0615453,0.0203575,-0.106232,-1.81048,0.0184519
-0.7,2.9,0.0527508,0.0172166,-0.106999,-1.76013,0.0275014
-0.7,3,0.0448047,0.0144451,-0.107514,-1.71124,0.0361481
-0.7,3.1,0.037712,0.0120247,-0.10785,-1.66389,0.0444146
-0.7,3.2,0.0314554,0.00993135,-0.108062,-1.61814,0.052335
-0.7,3.3,0.026,0.00813799,-0.108191,-1.57401,0.0599481
-0.7,3.4,0.0212966,0.00661576,-0.108267,-1.5315,0.0672932
-0.7,3.5,0.0172866,0.0053354,-0.108309,-1.49058,0.0744074
-0.7,3.6,0.013905,0.00426816,-0.10833,-1.45124,0.0813237
-0.7,3.7,0.0110838,0.00338658,-0.108338,-1.41343,0.0880706
-0.7,3.8,0.00875531,0.00266492,-0.108337,-1.37712,0.0946719
-0.7,3.9,0.00685352,0.00207954,-0.108327,-1.34224,0.101146
-0.7,4,0.00531639,0.00160905,-0.10831,-1.30875,0.107508
-0.7,4.1,0.00408677,0.00123438,-0.108278,-1.27661,0.113736
-0.7,4.2,0.00311319,0.000938802,-0.108448,-1.24572,0.0578504
-0.7,4.3,0.00311319,0.000938802,-0.0711817,-1.24513,0.028942
-0.6,-2,0.00366531,0.00110631,-0.0699823,-1.19472,-0.0295595
-0.6,-1.9,0.00366531,0.00110631,-0.105565,-1.19516,-0.0590901
-0.6,-1.8,0.00481156,0.00145504,-0.10554,-1.22567,-0.115226
-0.6,-1.7,0.00625924,0.00189736,-0.105759,-1.2575,-0.109106
-0.6,-1.6,0.00806898,0.00245325,-0.105989,-1.29073,-0.102863
-0.6,-1.5,0.0103081,0.00314554,-0.106239,-1.32542,-0.0965121
-0.6,-1.4,0.0130495,0.00400001,-0.106512,-1.36164,-0.0900373
-0.6,-1.3,0.016371,0.0050453,-0.106811,-1.39946,-0.0834155
-0.6,-1.2,0.0203524,0.00631282,-0.107137,-1.43894,-0.0766168
-0.6,-1.1,0.0250736,0.00783641,-0.107487,-1.48013,-0.0696043
-0.6,-1,0.030611,0.00965183,-0.107853,-1.52308,-0.0623337
-0.6,-0.9,0.037034,0.011796,-0.10822,-1.56783,-0.0547533
-0.6,-0.8,0.0444001,0.0143057,-0.108561,-1.61441,-0.0468056
-0.6,-0.7,0.0527508,0.0172166,-0.10884,-1.66283,-0.0384292
-0.6,-0.6,0.0621061,0.0205604,-0.109,-1.71305,-0.0295635
-0.6,-0.5,0.0724603,0.0243633,-0.108969,-1.76504,-0.0201547
-0.6,-0.4,0.0837774,0.0286426,-0.108648,-1.8187,-0.0101666
-0.6,-0.3,0.0959875,0.033403,-0.107912,-1.87387,0.000406946
-0.6,-0.2,0.108984,0.038634,-0.106605,-1.93036,0.011523
-0.6,-0.1,0.122623,0.0443052,-0.104544,-1.98788,0.0230674
-0.6,1.11022e-16,0.136723,0.0503636,-0.101518,-2.04606,0.0348278
-0.6,0.1,0.151068,0.0567313,-0.0973071,-2.10442,0.0464647
-0.6,0.2,0.165411,0.0633039,-0.0917013,-2.16238,0.0574858
-0.6,0.3,0.179481,0.0699509,-0.0845411,-2.21922,0.0672312
-0.6,0.4,0.192988,0.0765188,-0.0757701,-2.27411,0.0748819
-0.6,0.5,0.205639,0.0828354,-0.0655013,-2.32606,0.0795065
-0.6,0.6,0.21714,0.0887171,-0.0540824,-2.37397,0.0801611
-0.6,0.7,0.227215,0.0939777,-0.0421394,-2.41664,0.076045
-0.6,0.8,0.23561,0.0984389,-0.0305705,-2.45282,0.0666998
-0.6,0.9,0.242109,0.101941,-0.0204635,-2.48128,0.0522067
-0.6,1,0.246541,0.104354,-0.0129332,-2.50095,0.0333185
-0.6,1.1,0.248787,0.105584,-0.00890449,-2.51101,0.011457
-0.6,1.2,0.248787,0.105584,-0.00890449,-2.51101,-0.011457
-0.6,1.3,0.246541,0.104354,-0.0129332,-2.50095,-0.0333185
-0.6,1.4,0.242109,0.101941,-0.0204635,-2.48128,-0.0522067
-0.6,1.5,0.23561,0.0984389,-0.0305705,-2.45282,-0.0666998
-0.6,1.6,0.227215,0.0939777,-0.0421394,-2.41664,-0.076045
-0.6,1.7,0.21714,0.0887171,-0.0540824,-2.37397,-0.0801611
-0.6,1.8,0.205639,0.0828354,-0.0655013,-2.32606,-0.0795065
-0.6,1.9,0.192988,0.0765188,-0.0757701,-2.27411,-0.0748819
-0.6,2,0.179481,0.0699509,-0.0845411,-2.21922,-0.0672312
-0.6,2.1,0.165411,0.0633039,-0.0917013,-2.16238,-0.0574858
-0.6,2.2,0.151068,0.0567313,-0.0973071,-2.10442,-0.0464647
-0.6,2.3,0.136723,0.0503636,-0.101518,-2.04606,-0.0348278
-0.6,2.4,0.122623,0.0443052,-0.104544,-1.98788,-0.0230674
-0.6,2.5,0.108984,0.038634,-0.106605,-1.93036,-0.011523
-0.6,2.6,0.0959875,0.033403,-0.107912,-1.87387,-0.000406946
-0.6,2.7,0.0837774,0.0286426,-0.108648,-1.8187,0.0101666
-0.6,2.8,0.0724603,0.0243633,-0.108969,-1.76504,0.0201547
-0.6,2.9,0.0621061,0.0205604,-0.109,-1.71305,0.0295635
-0.6,3,0.0527508,0.0172166,-0.10884,-1.66283,0.0384292
-0.6,3.1,0.0444001,0.0143057,-0.108561,-1.61441,0.0468056
-0.6,3.2,0.037034,0.011796,-0.10822,-1.56783,0.0547533
-0.6,3.3,0.030611,0.00965183,-0.107853,-1.52308,0.0623337
-0.6,3.4,0.0250736,0.00783641,-0.107487,-1.48013,0.0696043
-0.6,3.5,0.0203524,0.00631282,-0.107137,-1.43894,0.0766168
-0.6,3.6,0.016371,0.0050453,-0.106811,-1.39946,0.0834155
-0.6,3.7,0.0130495,0.00400001,-0.106512,-1.36164,0.0900373
-0.6,3.8,0.0103081,0.00314554,-0.106239,-1.32542,0.0965121
-0.6,3.9,0.00806898,0.00245325,-0.105989,-1.29073,0.102862
-0.6,4,0.00625924,0.00189736,-0.105759,-1.2575,0.109106
-0.6,4.1,0.00481156,0.00145504,-0.105539,-1.22567,0.115227
-0.6,4.2,0.00366531,0.00110631,-0.105563,-1.19516,0.0590902
-0.6,4.3,0.00366531,0.00110631,-0.0699821,-1.19472,0.0295594
-0.5,-2,0.00427638,0.00129206,-0.0687635,-1.14212,-0.0302455
-0.5,-1.9,0.00427638,0.00129206,-0.10265,-1.14241,-0.060467
-0.5,-1.8,0.00561373,0.00169988,-0.102773,-1.17241,-0.116889
-0.5,-1.7,0.00730277,0.0022175,-0.103183,-1.20378,-0.110908
-0.5,-1.6,0.00941423,0.00286858,-0.103628,-1.2366,-0.104818
-0.5,-1.5,0.0120266,0.0036803,-0.104123,-1.27096,-0.0986313
-0.5,-1.4,0.0152251,0.00468344,-0.104674,-1.30692,-0.0923294
-0.5,-1.3,0.0191003,0.00591251,-0.10529,-1.34458,-0.0858853
-0.5,-1.2,0.0237455,0.00740557,-0.105977,-1.38401,-0.0792633
-0.5,-1.1,0.0292538,0.00920403,-0.106736,-1.42529,-0.072418
-0.5,-1,0.0357145,0.0113521,-0.107567,-1.46849,-0.0652934
-0.5,-0.9,0.0432083,0.013896,-0.108461,-1.51368,-0.0578226
-0.5,-0.8,0.0518025,0.0168825,-0.109397,-1.56091,-0.049928
-0.5,-0.7,0.0615453,0.0203575,-0.110345,-1.61022,-0.0415229
-0.5,-0.6,0.0724603,0.0243633,-0.111256,-1.66162,-0.0325156
-0.5,-0.5,0.0845408,0.0289358,-0.112059,-1.7151,-0.0228152
-0.5,-0.4,0.0977446,0.0341004,-0.112656,-1.7706,-0.0123421
-0.5,-0.3,0.11199,0.039868,-0.112915,-1.82801,-0.0010424
-0.5,-0.2,0.127154,0.0462302,-0.112665,-1.88717,0.0110908
-0.5,-0.1,0.143067,0.053154,-0.111692,-1.94781,0.0239893
-0.5,1.11022e-16,0.159518,0.0605782,-0.109736,-2.00958,0.0374739
-0.5,0.1,0.176254,0.0684091,-0.106504,-2.07203,0.0512115
-0.5,0.2,0.192988,0.0765188,-0.101684,-2.13455,0.0646694
-0.5,0.3,0.209404,0.084746,-0.094989,-2.19641,0.0770769
-0.5,0.4,0.225163,0.0928982,-0.0862262,-2.25668,0.0874101
-0.5,0.5,0.239923,0.100758,-0.0753871,-2.31427,0.0944245
-0.5,0.6,0.253342,0.108094,-0.0627583,-2.36793,0.0967653
-0.5,0.7,0.265096,0.114667,-0.049015,-2.4162,0.0931747
-0.5,0.8,0.27489,0.120249,-0.0352537,-2.45754,0.0827909
-0.5,0.9,0.282473,0.124637,-0.0229098,-2.49035,0.0654807
-0.5,1,0.287644,0.127663,-0.0135333,-2.51319,0.0420973
-0.5,1.1,0.290265,0.129206,-0.00845745,-2.52492,0.0145307
-0.5,1.2,0.290265,0.129206,-0.00845745,-2.52492,-0.0145307
-0.5,1.3,0.287644,0.127663,-0.0135333,-2.51319,-0.0420973
-0.5,1.4,0.282473,0.124637,-0.0229098,-2.49035,-0.0654807
-0.5,1.5,0.27489,0.120249,-0.0352537,-2.45754,-0.0827909
-0.5,1.6,0.265096,0.114667,-0.049015,-2.4162,-0.0931747
-0.5,1.7,0.253342,0.108094,-0.0627583,-2.36793,-0.0967653
-0.5,1.8,0.239923,0.100758,-0.0753871,-2.31427,-0.0944245
-0.5,1.9,0.225163,0.0928982,-0.0862262,-2.25668,-0.0874101
-0.5,2,0.209404,0.084746,-0.094989,-2.19641,-0.0770769
-0.5,2.1,0.192988,0.0765188,-0.101684,-2.13455,-0.0646694
-0.5,2.2,0.176254,0.0684091,-0.106504,-2.07203,-0.0512115
-0.5,2.3,0.159518,0.0605782,-0.109736,-2.00958,-0.0374739
-0.5,2.4,0.143067,0.053154,-0.111692,-1.94781,-0.0239893
-0.5,2.5,0.127154,0.0462302,-0.112665,-1.88717,-0.0110908
-0.5,2.6,0.11199,0.039868,-0.112915,-1.82801,0.0010424
-0.5,2.7,0.0977446,0.0341004,-0.112656,-1.7706,0.0123421
-0.5,2.8,0.0845408,0.0289358,-0.112059,-1.7151,0.0228152
-0.5,2.9,0.0724603,0.0243633,-0.111256,-1.66162,0.0325156
-0.5,3,0.0615453,0.0203575,-0.110345,-1.61022,0.0415229
-0.5,3.1,0.0518025,0.0168825,-0.109397,-1.56091,0.049928
-0.5,3.2,0.0432083,0.013896,-0.108461,-1.51368,0.0578226
-0.5,3.3,0.0357145,0.0113521,-0.107567,-1.46849,0.0652934
-0.5,3.4,0.0292538,0.00920403,-0.106736,-1.42529,0.072418
-0.5,3.5,0.0237455,0.00740557,-0.105977,-1.38401,0.0792633
-0.5,3.6,0.0191003,0.00591251,-0.10529,-1.34458,0.0858853
-0.5,3.7,0.0152251,0.00468344,-0.104674,-1.30692,0.0923294
-0.5,3.8,0.0120266,0.0036803,-0.104123,-1.27096,0.0986313
-0.5,3.9,0.00941423,0.00286858,-0.103628,-1.2366,0.104818
-0.5,4,0.00730277,0.0022175,-0.103183,-1.20378,0.110908
-0.5,4.1,0.00561373,0.00169988,-0.102772,-1.17241,0.11689
-0.5,4.2,0.00427638,0.00129206,-0.102649,-1.14241,0.0604671
-0.5,4.3,0.00427638,0.00129206,-0.0687633,-1.14212,0.0302454
-0.4,-2,0.00494428,0.00149551,-0.067515,-1.08732,-0.0309955
-0.4,-1.9,0.00494428,0.00149551,-0.0996852,-1.08746,-0.0619717
-0.4,-1.8,0.0064905,0.00196821,-0.0999569,-1.11681,-0.118714
-0.4,-1.7,0.00844335,0.00256865,-0.100556,-1.14755,-0.112903
-0.4,-1.6,0.0108846,0.00332461,-0.101217,-1.17981,-0.107001
-0.4,-1.5,0.013905,0.00426816,-0.101956,-1.21365,-0.10102
-0.4,-1.4,0.0176031,0.00543585,-0.102787,-1.24918,-0.0949396
-0.4,-1.3,0.0220835,0.00686889,-0.103721,-1.28649,-0.0887287
-0.4,-1.2,0.0274541,0.00861311,-0.104772,-1.32567,-0.0823466
-0.4,-1.1,0.0338228,0.0107188,-0.105948,-1.36683,-0.0757399
-0.4,-1,0.0412925,0.0132403,-0.107255,-1.41006,-0.0688414
-0.4,-0.9,0.0499567,0.0162348,-0.108692,-1.45546,-0.0615685
-0.4,-0.8,0.0598932,0.0197615,-0.11025,-1.50311,-0.0538227
-0.4,-0.7,0.0711577,0.023879,-0.111908,-1.55309,-0.0454903
-0.4,-0.6,0.0837774,0.0286426,-0.113627,-1.60545,-0.036445
-0.4,-0.5,0.0977446,0.0341004,-0.115346,-1.66022,-0.0265532
-0.4,-0.4,0.113011,0.040289,-0.116977,-1.7174,-0.0156829
-0.4,-0.3,0.129481,0.0472272,-0.118391,-1.77691,-0.00371941
-0.4,-0.2,0.147013,0.0549104,-0.119416,-1.83863,0.0094131
-0.4,-0.1,0.165411,0.0633039,-0.119818,-1.90237,0.0237184
-0.4,1.11022e-16,0.184432,0.072337,-0.119299,-1.9678,0.0390836
-0.4,0.1,0.203782,0.0818983,-0.117493,-2.03449,0.0552201
-0.4,0.2,0.22313,0.0918326,-0.113974,-2.10185,0.0715932
-0.4,0.3,0.242109,0.101941,-0.108296,-2.16913,0.0873479
-0.4,0.4,0.26033,0.111985,-0.100066,-2.23537,0.10125
-0.4,0.5,0.277395,0.121692,-0.0890672,-2.29938,0.11168
-0.4,0.6,0.29291,0.130771,-0.0754275,-2.35973,0.116731
-0.4,0.7,0.306499,0.138921,-0.0597984,-2.41471,0.114466
-0.4,0.8,0.317824,0.145853,-0.0434708,-2.46239,0.10335
-0.4,0.9,0.326591,0.151308,-0.0283244,-2.50069,0.0828101
-0.4,1,0.332569,0.155072,-0.016534,-2.52761,0.0537301
-0.4,1.1,0.3356,0.156993,-0.0100554,-2.54153,0.0186347
-0.4,1.2,0.3356,0.156993,-0.0100554,-2.54153,-0.0186347
-0.4,1.3,0.332569,0.155072,-0.016534,-2.52761,-0.0537301
-0.4,1.4,0.326591,0.151308,-0.0283244,-2.50069,-0.0828101
-0.4,1.5,0.317824,0.145853,-0.0434708,-2.46239,-0.10335
-0.4,1.6,0.306499,0.138921,-0.0597984,-2.41471,-0.114466
-0.4,1.7,0.29291,0.130771,-0.0754275,-2.35973,-0.116731
-0.4,1.8,0.277395,0.121692,-0.0890672,-2.29938,-0.11168
-0.4,1.9,0.26033,0.111985,-0.100066,-2.23537,-0.10125
-0.4,2,0.242109,0.101941,-0.108296,-2.16913,-0.0873479
-0.4,2.1,0.22313,0.0918326,-0.113974,-2.10185,-0.0715932
-0.4,2.2,0.203782,0.0818983,-0.117493,-2.03449,-0.0552201
-0.4,2.3,0.184432,0.072337,-0.119299,-1.9678,-0.0390836
-0.4,2.4,0.165411,0.0633039,-0.119818,-1.90237,-0.0237184
-0.4,2.5,0.147013,0.0549104,-0.119416,-1.83863,-0.0094131
-0.4,2.6,0.129481,0.0472272,-0.118391,-1.77691,0.00371941
-0.4,2.7,0.113011,0.040289,-0.116977,-1.7174,0.0156829
-0.4,2.8,0.0977446,0.0341004,-0.115346,-1.66022,0.0265532
-0.4,2.9,0.0837774,0.0286426,-0.113627,-1.60545,0.036445
-0.4,3,0.0711577,0.023879,-0.111908,-1.55309,0.0454903
-0.4,3.1,0.0598932,0.0197615,-0.11025,-1.50311,0.0538227
-0.4,3.2,0.0499567,0.0162348,-0.108692,-1.45546,0.0615685
-0.4,3.3,0.0412925,0.0132403,-0.107255,-1.41006,0.0688414
-0.4,3.4,0.0338228,0.0107188,-0.105948,-1.36683,0.0757399
-0.4,3.5,0.0274541,0.00861311,-0.104772,-1.32567,0.0823466
-0.4,3.6,0.0220835,0.00686889,-0.103721,-1.28649,0.0887287
-0.4,3.7,0.0176031,0.00543585,-0.102787,-1.24918,0.0949396
-0.4,3.8,0.013905,0.00426816,-0.101956,-1.21365,0.10102
-0.4,3.9,0.0108846,0.00332461,-0.101217,-1.17981,0.107001
-0.4,4,0.00844335,0.00256865,-0.100556,-1.14755,0.112903
-0.4,4.1,0.0064905,0.00196821,-0.0999567,-1.11681,0.118715
-0.4,4.2,0.00494428,0.00149551,-0.0996841,-1.08746,0.0619718
-0.4,4.3,0.00494428,0.00149551,-0.0675148,-1.08732,0.0309954
-0.3,-2,0.00566488,0.00171551,-0.0662266,-1.03031,-0.0318027
-0.3,-1.9,0.00566488,0.00171551,-0.096653,-1.03029,-0.0635907
-0.3,-1.8,0.00743646,0.00225859,-0.0970716,-1.05884,-0.120683
-0.3,-1.7,0.00967392,0.00294897,-0.097855,-1.08881,-0.115072
-0.3,-1.6,0.0124709,0.00381905,-0.0987247,-1.12032,-0.109394
-0.3,-1.5,0.0159315,0.00490636,-0.0997029,-1.15347,-0.103661
-0.3,-1.4,0.0201686,0.00625397,-0.100806,-1.18835,-0.0978502
-0.3,-1.3,0.025302,0.0079107,-0.102053,-1.22509,-0.091929
-0.3,-1.2,0.0314554,0.00993135,-0.103462,-1.2638,-0.0858523
-0.3,-1.1,0.0387522,0.0123765,-0.10505,-1.3046,-0.0795597
-0.3,-1,0.0473106,0.0153123,-0.10683,-1.34761,-0.0729736
-0.3,-0.9,0.0572376,0.0188094,-0.108812,-1.39296,-0.0659963
-0.3,-0.8,0.0686223,0.0229412,-0.110999,-1.44076,-0.0585088
-0.3,-0.7,0.0815285,0.027782,-0.113383,-1.49114,-0.0503699
-0.3,-0.6,0.0959875,0.033403,-0.115943,-1.54419,-0.0414169
-0.3,-0.5,0.11199,0.039868,-0.118635,-1.59998,-0.0314694
-0.3,-0.4,0.129481,0.0472272,-0.12139,-1.65857,-0.0203366
-0.3,-0.3,0.148353,0.05551,-0.1241,-1.71996,-0.00783002
-0.3,-0.2,0.168439,0.0647177,-0.126606,-1.78409,0.00621387
-0.3,-0.1,0.189519,0.0748145,-0.128681,-1.8508,0.0219
-0.3,1.11022e-16,0.211312,0.0857197,-0.130008,-1.91985,0.0392231
-0.3,0.1,0.233482,0.0973017,-0.130167,-1.99086,0.0579939
-0.3,0.2,0.25565,0.109374,-0.128624,-2.06327,0.0777404
-0.3,0.3,0.277395,0.121692,-0.12475,-2.13635,0.0975855
-0.3,0.4,0.298272,0.133964,-0.117888,-2.20913,0.116121
-0.3,0.5,0.317824,0.145853,-0.107493,-2.28037,0.131318
-0.3,0.6,0.3356,0.156993,-0.0933761,-2.34848,0.140567
-0.3,0.7,0.35117,0.167011,-0.0760122,-2.41151,0.140939
-0.3,0.8,0.364145,0.175544,-0.0568167,-2.46707,0.129801
-0.3,0.9,0.374189,0.182266,-0.0382072,-2.51243,0.105715
-0.3,1,0.381039,0.186907,-0.0232516,-2.54475,0.0693973
-0.3,1.1,0.384511,0.189278,-0.0148729,-2.56162,0.0242156
-0.3,1.2,0.384511,0.189278,-0.0148729,-2.56162,-0.0242156
-0.3,1.3,0.381039,0.186907,-0.0232516,-2.54475,-0.0693973
-0.3,1.4,0.374189,0.182266,-0.0382072,-2.51243,-0.105715
-0.3,1.5,0.364145,0.175544,-0.0568167,-2.46707,-0.129801
-0.3,1.6,0.35117,0.167011,-0.0760122,-2.41151,-0.140939
-0.3,1.7,0.3356,0.156993,-0.0933761,-2.34848,-0.140567
-0.3,1.8,0.317824,0.145853,-0.107493,-2.28037,-0.131318
-0.3,1.9,0.298272,0.133964,-0.117888,-2.20913,-0.116121
-0.3,2,0.277395,0.121692,-0.12475,-2.13635,-0.0975855
-0.3,2.1,0.25565,0.109374,-0.128624,-2.06327,-0.0777404
-0.3,2.2,0.233482,0.0973017,-0.130167,-1.99086,-0.0579939
-0.3,2.3,0.211312,0.0857197,-0.130008,-1.91985,-0.0392231
-0.3,2.4,0.189519,0.0748145,-0.128681,-1.8508,-0.0219
-0.3,2.5,0.168439,0.0647177,-0.126606,-1.78409,-0.00621387
-0.3,2.6,0.148353,0.05551,-0.1241,-1.71996,0.00783002
-0.3,2.7,0.129481,0.0472272,-0.12139,-1.65857,0.0203366
-0.3,2.8,0.11199,0.039868,-0.118635,-1.59998,0.0314694
-0.3,2.9,0.0959875,0.033403,-0.115943,-1.54419,0.0414169
-0.3,3,0.0815285,0.027782,-0.113383,-1.49114,0.0503699
-0.3,3.1,0.0686223,0.0229412,-0.110999,-1.44076,0.0585088
-0.3,3.2,0.0572376,0.0188094,-0.108812,-1.39296,0.0659963
-0.3,3.3,0.0473106,0.0153123,-0.10683,-1.34761,0.0729736
-0.3,3.4,0.0387522,0.0123765,-0.10505,-1.3046,0.0795597
-0.3,3.5,0.0314554,0.00993135,-0.103462,-1.2638,0.0858523
-0.3,3.6,0.025302,0.0079107,-0.102053,-1.22509,0.091929
-0.3,3.7,0.0201686,0.00625397,-0.100806,-1.18835,0.0978502
-0.3,3.8,0.0159315,0.00490636,-0.0997029,-1.15347,0.103661
-0.3,3.9,0.0124709,0.00381905,-0.0987247,-1.12032,0.109394
