x,z,Gamma000,Gamma001,Gamma002,Gamma010,Gamma011,Gamma012,Gamma020,Gamma021,Gamma022,Gamma100,Gamma101,Gamma102,Gamma110,Gamma111,Gamma112,Gamma120,Gamma121,Gamma122,Gamma200,Gamma201,Gamma202,Gamma210,Gamma211,Gamma212,Gamma220,Gamma221,Gamma222
-5.80952,-5.80952,-0.00767415,-0.013143,0.0127102,-0.0131465,-0.0448734,-0.00997934,0.0127535,-0.00997723,-0.00829713,0.0172396,-0.00100112,-0.00103667,-0.00100102,0.0114989,0.00106146,-0.00103548,0.00106163,-0.00495994,-0.00567055,-0.00285799,0.0163245,-0.00285269,-0.0527863,0.00105218,0.0163061,0.00105505,-0.00719015
-5.80952,-5.61905,-0.00383669,-0.0153339,0.0383494,-0.0153367,-0.0457552,-0.0183008,0.0383607,-0.0183022,-0.00270785,0.0178855,-0.000835929,-0.00739001,-0.000836188,0.0119437,0.00395698,-0.00739243,0.00395744,-0.0110201,-0.0365806,0.00552513,0.0116477,0.00552605,-0.0554698,0.002748,0.0115921,0.00275752,-0.0180569
-5.80952,-5.42857,-0.00364971,-0.0163216,0.0410807,-0.0163246,-0.0475155,-0.0194436,0.0410833,-0.0194428,0.00953913,0.0188319,-0.00084375,-0.00857434,-0.000844036,0.0126211,0.00424837,-0.00857401,0.0042483,-0.015791,-0.0390471,0.00656389,0.010945,0.0065649,-0.0562707,0.00303468,0.0109475,0.00303292,-0.0223992
-5.80952,-5.2381,-0.00333823,-0.0172855,0.0426487,-0.0172886,-0.0494428,-0.0201158,0.0426507,-0.0201152,0.0059657,0.019608,-0.000822355,-0.00945989,-0.000822676,0.0133566,0.00455982,-0.00945978,0.00455985,-0.0151399,-0.04006,0.0071719,0.0107526,0.00717277,-0.0570354,0.00322589,0.0107517,0.00322622,-0.023171
-5.80952,-5.04762,-0.00308191,-0.0182756,0.0439206,-0.0182789,-0.0514365,-0.0206978,0.0439231,-0.0206971,0.00335926,0.020431,-0.000802334,-0.0103093,-0.00080268,0.0141312,0.00486013,-0.0103091,0.00486015,-0.0148201,-0.0407718,0.00773403,0.0105283,0.007735,-0.0577267,0.00340439,0.0105287,0.00340429,-0.0249767
-5.80952,-4.85714,-0.00276715,-0.0193163,0.0453203,-0.0193198,-0.0534992,-0.0213063,0.0453229,-0.0213056,0.000524332,0.021257,-0.000772564,-0.0112443,-0.000772943,0.014946,0.00518728,-0.0112441,0.00518732,-0.0143941,-0.0416408,0.00837811,0.0102215,0.00837908,-0.0583723,0.00359078,0.010221,0.00359085,-0.0266473
-5.80952,-4.66667,-0.00242795,-0.0203956,0.0466511,-0.0203992,-0.0556345,-0.0218819,0.0466538,-0.0218811,-0.00263091,0.0220901,-0.000734702,-0.0122057,-0.000735116,0.0158028,0.00552206,-0.0122055,0.0055221,-0.0138164,-0.0424727,0.00904817,0.00986675,0.00904915,-0.0589438,0.00377221,0.0098663,0.00377225,-0.0283185
-5.80952,-4.47619,-0.00206403,-0.0215109,0.047901,-0.0215147,-0.057842,-0.0224175,0.0479037,-0.0224166,-0.00612435,0.0229257,-0.000687882,-0.0131881,-0.000688335,0.0167018,0.00586256,-0.0131879,0.00586261,-0.0130696,-0.0432647,0.00974258,0.00946376,0.00974358,-0.0594285,0.0039455,0.00946328,0.00394554,-0.0299621
-5.80952,-4.28571,-0.00167812,-0.0226582,0.0490474,-0.0226622,-0.0601208,-0.0229025,0.0490502,-0.0229015,-0.00996998,0.0237595,-0.000631504,-0.0141812,-0.000632001,0.0176431,0.00620506,-0.014181,0.00620512,-0.0121365,-0.044003,0.0104557,0.00901303,0.0104567,-0.0598114,0.00410669,0.00901253,0.00410673,-0.0315578
-5.80952,-4.09524,-0.00127347,-0.0238327,0.0500667,-0.0238369,-0.0624692,-0.0233258,0.0500695,-0.0233248,-0.0141787,0.0245868,-0.000565044,-0.0151731,-0.000565589,0.0186264,0.00654514,-0.0151728,0.0065452,-0.0110007,-0.0446727,0.0111805,0.00851607,0.0111815,-0.0600758,0.00425131,0.00851556,0.00425135,-0.0330819
-5.80952,-3.90476,-0.000854245,-0.0250285,0.0509329,-0.0250329,-0.0648847,-0.0236755,0.0509358,-0.0236744,-0.0187575,0.0254029,-0.000488124,-0.0161492,-0.000488723,0.0196508,0.00687746,-0.0161489,0.00687753,-0.0096466,-0.0452562,0.011908,0.00797553,0.011909,-0.060203,0.00437446,0.007975,0.00437449,-0.0345078
-5.80952,-3.71429,-0.000425413,-0.0262385,0.0516184,-0.0262432,-0.0673637,-0.0239388,0.0516212,-0.0239376,-0.023708,0.0262025,-0.000400551,-0.0170926,-0.000401209,0.0207147,0.00719578,-0.0170922,0.00719586,-0.00806063,-0.0457336,0.0126268,0.00739525,0.0126278,-0.0601727,0.00447084,0.00739471,0.00447086,-0.0358068
-5.80952,-3.52381,7.24488e-06,-0.0274547,0.052094,-0.0274596,-0.0699014,-0.0241025,0.0520968,-0.0241012,-0.0290261,0.0269805,-0.000302358,-0.0179838,-0.000303081,0.0218156,0.00749293,-0.0179834,0.00749302,-0.00623184,-0.0460822,0.0133237,0.0067803,0.0133247,-0.0599625,0.00453492,0.00677975,0.00453492,-0.0369476
-5.80952,-3.33333,0.000437249,-0.0286681,0.0523297,-0.0286734,-0.0724913,-0.0241531,0.0523326,-0.0241517,-0.0346999,0.0277319,-0.000193842,-0.018801,-0.000194637,0.0229506,0.00776085,-0.0188006,0.00776096,-0.00415305,-0.0462768,0.0139828,0.00613704,0.0139838,-0.0595483,0.00456112,0.00613647,0.0045611,-0.0378969
-5.80952,-3.14286,0.000857572,-0.0298689,0.0522951,-0.0298745,-0.0751253,-0.0240772,0.052298,-0.0240757,-0.0407093,0.0284516,-7.56084e-05,-0.0195201,-7.64823e-05,0.0241152,0.00799066,-0.0195197,0.00799078,-0.00182188,-0.0462898,0.0145857,0.00547303,0.0145867,-0.0589047,0.00454407,0.00547246,0.00454404,-0.0386202
-5.80952,-2.95238,0.00126086,-0.0310467,0.0519601,-0.0310526,-0.0777931,-0.0238618,0.051963,-0.0238603,-0.0470242,0.0291351,5.14092e-05,-0.0201153,5.04492e-05,0.0253041,0.00817278,-0.0201149,0.00817291,0.000758026,-0.0460913,0.0151119,0.00479695,0.0151128,-0.0580048,0.00447896,0.00479638,0.0044789,-0.0390823
-5.80952,-2.7619,0.00163973,-0.0321905,0.0512957,-0.0321968,-0.080482,-0.0234948,0.0512985,-0.0234931,-0.053604,0.0297783,0.00018593,-0.0205591,0.000184876,0.0265109,0.00829715,-0.0205587,0.0082973,0.00357584,-0.0456494,0.0155386,0.00411837,0.0155395,-0.0568214,0.00436184,0.0041178,0.00436174,-0.0392483
-5.80952,-2.57143,0.00198714,-0.0332895,0.0502752,-0.0332962,-0.0831768,-0.0229652,0.0502779,-0.0229634,-0.0603966,0.0303775,0.000326328,-0.0208239,0.000325174,0.0277274,0.00835353,-0.0208234,0.00835369,0.00661245,-0.0449313,0.0158416,0.00344748,0.0158424,-0.0553271,0.00419014,0.00344691,0.00419,-0.0390847
-5.80952,-2.38095,0.00229677,-0.0343331,0.0488748,-0.0343402,-0.0858593,-0.0222639,0.0488775,-0.0222622,-0.0673378,0.0309301,0.000470656,-0.020882,0.000469395,0.0289445,0.00833182,-0.0208815,0.00833199,0.00983948,-0.0439043,0.0159955,0.00279468,0.0159963,-0.0534958,0.00396305,0.00279411,0.00396287,-0.0385606
-5.80952,-2.19048,0.0025635,-0.0353115,0.0470754,-0.035319,-0.0885083,-0.0213843,0.047078,-0.0213825,-0.0743512,0.031434,0.000616689,-0.0207075,0.000615315,0.0301513,0.00822252,-0.020707,0.0082227,0.0132186,-0.0425366,0.0159753,0.00217015,0.0159759,-0.0513034,0.00368205,0.00216959,0.00368181,-0.0376495
-5.80952,-2,0.00278384,-0.036216,0.0448632,-0.036224,-0.0910996,-0.0203222,0.0448657,-0.0203204,-0.0813486,0.0318883,0.000761987,-0.0202772,0.000760496,0.0313356,0.00801717,-0.0202767,0.00801736,0.0167013,-0.0407994,0.0157568,0.00158339,0.0157573,-0.0487294,0.00335122,0.00158284,0.00335092,-0.0363299
-5.80952,-1.80952,0.00295629,-0.0370396,0.0422312,-0.037048,-0.0936056,-0.0190766,0.0422335,-0.0190748,-0.0882315,0.0322927,0.000903983,-0.019572,0.000902372,0.0324838,0.00770896,-0.0195715,0.00770915,0.020229,-0.0386686,0.0153186,0.00104266,0.0153191,-0.0457583,0.00297759,0.00104213,0.00297722,-0.0345879
-5.80952,-1.61905,0.0030816,-0.0377771,0.03918,-0.0377859,-0.0959966,-0.0176501,0.0391822,-0.0176484,-0.094892,0.0326478,0.00104008,-0.0185787,0.00103835,0.0335813,0.00729319,-0.0185783,0.00729338,0.0237341,-0.0361269,0.0146435,0.000554625,0.014644,-0.0423812,0.00257124,0.000554104,0.00257079,-0.0324175
-5.80952,-1.42857,0.00316295,-0.0384253,0.0357188,-0.0384345,-0.0982402,-0.0160487,0.0357207,-0.0160471,-0.101216,0.032955,0.00116774,-0.0172911,0.00116589,0.0346125,0.00676782,-0.0172907,0.006768,0.0271413,-0.0331657,0.0137202,0.000123955,0.0137206,-0.0385977,0.00214518,0.000123447,0.00214466,-0.0298226
-5.80952,-1.2381,0.00320578,-0.0389832,0.0318657,-0.0389929,-0.100303,-0.0142824,0.0318675,-0.0142808,-0.107086,0.0332163,0.00128461,-0.0157114,0.00128264,0.0355613,0.00613388,-0.015711,0.00613405,0.03037,-0.0297876,0.0125446,-0.000246798,0.0125449,-0.0344169,0.00171501,-0.000247293,0.00171441,-0.0268174
-5.80952,-1.04762,0.00321751,-0.0394517,0.0276486,-0.0394618,-0.102151,-0.0123644,0.0276501,-0.0123631,-0.112386,0.0334338,0.00138857,-0.0138508,0.0013865,0.0364118,0.00539582,-0.0138504,0.00539598,0.0333375,-0.0260076,0.0111215,-0.000557165,0.0111218,-0.0298588,0.00129823,-0.000557647,0.00129756,-0.0234272
-5.80952,-0.857143,0.00320694,-0.0398334,0.0231043,-0.0398439,-0.103752,-0.0103119,0.0231056,-0.0103107,-0.117003,0.0336101,0.00147781,-0.0117305,0.00147564,0.0371485,0.00456167,-0.0117302,0.00456181,0.035962,-0.0218547,0.00946545,-0.000808492,0.00946563,-0.0249548,0.000913304,-0.000808963,0.000912559,-0.019688
-5.80952,-0.666667,0.0031835,-0.0401319,0.0182786,-0.0401426,-0.105074,-0.00814456,0.0182796,-0.00814359,-0.120834,0.0337476,0.00155085,-0.00938143,0.0015486,0.0377571,0.00364297,-0.00938119,0.00364309,0.0381673,-0.0173717,0.00760088,-0.00100346,0.00760101,-0.0197481,0.000578492,-0.00100392,0.000577687,-0.0156467
-5.80952,-0.47619,0.00315631,-0.040351,0.0132249,-0.0403619,-0.106091,-0.00588519,0.0132257,-0.00588448,-0.123792,0.0338486,0.00160657,-0.00684343,0.00160425,0.0382253,0.00265459,-0.00684325,0.00265467,0.039886,-0.0126153,0.00556205,-0.00114544,0.00556214,-0.0142926,0.000310563,-0.0011459,0.000309708,-0.0113593
-5.80952,-0.285714,0.00313327,-0.0404946,0.0080035,-0.0405057,-0.106782,-0.00355848,0.00800395,-0.00355805,-0.125804,0.0339148,0.00164414,-0.0041643,0.00164178,0.0385433,0.0016142,-0.00416419,0.00161425,0.0410639,-0.00765395,0.00339183,-0.00123781,0.00339188,-0.00865185,0.000123496,-0.00123826,0.000122606,-0.00689008
-5.80952,-0.0952381,0.00312022,-0.0405656,0.00267936,-0.0405768,-0.107131,-0.00119076,0.00267951,-0.00119061,-0.126824,0.0339476,0.00166305,-0.00139794,0.00166067,0.0387041,0.000541688,-0.0013979,0.000541706,0.0416626,-0.00256565,0.00113986,-0.00128325,0.00113988,-0.00289683,2.73353e-05,-0.00128369,2.64282e-05,-0.00230924
-5.80952,0.0952381,0.00312022,-0.0405656,-0.00267936,-0.0405768,-0.107131,0.00119076,-0.00267951,0.00119061,-0.126824,0.0339476,0.00166305,0.00139794,0.00166067,0.0387041,-0.000541688,0.0013979,-0.000541706,0.0416626,0.00256565,-0.00113986,-0.00128325,-0.00113988,0.00289683,2.73353e-05,-0.00128369,2.64282e-05,0.00230924
-5.80952,0.285714,0.00313327,-0.0404946,-0.0080035,-0.0405057,-0.106782,0.00355848,-0.00800395,0.00355805,-0.125804,0.0339148,0.00164414,0.0041643,0.00164178,0.0385433,-0.0016142,0.00416419,-0.00161425,0.0410639,0.00765395,-0.00339183,-0.00123781,-0.00339188,0.00865185,0.000123496,-0.00123826,0.000122606,0.00689008
-5.80952,0.47619,0.00315631,-0.040351,-0.0132249,-0.0403619,-0.106091,0.00588519,-0.0132257,0.00588448,-0.123792,0.0338486,0.00160657,0.00684343,0.00160425,0.0382253,-0.00265459,0.00684325,-0.00265467,0.039886,0.0126153,-0.00556205,-0.00114544,-0.00556214,0.0142926,0.000310563,-0.0011459,0.000309708,0.0113593
-5.80952,0.666667,0.0031835,-0.0401319,-0.0182786,-0.0401426,-0.105074,0.00814456,-0.0182796,0.00814359,-0.120834,0.0337476,0.00155085,0.00938143,0.0015486,0.0377571,-0.00364297,0.00938119,-0.00364309,0.0381673,0.0173717,-0.00760088,-0.00100346,-0.00760101,0.0197481,0.000578492,-0.00100392,0.000577687,0.0156467
-5.80952,0.857143,0.00320694,-0.0398334,-0.0231043,-0.0398439,-0.103752,0.0103119,-0.0231056,0.0103107,-0.117003,0.0336101,0.00147781,0.0117305,0.00147564,0.0371485,-0.00456167,0.0117302,-0.00456181,0.035962,0.0218547,-0.00946545,-0.000808492,-0.00946563,0.0249548,0.000913304,-0.000808963,0.000912559,0.019688
-5.80952,1.04762,0.00321751,-0.0394517,-0.0276486,-0.0394618,-0.102151,0.0123644,-0.0276501,0.0123631,-0.112386,0.0334338,0.00138857,0.0138508,0.0013865,0.0364118,-0.00539582,0.0138504,-0.00539598,0.0333375,0.0260076,-0.0111215,-0.000557165,-0.0111218,0.0298588,0.00129823,-0.000557647,0.00129756,0.0234272
-5.80952,1.2381,0.00320578,-0.0389832,-0.0318657,-0.0389929,-0.100303,0.0142824,-0.0318675,0.0142808,-0.107086,0.0332163,0.00128461,0.0157114,0.00128264,0.0355613,-0.00613388,0.015711,-0.00613405,0.03037,0.0297876,-0.0125446,-0.000246798,-0.0125449,0.0344169,0.00171501,-0.000247293,0.00171441,0.0268174
-5.80952,1.42857,0.00316295,-0.0384253,-0.0357188,-0.0384345,-0.0982402,0.0160487,-0.0357207,0.0160471,-0.101216,0.032955,0.00116774,0.0172911,0.00116589,0.0346125,-0.00676782,0.0172907,-0.006768,0.0271413,0.0331657,-0.0137202,0.000123955,-0.0137206,0.0385977,0.00214518,0.000123447,0.00214466,0.0298226
-5.80952,1.61905,0.0030816,-0.0377771,-0.03918,-0.0377859,-0.0959966,0.0176501,-0.0391822,0.0176484,-0.094892,0.0326478,0.00104008,0.0185787,0.00103835,0.0335813,-0.00729319,0.0185783,-0.00729338,0.0237341,0.0361269,-0.0146435,0.000554625,-0.014644,0.0423812,0.00257124,0.000554104,0.00257079,0.0324175
-5.80952,1.80952,0.00295629,-0.0370396,-0.0422312,-0.037048,-0.0936056,0.0190766,-0.0422335,0.0190748,-0.0882315,0.0322927,0.000903983,0.019572,0.000902372,0.0324838,-0.00770896,0.0195715,-0.00770915,0.020229,0.0386686,-0.0153186,0.00104266,-0.0153191,0.0457583,0.00297759,0.00104213,0.00297722,0.0345879
-5.80952,2,0.00278384,-0.036216,-0.0448632,-0.036224,-0.0910996,0.0203222,-0.0448657,0.0203204,-0.0813486,0.0318883,0.000761987,0.0202772,0.000760496,0.0313356,-0.00801717,0.0202767,-0.00801736,0.0167013,0.0407994,-0.0157568,0.00158339,-0.0157573,0.0487294,0.00335122,0.00158284,0.00335092,0.0363299
-5.80952,2.19048,0.0025635,-0.0353115,-0.0470754,-0.035319,-0.0885083,0.0213843,-0.047078,0.0213825,-0.0743512,0.031434,0.000616689,0.0207075,0.000615315,0.0301513,-0.00822252,0.020707,-0.0082227,0.0132186,0.0425366,-0.0159753,0.00217015,-0.0159759,0.0513034,0.00368205,0.00216959,0.00368181,0.0376495
-5.80952,2.38095,0.00229677,-0.0343331,-0.0488748,-0.0343402,-0.0858593,0.0222639,-0.0488775,0.0222622,-0.0673378,0.0309301,0.000470656,0.020882,0.000469395,0.0289445,-0.00833182,0.0208815,-0.00833199,0.00983948,0.0439043,-0.0159955,0.00279468,-0.0159963,0.0534958,0.00396305,0.00279411,0.00396287,0.0385606
-5.80952,2.57143,0.00198714,-0.0332895,-0.0502752,-0.0332962,-0.0831768,0.0229652,-0.0502779,0.0229634,-0.0603966,0.0303775,0.000326328,0.0208239,0.000325174,0.0277274,-0.00835353,0.0208234,-0.00835369,0.00661245,0.0449313,-0.0158416,0.00344748,-0.0158424,0.0553271,0.00419014,0.00344691,0.00419,0.0390847
-5.80952,2.7619,0.00163973,-0.0321905,-0.0512957,-0.0321968,-0.080482,0.0234948,-0.0512985,0.0234931,-0.053604,0.0297783,0.00018593,0.0205591,0.000184876,0.0265109,-0.00829715,0.0205587,-0.0082973,0.00357584,0.0456494,-0.0155386,0.00411837,-0.0155395,0.0568214,0.00436184,0.0041178,0.00436174,0.0392483
-5.80952,2.95238,0.00126086,-0.0310467,-0.0519601,-0.0310526,-0.0777931,0.0238618,-0.051963,0.0238603,-0.0470242,0.0291351,5.14092e-05,0.0201153,5.04492e-05,0.0253041,-0.00817278,0.0201149,-0.00817291,0.000758026,0.0460913,-0.0151119,0.00479695,-0.0151128,0.0580048,0.00447896,0.00479638,0.0044789,0.0390823
-5.80952,3.14286,0.000857572,-0.0298689,-0.0522951,-0.0298745,-0.0751253,0.0240772,-0.052298,0.0240757,-0.0407093,0.0284516,-7.56084e-05,0.0195201,-7.64823e-05,0.0241152,-0.00799066,0.0195197,-0.00799078,-0.00182188,0.0462898,-0.0145857,0.00547303,-0.0145867,0.0589047,0.00454407,0.00547246,0.00454404,0.0386202
-5.80952,3.33333,0.000437249,-0.0286681,-0.0523297,-0.0286734,-0.0724913,0.0241531,-0.0523326,0.0241517,-0.0346999,0.0277319,-0.000193842,0.018801,-0.000194637,0.0229506,-0.00776085,0.0188006,-0.00776096,-0.00415305,0.0462768,-0.0139828,0.00613704,-0.0139838,0.0595483,0.00456112,0.00613647,0.0045611,0.0378969
-5.80952,3.52381,7.24488e-06,-0.0274547,-0.052094,-0.0274596,-0.0699014,0.0241025,-0.0520968,0.0241012,-0.0290261,0.0269805,-0.000302358,0.0179838,-0.000303081,0.0218156,-0.00749293,0.0179834,-0.00749302,-0.00623184,0.0460822,-0.0133237,0.0067803,-0.0133247,0.0599625,0.00453492,0.00677975,0.00453492,0.0369476
-5.80952,3.71429,-0.000425413,-0.0262385,-0.0516184,-0.0262432,-0.0673637,0.0239388,-0.0516212,0.0239376,-0.023708,0.0262025,-0.000400551,0.0170926,-0.000401209,0.0207147,-0.00719578,0.0170922,-0.00719586,-0.00806063,0.0457336,-0.0126268,0.00739525,-0.0126278,0.0601727,0.00447084,0.00739471,0.00447086,0.0358068
-5.80952,3.90476,-0.000854245,-0.0250285,-0.0509329,-0.0250329,-0.0648847,0.0236755,-0.0509358,0.0236744,-0.0187575,0.0254029,-0.000488124,0.0161492,-0.000488723,0.0196508,-0.00687746,0.0161489,-0.00687753,-0.0096466,0.0452562,-0.011908,0.00797553,-0.011909,0.060203,0.00437446,0.007975,0.00437449,0.0345078
-5.80952,4.09524,-0.00127347,-0.0238327,-0.0500667,-0.0238369,-0.0624692,0.0233258,-0.0500695,0.0233248,-0.0141787,0.0245868,-0.000565044,0.0151731,-0.000565589,0.0186264,-0.00654514,0.0151728,-0.0065452,-0.0110007,0.0446727,-0.0111805,0.00851607,-0.0111815,0.0600758,0.00425131,0.00851556,0.00425135,0.0330819
-5.80952,4.28571,-0.00167812,-0.0226582,-0.0490474,-0.0226622,-0.0601208,0.0229025,-0.0490502,0.0229015,-0.00996998,0.0237595,-0.000631504,0.0141812,-0.000632001,0.0176431,-0.00620506,0.014181,-0.00620512,-0.0121365,0.044003,-0.0104557,0.00901303,-0.0104567,0.0598114,0.00410669,0.00901253,0.00410673,0.0315578
-5.80952,4.47619,-0.00206403,-0.0215109,-0.047901,-0.0215147,-0.057842,0.0224175,-0.0479037,0.0224166,-0.00612435,0.0229257,-0.000687882,0.0131881,-0.000688335,0.0167018,-0.00586256,0.0131879,-0.00586261,-0.0130696,0.0432647,-0.00974258,0.00946376,-0.00974358,0.0594285,0.0039455,0.00946328,0.00394554,0.0299621
-5.80952,4.66667,-0.00242795,-0.0203956,-0.0466511,-0.0203992,-0.0556345,0.0218819,-0.0466538,0.0218811,-0.00263091,0.0220901,-0.000734702,0.0122057,-0.000735116,0.0158028,-0.00552206,0.0122055,-0.0055221,-0.0138164,0.0424727,-0.00904817,0.00986675,-0.00904915,0.0589438,0.00377221,0.0098663,0.00377225,0.0283185
-5.80952,4.85714,-0.00276715,-0.0193163,-0.0453203,-0.0193198,-0.0534992,0.0213063,-0.045323,0.0213056,0.000524316,0.021257,-0.000772564,0.0112443,-0.000772942,0.014946,-0.00518729,0.0112441,-0.00518732,-0.0143941,0.0416408,-0.00837811,0.0102215,-0.00837909,0.0583723,0.00359078,0.010221,0.00359085,0.0266473
-5.80952,5.04762,-0.00308188,-0.0182756,-0.0439208,-0.0182789,-0.0514365,0.0206978,-0.0439233,0.0206971,0.00335912,0.020431,-0.000802333,0.0103094,-0.000802679,0.0141312,-0.00486017,0.0103091,-0.00486018,-0.0148201,0.040772,-0.00773411,0.0105283,-0.00773507,0.0577267,0.00340441,0.0105286,0.00340431,0.0249764
-5.80952,5.2381,-0.00333807,-0.0172855,-0.0426492,-0.0172886,-0.0494427,0.0201158,-0.0426513,0.0201153,0.00596439,0.0196079,-0.000822346,0.00945994,-0.000822667,0.0133566,-0.00455997,0.00945984,-0.00456,-0.0151399,0.0400606,-0.00717198,0.0107528,-0.00717284,0.0570355,0.00322591,0.0107516,0.00322624,0.0231696
-5.80952,5.42857,-0.00364968,-0.0163209,-0.0410705,-0.016324,-0.0475161,0.0194402,-0.0410729,0.0194393,0.0095472,0.018831,-0.000843657,0.00857099,-0.000843943,0.0126212,-0.00424654,0.00857056,-0.00424648,-0.0157896,0.0390362,-0.0065604,0.0109473,-0.00656142,0.0562689,0.00303386,0.0109519,0.00303221,0.0224167
-5.80952,5.61905,-0.0038342,-0.0153303,-0.038276,-0.0153332,-0.0457604,0.0182813,-0.0382852,0.0182827,-0.00262483,0.0178774,-0.000834415,0.00737292,-0.000834668,0.0119451,-0.00394199,0.00737377,-0.00394245,-0.0110136,0.0364975,-0.00550532,0.0116505,-0.00550634,0.055456,0.00274396,0.0116254,0.00275341,0.0181868
-5.80952,5.80952,-0.00761982,-0.0131416,-0.0126871,-0.013145,-0.0448831,0.00997082,-0.0127439,0.00996873,-0.0083399,0.017201,-0.000992219,0.0010339,-0.000992112,0.0115019,-0.0010599,0.00103173,-0.00106007,-0.00496187,0.00562497,0.00286603,0.0163824,0.00286072,0.0527834,0.0010516,0.0163687,0.00105438,0.00720087
-5.61905,-5.80952,-0.0189171,-0.0126502,0.00801211,-0.0126592,-0.0452033,-0.00717765,0.00794958,-0.00716774,-0.0433457,0.0201712,-0.000268622,-0.00231994,-0.000269006,0.0117132,0.00118805,-0.00232334,0.00118845,-0.00608724,-0.00195362,-0.00625991,0.0447887,-0.00625853,-0.0544981,0.000562389,0.0447847,0.000561296,-0.00284515
-5.61905,-5.61905,-0.0144464,-0.0146592,0.032446,-0.014669,-0.0462887,-0.014557,0.0324523,-0.0145573,-0.0296384,0.0195709,0.000157851,-0.0108033,0.000157241,0.0121538,0.00429679,-0.0108066,0.0042968,-0.0132265,-0.0244015,0.00107799,0.0397016,0.00107973,-0.0572522,0.00210502,0.039636,0.00210553,-0.0126715
-5.61905,-5.42857,-0.0138696,-0.0155847,0.0354385,-0.0155951,-0.0482126,-0.015369,0.0354334,-0.0153686,-0.0177046,0.0198833,0.000326523,-0.0125276,0.00032583,0.0128497,0.00465154,-0.0125273,0.00465155,-0.0184257,-0.0252744,0.00170699,0.0396023,0.00170874,-0.0581156,0.00231708,0.0396122,0.00231691,-0.0167818
-5.61905,-5.2381,-0.0136392,-0.0164877,0.0368372,-0.0164983,-0.0502872,-0.0157053,0.0368359,-0.0157051,-0.0213022,0.0202724,0.000499227,-0.0138609,0.000498475,0.013609,0.00502313,-0.013861,0.00502314,-0.0178955,-0.0244475,0.00189215,0.0397782,0.00189398,-0.0589425,0.00244427,0.0397775,0.00244444,-0.0176787
-5.61905,-5.04762,-0.0133559,-0.0174164,0.0380548,-0.0174273,-0.0524517,-0.0159532,0.0380523,-0.0159529,-0.0238247,0.0206013,0.000699033,-0.0151967,0.000698214,0.0144083,0.00538805,-0.0151967,0.00538807,-0.0177266,-0.0233652,0.00202365,0.0398757,0.00202552,-0.0596926,0.0025568,0.0398773,0.00255694,-0.0195083
-5.61905,-4.85714,-0.0129619,-0.0183944,0.0394084,-0.0184056,-0.0547062,-0.0162211,0.0394061,-0.0162209,-0.0264883,0.0208488,0.000934374,-0.0166485,0.000933481,0.0152489,0.00578753,-0.0166485,0.00578755,-0.0174491,-0.0223738,0.00221873,0.0398156,0.00222064,-0.0603954,0.00267693,0.0398161,0.00267709,-0.0212524
-5.61905,-4.66667,-0.0124831,-0.0194102,0.0407203,-0.0194217,-0.0570561,-0.016452,0.040718,-0.0164517,-0.0293777,0.0210105,0.00120642,-0.0181541,0.00120545,0.0161321,0.00620161,-0.0181541,0.00620163,-0.0170104,-0.0213083,0.00242415,0.0396155,0.0024261,-0.0610207,0.00279183,0.0396162,0.002792,-0.0230333
-5.61905,-4.47619,-0.0119131,-0.0204621,0.0419801,-0.0204739,-0.0595027,-0.0166422,0.0419778,-0.0166419,-0.0325059,0.0210733,0.00151906,-0.0197049,0.001518,0.0170581,0.00662845,-0.019705,0.00662847,-0.01639,-0.0201799,0.00264161,0.0392624,0.00264359,-0.0615554,0.00289969,0.039263,0.00289987,-0.0248269
-5.61905,-4.28571,-0.0112476,-0.0215472,0.0431679,-0.0215593,-0.0620467,-0.0167855,0.0431655,-0.0167852,-0.0358819,0.0210242,0.00187603,-0.0212866,0.00187488,0.0180266,0.00706412,-0.0212866,0.00706415,-0.0155664,-0.0189936,0.00286979,0.0387437,0.00287179,-0.0619833,0.00299787,0.0387443,0.00299807,-0.026615
-5.61905,-4.09524,-0.010483,-0.0226618,0.0442621,-0.0226741,-0.0646879,-0.0168755,0.0442597,-0.0168752,-0.0395129,0.0208501,0.00228101,-0.0228813,0.00227976,0.0190368,0.00750376,-0.0228814,0.00750379,-0.0145181,-0.0177568,0.0031071,0.0380478,0.0031091,-0.0622868,0.0030835,0.0380485,0.00308371,-0.028375
-5.61905,-3.90476,-0.00961672,-0.0238011,0.0452385,-0.0238137,-0.0674251,-0.0169057,0.0452362,-0.0169054,-0.0434033,0.0205383,0.0027374,-0.0244673,0.00273604,0.0200874,0.00794125,-0.0244674,0.00794128,-0.0132244,-0.0164782,0.00335118,0.0371647,0.00335317,-0.062446,0.00315342,0.0371653,0.00315364,-0.0300812
-5.61905,-3.71429,-0.00864786,-0.0249598,0.0460707,-0.0249726,-0.0702557,-0.0168698,0.0460684,-0.0168694,-0.047554,0.0200769,0.00324813,-0.0260186,0.00324666,0.0211762,0.00836919,-0.0260186,0.00836923,-0.0116661,-0.0151677,0.00359891,0.0360861,0.00360088,-0.0624395,0.00320426,0.0360867,0.00320449,-0.0317039
