x,z,gamma_00,gamma_01,gamma_02,gamma_10,gamma_11,gamma_12,gamma_20,gamma_21,gamma_22
-256,-256,1.21401,-0.0508961,0.227605,-0.0508971,1.0118,-0.0537638,0.227597,-0.0537626,1.23703
-256,-247.873,1.21401,-0.0508961,0.227605,-0.0508971,1.0118,-0.0537638,0.227597,-0.0537626,1.23703
-256,-239.746,1.22327,-0.0538674,0.229513,-0.0538685,1.01268,-0.0548785,0.229512,-0.0548787,1.23306
-256,-231.619,1.23376,-0.0572616,0.23252,-0.0572628,1.01369,-0.0564522,0.23252,-0.0564523,1.22846
-256,-223.492,1.24477,-0.0608833,0.235291,-0.0608845,1.01479,-0.058006,0.235291,-0.0580061,1.22344
-256,-215.365,1.25625,-0.0647153,0.237742,-0.0647165,1.01598,-0.0595119,0.237742,-0.059512,1.21792
-256,-207.238,1.26819,-0.0687663,0.239825,-0.0687676,1.01725,-0.0609531,0.239825,-0.0609532,1.21189
-256,-199.111,1.28059,-0.0730405,0.241484,-0.0730418,1.01861,-0.0623098,0.241484,-0.06231,1.20535
-256,-190.984,1.29345,-0.0775399,0.24266,-0.0775412,1.02006,-0.0635602,0.24266,-0.0635604,1.19827
-256,-182.857,1.30674,-0.0822645,0.24329,-0.0822658,1.02162,-0.0646798,0.24329,-0.06468,1.19067
-256,-174.73,1.32045,-0.0872113,0.243308,-0.0872127,1.02326,-0.065642,0.243308,-0.0656421,1.18253
-256,-166.603,1.33455,-0.0923743,0.242643,-0.0923757,1.02501,-0.0664177,0.242643,-0.0664178,1.17388
-256,-158.476,1.34899,-0.0977432,0.241222,-0.0977446,1.02686,-0.0669758,0.241222,-0.066976,1.16473
-256,-150.349,1.36374,-0.103304,0.238973,-0.103305,1.02879,-0.0672835,0.238973,-0.0672837,1.1551
-256,-142.222,1.37873,-0.109036,0.235819,-0.109037,1.03082,-0.0673065,0.235819,-0.0673067,1.14504
-256,-134.095,1.3939,-0.114915,0.231688,-0.114917,1.03292,-0.0670097,0.231688,-0.0670099,1.13458
-256,-125.968,1.40916,-0.12091,0.226508,-0.120912,1.0351,-0.066358,0.226508,-0.0663582,1.1238
-256,-117.841,1.42443,-0.126984,0.220213,-0.126986,1.03733,-0.0653171,0.220213,-0.0653174,1.11277
-256,-109.714,1.4396,-0.133092,0.212744,-0.133094,1.0396,-0.0638547,0.212744,-0.0638549,1.10158
-256,-101.587,1.45456,-0.139184,0.204052,-0.139185,1.04189,-0.0619415,0.204052,-0.0619418,1.09032
-256,-93.4603,1.46917,-0.145203,0.1941,-0.145204,1.04418,-0.0595531,0.1941,-0.0595534,1.07913
-256,-85.3333,1.48331,-0.151085,0.182865,-0.151086,1.04644,-0.0566708,0.182865,-0.0566711,1.06811
-256,-77.2063,1.49683,-0.156762,0.170344,-0.156764,1.04865,-0.0532836,0.170344,-0.0532838,1.05742
-256,-69.0794,1.50957,-0.162164,0.156553,-0.162165,1.05076,-0.0493894,0.156552,-0.0493897,1.04721
-256,-60.9524,1.5214,-0.167214,0.141531,-0.167215,1.05275,-0.0449964,0.141531,-0.0449966,1.03761
-256,-52.8254,1.53215,-0.171839,0.125342,-0.171841,1.05459,-0.040124,0.125342,-0.0401242,1.02879
-256,-44.6984,1.54168,-0.175966,0.108074,-0.175967,1.05624,-0.0348034,0.108074,-0.0348036,1.0209
-256,-36.5714,1.54986,-0.179526,0.0898412,-0.179527,1.05768,-0.0290778,0.0898411,-0.029078,1.01407
-256,-28.4444,1.55656,-0.182456,0.070781,-0.182457,1.05886,-0.0230022,0.0707809,-0.0230023,1.00844
-256,-20.3175,1.56169,-0.184703,0.0510522,-0.184704,1.05977,-0.0166419,0.0510521,-0.016642,1.00412
-256,-12.1905,1.56515,-0.186226,0.0308319,-0.186227,1.06039,-0.0100712,0.0308319,-0.0100713,1.00119
-256,-4.06349,1.5669,-0.186995,0.010311,-0.186996,1.0607,-0.00337158,0.010311,-0.0033716,0.999704
-256,4.06349,1.5669,-0.186995,-0.010311,-0.186996,1.0607,0.00337158,-0.010311,0.0033716,0.999704
-256,12.1905,1.56515,-0.186226,-0.0308319,-0.186227,1.06039,0.0100712,-0.0308319,0.0100713,1.00119
-256,20.3175,1.56169,-0.184703,-0.0510522,-0.184704,1.05977,0.0166419,-0.0510521,0.016642,1.00412
-256,28.4444,1.55656,-0.182456,-0.070781,-0.182457,1.05886,0.0230022,-0.0707809,0.0230023,1.00844
-256,36.5714,1.54986,-0.179526,-0.0898412,-0.179527,1.05768,0.0290778,-0.0898411,0.029078,1.01407
-256,44.6984,1.54168,-0.175966,-0.108074,-0.175967,1.05624,0.0348034,-0.108074,0.0348036,1.0209
-256,52.8254,1.53215,-0.171839,-0.125342,-0.171841,1.05459,0.040124,-0.125342,0.0401242,1.02879
-256,60.9524,1.5214,-0.167214,-0.141531,-0.167215,1.05275,0.0449964,-0.141531,0.0449966,1.03761
-256,69.0794,1.50957,-0.162164,-0.156553,-0.162165,1.05076,0.0493894,-0.156552,0.0493897,1.04721
-256,77.2063,1.49683,-0.156762,-0.170344,-0.156764,1.04865,0.0532836,-0.170344,0.0532838,1.05742
-256,85.3333,1.48331,-0.151085,-0.182865,-0.151086,1.04644,0.0566708,-0.182865,0.0566711,1.06811
-256,93.4603,1.46917,-0.145203,-0.1941,-0.145204,1.04418,0.0595531,-0.1941,0.0595534,1.07913
-256,101.587,1.45456,-0.139184,-0.204052,-0.139185,1.04189,0.0619415,-0.204052,0.0619418,1.09032
-256,109.714,1.4396,-0.133092,-0.212744,-0.133094,1.0396,0.0638547,-0.212744,0.0638549,1.10158
-256,117.841,1.42443,-0.126984,-0.220213,-0.126986,1.03733,0.0653171,-0.220213,0.0653174,1.11277
-256,125.968,1.40916,-0.12091,-0.226508,-0.120912,1.0351,0.066358,-0.226508,0.0663582,1.1238
-256,134.095,1.3939,-0.114915,-0.231688,-0.114917,1.03292,0.0670097,-0.231688,0.0670099,1.13458
-256,142.222,1.37873,-0.109036,-0.235819,-0.109037,1.03082,0.0673065,-0.235819,0.0673067,1.14504
-256,150.349,1.36374,-0.103304,-0.238973,-0.103305,1.02879,0.0672835,-0.238973,0.0672837,1.1551
-256,158.476,1.34899,-0.0977432,-0.241222,-0.0977446,1.02686,0.0669758,-0.241222,0.066976,1.16473
-256,166.603,1.33455,-0.0923743,-0.242643,-0.0923757,1.02501,0.0664177,-0.242643,0.0664178,1.17388
-256,174.73,1.32045,-0.0872113,-0.243308,-0.0872127,1.02326,0.065642,-0.243308,0.0656421,1.18253
-256,182.857,1.30674,-0.0822645,-0.24329,-0.0822658,1.02162,0.0646798,-0.24329,0.06468,1.19067
-256,190.984,1.29345,-0.0775399,-0.24266,-0.0775412,1.02006,0.0635602,-0.24266,0.0635604,1.19827
-256,199.111,1.28059,-0.0730405,-0.241484,-0.0730418,1.01861,0.0623098,-0.241484,0.06231,1.20535
-256,207.238,1.26819,-0.0687663,-0.239825,-0.0687676,1.01725,0.0609531,-0.239825,0.0609532,1.21189
-256,215.365,1.25625,-0.0647153,-0.237742,-0.0647165,1.01598,0.0595119,-0.237742,0.059512,1.21792
-256,223.492,1.24477,-0.0608833,-0.235291,-0.0608845,1.01479,0.058006,-0.235291,0.0580061,1.22344
-256,231.619,1.23376,-0.0572616,-0.23252,-0.0572628,1.01369,0.0564522,-0.23252,0.0564523,1.22846
-256,239.746,1.22327,-0.0538682,-0.229511,-0.0538694,1.01268,0.0548787,-0.229512,0.0548789,1.23307
-256,247.873,1.21402,-0.0509004,-0.227597,-0.0509015,1.0118,0.0537646,-0.227596,0.0537635,1.23705
-256,256,1.21402,-0.0509004,-0.227597,-0.0509015,1.0118,0.0537646,-0.227596,0.0537635,1.23705
-247.873,-256,1.21401,-0.0508961,0.227605,-0.0508971,1.0118,-0.0537638,0.227597,-0.0537626,1.23703
-247.873,-247.873,1.2133,-0.0510729,0.229368,-0.0510751,1.01161,-0.0541749,0.229351,-0.0541723,1.23652
-247.873,-239.746,1.22167,-0.0537956,0.229937,-0.0537981,1.01241,-0.0548067,0.229935,-0.054807,1.23282
-247.873,-231.619,1.23193,-0.0571398,0.232877,-0.0571423,1.0134,-0.0563503,0.232876,-0.0563505,1.2281
-247.873,-223.492,1.24295,-0.0607733,0.235681,-0.060776,1.0145,-0.0579099,0.235681,-0.0579102,1.22313
-247.873,-215.365,1.2544,-0.064614,0.238168,-0.0646166,1.01567,-0.0594228,0.238168,-0.0594231,1.21763
-247.873,-207.238,1.26632,-0.068676,0.24029,-0.0686788,1.01693,-0.0608726,0.240289,-0.060873,1.21163
-247.873,-199.111,1.27871,-0.0729641,0.241991,-0.0729669,1.01828,-0.0622397,0.24199,-0.0622402,1.20511
-247.873,-190.984,1.29155,-0.0774808,0.243212,-0.0774837,1.01973,-0.0635024,0.243212,-0.0635029,1.19806
-247.873,-182.857,1.30485,-0.0822267,0.243891,-0.0822296,1.02127,-0.0646362,0.243891,-0.0646368,1.19048
-247.873,-174.73,1.31856,-0.0871992,0.24396,-0.0872021,1.02291,-0.0656146,0.24396,-0.0656152,1.18237
-247.873,-166.603,1.33267,-0.0923927,0.243349,-0.0923956,1.02465,-0.0664085,0.243348,-0.0664092,1.17375
-247.873,-158.476,1.34714,-0.0977976,0.241983,-0.0978005,1.02649,-0.0669867,0.241983,-0.0669874,1.16461
-247.873,-150.349,1.36193,-0.1034,0.239789,-0.103403,1.02842,-0.0673161,0.239789,-0.0673169,1.15501
-247.873,-142.222,1.37697,-0.10918,0.236691,-0.109183,1.03044,-0.0673622,0.23669,-0.0673631,1.14496
-247.873,-134.095,1.3922,-0.115114,0.232613,-0.115117,1.03255,-0.0670895,0.232612,-0.0670904,1.13451
-247.873,-125.968,1.40753,-0.121171,0.227482,-0.121174,1.03473,-0.0664624,0.227482,-0.0664633,1.12374
-247.873,-117.841,1.42289,-0.127313,0.221232,-0.127315,1.03696,-0.0654458,0.221231,-0.0654468,1.1127
-247.873,-109.714,1.43816,-0.133495,0.213799,-0.133498,1.03924,-0.0640066,0.213799,-0.0640077,1.1015
-247.873,-101.587,1.45323,-0.139668,0.205134,-0.13967,1.04154,-0.0621149,0.205134,-0.062116,1.09023
-247.873,-93.4603,1.46797,-0.145773,0.195196,-0.145775,1.04384,-0.059745,0.195195,-0.0597461,1.07901
-247.873,-85.3333,1.48224,-0.151745,0.183961,-0.151747,1.04612,-0.0568773,0.18396,-0.0568784,1.06796
-247.873,-77.2063,1.49589,-0.157516,0.171422,-0.157518,1.04834,-0.0535,0.171422,-0.0535011,1.05723
-247.873,-69.0794,1.50878,-0.163011,0.157596,-0.163013,1.05047,-0.0496099,0.157595,-0.0496109,1.04697
-247.873,-60.9524,1.52075,-0.168154,0.142518,-0.168156,1.05248,-0.0452145,0.142518,-0.0452155,1.03733
-247.873,-52.8254,1.53163,-0.172868,0.126253,-0.172869,1.05434,-0.0403327,0.126252,-0.0403337,1.02846
-247.873,-44.6984,1.5413,-0.177077,0.108888,-0.177079,1.05601,-0.0349957,0.108888,-0.0349965,1.02052
-247.873,-36.5714,1.54959,-0.180711,0.0905387,-0.180712,1.05746,-0.0292466,0.0905385,-0.0292474,1.01365
-247.873,-28.4444,1.55639,-0.183704,0.0713441,-0.183705,1.05866,-0.0231411,0.0713439,-0.0231417,1.00798
-247.873,-20.3175,1.5616,-0.186,0.0514659,-0.186001,1.05958,-0.0167454,0.0514658,-0.0167458,1.00362
-247.873,-12.1905,1.56511,-0.187557,0.0310849,-0.187558,1.06021,-0.0101351,0.0310848,-0.0101354,1.00066
-247.873,-4.06349,1.56689,-0.188343,0.0103962,-0.188344,1.06052,-0.00339317,0.0103961,-0.00339326,0.999168
-247.873,4.06349,1.56689,-0.188343,-0.0103962,-0.188344,1.06052,0.00339317,-0.0103961,0.00339326,0.999168
-247.873,12.1905,1.56511,-0.187557,-0.0310849,-0.187558,1.06021,0.0101351,-0.0310848,0.0101354,1.00066
-247.873,20.3175,1.5616,-0.186,-0.0514659,-0.186001,1.05958,0.0167454,-0.0514658,0.0167458,1.00362
-247.873,28.4444,1.55639,-0.183704,-0.0713441,-0.183705,1.05866,0.0231411,-0.0713439,0.0231417,1.00798
-247.873,36.5714,1.54959,-0.180711,-0.0905387,-0.180712,1.05746,0.0292466,-0.0905385,0.0292474,1.01365
-247.873,44.6984,1.5413,-0.177077,-0.108888,-0.177079,1.05601,0.0349957,-0.108888,0.0349965,1.02052
-247.873,52.8254,1.53163,-0.172868,-0.126253,-0.172869,1.05434,0.0403327,-0.126252,0.0403337,1.02846
-247.873,60.9524,1.52075,-0.168154,-0.142518,-0.168156,1.05248,0.0452145,-0.142518,0.0452155,1.03733
-247.873,69.0794,1.50878,-0.163011,-0.157596,-0.163013,1.05047,0.0496099,-0.157595,0.0496109,1.04697
-247.873,77.2063,1.49589,-0.157516,-0.171422,-0.157518,1.04834,0.0535,-0.171422,0.0535011,1.05723
-247.873,85.3333,1.48224,-0.151745,-0.183961,-0.151747,1.04612,0.0568773,-0.18396,0.0568784,1.06796
-247.873,93.4603,1.46797,-0.145773,-0.195196,-0.145775,1.04384,0.059745,-0.195195,0.0597461,1.07901
-247.873,101.587,1.45323,-0.139668,-0.205134,-0.13967,1.04154,0.0621149,-0.205134,0.062116,1.09023
-247.873,109.714,1.43816,-0.133495,-0.213799,-0.133498,1.03924,0.0640066,-0.213799,0.0640077,1.1015
-247.873,117.841,1.42289,-0.127313,-0.221232,-0.127315,1.03696,0.0654458,-0.221231,0.0654468,1.1127
-247.873,125.968,1.40753,-0.121171,-0.227482,-0.121174,1.03473,0.0664624,-0.227482,0.0664633,1.12374
-247.873,134.095,1.3922,-0.115114,-0.232613,-0.115117,1.03255,0.0670895,-0.232612,0.0670904,1.13451
-247.873,142.222,1.37697,-0.10918,-0.236691,-0.109183,1.03044,0.0673622,-0.23669,0.0673631,1.14496
-247.873,150.349,1.36193,-0.1034,-0.239789,-0.103403,1.02842,0.0673161,-0.239789,0.0673169,1.15501
-247.873,158.476,1.34714,-0.0977976,-0.241983,-0.0978005,1.02649,0.0669867,-0.241983,0.0669874,1.16461
-247.873,166.603,1.33267,-0.0923927,-0.243349,-0.0923956,1.02465,0.0664085,-0.243348,0.0664092,1.17375
-247.873,174.73,1.31856,-0.0871992,-0.24396,-0.0872021,1.02291,0.0656146,-0.24396,0.0656152,1.18237
-247.873,182.857,1.30485,-0.0822267,-0.243891,-0.0822296,1.02127,0.0646362,-0.243891,0.0646368,1.19048
-247.873,190.984,1.29155,-0.0774808,-0.243212,-0.0774837,1.01973,0.0635024,-0.243212,0.0635029,1.19806
-247.873,199.111,1.27871,-0.0729641,-0.241991,-0.0729669,1.01828,0.0622397,-0.24199,0.0622402,1.20511
-247.873,207.238,1.26632,-0.068676,-0.24029,-0.0686788,1.01693,0.0608726,-0.240289,0.060873,1.21163
-247.873,215.365,1.2544,-0.064614,-0.238168,-0.0646166,1.01567,0.0594228,-0.238168,0.0594231,1.21763
-247.873,223.492,1.24295,-0.0607734,-0.235681,-0.060776,1.0145,0.0579099,-0.235681,0.0579102,1.22313
-247.873,231.619,1.23194,-0.05714,-0.232876,-0.0571425,1.0134,0.0563503,-0.232876,0.0563506,1.2281
-247.873,239.746,1.22168,-0.0537981,-0.229934,-0.0538006,1.01241,0.0548072,-0.229935,0.0548075,1.23283
-247.873,247.873,1.21333,-0.0510838,-0.229354,-0.051086,1.01162,0.0541771,-0.229348,0.0541745,1.23658
-247.873,256,1.21402,-0.0509004,-0.227597,-0.0509015,1.0118,0.0537646,-0.227596,0.0537635,1.23705
-239.746,-256,1.20963,-0.0505287,0.229105,-0.0505286,1.01194,-0.0552846,0.229096,-0.0552846,1.24772
-239.746,-247.873,1.20941,-0.050579,0.229521,-0.0505789,1.01172,-0.055566,0.2295,-0.0555661,1.24627
-239.746,-239.746,1.21765,-0.0532956,0.230126,-0.0532955,1.01255,-0.0562485,0.230125,-0.0562489,1.24247
-239.746,-231.619,1.22789,-0.0566783,0.233299,-0.0566781,1.01358,-0.057921,0.233298,-0.0579214,1.23785
-239.746,-223.492,1.23887,-0.0603599,0.236355,-0.0603597,1.01472,-0.0596186,0.236354,-0.059619,1.23293
-239.746,-215.365,1.2503,-0.0642585,0.239103,-0.0642583,1.01594,-0.0612754,0.239102,-0.0612759,1.22747
-239.746,-207.238,1.26221,-0.0683896,0.241493,-0.0683893,1.01726,-0.0628742,0.241492,-0.0628747,1.22146
-239.746,-199.111,1.2746,-0.0727589,0.243469,-0.0727585,1.01868,-0.0643944,0.243468,-0.064395,1.21491
-239.746,-190.984,1.28747,-0.07737,0.244969,-0.0773695,1.0202,-0.0658129,0.244968,-0.0658135,1.20779
-239.746,-182.857,1.30081,-0.0822244,0.245928,-0.0822238,1.02183,-0.0671036,0.245927,-0.0671043,1.20009
-239.746,-174.73,1.31458,-0.0873204,0.246274,-0.0873198,1.02357,-0.068238,0.246273,-0.0682387,1.19182
-239.746,-166.603,1.32877,-0.0926533,0.245934,-0.0926525,1.02542,-0.0691847,0.245933,-0.0691855,1.18299
-239.746,-158.476,1.34334,-0.0982141,0.244831,-0.0982131,1.02738,-0.0699098,0.24483,-0.0699107,1.1736
-239.746,-150.349,1.35824,-0.103989,0.242884,-0.103988,1.02944,-0.0703771,0.242883,-0.070378,1.16368
-239.746,-142.222,1.37341,-0.109959,0.240014,-0.109958,1.03161,-0.0705485,0.240012,-0.0705495,1.15327
-239.746,-134.095,1.38879,-0.116099,0.236138,-0.116098,1.03387,-0.0703847,0.236137,-0.0703858,1.14242
-239.746,-125.968,1.40431,-0.122378,0.231181,-0.122376,1.03622,-0.0698459,0.23118,-0.0698471,1.13118
-239.746,-117.841,1.41985,-0.128756,0.225067,-0.128754,1.03863,-0.0688929,0.225066,-0.0688941,1.11964
-239.746,-109.714,1.43533,-0.135189,0.21773,-0.135186,1.0411,-0.067488,0.217729,-0.0674892,1.10789
-239.746,-101.587,1.45061,-0.141621,0.209113,-0.141619,1.0436,-0.0655968,0.209112,-0.0655981,1.09603
-239.746,-93.4603,1.46557,-0.147993,0.199171,-0.14799,1.0461,-0.0631897,0.19917,-0.063191,1.08419
-239.746,-85.3333,1.48007,-0.154237,0.187876,-0.154234,1.04859,-0.0602434,0.187875,-0.0602448,1.07251
-239.746,-77.2063,1.49396,-0.160278,0.175219,-0.160275,1.05101,-0.056743,0.175218,-0.0567443,1.06114
-239.746,-69.0794,1.50708,-0.166039,0.161212,-0.166035,1.05335,-0.0526833,0.161211,-0.0526846,1.05024
-239.746,-60.9524,1.51927,-0.171437,0.145893,-0.171432,1.05556,-0.0480709,0.145892,-0.0480722,1.03998
-239.746,-52.8254,1.53036,-0.17639,0.129325,-0.176385,1.0576,-0.0429251,0.129324,-0.0429262,1.03053
-239.746,-44.6984,1.54021,-0.180817,0.1116,-0.180812,1.05944,-0.0372787,0.111599,-0.0372797,1.02205
-239.746,-36.5714,1.54867,-0.184642,0.0928377,-0.184637,1.06103,-0.0311786,0.0928371,-0.0311795,1.01471
-239.746,-28.4444,1.55561,-0.187794,0.0731839,-0.187789,1.06236,-0.0246852,0.0731834,-0.0246859,1.00864
-239.746,-20.3175,1.56092,-0.190215,0.0528085,-0.190209,1.06338,-0.0178712,0.0528081,-0.0178717,1.00397
-239.746,-12.1905,1.56451,-0.191856,0.0319021,-0.19185,1.06407,-0.01082,0.0319018,-0.0108203,1.0008
-239.746,-4.06349,1.56632,-0.192685,0.0106705,-0.192679,1.06442,-0.00362303,0.0106704,-0.00362314,0.999203
-239.746,4.06349,1.56632,-0.192685,-0.0106705,-0.192679,1.06442,0.00362303,-0.0106704,0.00362314,0.999203
-239.746,12.1905,1.56451,-0.191856,-0.0319021,-0.19185,1.06407,0.01082,-0.0319018,0.0108203,1.0008
-239.746,20.3175,1.56092,-0.190215,-0.0528085,-0.190209,1.06338,0.0178712,-0.0528081,0.0178717,1.00397
-239.746,28.4444,1.55561,-0.187794,-0.0731839,-0.187789,1.06236,0.0246852,-0.0731834,0.0246859,1.00864
-239.746,36.5714,1.54867,-0.184642,-0.0928377,-0.184637,1.06103,0.0311786,-0.0928371,0.0311795,1.01471
-239.746,44.6984,1.54021,-0.180817,-0.1116,-0.180812,1.05944,0.0372787,-0.111599,0.0372797,1.02205
-239.746,52.8254,1.53036,-0.17639,-0.129325,-0.176385,1.0576,0.0429251,-0.129324,0.0429262,1.03053
-239.746,60.9524,1.51927,-0.171437,-0.145893,-0.171432,1.05556,0.0480709,-0.145892,0.0480722,1.03998
-239.746,69.0794,1.50708,-0.166039,-0.161212,-0.166035,1.05335,0.0526833,-0.161211,0.0526846,1.05024
-239.746,77.2063,1.49396,-0.160278,-0.175219,-0.160275,1.05101,0.056743,-0.175218,0.0567443,1.06114
-239.746,85.3333,1.48007,-0.154237,-0.187876,-0.154234,1.04859,0.0602434,-0.187875,0.0602448,1.07251
-239.746,93.4603,1.46557,-0.147993,-0.199171,-0.14799,1.0461,0.0631897,-0.19917,0.063191,1.08419
-239.746,101.587,1.45061,-0.141621,-0.209113,-0.141619,1.0436,0.0655968,-0.209112,0.0655981,1.09603
-239.746,109.714,1.43533,-0.135189,-0.21773,-0.135186,1.0411,0.067488,-0.217729,0.0674892,1.10789
-239.746,117.841,1.41985,-0.128756,-0.225067,-0.128754,1.03863,0.0688929,-0.225066,0.0688941,1.11964
-239.746,125.968,1.40431,-0.122378,-0.231181,-0.122376,1.03622,0.0698459,-0.23118,0.0698471,1.13118
-239.746,134.095,1.38879,-0.116099,-0.236138,-0.116098,1.03387,0.0703847,-0.236137,0.0703858,1.14242
-239.746,142.222,1.37341,-0.109959,-0.240014,-0.109958,1.03161,0.0705485,-0.240012,0.0705495,1.15327
-239.746,150.349,1.35824,-0.103989,-0.242884,-0.103988,1.02944,0.0703771,-0.242883,0.070378,1.16368
-239.746,158.476,1.34334,-0.0982141,-0.244831,-0.0982131,1.02738,0.0699098,-0.24483,0.0699107,1.1736
-239.746,166.603,1.32877,-0.0926533,-0.245934,-0.0926525,1.02542,0.0691847,-0.245933,0.0691855,1.18299
-239.746,174.73,1.31458,-0.0873204,-0.246274,-0.0873198,1.02357,0.068238,-0.246273,0.0682387,1.19182
-239.746,182.857,1.30081,-0.0822244,-0.245928,-0.0822238,1.02183,0.0671036,-0.245927,0.0671043,1.20009
-239.746,190.984,1.28747,-0.07737,-0.244969,-0.0773695,1.0202,0.0658129,-0.244968,0.0658135,1.20779
-239.746,199.111,1.2746,-0.0727589,-0.243469,-0.0727585,1.01868,0.0643944,-0.243468,0.064395,1.21491
-239.746,207.238,1.26221,-0.0683896,-0.241493,-0.0683893,1.01726,0.0628742,-0.241492,0.0628747,1.22146
-239.746,215.365,1.2503,-0.0642585,-0.239103,-0.0642583,1.01594,0.0612754,-0.239102,0.0612759,1.22747
-239.746,223.492,1.23887,-0.0603599,-0.236355,-0.0603597,1.01472,0.0596186,-0.236354,0.059619,1.23293
-239.746,231.619,1.22789,-0.0566786,-0.233299,-0.0566785,1.01358,0.0579211,-0.233298,0.0579214,1.23785
-239.746,239.746,1.21766,-0.0532994,-0.230129,-0.0532993,1.01255,0.0562493,-0.230128,0.0562496,1.24248
-239.746,247.873,1.20946,-0.0505956,-0.229533,-0.0505955,1.01173,0.0555693,-0.229512,0.0555694,1.24633
-239.746,256,1.20965,-0.0505354,-0.22911,-0.0505354,1.01194,0.0552859,-0.229101,0.055286,1.24774
-231.619,-256,1.2044,-0.0501697,0.231668,-0.0501697,1.01206,-0.0569181,0.231669,-0.0569182,1.25976
-231.619,-247.873,1.20406,-0.0502191,0.232016,-0.0502188,1.01184,-0.0571963,0.232017,-0.0571966,1.25811
-231.619,-239.746,1.2123,-0.0529821,0.232854,-0.0529818,1.0127,-0.0579632,0.232854,-0.0579636,1.25432
-231.619,-231.619,1.2226,-0.056452,0.236418,-0.0564516,1.01377,-0.0598063,0.236419,-0.0598067,1.24988
-231.619,-223.492,1.23367,-0.0602405,0.239898,-0.0602401,1.01496,-0.0616911,0.239898,-0.0616915,1.24514
-231.619,-215.365,1.24524,-0.0642656,0.243087,-0.0642651,1.01625,-0.0635462,0.243087,-0.0635467,1.23981
-231.619,-207.238,1.25732,-0.0685445,0.245935,-0.068544,1.01765,-0.0653537,0.245935,-0.0653542,1.23391
-231.619,-199.111,1.26992,-0.0730852,0.248382,-0.0730846,1.01916,-0.067092,0.248382,-0.0670926,1.22742
-231.619,-190.984,1.28305,-0.0778939,0.250363,-0.0778932,1.02078,-0.0687367,0.250363,-0.0687373,1.22032
-231.619,-182.857,1.29668,-0.0829742,0.251807,-0.0829734,1.02252,-0.0702599,0.251807,-0.0702606,1.21259
-231.619,-174.73,1.31081,-0.0883269,0.252639,-0.0883259,1.02439,-0.0716306,0.252639,-0.0716315,1.20423
-231.619,-166.603,1.32541,-0.0939492,0.252779,-0.0939481,1.02639,-0.0728146,0.252779,-0.0728155,1.19524
-231.619,-158.476,1.34044,-0.099834,0.25214,-0.0998327,1.02852,-0.0737741,0.25214,-0.0737751,1.18562
-231.619,-150.349,1.35586,-0.105969,0.250636,-0.105968,1.03077,-0.0744686,0.250636,-0.0744697,1.17541
-231.619,-142.222,1.37162,-0.112336,0.248175,-0.112335,1.03314,-0.0748548,0.248175,-0.074856,1.16462
-231.619,-134.095,1.38765,-0.118911,0.244666,-0.118909,1.03563,-0.0748875,0.244666,-0.0748888,1.15332
-231.619,-125.968,1.40386,-0.125661,0.24002,-0.125659,1.03822,-0.0745204,0.24002,-0.0745217,1.14154
-231.619,-117.841,1.42016,-0.132546,0.234149,-0.132543,1.0409,-0.0737068,0.234149,-0.0737082,1.12939
-231.619,-109.714,1.43644,-0.139516,0.226974,-0.139513,1.04366,-0.0724016,0.226974,-0.0724031,1.11694
-231.619,-101.587,1.45257,-0.146514,0.218425,-0.146511,1.04646,-0.0705624,0.218425,-0.070564,1.10433
-231.619,-93.4603,1.46841,-0.153473,0.208445,-0.153469,1.04928,-0.0681518,0.208445,-0.0681534,1.09167
-231.619,-85.3333,1.48381,-0.160317,0.196994,-0.160313,1.05209,-0.0651392,0.196994,-0.0651409,1.07913
-231.619,-77.2063,1.4986,-0.166963,0.184052,-0.166958,1.05485,-0.0615031,0.184052,-0.0615048,1.06686
-231.619,-69.0794,1.51261,-0.173322,0.169625,-0.173317,1.05752,-0.0572334,0.169625,-0.057235,1.05505
-231.619,-60.9524,1.52566,-0.1793,0.153748,-0.179295,1.06005,-0.0523333,0.153748,-0.0523348,1.0439
-231.619,-52.8254,1.53757,-0.184802,0.136482,-0.184796,1.06239,-0.0468212,0.136482,-0.0468226,1.03358
-231.619,-44.6984,1.54817,-0.189732,0.117926,-0.189726,1.06451,-0.0407317,0.117926,-0.040733,1.0243
-231.619,-36.5714,1.55729,-0.194002,0.0982069,-0.193995,1.06636,-0.0341165,0.0982069,-0.0341176,1.01624
-231.619,-28.4444,1.56478,-0.197528,0.0774855,-0.197521,1.06789,-0.0270436,0.0774854,-0.0270445,1.00957
-231.619,-20.3175,1.57052,-0.200239,0.0559506,-0.200232,1.06908,-0.0195965,0.0559506,-0.0195972,1.00443
-231.619,-12.1905,1.5744,-0.20208,0.0338158,-0.202072,1.06988,-0.0118719,0.0338158,-0.0118723,1.00093
-231.619,-4.06349,1.57636,-0.20301,0.0113133,-0.203003,1.07029,-0.00397653,0.0113132,-0.00397667,0.999164
-231.619,4.06349,1.57636,-0.20301,-0.0113133,-0.203003,1.07029,0.00397653,-0.0113132,0.00397667,0.999164
-231.619,12.1905,1.5744,-0.20208,-0.0338158,-0.202072,1.06988,0.0118719,-0.0338158,0.0118723,1.00093
-231.619,20.3175,1.57052,-0.200239,-0.0559506,-0.200232,1.06908,0.0195965,-0.0559506,0.0195972,1.00443
-231.619,28.4444,1.56478,-0.197528,-0.0774855,-0.197521,1.06789,0.0270436,-0.0774854,0.0270445,1.00957
