x,z,K00,K01,K02,K10,K11,K12,K20,K21,K22
-256,-256,0.00981168,0.0238466,-0.132248,0.0238874,0.133253,0.0243202,-0.131957,0.0242756,-0.00294635
-256,-247.873,0.00981168,0.0238466,-0.132248,0.0238874,0.133253,0.0243202,-0.131957,0.0242756,-0.00294635
-256,-239.746,0.00783644,0.0253684,-0.136141,0.0254135,0.137736,0.0255393,-0.13612,0.0255469,-0.00127827
-256,-231.619,0.00693651,0.026633,-0.140179,0.0266801,0.142688,0.0266169,-0.140169,0.0266205,0.00669436
-256,-223.492,0.00216899,0.0290559,-0.144841,0.0291041,0.147505,0.0279278,-0.144835,0.0279327,0.0117116
-256,-215.365,-0.00241752,0.0314866,-0.149337,0.0315359,0.152534,0.0292218,-0.149328,0.029227,0.0179608
-256,-207.238,-0.00747243,0.0341147,-0.153736,0.0341651,0.157711,0.0305241,-0.153727,0.03053,0.0248077
-256,-199.111,-0.0130087,0.0369468,-0.157987,0.0369982,0.163035,0.0318226,-0.157978,0.0318292,0.0323018
-256,-190.984,-0.0190508,0.0399927,-0.162034,0.040045,0.168499,0.0331035,-0.162025,0.0331109,0.0404743
-256,-182.857,-0.0256187,0.0432603,-0.165812,0.0433133,0.174096,0.0343501,-0.165802,0.0343583,0.0493544
-256,-174.73,-0.0327292,0.0467557,-0.169248,0.0468093,0.179814,0.0355433,-0.169238,0.0355524,0.0589654
-256,-166.603,-0.0403933,0.0504828,-0.17226,0.0505368,0.185641,0.0366611,-0.172251,0.0366712,0.0693234
-256,-158.476,-0.0486155,0.0544424,-0.174761,0.0544966,0.191561,0.0376787,-0.174751,0.0376897,0.0804354
-256,-150.349,-0.0573916,0.0586314,-0.17665,0.0586856,0.197555,0.0385683,-0.17664,0.0385803,0.0922964
-256,-142.222,-0.0667072,0.063042,-0.177825,0.0630959,0.2036,0.0392995,-0.177815,0.0393125,0.104888
-256,-134.095,-0.0765353,0.0676611,-0.178174,0.0677144,0.209671,0.0398396,-0.178163,0.0398536,0.118173
-256,-125.968,-0.0868345,0.0724691,-0.17758,0.0725216,0.215738,0.0401539,-0.17757,0.0401689,0.132096
-256,-117.841,-0.097547,0.0774393,-0.175929,0.0774906,0.221766,0.0402068,-0.175918,0.0402226,0.146579
-256,-109.714,-0.108597,0.082537,-0.173103,0.0825868,0.227719,0.0399623,-0.173093,0.0399788,0.16152
-256,-101.587,-0.119888,0.0877192,-0.168992,0.0877672,0.233553,0.0393856,-0.168982,0.0394028,0.176787
-256,-93.4603,-0.131305,0.092934,-0.163498,0.09298,0.239225,0.0384446,-0.163488,0.0384621,0.192223
-256,-85.3333,-0.142712,0.0981211,-0.156536,0.0981647,0.244686,0.0371111,-0.156527,0.0371287,0.207644
-256,-77.2063,-0.153951,0.103212,-0.148044,0.103253,0.249884,0.0353632,-0.148035,0.0353807,0.222838
-256,-69.0794,-0.164851,0.108131,-0.137987,0.108169,0.254768,0.0331868,-0.137979,0.0332039,0.237569
-256,-60.9524,-0.175225,0.112797,-0.126365,0.112833,0.259282,0.0305779,-0.126357,0.0305941,0.251588
-256,-52.8254,-0.184877,0.117126,-0.113214,0.117159,0.263375,0.0275432,-0.113207,0.0275584,0.264629
-256,-44.6984,-0.193613,0.121034,-0.0986137,0.121064,0.266995,0.0241026,-0.0986076,0.0241162,0.276428
-256,-36.5714,-0.201241,0.124439,-0.0826884,0.124467,0.270094,0.0202886,-0.0826833,0.0203003,0.286729
-256,-28.4444,-0.207584,0.127265,-0.0656054,0.127291,0.27263,0.0161471,-0.0656013,0.0161566,0.295294
-256,-20.3175,-0.212489,0.129447,-0.0475727,0.129471,0.274565,0.0117362,-0.0475697,0.0117431,0.301914
-256,-12.1905,-0.215831,0.130933,-0.0288341,0.130956,0.275872,0.00712444,-0.0288323,0.00712872,0.306426
-256,-4.06349,-0.217524,0.131685,-0.00966037,0.131707,0.276531,0.00238878,-0.00965976,0.00239022,0.308711
-256,4.06349,-0.217524,0.131685,0.00966037,0.131707,0.276531,-0.00238878,0.00965976,-0.00239022,0.308711
-256,12.1905,-0.215831,0.130933,0.0288341,0.130956,0.275872,-0.00712444,0.0288323,-0.00712872,0.306426
-256,20.3175,-0.212489,0.129447,0.0475727,0.129471,0.274565,-0.0117362,0.0475697,-0.0117431,0.301914
-256,28.4444,-0.207584,0.127265,0.0656054,0.127291,0.27263,-0.0161471,0.0656013,-0.0161566,0.295294
-256,36.5714,-0.201241,0.124439,0.0826884,0.124467,0.270094,-0.0202886,0.0826833,-0.0203003,0.286729
-256,44.6984,-0.193613,0.121034,0.0986137,0.121064,0.266995,-0.0241026,0.0986076,-0.0241162,0.276428
-256,52.8254,-0.184877,0.117126,0.113214,0.117159,0.263375,-0.0275432,0.113207,-0.0275584,0.264629
-256,60.9524,-0.175225,0.112797,0.126365,0.112833,0.259282,-0.0305779,0.126357,-0.0305941,0.251588
-256,69.0794,-0.164851,0.108131,0.137987,0.108169,0.254768,-0.0331868,0.137979,-0.0332039,0.237569
-256,77.2063,-0.153951,0.103212,0.148044,0.103253,0.249884,-0.0353632,0.148035,-0.0353807,0.222838
-256,85.3333,-0.142712,0.0981211,0.156536,0.0981647,0.244686,-0.0371111,0.156527,-0.0371287,0.207644
-256,93.4603,-0.131305,0.092934,0.163498,0.09298,0.239225,-0.0384446,0.163488,-0.0384621,0.192223
-256,101.587,-0.119888,0.0877192,0.168992,0.0877672,0.233553,-0.0393856,0.168982,-0.0394028,0.176787
-256,109.714,-0.108597,0.082537,0.173103,0.0825868,0.227719,-0.0399623,0.173093,-0.0399788,0.16152
-256,117.841,-0.097547,0.0774393,0.175929,0.0774906,0.221766,-0.0402068,0.175918,-0.0402226,0.146579
-256,125.968,-0.0868345,0.0724691,0.17758,0.0725216,0.215738,-0.0401539,0.17757,-0.0401689,0.132096
-256,134.095,-0.0765353,0.0676611,0.178174,0.0677144,0.209671,-0.0398396,0.178163,-0.0398536,0.118173
-256,142.222,-0.0667072,0.063042,0.177825,0.0630959,0.2036,-0.0392995,0.177815,-0.0393125,0.104888
-256,150.349,-0.0573916,0.0586314,0.17665,0.0586856,0.197555,-0.0385683,0.17664,-0.0385803,0.0922964
-256,158.476,-0.0486155,0.0544424,0.174761,0.0544966,0.191561,-0.0376787,0.174751,-0.0376897,0.0804354
-256,166.603,-0.0403933,0.0504828,0.17226,0.0505368,0.185641,-0.0366611,0.172251,-0.0366712,0.0693234
-256,174.73,-0.0327292,0.0467557,0.169248,0.0468093,0.179814,-0.0355433,0.169238,-0.0355524,0.0589654
-256,182.857,-0.0256187,0.0432603,0.165812,0.0433133,0.174096,-0.0343501,0.165802,-0.0343583,0.0493544
-256,190.984,-0.0190508,0.0399927,0.162034,0.040045,0.168499,-0.0331035,0.162025,-0.0331109,0.0404743
-256,199.111,-0.0130087,0.0369468,0.157987,0.0369982,0.163035,-0.0318226,0.157978,-0.0318292,0.0323018
-256,207.238,-0.00747243,0.0341147,0.153736,0.0341651,0.157711,-0.0305241,0.153727,-0.03053,0.0248077
-256,215.365,-0.00241746,0.0314866,0.149337,0.0315359,0.152534,-0.0292218,0.149328,-0.029227,0.0179608
-256,223.492,0.00216901,0.0290559,0.144841,0.0291041,0.147505,-0.0279277,0.144835,-0.0279327,0.0117116
-256,231.619,0.00693175,0.0266345,0.140177,0.0266816,0.142688,-0.0266173,0.140169,-0.0266208,0.00668804
-256,239.746,0.00774946,0.0253929,0.1361,0.025438,0.137722,-0.0255451,0.136111,-0.0255524,-0.00141154
-256,247.873,0.0093795,0.0239647,0.132044,0.0240052,0.133182,-0.024345,0.131919,-0.0243007,-0.00360922
-256,256,0.0093795,0.0239647,0.132044,0.0240052,0.133182,-0.024345,0.131919,-0.0243007,-0.00360922
-247.873,-256,0.00981168,0.0238466,-0.132248,0.0238874,0.133253,0.0243202,-0.131957,0.0242756,-0.00294635
-247.873,-247.873,0.00624212,0.0250764,-0.133626,0.025119,0.133176,0.0251316,-0.133292,0.0250825,-0.0063313
-247.873,-239.746,0.00545293,0.0263293,-0.137242,0.0263764,0.137569,0.0264714,-0.13719,0.0264791,-0.00777789
-247.873,-231.619,0.00759448,0.0267887,-0.140772,0.0268394,0.142719,0.0274398,-0.140742,0.0274444,0.00289681
-247.873,-223.492,0.00279039,0.0292871,-0.145469,0.0293388,0.147512,0.028818,-0.145461,0.0288281,0.00771202
-247.873,-215.365,-0.00165603,0.0317486,-0.149981,0.0318014,0.152537,0.0301777,-0.149965,0.0301876,0.0139593
-247.873,-207.238,-0.00652931,0.0344023,-0.154388,0.0344562,0.157712,0.031544,-0.154372,0.0315553,0.0208425
-247.873,-199.111,-0.0118477,0.0372568,-0.158641,0.0373116,0.163034,0.0329063,-0.158625,0.032919,0.0284056
-247.873,-190.984,-0.01765,0.0403263,-0.162688,0.0403818,0.168497,0.0342508,-0.162671,0.034265,0.0366644
-247.873,-182.857,-0.0239526,0.0436178,-0.166462,0.0436737,0.174092,0.0355599,-0.166445,0.0355758,0.0456519
-247.873,-174.73,-0.0307705,0.0471371,-0.16989,0.0471931,0.17981,0.0368136,-0.169873,0.0368311,0.0553924
-247.873,-166.603,-0.0381135,0.0508879,-0.172892,0.0509437,0.185636,0.0379887,-0.172874,0.0380081,0.065903
-247.873,-158.476,-0.0459851,0.0548704,-0.175377,0.0549256,0.191557,0.0390592,-0.175359,0.0390805,0.0771916
-247.873,-150.349,-0.0543804,0.0590811,-0.177248,0.0591352,0.197553,0.0399961,-0.17723,0.0400194,0.0892536
-247.873,-142.222,-0.0632846,0.0635119,-0.178399,0.0635645,0.203602,0.0407676,-0.178381,0.0407928,0.10207
-247.873,-134.095,-0.0726714,0.068149,-0.178721,0.0681995,0.209678,0.0413394,-0.178702,0.0413665,0.115605
-247.873,-125.968,-0.0825005,0.0729724,-0.178097,0.0730202,0.215753,0.0416753,-0.178079,0.0417043,0.1298
-247.873,-117.841,-0.0927162,0.0779548,-0.176411,0.0779994,0.221791,0.0417382,-0.176393,0.0417689,0.144578
-247.873,-109.714,-0.103246,0.0830613,-0.173548,0.083102,0.227757,0.0414906,-0.173531,0.0415229,0.159831
-247.873,-101.587,-0.113998,0.0882483,-0.169399,0.0882847,0.233608,0.0408965,-0.169382,0.04093,0.175426
-247.873,-93.4603,-0.124861,0.0934641,-0.163865,0.0934955,0.2393,0.0399224,-0.163848,0.0399567,0.191203
-247.873,-85.3333,-0.135708,0.098648,-0.156862,0.0986739,0.244783,0.0385394,-0.156846,0.0385741,0.206971
-247.873,-77.2063,-0.146389,0.103732,-0.14833,0.103752,0.250006,0.0367249,-0.148314,0.0367594,0.222513
-247.873,-69.0794,-0.15674,0.10864,-0.138233,0.108654,0.254917,0.0344646,-0.138218,0.0344983,0.237588
-247.873,-60.9524,-0.166587,0.113293,-0.126573,0.113301,0.25946,0.0317545,-0.126559,0.0317866,0.251937
-247.873,-52.8254,-0.175745,0.117607,-0.113386,0.117609,0.263582,0.0286021,-0.113374,0.0286319,0.265291
-247.873,-44.6984,-0.18403,0.121499,-0.0987527,0.121495,0.26723,0.0250281,-0.098742,0.0250549,0.277375
-247.873,-36.5714,-0.19126,0.124888,-0.0827972,0.124879,0.270355,0.0210667,-0.0827881,0.0210898,0.287927
-247.873,-28.4444,-0.197272,0.1277,-0.0656865,0.127686,0.272914,0.0167656,-0.0656792,0.0167844,0.296701
-247.873,-20.3175,-0.201918,0.12987,-0.0476287,0.129853,0.274868,0.0121853,-0.0476234,0.0121992,0.303486
-247.873,-12.1905,-0.205084,0.131347,-0.0288669,0.131327,0.276188,0.0073969,-0.0288636,0.00740539,0.308108
-247.873,-4.06349,-0.206688,0.132095,-0.00967115,0.132074,0.276853,0.0024801,-0.00967007,0.00248296,0.310451
-247.873,4.06349,-0.206688,0.132095,0.00967115,0.132074,0.276853,-0.0024801,0.00967007,-0.00248296,0.310451
-247.873,12.1905,-0.205084,0.131347,0.0288669,0.131327,0.276188,-0.0073969,0.0288636,-0.00740539,0.308108
-247.873,20.3175,-0.201918,0.12987,0.0476287,0.129853,0.274868,-0.0121853,0.0476234,-0.0121992,0.303486
-247.873,28.4444,-0.197272,0.1277,0.0656865,0.127686,0.272914,-0.0167656,0.0656792,-0.0167844,0.296701
-247.873,36.5714,-0.19126,0.124888,0.0827972,0.124879,0.270355,-0.0210667,0.0827881,-0.0210898,0.287927
-247.873,44.6984,-0.18403,0.121499,0.0987527,0.121495,0.26723,-0.0250281,0.098742,-0.0250549,0.277375
-247.873,52.8254,-0.175745,0.117607,0.113386,0.117609,0.263582,-0.0286021,0.113374,-0.0286319,0.265291
-247.873,60.9524,-0.166587,0.113293,0.126573,0.113301,0.25946,-0.0317545,0.126559,-0.0317866,0.251937
-247.873,69.0794,-0.15674,0.10864,0.138233,0.108654,0.254917,-0.0344646,0.138218,-0.0344983,0.237588
-247.873,77.2063,-0.146389,0.103732,0.14833,0.103752,0.250006,-0.0367249,0.148314,-0.0367594,0.222513
-247.873,85.3333,-0.135708,0.098648,0.156862,0.0986739,0.244783,-0.0385394,0.156846,-0.0385741,0.206971
-247.873,93.4603,-0.124861,0.0934641,0.163865,0.0934955,0.2393,-0.0399224,0.163848,-0.0399567,0.191203
-247.873,101.587,-0.113998,0.0882483,0.169399,0.0882847,0.233608,-0.0408965,0.169382,-0.04093,0.175426
-247.873,109.714,-0.103246,0.0830613,0.173548,0.083102,0.227757,-0.0414906,0.173531,-0.0415229,0.159831
-247.873,117.841,-0.0927162,0.0779548,0.176411,0.0779994,0.221791,-0.0417382,0.176393,-0.0417689,0.144578
-247.873,125.968,-0.0825005,0.0729724,0.178097,0.0730202,0.215753,-0.0416753,0.178079,-0.0417043,0.1298
-247.873,134.095,-0.0726714,0.068149,0.178721,0.0681995,0.209678,-0.0413394,0.178702,-0.0413665,0.115605
-247.873,142.222,-0.0632846,0.0635119,0.178399,0.0635645,0.203602,-0.0407676,0.178381,-0.0407928,0.10207
-247.873,150.349,-0.0543804,0.0590811,0.177248,0.0591352,0.197553,-0.0399961,0.17723,-0.0400194,0.0892536
-247.873,158.476,-0.0459851,0.0548704,0.175377,0.0549256,0.191557,-0.0390592,0.175359,-0.0390805,0.0771916
-247.873,166.603,-0.0381135,0.0508879,0.172892,0.0509437,0.185636,-0.0379887,0.172874,-0.0380081,0.065903
-247.873,174.73,-0.0307705,0.0471371,0.16989,0.0471931,0.17981,-0.0368136,0.169873,-0.0368311,0.0553924
-247.873,182.857,-0.0239526,0.0436178,0.166462,0.0436737,0.174092,-0.0355599,0.166445,-0.0355758,0.0456519
-247.873,190.984,-0.01765,0.0403263,0.162688,0.0403818,0.168497,-0.0342508,0.162671,-0.034265,0.0366644
-247.873,199.111,-0.0118477,0.0372568,0.158641,0.0373116,0.163034,-0.0329063,0.158625,-0.032919,0.0284056
-247.873,207.238,-0.00652931,0.0344023,0.154388,0.0344562,0.157712,-0.031544,0.154372,-0.0315553,0.0208425
-247.873,215.365,-0.00165579,0.0317485,0.149981,0.0318014,0.152537,-0.0301777,0.149965,-0.0301876,0.0139596
-247.873,223.492,0.00279028,0.0292872,0.145469,0.0293389,0.147512,-0.028818,0.145461,-0.0288281,0.00771183
-247.873,231.619,0.00757857,0.0267938,0.140769,0.0268444,0.142716,-0.0274411,0.140742,-0.0274456,0.00287559
-247.873,239.746,0.00530843,0.0263711,0.137209,0.026418,0.137544,-0.0264826,0.137177,-0.0264891,-0.00800945
-247.873,247.873,0.00560982,0.0252547,0.133483,0.0252964,0.133063,-0.0251696,0.133253,-0.0251209,-0.00735491
-247.873,256,0.0093795,0.0239647,0.132044,0.0240052,0.133182,-0.024345,0.131919,-0.0243007,-0.00360922
-239.746,-256,0.0128486,0.0240062,-0.135378,0.0240031,0.137523,0.0249929,-0.135028,0.0249956,-0.0055766
-239.746,-247.873,0.00671682,0.0251883,-0.13653,0.025183,0.137383,0.0255225,-0.136091,0.0255279,-0.00740772
-239.746,-239.746,0.00653718,0.0263714,-0.140694,0.0263659,0.141965,0.026991,-0.140635,0.0270026,-0.00842646
-239.746,-231.619,0.00756724,0.0269929,-0.144801,0.0269857,0.147415,0.0281189,-0.144751,0.0281289,0.0013725
-239.746,-223.492,0.00258525,0.0295876,-0.14994,0.029579,0.152518,0.029603,-0.149917,0.0296144,0.00626423
-239.746,-215.365,-0.00217611,0.0321671,-0.154952,0.0321567,0.157872,0.03107,-0.154918,0.0310826,0.0125349
-239.746,-207.238,-0.00741349,0.0349599,-0.159888,0.0349475,0.163398,0.0325587,-0.159854,0.0325728,0.0194823
-239.746,-199.111,-0.0131606,0.0379786,-0.164703,0.0379638,0.169091,0.0340551,-0.164668,0.0340708,0.0271488
-239.746,-190.984,-0.0194621,0.0412408,-0.169341,0.0412232,0.174947,0.0355457,-0.169305,0.035563,0.035559
-239.746,-182.857,-0.026342,0.0447568,-0.173734,0.044736,0.180956,0.0370126,-0.173695,0.0370317,0.0447538
-239.746,-174.73,-0.0338233,0.0485363,-0.177802,0.0485119,0.18711,0.038435,-0.177763,0.0384561,0.0547665
-239.746,-166.603,-0.0419238,0.0525866,-0.181458,0.0525579,0.193394,0.0397887,-0.181418,0.0398118,0.0656233
-239.746,-158.476,-0.0506542,0.0569115,-0.184605,0.056878,0.199792,0.0410457,-0.184564,0.041071,0.0773413
-239.746,-150.349,-0.0600167,0.061511,-0.187134,0.061472,0.206284,0.0421744,-0.187091,0.0422019,0.0899252
-239.746,-142.222,-0.0700021,0.0663799,-0.188926,0.0663347,0.212847,0.0431396,-0.188883,0.0431694,0.103365
-239.746,-134.095,-0.0805878,0.0715066,-0.189855,0.0714545,0.219453,0.0439027,-0.189811,0.0439347,0.117631
-239.746,-125.968,-0.0917352,0.0768722,-0.189788,0.0768125,0.226069,0.0444222,-0.189744,0.0444563,0.132672
-239.746,-117.841,-0.103387,0.0824496,-0.188587,0.0823814,0.232659,0.0446546,-0.188543,0.0446907,0.148412
-239.746,-109.714,-0.115465,0.0882016,-0.186114,0.0881243,0.23918,0.0445554,-0.18607,0.0445933,0.164744
-239.746,-101.587,-0.127868,0.094081,-0.182235,0.0939937,0.245587,0.0440806,-0.182192,0.04412,0.181531
-239.746,-93.4603,-0.140469,0.100029,-0.176827,0.0999316,0.251829,0.0431884,-0.176784,0.0432288,0.1986
-239.746,-85.3333,-0.153119,0.105977,-0.16978,0.105869,0.257852,0.0418414,-0.169738,0.0418823,0.215745
-239.746,-77.2063,-0.16564,0.111845,-0.161009,0.111724,0.263597,0.040009,-0.16097,0.0400498,0.232727
-239.746,-69.0794,-0.177837,0.117541,-0.150463,0.11741,0.269005,0.0376697,-0.150426,0.0377096,0.249276
-239.746,-60.9524,-0.189493,0.12297,-0.138124,0.122827,0.274014,0.0348138,-0.13809,0.0348519,0.265096
-239.746,-52.8254,-0.20038,0.128028,-0.124024,0.127873,0.278563,0.0314456,-0.123993,0.0314811,0.279878
-239.746,-44.6984,-0.210267,0.13261,-0.108244,0.132446,0.282592,0.0275851,-0.108217,0.0276171,0.293303
-239.746,-36.5714,-0.218927,0.136616,-0.0909189,0.136442,0.286046,0.023269,-0.0908957,0.0232966,0.305064
-239.746,-28.4444,-0.226146,0.139951,-0.0722368,0.139769,0.288876,0.0185512,-0.0722183,0.0185736,0.314869
-239.746,-20.3175,-0.23174,0.142531,-0.0524379,0.142343,0.291038,0.0135014,-0.0524243,0.0135179,0.322467
-239.746,-12.1905,-0.235557,0.144291,-0.0318061,0.144099,0.292499,0.00820335,-0.0317979,0.0082135,0.327652
-239.746,-4.06349,-0.237493,0.145182,-0.01066,0.144988,0.293235,0.00275177,-0.0106572,0.00275519,0.330281
-239.746,4.06349,-0.237493,0.145182,0.01066,0.144988,0.293235,-0.00275177,0.0106572,-0.00275519,0.330281
-239.746,12.1905,-0.235557,0.144291,0.0318061,0.144099,0.292499,-0.00820335,0.0317979,-0.0082135,0.327652
-239.746,20.3175,-0.23174,0.142531,0.0524379,0.142343,0.291038,-0.0135014,0.0524243,-0.0135179,0.322467
-239.746,28.4444,-0.226146,0.139951,0.0722368,0.139769,0.288876,-0.0185512,0.0722183,-0.0185736,0.314869
-239.746,36.5714,-0.218927,0.136616,0.0909189,0.136442,0.286046,-0.023269,0.0908957,-0.0232966,0.305064
-239.746,44.6984,-0.210267,0.13261,0.108244,0.132446,0.282592,-0.0275851,0.108217,-0.0276171,0.293303
-239.746,52.8254,-0.20038,0.128028,0.124024,0.127873,0.278563,-0.0314456,0.123993,-0.0314811,0.279878
-239.746,60.9524,-0.189493,0.12297,0.138124,0.122827,0.274014,-0.0348138,0.13809,-0.0348519,0.265096
-239.746,69.0794,-0.177837,0.117541,0.150463,0.11741,0.269005,-0.0376697,0.150426,-0.0377096,0.249276
-239.746,77.2063,-0.16564,0.111845,0.161009,0.111724,0.263597,-0.040009,0.16097,-0.0400498,0.232727
-239.746,85.3333,-0.153119,0.105977,0.16978,0.105869,0.257852,-0.0418414,0.169738,-0.0418823,0.215745
-239.746,93.4603,-0.140469,0.100029,0.176827,0.0999316,0.251829,-0.0431884,0.176784,-0.0432288,0.1986
-239.746,101.587,-0.127868,0.094081,0.182235,0.0939937,0.245587,-0.0440806,0.182192,-0.04412,0.181531
-239.746,109.714,-0.115465,0.0882016,0.186114,0.0881243,0.23918,-0.0445554,0.18607,-0.0445933,0.164744
-239.746,117.841,-0.103387,0.0824496,0.188587,0.0823814,0.232659,-0.0446546,0.188543,-0.0446907,0.148412
-239.746,125.968,-0.0917352,0.0768722,0.189788,0.0768125,0.226069,-0.0444222,0.189744,-0.0444563,0.132672
-239.746,134.095,-0.0805878,0.0715066,0.189855,0.0714545,0.219453,-0.0439027,0.189811,-0.0439347,0.117631
-239.746,142.222,-0.0700021,0.0663799,0.188926,0.0663347,0.212847,-0.0431396,0.188883,-0.0431694,0.103365
-239.746,150.349,-0.0600167,0.061511,0.187134,0.061472,0.206284,-0.0421744,0.187091,-0.0422019,0.0899252
-239.746,158.476,-0.0506542,0.0569115,0.184605,0.056878,0.199792,-0.0410457,0.184564,-0.041071,0.0773413
-239.746,166.603,-0.0419238,0.0525866,0.181458,0.0525579,0.193394,-0.0397887,0.181418,-0.0398118,0.0656233
-239.746,174.73,-0.0338233,0.0485363,0.177802,0.0485119,0.18711,-0.038435,0.177763,-0.0384561,0.0547665
-239.746,182.857,-0.026342,0.0447568,0.173734,0.044736,0.180956,-0.0370126,0.173695,-0.0370317,0.0447538
-239.746,190.984,-0.0194621,0.0412408,0.169341,0.0412232,0.174947,-0.0355457,0.169305,-0.035563,0.035559
-239.746,199.111,-0.0131606,0.0379786,0.164703,0.0379638,0.169091,-0.0340551,0.164668,-0.0340708,0.0271488
-239.746,207.238,-0.00741348,0.0349599,0.159888,0.0349475,0.163398,-0.0325587,0.159854,-0.0325728,0.0194823
-239.746,215.365,-0.00217571,0.0321669,0.154952,0.0321566,0.157872,-0.03107,0.154918,-0.0310826,0.0125354
-239.746,223.492,0.00258497,0.0295877,0.14994,0.0295791,0.152518,-0.0296031,0.149917,-0.0296145,0.00626399
-239.746,231.619,0.00754104,0.0270008,0.144808,0.0269936,0.147412,-0.0281204,0.144756,-0.0281304,0.00134265
-239.746,239.746,0.00631664,0.0264358,0.140749,0.0264303,0.141938,-0.0270036,0.140678,-0.0270152,-0.00867848
-239.746,247.873,0.00577645,0.0254671,0.136739,0.0254619,0.137261,-0.0255809,0.136297,-0.0255862,-0.0084638
-239.746,256,0.0121984,0.0242001,0.135544,0.024197,0.137445,-0.025033,0.135175,-0.0250357,-0.00630159
-231.619,-256,0.0215947,0.0241929,-0.138594,0.0241891,0.142032,0.0259044,-0.138636,0.0259086,-0.00770262
-231.619,-247.873,0.0185432,0.0252958,-0.139119,0.025289,0.141939,0.0260377,-0.139151,0.0260462,-0.00620008
-231.619,-239.746,0.0178704,0.0265535,-0.143798,0.0265454,0.146841,0.027384,-0.143812,0.0273969,-0.00819951
-231.619,-231.619,0.0192808,0.0272117,-0.148221,0.0272016,0.152668,0.0285163,-0.148226,0.0285279,0.00225914
-231.619,-223.492,0.0145099,0.0298992,-0.153884,0.0298875,0.158159,0.0300797,-0.153887,0.0300927,0.00713593
-231.619,-215.365,0.00989659,0.0325989,-0.159433,0.0325852,0.163929,0.0316419,-0.159436,0.0316565,0.0134254
-231.619,-207.238,0.00476628,0.0355333,-0.164955,0.0355173,0.169902,0.0332368,-0.164959,0.0332531,0.0204299
-231.619,-199.111,-0.000927814,0.0387202,-0.1704,0.0387016,0.176074,0.034853,-0.170404,0.0348712,0.0281921
-231.619,-190.984,-0.00723956,0.0421811,-0.175712,0.0421593,0.182442,0.0364776,-0.175715,0.0364978,0.0367452
-231.619,-182.857,-0.0142034,0.0459305,-0.180818,0.0459052,0.188998,0.0380931,-0.180822,0.0381155,0.0461397
-231.619,-174.73,-0.0218532,0.0499825,-0.185638,0.0499532,0.195733,0.0396786,-0.185641,0.0397034,0.0564194
-231.619,-166.603,-0.0302182,0.0543491,-0.190076,0.054315,0.202634,0.0412092,-0.19008,0.0412366,0.0676223
-231.619,-158.476,-0.039321,0.0590388,-0.194028,0.0589994,0.209685,0.0426559,-0.194032,0.0426859,0.0797775
-231.619,-150.349,-0.0491753,0.0640561,-0.197372,0.0640105,0.216865,0.0439848,-0.197376,0.0440177,0.0929023
-231.619,-142.222,-0.059783,0.0693999,-0.199977,0.0693475,0.224149,0.0451578,-0.199981,0.0451936,0.106999
-231.619,-134.095,-0.0711311,0.0750623,-0.201698,0.0750021,0.231508,0.0461323,-0.201702,0.0461709,0.122049
-231.619,-125.968,-0.0831887,0.081027,-0.20238,0.0809581,0.238906,0.0468615,-0.202383,0.0469029,0.138012
-231.619,-117.841,-0.095903,0.0872676,-0.20186,0.0871892,0.246301,0.0472953,-0.201863,0.0473395,0.154818
-231.619,-109.714,-0.109196,0.0937463,-0.199971,0.0936574,0.253647,0.0473816,-0.199974,0.0474282,0.172364
-231.619,-101.587,-0.122962,0.100413,-0.196548,0.100312,0.260891,0.0470674,-0.19655,0.047116,0.190509
-231.619,-93.4603,-0.137063,0.107202,-0.191431,0.107089,0.267973,0.0463012,-0.191433,0.0463514,0.209074
-231.619,-85.3333,-0.151329,0.114034,-0.184479,0.113909,0.27483,0.0450354,-0.184481,0.0450865,0.227834
-231.619,-77.2063,-0.165559,0.120817,-0.175573,0.120678,0.281393,0.0432292,-0.175574,0.0432803,0.246526
-231.619,-69.0794,-0.179518,0.127442,-0.16463,0.12729,0.28759,0.0408517,-0.164631,0.0409019,0.264845
-231.619,-60.9524,-0.192948,0.133792,-0.151612,0.133626,0.293347,0.0378853,-0.151613,0.0379335,0.282453
-231.619,-52.8254,-0.205571,0.13974,-0.136535,0.139561,0.29859,0.0343289,-0.136535,0.034374,0.298987
-231.619,-44.6984,-0.217096,0.145155,-0.119475,0.144963,0.303245,0.0302003,-0.119476,0.0302411,0.314072
-231.619,-36.5714,-0.22724,0.149909,-0.10058,0.149706,0.307245,0.0255379,-0.10058,0.0255732,0.327339
-231.619,-28.4444,-0.235731,0.15388,-0.0800624,0.153668,0.310527,0.0204015,-0.0800622,0.0204303,0.338439
-231.619,-20.3175,-0.242331,0.156962,-0.0582022,0.156743,0.313038,0.0148713,-0.058202,0.0148925,0.347062
-231.619,-12.1905,-0.246846,0.159068,-0.0353369,0.158843,0.314737,0.00904529,-0.0353368,0.00905834,0.35296
-231.619,-4.06349,-0.249139,0.160137,-0.0118492,0.159909,0.315593,0.00303583,-0.0118492,0.00304023,0.355954
-231.619,4.06349,-0.249139,0.160137,0.0118492,0.159909,0.315593,-0.00303583,0.0118492,-0.00304023,0.355954
-231.619,12.1905,-0.246846,0.159068,0.0353369,0.158843,0.314737,-0.00904529,0.0353368,-0.00905834,0.35296
-231.619,20.3175,-0.242331,0.156962,0.0582022,0.156743,0.313038,-0.0148713,0.058202,-0.0148925,0.347062
